"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
1069.400,-4.031,-6.178
1069.420,-4.158,-6.977
1069.440,-4.313,-7.684
1069.460,-4.474,-8.037
1069.480,-4.637,-8.063
1069.500,-4.799,-7.906
1069.520,-4.956,-7.540
1069.540,-5.104,-6.977
1069.560,-5.237,-6.231
1069.580,-5.355,-5.328
1069.600,-5.452,-4.280
1069.620,-5.528,-3.102
1069.640,-5.578,-1.833
1069.660,-5.601,-0.511
1069.680,-5.598,0.825
1069.700,-5.568,2.160
1069.720,-5.512,3.456
1069.740,-5.429,4.686
1069.760,-5.323,5.825
1069.780,-5.195,6.846
1069.800,-5.047,7.723
1069.820,-4.884,8.443
1069.840,-4.708,8.993
1069.860,-4.521,9.359
1069.880,-4.331,9.556
1069.900,-4.137,9.595
1069.920,-3.944,9.503
1069.940,-3.756,9.320
1069.960,-3.572,9.058
1069.980,-3.391,8.731
1070.000,-3.222,8.325
1070.020,-3.058,7.893
1070.040,-2.906,7.501
1070.060,-2.760,7.173
1070.080,-2.620,6.741
1070.100,-2.483,6.021
1070.120,-2.373,5.184
1070.140,-2.284,4.856
1070.160,-2.198,5.171
1070.180,-2.077,5.616
1070.200,-1.960,5.760
1070.220,-1.847,5.629
1070.240,-1.736,5.524
1070.260,-1.626,5.419
1070.280,-1.519,5.315
1070.300,-1.414,5.223
1070.320,-1.310,5.118
1070.340,-1.208,4.987
1070.360,-1.111,4.856
1070.380,-1.015,4.739
1070.400,-0.920,4.647
1070.420,-0.829,4.568
1070.440,-0.738,4.503
1070.460,-0.649,4.438
1070.480,-0.561,4.359
1070.500,-0.474,4.294
1070.520,-0.390,4.241
1070.540,-0.305,4.202
1070.560,-0.221,4.150
1070.580,-0.138,4.071
1070.600,-0.058,3.979
1070.620,0.020,3.875
1070.640,0.097,3.744
1070.660,0.171,3.560
1070.680,0.240,3.390
1070.700,0.305,3.246
1070.720,0.371,3.063
1070.740,0.430,2.788
1070.760,0.482,2.461
1070.780,0.528,2.160
1070.800,0.569,1.859
1070.820,0.603,1.545
1070.840,0.630,1.217
1070.860,0.652,0.864
1070.880,0.666,0.484
1070.900,0.671,0.105
1070.920,0.669,-0.262
1070.940,0.661,-0.615
1070.960,0.644,-0.982
1070.980,0.622,-1.335
1071.000,0.591,-1.662
1071.020,0.554,-1.963
1071.040,0.512,-2.238
1071.060,0.465,-2.513
1071.080,0.412,-2.762
1071.100,0.353,-2.998
1071.120,0.292,-3.220
1071.140,0.225,-3.416
1071.160,0.154,-3.547
1071.180,0.082,-3.626
1071.200,0.009,-3.691
1071.220,-0.066,-3.718
1071.240,-0.141,-3.744
1071.260,-0.214,-3.796
1071.280,-0.292,-3.888
1071.300,-0.371,-3.953
1071.320,-0.451,-3.953
1071.340,-0.529,-3.901
1071.360,-0.608,-3.835
1071.380,-0.682,-3.809
1071.400,-0.759,-3.822
1071.420,-0.836,-3.835
1071.440,-0.913,-3.783
1071.460,-0.988,-3.704
1071.480,-1.060,-3.600
1071.500,-1.133,-3.469
1071.520,-1.200,-3.299
1071.540,-1.264,-3.076
1071.560,-1.324,-2.827
1071.580,-1.378,-2.539
1071.600,-1.426,-2.225
1071.620,-1.467,-1.885
1071.640,-1.502,-1.518
1071.660,-1.528,-1.152
1071.680,-1.547,-0.746
1071.700,-1.560,-0.367
1071.720,-1.560,-0.013
1071.740,-1.560,0.380
1071.760,-1.549,0.838
1071.780,-1.525,1.322
1071.800,-1.494,1.715
1071.820,-1.456,2.134
1071.840,-1.412,2.657
1071.860,-1.351,3.299
1071.880,-1.280,3.940
1071.900,-1.192,4.503
1071.920,-1.098,5.027
1071.940,-0.993,5.498
1071.960,-0.877,5.917
1071.980,-0.754,6.362
1072.000,-0.627,6.898
1072.020,-0.479,7.461
1072.040,-0.324,7.959
1072.060,-0.162,8.338
1072.080,0.011,8.561
1072.100,0.187,8.535
1072.120,0.355,8.273
1072.140,0.518,7.828
1072.160,0.672,7.239
1072.180,0.809,6.506
1072.200,0.933,5.642
1072.220,1.038,4.621
1072.240,1.120,3.403
1072.260,1.177,2.068
1072.280,1.203,0.681
1072.300,1.203,-0.746
1072.320,1.175,-2.186
1072.340,1.115,-3.600
1072.360,1.029,-4.935
1072.380,0.917,-6.192
1072.400,0.781,-7.357
1072.420,0.620,-8.378
1072.440,0.443,-9.255
1072.460,0.250,-9.922
1072.480,0.041,-10.341
1072.500,-0.168,-10.551
1072.520,-0.380,-10.655
1072.540,-0.595,-10.721
1072.560,-0.811,-10.668
1072.580,-1.024,-10.459
1072.600,-1.232,-10.158
1072.620,-1.429,-9.857
1072.640,-1.624,-9.634
1072.660,-1.814,-9.477
1072.680,-2.003,-9.111
1072.700,-2.188,-8.561
1072.720,-2.344,-8.090
1072.740,-2.501,-8.168
1072.760,-2.661,-8.757
1072.780,-2.851,-9.372
1072.800,-3.044,-9.791
1072.820,-3.242,-9.988
1072.840,-3.445,-10.132
1072.860,-3.649,-10.210
1072.880,-3.853,-10.236
1072.900,-4.059,-10.197
1072.920,-4.263,-10.027
1072.940,-4.463,-9.700
1072.960,-4.653,-9.215
1072.980,-4.833,-8.574
1073.000,-4.998,-7.762
1073.020,-5.146,-6.794
1073.040,-5.272,-5.707
1073.060,-5.375,-4.503
1073.080,-5.454,-3.220
1073.100,-5.504,-1.898
1073.120,-5.529,-0.589
1073.140,-5.528,0.694
1073.160,-5.501,1.924
1073.180,-5.449,3.063
1073.200,-5.377,4.084
1073.220,-5.284,4.987
1073.240,-5.176,5.760
1073.260,-5.052,6.362
1073.280,-4.918,6.768
1073.300,-4.778,6.977
1073.320,-4.637,7.003
1073.340,-4.496,6.859
1073.360,-4.361,6.571
1073.380,-4.232,6.152
1073.400,-4.112,5.550
1073.420,-4.006,4.739
1073.440,-3.921,3.770
1073.460,-3.855,2.788
1073.480,-3.811,1.950
1073.500,-3.781,1.257
1073.520,-3.760,0.668
1073.540,-3.754,0.105
1073.560,-3.757,-0.484
1073.580,-3.771,-0.956
1073.600,-3.801,-1.296
1073.620,-3.825,-1.741
1073.640,-3.859,-2.500
1073.660,-3.922,-3.443
1073.680,-4.004,-4.176
1073.700,-4.093,-4.608
1073.720,-4.189,-4.869
1073.740,-4.290,-5.027
1073.760,-4.392,-5.066
1073.780,-4.494,-4.987
1073.800,-4.593,-4.791
1073.820,-4.687,-4.477
1073.840,-4.774,-4.045
1073.860,-4.851,-3.495
1073.880,-4.915,-2.854
1073.900,-4.965,-2.134
1073.920,-5.001,-1.374
1073.940,-5.020,-0.576
1073.960,-5.025,0.249
1073.980,-5.011,1.073
1074.000,-4.981,1.872
1074.020,-4.935,2.618
1074.040,-4.876,3.312
1074.060,-4.802,3.927
1074.080,-4.717,4.451
1074.100,-4.623,4.883
1074.120,-4.521,5.210
1074.140,-4.412,5.419
1074.160,-4.302,5.524
1074.180,-4.191,5.524
1074.200,-4.079,5.432
1074.220,-3.973,5.236
1074.240,-3.869,4.935
1074.260,-3.773,4.568
1074.280,-3.687,4.136
1074.300,-3.607,3.652
1074.320,-3.539,3.102
1074.340,-3.482,2.500
1074.360,-3.438,1.846
1074.380,-3.407,1.152
1074.400,-3.393,0.484
1074.420,-3.390,-0.170
1074.440,-3.398,-0.969
1074.460,-3.423,-2.016
1074.480,-3.476,-2.932
1074.500,-3.553,-3.560
1074.520,-3.619,-4.058
1074.540,-3.707,-4.621
1074.560,-3.809,-5.171
1074.580,-3.918,-5.537
1074.600,-4.029,-6.008
1074.620,-4.152,-6.689
1074.640,-4.296,-7.409
1074.660,-4.453,-7.919
1074.680,-4.617,-8.116
1074.700,-4.782,-8.077
1074.720,-4.942,-7.828
1074.740,-5.097,-7.383
1074.760,-5.240,-6.741
1074.780,-5.369,-5.917
1074.800,-5.479,-4.948
1074.820,-5.568,-3.835
1074.840,-5.634,-2.605
1074.860,-5.674,-1.296
1074.880,-5.686,0.052
1074.900,-5.672,1.414
1074.920,-5.630,2.775
1074.940,-5.561,4.097
1074.960,-5.465,5.341
1074.980,-5.345,6.480
1075.000,-5.204,7.474
1075.020,-5.044,8.325
1075.040,-4.869,9.006
1075.060,-4.681,9.516
1075.080,-4.486,9.857
1075.100,-4.285,10.014
1075.120,-4.083,10.040
1075.140,-3.883,9.948
1075.160,-3.684,9.778
1075.180,-3.490,9.530
1075.200,-3.302,9.189
1075.220,-3.121,8.810
1075.240,-2.950,8.443
1075.260,-2.785,8.168
1075.280,-2.625,7.946
1075.300,-2.466,7.605
1075.320,-2.315,7.055
1075.340,-2.182,6.558
1075.360,-2.062,6.545
1075.380,-1.932,6.807
1075.400,-1.780,7.121
1075.420,-1.648,7.357
1075.440,-1.492,7.592
1075.460,-1.337,7.802
1075.480,-1.180,7.789
1075.500,-1.024,7.736
1075.520,-0.870,7.658
1075.540,-0.718,7.553
1075.560,-0.567,7.396
1075.580,-0.421,7.186
1075.600,-0.280,6.925
1075.620,-0.143,6.597
1075.640,-0.014,6.152
1075.660,0.105,5.589
1075.680,0.210,4.935
1075.700,0.303,4.228
1075.720,0.380,3.521
1075.740,0.443,2.814
1075.760,0.493,2.121
1075.780,0.528,1.401
1075.800,0.550,0.668
1075.820,0.554,-0.026
1075.840,0.547,-0.654
1075.860,0.528,-1.191
1075.880,0.498,-1.636
1075.900,0.460,-2.003
1075.920,0.418,-2.304
1075.940,0.368,-2.539
1075.960,0.314,-2.710
1075.980,0.259,-2.775
1076.000,0.201,-2.749
1076.020,0.148,-2.631
1076.040,0.096,-2.435
1076.060,0.049,-2.173
1076.080,0.008,-1.872
1076.100,-0.025,-1.571
1076.120,-0.055,-1.257
1076.140,-0.077,-0.916
1076.160,-0.091,-0.563
1076.180,-0.099,-0.236
1076.200,-0.101,0.079
1076.220,-0.096,0.393
1076.240,-0.085,0.694
1076.260,-0.068,0.956
1076.280,-0.046,1.165
1076.300,-0.020,1.322
1076.320,0.008,1.414
1076.340,0.038,1.453
1076.360,0.066,1.440
1076.380,0.096,1.361
1076.400,0.123,1.217
1076.420,0.145,1.021
1076.440,0.163,0.785
1076.460,0.178,0.484
1076.480,0.184,0.118
1076.500,0.182,-0.275
1076.520,0.173,-0.681
1076.540,0.156,-1.113
1076.560,0.129,-1.558
1076.580,0.093,-2.003
1076.600,0.049,-2.448
1076.620,-0.005,-2.867
1076.640,-0.068,-3.220
1076.660,-0.135,-3.495
1076.680,-0.207,-3.718
1076.700,-0.284,-3.914
1076.720,-0.364,-4.032
1076.740,-0.448,-4.071
1076.760,-0.528,-4.032
1076.780,-0.609,-3.927
1076.800,-0.686,-3.757
1076.820,-0.760,-3.521
1076.840,-0.828,-3.233
1076.860,-0.891,-2.880
1076.880,-0.944,-2.474
1076.900,-0.990,-2.029
1076.920,-1.026,-1.558
1076.940,-1.052,-1.047
1076.960,-1.068,-0.524
1076.980,-1.073,0.026
1077.000,-1.068,0.589
1077.020,-1.049,1.152
1077.040,-1.021,1.715
1077.060,-0.982,2.278
1077.080,-0.930,2.880
1077.100,-0.867,3.495
1077.120,-0.790,4.097
1077.140,-0.702,4.673
1077.160,-0.603,5.210
1077.180,-0.493,5.707
1077.200,-0.374,6.139
1077.220,-0.247,6.493
1077.240,-0.113,6.820
1077.260,0.025,7.108
1077.280,0.173,7.226
1077.300,0.320,7.095
1077.320,0.459,6.754
1077.340,0.591,6.270
1077.360,0.713,5.681
1077.380,0.818,5.000
1077.400,0.913,4.228
1077.420,0.991,3.325
1077.440,1.048,2.251
1077.460,1.082,1.100
1077.480,1.092,-0.092
1077.500,1.079,-1.296
1077.520,1.040,-2.500
1077.540,0.979,-3.691
1077.560,0.892,-4.830
1077.580,0.784,-5.890
1077.600,0.655,-6.846
1077.620,0.509,-7.710
1077.640,0.346,-8.443
1077.660,0.168,-8.980
1077.680,-0.017,-9.320
1077.700,-0.206,-9.543
1077.720,-0.399,-9.700
1077.740,-0.595,-9.778
1077.760,-0.792,-9.739
1077.780,-0.986,-9.543
1077.800,-1.177,-9.307
1077.820,-1.356,-9.111
1077.840,-1.539,-8.954
1077.860,-1.717,-8.796
1077.880,-1.890,-8.679
1077.900,-2.061,-8.495
1077.920,-2.237,-7.880
1077.940,-2.389,-7.265
1077.960,-2.507,-7.304
1077.980,-2.663,-8.050
1078.000,-2.840,-8.849
1078.020,-3.022,-9.215
1078.040,-3.209,-9.425
1078.060,-3.399,-9.582
1078.080,-3.594,-9.673
1078.100,-3.787,-9.713
1078.120,-3.982,-9.687
1078.140,-4.177,-9.582
1078.160,-4.367,-9.346
1078.180,-4.552,-8.967
1078.200,-4.728,-8.417
1078.220,-4.891,-7.697
1078.240,-5.038,-6.846
1078.260,-5.166,-5.864
1078.280,-5.275,-4.765
1078.300,-5.358,-3.574
1078.320,-5.418,-2.343
1078.340,-5.452,-1.100
1078.360,-5.462,0.144
1078.380,-5.446,1.348
1078.400,-5.407,2.474
1078.420,-5.345,3.495
1078.440,-5.265,4.398
1078.460,-5.168,5.171
1078.480,-5.056,5.786
1078.500,-4.934,6.231
1078.520,-4.805,6.519
1078.540,-4.672,6.637
1078.560,-4.536,6.571
1078.580,-4.406,6.336
1078.600,-4.282,5.969
1078.620,-4.166,5.485
1078.640,-4.061,4.856
1078.660,-3.969,4.058
1078.680,-3.896,3.129
1078.700,-3.844,2.147
1078.720,-3.811,1.309
1078.740,-3.797,0.654
1078.760,-3.786,0.092
1078.780,-3.790,-0.471
1078.800,-3.806,-1.034
1078.820,-3.833,-1.466
1078.840,-3.867,-1.937
1078.860,-3.905,-2.618
1078.880,-3.966,-3.443
1078.900,-4.048,-4.163
1078.920,-4.137,-4.608
1078.940,-4.233,-4.869
1078.960,-4.334,-5.027
1078.980,-4.436,-5.079
1079.000,-4.538,-5.013
1079.020,-4.639,-4.817
1079.040,-4.733,-4.477
1079.060,-4.819,-4.019
1079.080,-4.895,-3.456
1079.100,-4.959,-2.801
1079.120,-5.008,-2.081
1079.140,-5.042,-1.296
1079.160,-5.061,-0.471
1079.180,-5.061,0.380
1079.200,-5.045,1.217
1079.220,-5.012,2.029
1079.240,-4.964,2.814
1079.260,-4.899,3.534
1079.280,-4.821,4.163
1079.300,-4.731,4.699
1079.320,-4.632,5.157
1079.340,-4.524,5.511
1079.360,-4.409,5.747
1079.380,-4.293,5.864
1079.400,-4.174,5.877
1079.420,-4.056,5.786
1079.440,-3.941,5.589
1079.460,-3.831,5.315
1079.480,-3.728,4.961
1079.500,-3.632,4.555
1079.520,-3.545,4.097
1079.540,-3.467,3.587
1079.560,-3.401,3.011
1079.580,-3.346,2.395
1079.600,-3.305,1.728
1079.620,-3.275,1.034
1079.640,-3.264,0.353
1079.660,-3.263,-0.340
1079.680,-3.275,-1.086
1079.700,-3.305,-1.977
1079.720,-3.352,-2.880
1079.740,-3.423,-3.652
1079.760,-3.503,-4.254
1079.780,-3.592,-4.752
1079.800,-3.693,-5.210
1079.820,-3.803,-5.616
1079.840,-3.918,-5.982
1079.860,-4.042,-6.532
1079.880,-4.172,-7.291
1079.900,-4.332,-8.037
1079.920,-4.502,-8.495
1079.940,-4.676,-8.574
1079.960,-4.847,-8.430
1079.980,-5.016,-8.077
1080.000,-5.174,-7.527
1080.020,-5.319,-6.768
1080.040,-5.448,-5.825
1080.060,-5.554,-4.725
1080.080,-5.638,-3.495
1080.100,-5.696,-2.160
1080.120,-5.726,-0.759
1080.140,-5.726,0.668
1080.160,-5.699,2.081
1080.180,-5.642,3.469
1080.200,-5.559,4.817
1080.220,-5.449,6.061
1080.240,-5.314,7.186
1080.260,-5.160,8.168
1080.280,-4.986,8.980
1080.300,-4.797,9.595
1080.320,-4.599,10.014
1080.340,-4.395,10.263
1080.360,-4.186,10.354
1080.380,-3.979,10.302
1080.400,-3.773,10.158
1080.420,-3.572,9.935
1080.440,-3.374,9.621
1080.460,-3.186,9.242
1080.480,-3.005,8.862
1080.500,-2.832,8.548
1080.520,-2.664,8.286
1080.540,-2.501,7.985
1080.560,-2.342,7.553
1080.580,-2.196,6.938
1080.600,-2.062,6.676
1080.620,-1.948,6.885
1080.640,-1.789,7.383
1080.660,-1.643,7.815
1080.680,-1.481,7.998
1080.700,-1.318,8.155
1080.720,-1.155,8.168
1080.740,-0.991,8.155
1080.760,-0.828,8.077
1080.780,-0.666,7.933
1080.800,-0.511,7.749
1080.820,-0.357,7.540
1080.840,-0.207,7.265
1080.860,-0.064,6.859
1080.880,0.069,6.322
1080.900,0.190,5.681
1080.920,0.297,4.961
1080.940,0.390,4.189
1080.960,0.465,3.403
1080.980,0.525,2.618
1081.000,0.570,1.833
1081.020,0.598,1.008
1081.040,0.611,0.183
1081.060,0.605,-0.576
1081.080,0.586,-1.230
1081.100,0.554,-1.780
1081.120,0.514,-2.265
1081.140,0.463,-2.670
1081.160,0.405,-2.985
1081.180,0.342,-3.207
1081.200,0.276,-3.338
1081.220,0.207,-3.351
1081.240,0.140,-3.246
1081.260,0.077,-3.050
1081.280,0.017,-2.775
1081.300,-0.036,-2.461
1081.320,-0.080,-2.121
1081.340,-0.121,-1.780
1081.360,-0.152,-1.427
1081.380,-0.178,-1.034
1081.400,-0.195,-0.628
1081.420,-0.203,-0.209
1081.440,-0.203,0.209
1081.460,-0.195,0.602
1081.480,-0.178,0.969
1081.500,-0.156,1.283
1081.520,-0.126,1.545
1081.540,-0.093,1.754
1081.560,-0.055,1.898
1081.580,-0.016,2.003
1081.600,0.025,2.042
1081.620,0.068,2.016
1081.640,0.107,1.937
1081.660,0.145,1.806
1081.680,0.181,1.571
1081.700,0.210,1.217
1081.720,0.229,0.798
1081.740,0.242,0.367
1081.760,0.245,-0.092
1081.780,0.239,-0.576
1081.800,0.221,-1.060
1081.820,0.196,-1.558
1081.840,0.160,-2.068
1081.860,0.113,-2.566
1081.880,0.057,-3.011
1081.900,-0.008,-3.416
1081.920,-0.080,-3.783
1081.940,-0.160,-4.084
1081.960,-0.245,-4.280
1081.980,-0.333,-4.372
1082.000,-0.421,-4.398
1082.020,-0.509,-4.359
1082.040,-0.597,-4.267
1082.060,-0.680,-4.110
1082.080,-0.762,-3.875
1082.100,-0.837,-3.574
1082.120,-0.905,-3.207
1082.140,-0.966,-2.814
1082.160,-1.018,-2.369
1082.180,-1.062,-1.872
1082.200,-1.093,-1.348
1082.220,-1.115,-0.812
1082.240,-1.126,-0.275
1082.260,-1.126,0.288
1082.280,-1.115,0.851
1082.300,-1.092,1.414
1082.320,-1.059,1.977
1082.340,-1.013,2.566
1082.360,-0.957,3.181
1082.380,-0.886,3.796
1082.400,-0.804,4.398
1082.420,-0.710,4.961
1082.440,-0.605,5.472
1082.460,-0.490,5.930
1082.480,-0.368,6.336
1082.500,-0.236,6.715
1082.520,-0.099,7.082
1082.540,0.047,7.330
1082.560,0.199,7.357
1082.580,0.346,7.147
1082.600,0.485,6.768
1082.620,0.619,6.283
1082.640,0.738,5.681
1082.660,0.847,4.961
1082.680,0.939,4.123
1082.700,1.013,3.129
1082.720,1.067,2.016
1082.740,1.095,0.825
1082.760,1.100,-0.406
1082.780,1.079,-1.649
1082.800,1.034,-2.880
1082.820,0.963,-4.071
1082.840,0.870,-5.210
1082.860,0.754,-6.270
1082.880,0.617,-7.213
1082.900,0.463,-8.050
1082.920,0.295,-8.757
1082.940,0.110,-9.242
1082.960,-0.080,-9.530
1082.980,-0.270,-9.700
1083.000,-0.468,-9.831
1083.020,-0.666,-9.883
1083.040,-0.864,-9.791
1083.060,-1.060,-9.556
1083.080,-1.249,-9.307
1083.100,-1.428,-9.111
1083.120,-1.613,-8.980
1083.140,-1.789,-8.862
1083.160,-1.965,-8.744
1083.180,-2.139,-8.260
1083.200,-2.312,-7.658
1083.220,-2.433,-7.396
1083.240,-2.590,-7.775
1083.260,-2.749,-8.495
1083.280,-2.930,-8.980
1083.300,-3.113,-9.359
1083.320,-3.303,-9.569
1083.340,-3.498,-9.713
1083.360,-3.693,-9.778
1083.380,-3.889,-9.791
1083.400,-4.086,-9.726
1083.420,-4.280,-9.543
1083.440,-4.469,-9.228
1083.460,-4.651,-8.757
1083.480,-4.822,-8.116
1083.500,-4.978,-7.304
1083.520,-5.116,-6.362
1083.540,-5.234,-5.315
1083.560,-5.330,-4.163
1083.580,-5.402,-2.932
1083.600,-5.448,-1.676
1083.620,-5.468,-0.419
1083.640,-5.465,0.798
1083.660,-5.435,1.963
1083.680,-5.385,3.050
1083.700,-5.312,4.019
1083.720,-5.221,4.869
1083.740,-5.116,5.563
1083.760,-4.997,6.100
1083.780,-4.869,6.480
1083.800,-4.736,6.676
1083.820,-4.599,6.689
1083.840,-4.466,6.532
1083.860,-4.337,6.231
1083.880,-4.214,5.799
1083.900,-4.103,5.210
1083.920,-4.004,4.424
1083.940,-3.922,3.534
1083.960,-3.864,2.605
1083.980,-3.819,1.754
1084.000,-3.795,1.060
1084.020,-3.781,0.458
1084.040,-3.775,-0.144
1084.060,-3.784,-0.825
1084.080,-3.809,-1.440
1084.100,-3.845,-1.859
1084.120,-3.886,-2.238
1084.140,-3.930,-2.827
1084.160,-3.993,-3.600
1084.180,-4.078,-4.307
1084.200,-4.170,-4.752
1084.220,-4.269,-4.974
1084.240,-4.372,-5.079
1084.260,-4.474,-5.066
1084.280,-4.576,-4.948
1084.300,-4.673,-4.699
1084.320,-4.766,-4.320
1084.340,-4.847,-3.822
1084.360,-4.920,-3.220
1084.380,-4.978,-2.526
1084.400,-5.022,-1.754
1084.420,-5.049,-0.942
1084.440,-5.060,-0.105
1084.460,-5.053,0.733
1084.480,-5.030,1.558
1084.500,-4.990,2.343
1084.520,-4.935,3.089
1084.540,-4.866,3.783
1084.560,-4.783,4.398
1084.580,-4.689,4.909
1084.600,-4.585,5.301
1084.620,-4.475,5.589
1084.640,-4.361,5.773
1084.660,-4.243,5.851
1084.680,-4.125,5.812
1084.700,-4.009,5.668
1084.720,-3.897,5.432
1084.740,-3.790,5.118
1084.760,-3.691,4.739
1084.780,-3.600,4.294
1084.800,-3.519,3.796
1084.820,-3.448,3.246
1084.840,-3.388,2.657
1084.860,-3.341,2.003
1084.880,-3.307,1.283
1084.900,-3.289,0.550
1084.920,-3.286,-0.118
1084.940,-3.296,-0.772
1084.960,-3.314,-1.662
1084.980,-3.354,-2.644
1085.000,-3.427,-3.430
1085.020,-3.500,-3.992
1085.040,-3.580,-4.451
1085.060,-3.680,-4.843
1085.080,-3.781,-5.236
1085.100,-3.880,-5.707
1085.120,-4.009,-6.401
1085.140,-4.137,-7.173
1085.160,-4.291,-7.841
1085.180,-4.458,-8.338
1085.200,-4.629,-8.495
1085.220,-4.800,-8.404
1085.240,-4.968,-8.103
1085.260,-5.127,-7.605
1085.280,-5.275,-6.912
1085.300,-5.407,-6.034
1085.320,-5.518,-4.987
1085.340,-5.608,-3.809
1085.360,-5.672,-2.526
1085.380,-5.710,-1.152
1085.400,-5.719,0.262
1085.420,-5.699,1.676
1085.440,-5.652,3.063
1085.460,-5.576,4.398
1085.480,-5.474,5.668
1085.500,-5.349,6.820
1085.520,-5.199,7.828
1085.540,-5.033,8.679
1085.560,-4.851,9.346
1085.580,-4.656,9.831
1085.600,-4.455,10.132
1085.620,-4.249,10.263
1085.640,-4.042,10.249
1085.660,-3.837,10.132
1085.680,-3.636,9.935
1085.700,-3.438,9.647
1085.720,-3.248,9.281
1085.740,-3.068,8.888
1085.760,-2.893,8.535
1085.780,-2.727,8.273
1085.800,-2.565,7.998
1085.820,-2.403,7.658
1085.840,-2.257,6.977
1085.860,-2.116,6.545
1085.880,-2.015,6.715
1085.900,-1.860,7.199
1085.920,-1.707,7.618
1085.940,-1.560,7.723
1085.960,-1.401,7.906
1085.980,-1.239,8.024
1086.000,-1.079,8.024
1086.020,-0.919,7.972
1086.040,-0.759,7.867
1086.060,-0.603,7.710
1086.080,-0.451,7.514
1086.100,-0.302,7.278
1086.120,-0.159,6.938
1086.140,-0.022,6.480
1086.160,0.102,5.917
1086.180,0.215,5.275
1086.200,0.314,4.568
1086.220,0.399,3.796
1086.240,0.467,2.998
1086.260,0.518,2.225
1086.280,0.554,1.479
1086.300,0.578,0.707
1086.320,0.584,-0.065
1086.340,0.573,-0.759
1086.360,0.551,-1.335
1086.380,0.520,-1.833
1086.400,0.478,-2.265
1086.420,0.427,-2.605
1086.440,0.372,-2.841
1086.460,0.313,-3.024
1086.480,0.251,-3.115
1086.500,0.185,-3.089
1086.520,0.126,-2.958
1086.540,0.068,-2.736
1086.560,0.014,-2.461
1086.580,-0.031,-2.147
1086.600,-0.071,-1.833
1086.620,-0.105,-1.492
1086.640,-0.132,-1.126
1086.660,-0.149,-0.746
1086.680,-0.162,-0.367
1086.700,-0.165,0.013
1086.720,-0.160,0.393
1086.740,-0.149,0.746
1086.760,-0.130,1.073
1086.780,-0.105,1.348
1086.800,-0.075,1.558
1086.820,-0.042,1.715
1086.840,-0.006,1.833
1086.860,0.031,1.911
1086.880,0.071,1.911
1086.900,0.110,1.833
1086.920,0.145,1.662
1086.940,0.178,1.427
1086.960,0.203,1.139
1086.980,0.223,0.785
1087.000,0.236,0.393
1087.020,0.239,-0.039
1087.040,0.234,-0.497
1087.060,0.220,-0.982
1087.080,0.195,-1.466
1087.100,0.160,-1.950
1087.120,0.118,-2.435
1087.140,0.063,-2.893
1087.160,-9.270E-15,-3.312
1087.180,-0.069,-3.665
1087.200,-0.148,-3.966
1087.220,-0.229,-4.189
1087.240,-0.316,-4.320
1087.260,-0.404,-4.385
1087.280,-0.492,-4.372
1087.300,-0.580,-4.307
1087.320,-0.664,-4.176
1087.340,-0.748,-3.966
1087.360,-0.825,-3.691
1087.380,-0.895,-3.364
1087.400,-0.960,-2.998
1087.420,-1.016,-2.579
1087.440,-1.063,-2.121
1087.460,-1.101,-1.623
1087.480,-1.129,-1.100
1087.500,-1.145,-0.563
1087.520,-1.151,-0.013
1087.540,-1.147,0.537
1087.560,-1.129,1.100
1087.580,-1.103,1.649
1087.600,-1.063,2.212
1087.620,-1.015,2.814
1087.640,-0.952,3.430
1087.660,-0.877,4.045
1087.680,-0.790,4.634
1087.700,-0.691,5.197
1087.720,-0.581,5.707
1087.740,-0.462,6.152
1087.760,-0.335,6.532
1087.780,-0.199,6.898
1087.800,-0.060,7.239
1087.820,0.091,7.422
1087.840,0.243,7.383
1087.860,0.388,7.134
1087.880,0.529,6.728
1087.900,0.661,6.192
1087.920,0.778,5.537
1087.940,0.883,4.791
1087.960,0.972,3.901
1087.980,1.041,2.854
1088.000,1.087,1.715
1088.020,1.111,0.511
1088.040,1.109,-0.746
1088.060,1.081,-2.016
1088.080,1.027,-3.246
1088.100,0.950,-4.424
1088.120,0.850,-5.550
1088.140,0.727,-6.584
1088.160,0.584,-7.501
1088.180,0.426,-8.312
1088.200,0.251,-8.967
1088.220,0.063,-9.412
1088.240,-0.129,-9.673
1088.260,-0.324,-9.831
1088.280,-0.523,-9.935
1088.300,-0.723,-9.948
1088.320,-0.922,-9.844
1088.340,-1.118,-9.608
1088.360,-1.308,-9.346
1088.380,-1.489,-9.137
1088.400,-1.673,-9.006
1088.420,-1.850,-8.940
1088.440,-2.028,-8.796
1088.460,-2.207,-8.312
1088.480,-2.372,-7.645
1088.500,-2.504,-7.487
1088.520,-2.648,-8.063
1088.540,-2.829,-8.888
1088.560,-3.014,-9.386
1088.580,-3.204,-9.621
1088.600,-3.399,-9.817
1088.620,-3.599,-9.948
1088.640,-3.798,-10.001
1088.660,-3.999,-9.961
1088.680,-4.199,-9.831
1088.700,-4.394,-9.569
1088.720,-4.584,-9.163
1088.740,-4.763,-8.587
1088.760,-4.929,-7.841
1088.780,-5.078,-6.951
1088.800,-5.209,-5.917
1088.820,-5.317,-4.765
1088.840,-5.400,-3.534
1088.860,-5.459,-2.265
1088.880,-5.492,-0.969
