"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
1050.000,-4.642,5.511
1050.020,-4.529,5.668
1050.040,-4.412,5.681
1050.060,-4.299,5.563
1050.080,-4.189,5.328
1050.100,-4.084,4.987
1050.120,-3.988,4.542
1050.140,-3.902,4.006
1050.160,-3.826,3.403
1050.180,-3.765,2.723
1050.200,-3.717,1.911
1050.220,-3.685,1.008
1050.240,-3.677,0.144
1050.260,-3.684,-0.615
1050.280,-3.701,-1.388
1050.300,-3.735,-2.147
1050.320,-3.792,-2.827
1050.340,-3.850,-3.416
1050.360,-3.925,-3.979
1050.380,-4.012,-4.398
1050.400,-4.108,-4.752
1050.420,-4.196,-5.262
1050.440,-4.312,-5.890
1050.460,-4.439,-6.375
1050.480,-4.571,-6.519
1050.500,-4.701,-6.466
1050.520,-4.832,-6.257
1050.540,-4.954,-5.890
1050.560,-5.069,-5.354
1050.580,-5.171,-4.673
1050.600,-5.257,-3.848
1050.620,-5.327,-2.919
1050.640,-5.375,-1.898
1050.660,-5.404,-0.812
1050.680,-5.408,0.314
1050.700,-5.391,1.440
1050.720,-5.350,2.526
1050.740,-5.289,3.574
1050.760,-5.207,4.555
1050.780,-5.105,5.459
1050.800,-4.987,6.244
1050.820,-4.854,6.898
1050.840,-4.709,7.422
1050.860,-4.555,7.815
1050.880,-4.395,8.077
1050.900,-4.230,8.194
1050.920,-4.065,8.181
1050.940,-3.902,8.050
1050.960,-3.742,7.854
1050.980,-3.588,7.592
1051.000,-3.437,7.265
1051.020,-3.296,6.872
1051.040,-3.162,6.453
1051.060,-3.038,6.061
1051.080,-2.920,5.694
1051.100,-2.810,5.354
1051.120,-2.706,4.909
1051.140,-2.609,4.123
1051.160,-2.532,3.259
1051.180,-2.490,2.854
1051.200,-2.435,2.906
1051.220,-2.364,3.037
1051.240,-2.309,2.932
1051.260,-2.251,2.736
1051.280,-2.196,2.526
1051.300,-2.149,2.199
1051.320,-2.108,1.846
1051.340,-2.075,1.492
1051.360,-2.048,1.139
1051.380,-2.029,0.785
1051.400,-2.017,0.432
1051.420,-2.012,0.105
1051.440,-2.014,-0.196
1051.460,-2.020,-0.458
1051.480,-2.033,-0.694
1051.500,-2.048,-0.890
1051.520,-2.069,-1.060
1051.540,-2.091,-1.217
1051.560,-2.117,-1.335
1051.580,-2.146,-1.427
1051.600,-2.174,-1.479
1051.620,-2.205,-1.388
1051.640,-2.235,-0.969
1051.660,-2.251,-0.576
1051.680,-2.245,-0.537
1051.700,-2.265,-0.720
1051.720,-2.286,-0.903
1051.740,-2.297,-0.956
1051.760,-2.322,-1.047
1051.780,-2.344,-1.060
1051.800,-2.364,-0.942
1051.820,-2.381,-0.825
1051.840,-2.397,-0.694
1051.860,-2.410,-0.550
1051.880,-2.419,-0.393
1051.900,-2.425,-0.236
1051.920,-2.428,-0.079
1051.940,-2.428,0.079
1051.960,-2.425,0.236
1051.980,-2.419,0.380
1052.000,-2.410,0.497
1052.020,-2.399,0.589
1052.040,-2.386,0.668
1052.060,-2.372,0.733
1052.080,-2.356,0.772
1052.100,-2.340,0.785
1052.120,-2.325,0.772
1052.140,-2.309,0.746
1052.160,-2.295,0.694
1052.180,-2.281,0.550
1052.200,-2.270,0.092
1052.220,-2.268,-0.563
1052.240,-2.297,-0.982
1052.260,-2.322,-0.890
1052.280,-2.334,-0.550
1052.300,-2.337,-0.445
1052.320,-2.347,-0.628
1052.340,-2.362,-0.956
1052.360,-2.384,-1.309
1052.380,-2.414,-1.702
1052.400,-2.452,-2.147
1052.420,-2.499,-2.644
1052.440,-2.557,-3.194
1052.460,-2.626,-3.757
1052.480,-2.708,-4.307
1052.500,-2.799,-4.830
1052.520,-2.901,-5.288
1052.540,-3.013,-5.472
1052.560,-3.129,-5.498
1052.580,-3.228,-5.773
1052.600,-3.346,-6.414
1052.620,-3.489,-7.317
1052.640,-3.638,-8.142
1052.660,-3.814,-8.849
1052.680,-3.998,-9.372
1052.700,-4.191,-9.608
1052.720,-4.386,-9.647
1052.740,-4.579,-9.477
1052.760,-4.767,-9.111
1052.780,-4.946,-8.535
1052.800,-5.111,-7.762
1052.820,-5.259,-6.820
1052.840,-5.386,-5.694
1052.860,-5.490,-4.411
1052.880,-5.564,-3.024
1052.900,-5.611,-1.597
1052.920,-5.628,-0.144
1052.940,-5.617,1.322
1052.960,-5.575,2.749
1052.980,-5.506,4.110
1053.000,-5.410,5.367
1053.020,-5.289,6.506
1053.040,-5.148,7.474
1053.060,-4.987,8.273
1053.080,-4.814,8.888
1053.100,-4.629,9.307
1053.120,-4.439,9.530
1053.140,-4.246,9.569
1053.160,-4.054,9.451
1053.180,-3.866,9.202
1053.200,-3.685,8.862
1053.220,-3.511,8.417
1053.240,-3.346,7.880
1053.260,-3.195,7.213
1053.280,-3.055,6.519
1053.300,-2.936,5.733
1053.320,-2.823,4.503
1053.340,-2.739,3.600
1053.360,-2.711,3.469
1053.380,-2.615,3.822
1053.400,-2.531,3.862
1053.420,-2.461,3.312
1053.440,-2.402,2.854
1053.460,-2.347,2.435
1053.480,-2.303,1.977
1053.500,-2.268,1.492
1053.520,-2.243,1.034
1053.540,-2.227,0.589
1053.560,-2.220,0.170
1053.580,-2.221,-0.209
1053.600,-2.229,-0.550
1053.620,-2.243,-0.851
1053.640,-2.264,-1.126
1053.660,-2.289,-1.374
1053.680,-2.318,-1.584
1053.700,-2.353,-1.754
1053.720,-2.389,-1.728
1053.740,-2.428,-1.401
1053.760,-2.450,-1.191
1053.780,-2.460,-1.244
1053.800,-2.501,-1.518
1053.820,-2.527,-1.806
1053.840,-2.565,-2.029
1053.860,-2.612,-2.304
1053.880,-2.659,-2.435
1053.900,-2.710,-2.500
1053.920,-2.760,-2.553
1053.940,-2.812,-2.592
1053.960,-2.864,-2.657
1053.980,-2.917,-2.736
1054.000,-2.974,-2.801
1054.020,-3.030,-2.841
1054.040,-3.087,-2.880
1054.060,-3.145,-2.945
1054.080,-3.204,-3.024
1054.100,-3.266,-3.102
1054.120,-3.329,-3.194
1054.140,-3.393,-3.312
1054.160,-3.460,-3.443
1054.180,-3.531,-3.574
1054.200,-3.603,-3.704
1054.220,-3.679,-3.862
1054.240,-3.757,-4.058
1054.260,-3.841,-4.267
1054.280,-3.929,-4.490
1054.300,-4.020,-4.712
1054.320,-4.117,-4.935
1054.340,-4.218,-5.131
1054.360,-4.323,-5.288
1054.380,-4.430,-5.406
1054.400,-4.540,-5.472
1054.420,-4.650,-5.485
1054.440,-4.760,-5.432
1054.460,-4.868,-5.328
1054.480,-4.973,-5.157
1054.500,-5.075,-4.909
1054.520,-5.171,-4.581
1054.540,-5.259,-4.163
1054.560,-5.339,-3.652
1054.580,-5.407,-3.063
1054.600,-5.462,-2.422
1054.620,-5.504,-1.754
1054.640,-5.532,-1.034
1054.660,-5.546,-0.262
1054.680,-5.543,0.537
1054.700,-5.524,1.348
1054.720,-5.490,2.147
1054.740,-5.438,2.932
1054.760,-5.372,3.678
1054.780,-5.290,4.372
1054.800,-5.196,5.000
1054.820,-5.089,5.563
1054.840,-4.973,6.048
1054.860,-4.846,6.427
1054.880,-4.714,6.702
1054.900,-4.577,6.898
1054.920,-4.438,7.029
1054.940,-4.295,7.069
1054.960,-4.153,7.016
1054.980,-4.013,6.885
1055.000,-3.877,6.702
1055.020,-3.745,6.480
1055.040,-3.618,6.231
1055.060,-3.495,5.969
1055.080,-3.379,5.707
1055.100,-3.267,5.445
1055.120,-3.160,5.197
1055.140,-3.060,4.961
1055.160,-2.963,4.739
1055.180,-2.870,4.542
1055.200,-2.782,4.372
1055.220,-2.695,4.241
1055.240,-2.612,4.123
1055.260,-2.531,3.992
1055.280,-2.452,3.888
1055.300,-2.377,3.835
1055.320,-2.300,3.718
1055.340,-2.223,3.338
1055.360,-2.160,2.932
1055.380,-2.116,2.775
1055.400,-2.055,2.919
1055.420,-1.995,3.181
1055.440,-1.931,3.338
1055.460,-1.858,3.443
1055.480,-1.791,3.443
1055.500,-1.722,3.390
1055.520,-1.654,3.338
1055.540,-1.588,3.259
1055.560,-1.524,3.181
1055.580,-1.461,3.102
1055.600,-1.400,3.011
1055.620,-1.340,2.906
1055.640,-1.283,2.788
1055.660,-1.228,2.683
1055.680,-1.177,2.605
1055.700,-1.125,2.553
1055.720,-1.074,2.526
1055.740,-1.024,2.513
1055.760,-0.974,2.539
1055.780,-0.924,2.605
1055.800,-0.870,2.710
1055.820,-0.815,2.841
1055.840,-0.757,2.985
1055.860,-0.696,3.155
1055.880,-0.631,3.351
1055.900,-0.562,3.574
1055.920,-0.489,3.796
1055.940,-0.410,4.006
1055.960,-0.328,4.215
1055.980,-0.242,4.424
1056.000,-0.151,4.621
1056.020,-0.057,4.791
1056.040,0.041,4.935
1056.060,0.141,5.027
1056.080,0.243,5.027
1056.100,0.344,4.909
1056.120,0.441,4.712
1056.140,0.533,4.438
1056.160,0.620,4.097
1056.180,0.697,3.678
1056.200,0.768,3.207
1056.220,0.826,2.710
1056.240,0.877,2.147
1056.260,0.914,1.505
1056.280,0.938,0.785
1056.300,0.946,0.052
1056.320,0.939,-0.694
1056.340,0.919,-1.440
1056.360,0.881,-2.186
1056.380,0.831,-2.906
1056.400,0.765,-3.587
1056.420,0.686,-4.228
1056.440,0.595,-4.791
1056.460,0.493,-5.288
1056.480,0.383,-5.760
1056.500,0.264,-6.152
1056.520,0.134,-6.414
1056.540,0.005,-6.532
1056.560,-0.127,-6.597
1056.580,-0.259,-6.689
1056.600,-0.394,-6.781
1056.620,-0.531,-6.833
1056.640,-0.669,-6.781
1056.660,-0.804,-6.637
1056.680,-0.935,-6.519
1056.700,-1.062,-6.493
1056.720,-1.194,-6.480
1056.740,-1.324,-6.427
1056.760,-1.450,-6.322
1056.780,-1.577,-6.231
1056.800,-1.700,-6.139
1056.820,-1.822,-6.048
1056.840,-1.942,-6.008
1056.860,-2.061,-6.008
1056.880,-2.182,-5.786
1056.900,-2.303,-5.603
1056.920,-2.394,-5.315
1056.940,-2.521,-5.354
1056.960,-2.601,-5.838
1056.980,-2.738,-6.506
1057.000,-2.878,-7.199
1057.020,-3.025,-7.474
1057.040,-3.178,-7.723
1057.060,-3.335,-7.906
1057.080,-3.495,-8.037
1057.100,-3.657,-8.116
1057.120,-3.820,-8.155
1057.140,-3.984,-8.142
1057.160,-4.147,-8.050
1057.180,-4.307,-7.867
1057.200,-4.463,-7.553
1057.220,-4.612,-7.108
1057.240,-4.749,-6.532
1057.260,-4.874,-5.838
1057.280,-4.984,-5.027
1057.300,-5.077,-4.110
1057.320,-5.149,-3.142
1057.340,-5.202,-2.147
1057.360,-5.235,-1.139
1057.380,-5.248,-0.131
1057.400,-5.240,0.838
1057.420,-5.213,1.754
1057.440,-5.169,2.579
1057.460,-5.108,3.299
1057.480,-5.036,3.901
1057.500,-4.951,4.385
1057.520,-4.858,4.752
1057.540,-4.760,4.961
1057.560,-4.657,5.027
1057.580,-4.557,4.961
1057.600,-4.458,4.778
1057.620,-4.364,4.477
1057.640,-4.277,4.058
1057.660,-4.200,3.560
1057.680,-4.134,2.985
1057.700,-4.079,2.330
1057.720,-4.040,1.636
1057.740,-4.015,0.929
1057.760,-4.002,0.236
1057.780,-4.006,-0.458
1057.800,-4.021,-1.152
1057.820,-4.051,-1.806
1057.840,-4.095,-2.395
1057.860,-4.148,-2.893
1057.880,-4.211,-3.325
1057.900,-4.282,-3.691
1057.920,-4.361,-3.966
1057.940,-4.442,-4.136
1057.960,-4.527,-4.189
1057.980,-4.612,-4.123
1058.000,-4.694,-3.927
1058.020,-4.771,-3.626
1058.040,-4.840,-3.220
1058.060,-4.901,-2.710
1058.080,-4.950,-2.121
1058.100,-4.986,-1.466
1058.120,-5.009,-0.772
1058.140,-5.017,-0.026
1058.160,-5.011,0.733
1058.180,-4.987,1.466
1058.200,-4.951,2.173
1058.220,-4.901,2.854
1058.240,-4.836,3.495
1058.260,-4.760,4.058
1058.280,-4.673,4.542
1058.300,-4.577,4.948
1058.320,-4.474,5.262
1058.340,-4.365,5.472
1058.360,-4.254,5.589
1058.380,-4.141,5.616
1058.400,-4.028,5.550
1058.420,-3.918,5.393
1058.440,-3.811,5.144
1058.460,-3.710,4.843
1058.480,-3.618,4.490
1058.500,-3.530,4.084
1058.520,-3.453,3.626
1058.540,-3.385,3.129
1058.560,-3.327,2.618
1058.580,-3.280,2.055
1058.600,-3.244,1.453
1058.620,-3.222,0.851
1058.640,-3.211,0.262
1058.660,-3.211,-0.340
1058.680,-3.223,-1.073
1058.700,-3.250,-2.003
1058.720,-3.300,-3.037
1058.740,-3.374,-3.888
1058.760,-3.464,-4.477
1058.780,-3.553,-4.869
1058.800,-3.658,-5.315
1058.820,-3.764,-5.786
1058.840,-3.891,-6.218
1058.860,-4.015,-6.715
1058.880,-4.153,-7.357
1058.900,-4.307,-8.129
1058.920,-4.481,-8.692
1058.940,-4.662,-8.901
1058.960,-4.841,-8.796
1058.980,-5.016,-8.482
1059.000,-5.184,-7.959
1059.020,-5.338,-7.226
1059.040,-5.474,-6.296
1059.060,-5.592,-5.197
1059.080,-5.685,-3.940
1059.100,-5.751,-2.579
1059.120,-5.788,-1.152
1059.140,-5.798,0.314
1059.160,-5.776,1.793
1059.180,-5.726,3.259
1059.200,-5.645,4.673
1059.220,-5.537,5.995
1059.240,-5.404,7.186
1059.260,-5.248,8.234
1059.280,-5.072,9.124
1059.300,-4.880,9.831
1059.320,-4.676,10.341
1059.340,-4.464,10.655
1059.360,-4.247,10.786
1059.380,-4.031,10.773
1059.400,-3.815,10.655
1059.420,-3.603,10.446
1059.440,-3.396,10.158
1059.460,-3.197,9.817
1059.480,-3.003,9.464
1059.500,-2.818,9.137
1059.520,-2.639,8.875
1059.540,-2.465,8.574
1059.560,-2.292,8.260
1059.580,-2.136,7.736
1059.600,-1.976,7.501
1059.620,-1.852,7.749
1059.640,-1.676,8.299
1059.660,-1.506,8.862
1059.680,-1.326,9.098
1059.700,-1.139,9.294
1059.720,-0.952,9.346
1059.740,-0.765,9.320
1059.760,-0.578,9.228
1059.780,-0.394,9.045
1059.800,-0.215,8.757
1059.820,-0.042,8.378
1059.840,0.121,7.867
1059.860,0.275,7.199
1059.880,0.412,6.388
1059.900,0.531,5.472
1059.920,0.631,4.477
1059.940,0.712,3.403
1059.960,0.768,2.291
1059.980,0.803,1.178
1060.000,0.815,0.092
1060.020,0.806,-0.942
1060.040,0.776,-1.911
1060.060,0.729,-2.801
1060.080,0.663,-3.587
1060.100,0.583,-4.241
1060.120,0.492,-4.752
1060.140,0.391,-5.157
1060.160,0.284,-5.419
1060.180,0.171,-5.511
1060.200,0.061,-5.393
1060.220,-0.047,-5.131
1060.240,-0.145,-4.830
1060.260,-0.239,-4.503
1060.280,-0.327,-4.136
1060.300,-0.405,-3.665
1060.320,-0.474,-3.089
1060.340,-0.531,-2.435
1060.360,-0.572,-1.754
1060.380,-0.600,-1.113
1060.400,-0.616,-0.511
1060.420,-0.620,0.079
1060.440,-0.613,0.668
1060.460,-0.594,1.244
1060.480,-0.562,1.793
1060.500,-0.522,2.317
1060.520,-0.470,2.788
1060.540,-0.408,3.194
1060.560,-0.341,3.521
1060.580,-0.267,3.783
1060.600,-0.188,3.992
1060.620,-0.107,4.123
1060.640,-0.022,4.163
1060.660,0.061,4.097
1060.680,0.143,3.914
1060.700,0.220,3.613
1060.720,0.289,3.220
1060.740,0.349,2.749
1060.760,0.401,2.173
1060.780,0.438,1.492
1060.800,0.460,0.759
1060.820,0.468,0.026
1060.840,0.462,-0.720
1060.860,0.440,-1.479
1060.880,0.402,-2.225
1060.900,0.350,-2.919
1060.920,0.284,-3.600
1060.940,0.207,-4.228
1060.960,0.113,-4.752
1060.980,0.014,-5.131
1061.000,-0.093,-5.367
1061.020,-0.203,-5.537
1061.040,-0.314,-5.655
1061.060,-0.429,-5.694
1061.080,-0.545,-5.603
1061.100,-0.655,-5.380
1061.120,-0.760,-5.092
1061.140,-0.859,-4.765
1061.160,-0.952,-4.372
1061.180,-1.035,-3.914
1061.200,-1.109,-3.403
1061.220,-1.172,-2.854
1061.240,-1.224,-2.278
1061.260,-1.263,-1.689
1061.280,-1.291,-1.086
1061.300,-1.307,-0.511
1061.320,-1.310,0.052
1061.340,-1.305,0.602
1061.360,-1.286,1.165
1061.380,-1.258,1.767
1061.400,-1.217,2.409
1061.420,-1.162,2.998
1061.440,-1.093,3.456
1061.460,-1.023,3.927
1061.480,-0.942,4.529
1061.500,-0.842,5.236
1061.520,-0.730,5.877
1061.540,-0.606,6.401
1061.560,-0.473,6.859
1061.580,-0.331,7.226
1061.600,-0.182,7.527
1061.620,-0.030,7.749
1061.640,0.129,7.828
1061.660,0.287,7.645
1061.680,0.440,7.186
1061.700,0.576,6.584
1061.720,0.702,5.917
1061.740,0.815,5.157
1061.760,0.911,4.228
1061.780,0.986,3.129
1061.800,1.038,1.924
1061.820,1.063,0.654
1061.840,1.065,-0.641
1061.860,1.038,-1.950
1061.880,0.986,-3.246
1061.900,0.908,-4.490
1061.920,0.806,-5.655
1061.940,0.680,-6.715
1061.960,0.536,-7.645
1061.980,0.372,-8.443
1062.000,0.196,-9.058
1062.020,0.006,-9.425
1062.040,-0.185,-9.621
1062.060,-0.377,-9.713
1062.080,-0.575,-9.752
1062.100,-0.770,-9.660
1062.120,-0.963,-9.372
1062.140,-1.148,-9.032
1062.160,-1.321,-8.731
1062.180,-1.495,-8.482
1062.200,-1.663,-8.221
1062.220,-1.824,-7.828
1062.240,-1.979,-7.226
1062.260,-2.119,-6.480
1062.280,-2.235,-6.178
1062.300,-2.345,-6.493
1062.320,-2.494,-7.069
1062.340,-2.639,-7.435
1062.360,-2.790,-7.527
1062.380,-2.942,-7.618
1062.400,-3.094,-7.658
1062.420,-3.248,-7.684
1062.440,-3.402,-7.710
1062.460,-3.556,-7.749
1062.480,-3.712,-7.775
1062.500,-3.869,-7.762
1062.520,-4.023,-7.697
1062.540,-4.177,-7.579
1062.560,-4.328,-7.383
1062.580,-4.474,-7.055
1062.600,-4.612,-6.624
1062.620,-4.739,-6.100
1062.640,-4.857,-5.498
1062.660,-4.961,-4.817
1062.680,-5.050,-4.058
1062.700,-5.124,-3.259
1062.720,-5.180,-2.422
1062.740,-5.221,-1.571
1062.760,-5.243,-0.746
1062.780,-5.250,0.039
1062.800,-5.242,0.772
1062.820,-5.218,1.466
1062.840,-5.182,2.068
1062.860,-5.133,2.566
1062.880,-5.078,2.958
1062.900,-5.014,3.233
1062.920,-4.946,3.403
1062.940,-4.877,3.456
1062.960,-4.807,3.430
1062.980,-4.739,3.312
1063.000,-4.673,3.102
1063.020,-4.613,2.827
1063.040,-4.560,2.500
1063.060,-4.513,2.147
1063.080,-4.474,1.767
1063.100,-4.442,1.374
1063.120,-4.419,0.995
1063.140,-4.403,0.641
1063.160,-4.394,0.314
1063.180,-4.390,0.013
1063.200,-4.394,-0.262
1063.220,-4.401,-0.484
1063.240,-4.414,-0.641
1063.260,-4.428,-0.733
1063.280,-4.444,-0.759
1063.300,-4.459,-0.746
1063.320,-4.474,-0.694
1063.340,-4.488,-0.602
1063.360,-4.499,-0.471
1063.380,-4.507,-0.301
1063.400,-4.511,-0.092
1063.420,-4.511,0.157
1063.440,-4.505,0.406
1063.460,-4.494,0.654
1063.480,-4.480,0.903
1063.500,-4.458,1.152
1063.520,-4.433,1.388
1063.540,-4.403,1.610
1063.560,-4.368,1.806
1063.580,-4.329,1.963
1063.600,-4.290,2.068
1063.620,-4.246,2.134
1063.640,-4.203,2.160
1063.660,-4.159,2.147
1063.680,-4.117,2.094
1063.700,-4.075,1.977
1063.720,-4.037,1.820
1063.740,-4.002,1.610
1063.760,-3.971,1.361
1063.780,-3.947,1.060
1063.800,-3.929,0.733
1063.820,-3.918,0.380
1063.840,-3.913,-0.026
1063.860,-3.918,-0.458
1063.880,-3.932,-0.916
1063.900,-3.954,-1.388
1063.920,-3.987,-1.872
1063.940,-4.029,-2.369
1063.960,-4.081,-2.880
1063.980,-4.144,-3.403
1064.000,-4.218,-3.914
1064.020,-4.301,-4.385
1064.040,-4.394,-4.791
1064.060,-4.494,-5.131
1064.080,-4.599,-5.393
1064.100,-4.711,-5.563
1064.120,-4.824,-5.629
1064.140,-4.937,-5.563
1064.160,-5.049,-5.341
1064.180,-5.154,-4.961
1064.200,-5.248,-4.438
1064.220,-5.333,-3.796
1064.240,-5.402,-3.037
1064.260,-5.455,-2.186
1064.280,-5.490,-1.270
1064.300,-5.507,-0.288
1064.320,-5.503,0.720
1064.340,-5.477,1.741
1064.360,-5.433,2.749
1064.380,-5.367,3.731
1064.400,-5.283,4.647
1064.420,-5.180,5.485
1064.440,-5.063,6.244
1064.460,-4.929,6.898
1064.480,-4.785,7.422
1064.500,-4.631,7.815
1064.520,-4.470,8.090
1064.540,-4.306,8.247
1064.560,-4.139,8.299
1064.580,-3.973,8.247
1064.600,-3.808,8.116
1064.620,-3.647,7.906
1064.640,-3.490,7.631
1064.660,-3.341,7.330
1064.680,-3.198,7.029
1064.700,-3.060,6.754
1064.720,-2.928,6.493
1064.740,-2.801,6.257
1064.760,-2.678,6.061
1064.780,-2.559,5.851
1064.800,-2.443,5.576
1064.820,-2.334,5.288
1064.840,-2.234,4.765
1064.860,-2.133,4.438
1064.880,-2.072,4.464
1064.900,-1.963,4.817
1064.920,-1.868,5.223
1064.940,-1.759,5.354
1064.960,-1.649,5.485
1064.980,-1.539,5.498
1065.000,-1.429,5.485
1065.020,-1.319,5.445
1065.040,-1.211,5.380
1065.060,-1.104,5.315
1065.080,-0.999,5.249
1065.100,-0.894,5.171
1065.120,-0.792,5.066
1065.140,-0.691,4.935
1065.160,-0.594,4.791
1065.180,-0.500,4.621
1065.200,-0.408,4.424
1065.220,-0.322,4.215
1065.240,-0.240,3.992
1065.260,-0.162,3.757
1065.280,-0.090,3.508
1065.300,-0.022,3.246
1065.320,0.041,2.998
1065.340,0.097,2.749
1065.360,0.151,2.500
1065.380,0.198,2.238
1065.400,0.240,1.950
1065.420,0.276,1.676
1065.440,0.306,1.453
1065.460,0.333,1.296
1065.480,0.358,1.126
1065.500,0.380,0.890
1065.520,0.394,0.641
1065.540,0.404,0.445
1065.560,0.412,0.314
1065.580,0.416,0.196
1065.600,0.419,0.079
1065.620,0.419,-0.039
1065.640,0.418,-0.157
1065.660,0.413,-0.249
1065.680,0.407,-0.327
1065.700,0.401,-0.406
1065.720,0.391,-0.511
1065.740,0.380,-0.615
1065.760,0.366,-0.707
1065.780,0.352,-0.798
1065.800,0.335,-0.890
1065.820,0.316,-1.008
1065.840,0.295,-1.139
1065.860,0.270,-1.296
1065.880,0.243,-1.466
1065.900,0.212,-1.623
1065.920,0.178,-1.780
1065.940,0.141,-1.924
1065.960,0.101,-2.081
1065.980,0.058,-2.238
1066.000,0.011,-2.395
1066.020,-0.038,-2.579
1066.040,-0.091,-2.762
1066.060,-0.149,-2.906
1066.080,-0.209,-3.037
1066.100,-0.269,-3.207
1066.120,-0.336,-3.377
1066.140,-0.407,-3.469
1066.160,-0.476,-3.482
1066.180,-0.545,-3.521
1066.200,-0.616,-3.574
1066.220,-0.690,-3.587
1066.240,-0.760,-3.534
1066.260,-0.831,-3.416
1066.280,-0.898,-3.259
1066.300,-0.961,-3.063
1066.320,-1.021,-2.827
1066.340,-1.076,-2.539
1066.360,-1.123,-2.199
1066.380,-1.164,-1.820
1066.400,-1.197,-1.401
1066.420,-1.221,-0.956
1066.440,-1.235,-0.497
1066.460,-1.241,-0.013
1066.480,-1.236,0.497
1066.500,-1.221,1.021
1066.520,-1.195,1.532
1066.540,-1.159,2.042
1066.560,-1.114,2.566
1066.580,-1.057,3.115
1066.600,-0.990,3.704
1066.620,-0.909,4.294
1066.640,-0.817,4.869
1066.660,-0.715,5.406
1066.680,-0.600,5.917
1066.700,-0.478,6.388
1066.720,-0.344,6.833
1066.740,-0.204,7.265
1066.760,-0.053,7.605
1066.780,0.104,7.749
1066.800,0.261,7.684
1066.820,0.412,7.461
1066.840,0.561,7.082
1066.860,0.699,6.558
1066.880,0.823,5.904
1066.900,0.936,5.131
1066.920,1.032,4.202
1066.940,1.106,3.102
1066.960,1.158,1.898
1066.980,1.183,0.641
1067.000,1.183,-0.654
1067.020,1.158,-1.963
1067.040,1.104,-3.259
1067.060,1.026,-4.503
1067.080,0.924,-5.681
1067.100,0.798,-6.781
1067.120,0.650,-7.749
1067.140,0.485,-8.600
1067.160,0.306,-9.294
1067.180,0.110,-9.765
1067.200,-0.090,-10.053
1067.220,-0.291,-10.236
1067.240,-0.500,-10.380
1067.260,-0.708,-10.433
1067.280,-0.917,-10.315
1067.300,-1.125,-10.092
1067.320,-1.321,-9.883
1067.340,-1.516,-9.739
1067.360,-1.712,-9.673
1067.380,-1.902,-9.569
1067.400,-2.095,-9.399
1067.420,-2.281,-8.927
1067.440,-2.461,-8.430
1067.460,-2.608,-8.508
1067.480,-2.780,-9.189
1067.500,-2.983,-10.014
1067.520,-3.189,-10.472
1067.540,-3.401,-10.734
1067.560,-3.619,-10.969
1067.580,-3.841,-11.113
1067.600,-4.065,-11.126
1067.620,-4.288,-10.982
1067.640,-4.507,-10.655
1067.660,-4.717,-10.145
1067.680,-4.915,-9.451
1067.700,-5.097,-8.561
1067.720,-5.261,-7.474
1067.740,-5.399,-6.231
1067.760,-5.510,-4.883
1067.780,-5.595,-3.443
1067.800,-5.650,-1.937
1067.820,-5.672,-0.419
1067.840,-5.666,1.060
1067.860,-5.630,2.474
1067.880,-5.565,3.822
1067.900,-5.476,5.053
1067.920,-5.361,6.139
1067.940,-5.228,7.069
1067.960,-5.077,7.802
1067.980,-4.912,8.325
1068.000,-4.741,8.626
1068.020,-4.565,8.705
1068.040,-4.389,8.600
1068.060,-4.219,8.312
1068.080,-4.054,7.867
1068.100,-3.902,7.239
1068.120,-3.762,6.218
1068.140,-3.643,4.922
1068.160,-3.567,3.848
1068.180,-3.506,3.272
1068.200,-3.437,2.854
1068.220,-3.380,2.147
1068.240,-3.351,1.335
1068.260,-3.335,0.681
1068.280,-3.322,0.092
1068.300,-3.327,-0.615
1068.320,-3.347,-1.361
1068.340,-3.383,-1.898
1068.360,-3.429,-1.924
1068.380,-3.473,-2.121
1068.400,-3.489,-2.697
1068.420,-3.578,-3.691
1068.440,-3.647,-4.725
1068.460,-3.757,-5.445
1068.480,-3.877,-6.100
1068.500,-4.002,-6.427
1068.520,-4.134,-6.650
1068.540,-4.271,-6.741
1068.560,-4.406,-6.676
1068.580,-4.540,-6.480
1068.600,-4.667,-6.152
1068.620,-4.788,-5.668
1068.640,-4.896,-5.040
1068.660,-4.990,-4.280
1068.680,-5.069,-3.430
1068.700,-5.129,-2.500
1068.720,-5.169,-1.518
1068.740,-5.190,-0.497
1068.760,-5.190,0.537
1068.780,-5.168,1.545
1068.800,-5.127,2.500
1068.820,-5.067,3.377
1068.840,-4.990,4.176
1068.860,-4.899,4.869
1068.880,-4.794,5.459
1068.900,-4.679,5.917
1068.920,-4.555,6.231
1068.940,-4.428,6.414
1068.960,-4.298,6.453
1068.980,-4.167,6.362
1069.000,-4.042,6.152
1069.020,-3.921,5.838
1069.040,-3.806,5.432
1069.060,-3.702,4.961
1069.080,-3.608,4.424
1069.100,-3.523,3.822
1069.120,-3.454,3.155
1069.140,-3.398,2.422
1069.160,-3.355,1.571
1069.180,-3.332,0.589
1069.200,-3.332,-0.393
1069.220,-3.351,-1.100
1069.240,-3.383,-1.636
1069.260,-3.412,-2.199
1069.280,-3.467,-2.958
1069.300,-3.531,-3.731
1069.320,-3.619,-4.333
1069.340,-3.707,-4.830
1069.360,-3.811,-5.197
1069.380,-3.919,-5.589
