Time (s) Auto,Angle (rad) Minus 3pi/4,Angular Velocity (rad/s) Minus 3pi/4
1838.28,-1.338,11.336
1838.3,-1.096,12.606
1838.32,-0.831,13.666
1838.34,-0.547,14.464
1838.36,-0.248,14.962
1838.38,0.057,15.119
1838.4,0.361,14.936
1838.42,0.658,14.451
1838.44,0.942,13.718
1838.46,1.21,12.802
1838.48,1.456,11.755
1838.5,1.681,10.642
1838.52,1.882,9.49
1838.54,2.061,8.312
1838.56,2.215,7.134
1838.58,2.345,5.969
1838.6,2.454,4.804
1838.62,2.538,3.626
1838.64,2.598,2.448
1838.66,2.636,1.283
1838.68,2.65,0.118
1838.7,2.641,-1.047
1838.72,2.608,-2.212
1838.74,2.553,-3.39
1838.76,2.472,-4.581
1838.78,2.369,-5.799
1838.8,2.242,-7.029
1838.82,2.088,-8.273
1838.84,1.91,-9.503
1838.86,1.707,-10.708
1838.88,1.481,-11.873
1838.9,1.232,-12.959
1838.92,0.961,-13.915
1838.94,0.672,-14.661
1838.96,0.371,-15.119
1838.98,0.063,-15.263
1839,-0.243,-15.08
1839.02,-0.545,-14.569
1839.04,-0.831,-13.744
1839.06,-1.098,-12.645
1839.08,-1.34,-11.336
1839.1,-1.554,-9.857
1839.12,-1.736,-8.273
1839.14,-1.885,-6.61
1839.16,-2.001,-4.883
1839.18,-2.081,-3.115
1839.2,-2.125,-1.348
1839.22,-2.135,0.406
1839.24,-2.11,2.147
1839.26,-2.048,3.875
1839.28,-1.954,5.589
1839.3,-1.825,7.265
1839.32,-1.662,8.875
1839.34,-1.469,10.393
1839.36,-1.246,11.794
1839.38,-0.994,13.025
1839.4,-0.721,14.006
1839.42,-0.43,14.7
1839.44,-0.129,15.067
1839.46,0.178,15.093
1839.48,0.479,14.805
1839.5,0.773,14.242
1839.52,1.052,13.47
1839.54,1.313,12.527
1839.56,1.555,11.48
1839.58,1.773,10.367
1839.6,1.97,9.228
1839.62,2.143,8.077
1839.64,2.293,6.925
1839.66,2.419,5.786
1839.68,2.524,4.647
1839.7,2.606,3.508
1839.72,2.664,2.369
1839.74,2.7,1.244
1839.76,2.714,0.118
1839.78,2.705,-1.008
1839.8,2.673,-2.134
1839.82,2.62,-3.272
1839.84,2.543,-4.438
1839.86,2.443,-5.629
1839.88,2.318,-6.833
1839.9,2.169,-8.05
1839.92,1.996,-9.281
1839.94,1.799,-10.511
1839.96,1.576,-11.702
1839.98,1.329,-12.802
1840,1.062,-13.771
1840.02,0.776,-14.569
1840.04,0.476,-15.132
1840.06,0.167,-15.394
1840.08,-0.145,-15.315
1840.1,-0.451,-14.883
1840.12,-0.745,-14.137
1840.14,-1.019,-13.103
1840.16,-1.272,-11.846
1840.18,-1.495,-10.407
1840.2,-1.69,-8.836
1840.22,-1.85,-7.186
1840.24,-1.978,-5.472
1840.26,-2.07,-3.731
1840.28,-2.127,-1.963
1840.3,-2.149,-0.196
1840.32,-2.135,1.558
1840.34,-2.086,3.299
1840.36,-2.003,5.013
1840.38,-1.885,6.702
1840.4,-1.734,8.338
1840.42,-1.55,9.909
1840.44,-1.337,11.362
1840.46,-1.093,12.645
1840.48,-0.828,13.718
1840.5,-0.542,14.517
1840.52,-0.242,15.001
1840.54,0.063,15.145
1840.56,0.368,14.962
1840.58,0.666,14.478
1840.6,0.95,13.744
1840.62,1.217,12.841
1840.64,1.466,11.833
1840.66,1.692,10.734
1840.68,1.896,9.582
1840.7,2.075,8.417
1840.72,2.232,7.265
1840.74,2.366,6.126
1840.76,2.477,4.974
1840.78,2.565,3.809
1840.8,2.63,2.644
1840.82,2.67,1.505
1840.84,2.689,0.367
1840.86,2.686,-0.785
1840.88,2.658,-1.937
1840.9,2.608,-3.089
1840.92,2.535,-4.254
1840.94,2.438,-5.445
1840.96,2.317,-6.65
1840.98,2.172,-7.867
1841,2.003,-9.098
1841.02,1.808,-10.328
1841.04,1.59,-11.532
1841.06,1.346,-12.658
1841.08,1.081,-13.653
1841.1,0.798,-14.464
1841.12,0.5,-15.04
1841.14,0.192,-15.315
1841.16,-0.118,-15.263
1841.18,-0.423,-14.883
1841.2,-0.718,-14.176
1841.22,-0.994,-13.169
1841.24,-1.247,-11.912
1841.26,-1.473,-10.485
1841.28,-1.668,-8.927
1841.3,-1.832,-7.291
1841.32,-1.96,-5.589
1841.34,-2.056,-3.835
1841.36,-2.114,-2.068
1841.38,-2.138,-0.301
1841.4,-2.127,1.44
1841.42,-2.08,3.181
1841.44,-2,4.909
1841.46,-1.883,6.61
1841.48,-1.734,8.26
1841.5,-1.552,9.817
1841.52,-1.34,11.257
1841.54,-1.1,12.54
1841.56,-0.836,13.614
1841.58,-0.551,14.425
1841.6,-0.254,14.936
1841.62,0.05,15.106
1841.64,0.355,14.936
1841.66,0.652,14.451
1841.68,0.936,13.731
1841.7,1.203,12.841
1841.72,1.451,11.82
1841.74,1.678,10.721
1841.76,1.88,9.582
1841.78,2.061,8.43
1841.8,2.218,7.265
1841.82,2.351,6.087
1841.84,2.461,4.922
1841.86,2.548,3.783
1841.88,2.612,2.644
1841.9,2.655,1.492
1841.92,2.672,0.327
1841.94,2.667,-0.825
1841.96,2.639,-1.977
1841.98,2.589,-3.142
1842,2.513,-4.32
1842.02,2.416,-5.524
1842.04,2.293,-6.741
1842.06,2.146,-7.985
1842.08,1.974,-9.228
1842.1,1.777,-10.459
1842.12,1.555,-11.65
1842.14,1.31,-12.763
1842.16,1.043,-13.758
1842.18,0.757,-14.556
1842.2,0.457,-15.093
1842.22,0.149,-15.341
1842.24,-0.16,-15.263
1842.26,-0.467,-14.844
1842.28,-0.759,-14.085
1842.3,-1.034,-13.038
1842.32,-1.283,-11.768
1842.34,-1.506,-10.328
1842.36,-1.698,-8.77
1842.38,-1.858,-7.121
1842.4,-1.984,-5.406
1842.42,-2.075,-3.652
1842.44,-2.13,-1.898
1842.46,-2.15,-0.144
1842.48,-2.136,1.61
1842.5,-2.086,3.364
1842.52,-2.001,5.092
1842.54,-1.882,6.781
1842.56,-1.729,8.417
1842.58,-1.544,9.975
1842.6,-1.329,11.414
1842.62,-1.085,12.697
1842.64,-0.818,13.771
1842.66,-0.531,14.569
1842.68,-0.231,15.04
1842.7,0.075,15.171
1842.72,0.38,14.988
1842.74,0.679,14.504
1842.76,0.964,13.771
1842.78,1.232,12.854
1842.8,1.48,11.833
1842.82,1.706,10.747
1842.84,1.91,9.608
1842.86,2.091,8.456
1842.88,2.248,7.304
1842.9,2.383,6.152
1842.92,2.494,5.013
1842.94,2.582,3.875
1842.96,2.65,2.736
1842.98,2.692,1.597
1843,2.713,0.471
1843.02,2.711,-0.641
1843.04,2.688,-1.78
1843.06,2.641,-2.932
1843.08,2.57,-4.097
1843.1,2.477,-5.262
1843.12,2.359,-6.453
1843.14,2.22,-7.671
1843.16,2.053,-8.901
1843.18,1.863,-10.132
1843.2,1.648,-11.323
1843.22,1.409,-12.462
1843.24,1.148,-13.496
1843.26,0.867,-14.36
1843.28,0.57,-14.988
1843.3,0.264,-15.328
1843.32,-0.047,-15.355
1843.34,-0.355,-15.04
1843.36,-0.653,-14.386
1843.38,-0.935,-13.443
1843.4,-1.194,-12.252
1843.42,-1.428,-10.865
1843.44,-1.63,-9.333
1843.46,-1.802,-7.697
1843.48,-1.94,-5.982
1843.5,-2.042,-4.228
1843.52,-2.108,-2.461
1843.54,-2.141,-0.694
1843.56,-2.136,1.073
1843.58,-2.097,2.827
1843.6,-2.023,4.542
1843.62,-1.915,6.231
1843.64,-1.773,7.88
1843.66,-1.599,9.464
1843.68,-1.393,10.956
1843.7,-1.159,12.291
1843.72,-0.898,13.417
1843.74,-0.619,14.294
1843.76,-0.324,14.87
1843.78,-0.019,15.119
1843.8,0.286,15.014
1843.82,0.586,14.608
1843.84,0.873,13.954
1843.86,1.147,13.09
1843.88,1.4,12.082
1843.9,1.63,10.982
1843.92,1.839,9.844
1843.94,2.025,8.692
1843.96,2.187,7.527
1843.98,2.326,6.362
1844,2.441,5.21
1844.02,2.534,4.058
1844.04,2.604,2.906
1844.06,2.65,1.741
1844.08,2.673,0.576
1844.1,2.673,-0.576
1844.12,2.65,-1.728
1844.14,2.604,-2.88
1844.16,2.535,-4.058
1844.18,2.443,-5.262
1844.2,2.325,-6.48
1844.22,2.183,-7.697
1844.24,2.017,-8.927
1844.26,1.827,-10.171
1844.28,1.61,-11.375
1844.3,1.37,-12.501
1844.32,1.109,-13.509
1844.34,0.828,-14.373
1844.36,0.531,-15.001
1844.38,0.223,-15.315
1844.4,-0.086,-15.302
1844.42,-0.393,-14.949
1844.44,-0.69,-14.281
1844.46,-0.968,-13.313
1844.48,-1.225,-12.095
1844.5,-1.455,-10.695
1844.52,-1.654,-9.15
1844.54,-1.822,-7.514
1844.56,-1.956,-5.812
1844.58,-2.055,-4.071
1844.6,-2.119,-2.317
1844.62,-2.147,-0.563
1844.64,-2.141,1.191
1844.66,-2.1,2.932
1844.68,-2.023,4.66
1844.7,-1.913,6.362
1844.72,-1.769,8.024
1844.74,-1.591,9.608
1844.76,-1.382,11.074
1844.78,-1.147,12.396
1844.8,-0.884,13.535
1844.82,-0.602,14.412
1844.84,-0.303,14.975
1844.86,0.002,15.211
1844.88,0.309,15.106
1844.9,0.611,14.687
1844.92,0.9,13.993
1844.94,1.173,13.129
1844.96,1.426,12.148
1844.98,1.66,11.074
1845,1.871,9.948
1845.02,2.058,8.796
1845.04,2.223,7.658
1845.06,2.364,6.532
1845.08,2.483,5.406
1845.1,2.581,4.28
1845.12,2.655,3.155
1845.14,2.706,2.042
1845.16,2.736,0.929
1845.18,2.744,-0.196
1845.2,2.728,-1.322
1845.22,2.691,-2.448
1845.24,2.631,-3.574
1845.26,2.548,-4.725
1845.28,2.443,-5.904
1845.3,2.312,-7.095
1845.32,2.158,-8.299
1845.34,1.981,-9.516
1845.36,1.778,-10.747
1845.38,1.55,-11.925
1845.4,1.299,-13.011
1845.42,1.029,-13.967
1845.44,0.738,-14.726
1845.46,0.435,-15.237
1845.48,0.126,-15.433
1845.5,-0.187,-15.315
1845.52,-0.492,-14.857
1845.54,-0.785,-14.059
1845.56,-1.059,-12.985
1845.58,-1.307,-11.689
1845.6,-1.528,-10.249
1845.62,-1.718,-8.679
1845.64,-1.877,-7.003
1845.66,-2,-5.275
1845.68,-2.088,-3.508
1845.7,-2.141,-1.741
1845.72,-2.157,0.026
1845.74,-2.139,1.78
1845.76,-2.086,3.521
1845.78,-1.998,5.249
1845.8,-1.876,6.925
1845.82,-1.72,8.548
1845.84,-1.533,10.092
1845.86,-1.315,11.532
1845.88,-1.07,12.802
1845.9,-0.8,13.849
1845.92,-0.512,14.622
1845.94,-0.21,15.08
1845.96,0.096,15.197
1845.98,0.402,14.975
1846,0.699,14.464
1846.02,0.983,13.718
1846.04,1.25,12.802
1846.06,1.497,11.768
1846.08,1.722,10.655
1846.1,1.924,9.516
1846.12,2.102,8.364
1846.14,2.259,7.213
1846.16,2.391,6.061
1846.18,2.501,4.896
1846.2,2.587,3.744
1846.22,2.65,2.605
1846.24,2.691,1.479
1846.26,2.71,0.34
1846.28,2.705,-0.812
1846.3,2.677,-1.95
1846.32,2.626,-3.076
1846.34,2.554,-4.228
1846.36,2.458,-5.419
1846.38,2.337,-6.624
1846.4,2.193,-7.828
1846.42,2.025,-9.045
1846.44,1.832,-10.276
1846.46,1.613,-11.467
1846.48,1.371,-12.579
1846.5,1.109,-13.587
1846.52,0.826,-14.425
1846.54,0.528,-15.027
1846.56,0.221,-15.328
1846.58,-0.09,-15.315
1846.6,-0.396,-14.962
1846.62,-0.693,-14.268
1846.64,-0.971,-13.286
1846.66,-1.227,-12.069
1846.68,-1.456,-10.668
1846.7,-1.656,-9.124
1846.72,-1.822,-7.474
1846.74,-1.956,-5.76
1846.76,-2.053,-4.006
1846.78,-2.116,-2.238
1846.8,-2.143,-0.484
1846.82,-2.135,1.27
1846.84,-2.092,3.024
1846.86,-2.014,4.752
1846.88,-1.901,6.44
1846.9,-1.756,8.077
1846.92,-1.577,9.66
1846.94,-1.368,11.14
1846.96,-1.129,12.449
1846.98,-0.867,13.548
1847,-0.584,14.386
1847.02,-0.287,14.936
1847.04,0.017,15.145
1847.06,0.324,15.014
1847.08,0.622,14.569
1847.1,0.909,13.875
1847.12,1.18,12.985
1847.14,1.431,11.964
1847.16,1.659,10.878
1847.18,1.866,9.752
1847.2,2.05,8.6
1847.22,2.21,7.435
1847.24,2.347,6.27
1847.26,2.461,5.118
1847.28,2.551,3.966
1847.3,2.62,2.814
1847.32,2.664,1.676
1847.34,2.686,0.524
1847.36,2.686,-0.628
1847.38,2.661,-1.78
1847.4,2.614,-2.932
1847.42,2.545,-4.097
1847.44,2.45,-5.288
1847.46,2.333,-6.493
1847.48,2.191,-7.71
1847.5,2.025,-8.954
1847.52,1.833,-10.197
1847.54,1.616,-11.401
1847.56,1.376,-12.527
1847.58,1.114,-13.535
1847.6,0.833,-14.373
1847.62,0.536,-14.988
1847.64,0.229,-15.315
1847.66,-0.082,-15.315
1847.68,-0.388,-14.975
1847.7,-0.685,-14.307
1847.72,-0.964,-13.339
1847.74,-1.222,-12.121
1847.76,-1.451,-10.721
1847.78,-1.652,-9.189
1847.8,-1.821,-7.553
1847.82,-1.956,-5.851
1847.84,-2.055,-4.11
1847.86,-2.121,-2.343
1847.88,-2.149,-0.576
1847.9,-2.143,1.191
1847.92,-2.102,2.932
1847.94,-2.025,4.66
1847.96,-1.915,6.349
1847.98,-1.77,7.998
1848,-1.594,9.582
1848.02,-1.385,11.061
1848.04,-1.15,12.383
1848.06,-0.888,13.509
1848.08,-0.606,14.386
1848.1,-0.308,14.949
1848.12,-0.003,15.171
1848.14,0.303,15.053
1848.16,0.603,14.648
1848.18,0.892,13.98
1848.2,1.166,13.116
1848.22,1.418,12.121
1848.24,1.651,11.048
1848.26,1.861,9.922
1848.28,2.048,8.77
1848.3,2.212,7.618
1848.32,2.353,6.48
1848.34,2.471,5.341
1848.36,2.567,4.202
1848.38,2.639,3.076
1848.4,2.689,1.95
1848.42,2.717,0.825
1848.44,2.722,-0.301
1848.46,2.705,-1.427
1848.48,2.666,-2.566
1848.5,2.603,-3.718
1848.52,2.516,-4.883
1848.54,2.408,-6.061
1848.56,2.275,-7.265
1848.58,2.117,-8.495
1848.6,1.935,-9.739
1848.62,1.728,-10.969
1848.64,1.495,-12.134
1848.66,1.241,-13.208
1848.68,0.966,-14.137
1848.7,0.672,-14.857
1848.72,0.368,-15.302
1848.74,0.057,-15.433
1848.76,-0.254,-15.25
1848.78,-0.558,-14.726
1848.8,-0.848,-13.875
1848.82,-1.117,-12.75
1848.84,-1.36,-11.414
1848.86,-1.576,-9.935
1848.88,-1.759,-8.338
1848.9,-1.91,-6.65
1848.92,-2.026,-4.922
1848.94,-2.106,-3.168
1848.96,-2.154,-1.401
1848.98,-2.163,0.367
1849,-2.138,2.121
1849.02,-2.078,3.848
1849.04,-1.984,5.563
1849.06,-1.855,7.239
1849.08,-1.693,8.862
1849.1,-1.5,10.407
1849.12,-1.275,11.82
1849.14,-1.024,13.051
1849.16,-0.751,14.059
1849.18,-0.459,14.792
1849.2,-0.154,15.197
1849.22,0.154,15.25
1849.24,0.46,14.988
1849.26,0.757,14.438
1849.28,1.041,13.653
1849.3,1.305,12.71
1849.32,1.55,11.663
1849.34,1.773,10.564
1849.36,1.973,9.438
1849.38,2.15,8.312
1849.4,2.306,7.186
1849.42,2.438,6.048
1849.44,2.548,4.909
1849.46,2.634,3.796
1849.48,2.699,2.683
1849.5,2.743,1.571
1849.52,2.761,0.458
1849.54,2.76,-0.641
1849.56,2.736,-1.741
1849.58,2.691,-2.867
1849.6,2.622,-4.006
1849.62,2.531,-5.157
1849.64,2.416,-6.322
1849.66,2.278,-7.514
1849.68,2.116,-8.731
1849.7,1.929,-9.948
1849.72,1.717,-11.153
1849.74,1.483,-12.305
1849.76,1.224,-13.365
1849.78,0.946,-14.268
1849.8,0.65,-14.949
1849.82,0.344,-15.381
1849.84,0.031,-15.499
1849.86,-0.281,-15.276
