"Time (s) Run #1","Angle, Ch P2 (rad) Run #1","Angular Velocity, Ch P2 (rad/s) Run #1","State Run #1"
16305.100,-0.360,2.833,
16305.150,-0.223,2.712,
16305.198,,,1.00
16305.200,-0.090,2.623,
16305.250,0.039,2.529,
16305.293,,,0.00
16305.300,0.165,2.393,
16305.350,0.281,2.183,
16305.400,0.386,1.869,
16305.450,0.473,1.435,
16305.500,0.534,0.885,
16305.550,0.564,0.246,
16305.600,0.561,-0.456,
16305.650,0.520,-1.189,
16305.700,0.441,-1.911,
16305.750,0.327,-2.587,
16305.800,0.181,-3.183,
16305.850,0.005,-3.676,
16305.900,-0.192,-4.042,
16305.950,-0.404,-4.273,
16306.000,-0.624,-4.372,
16306.050,-0.845,-4.335,
16306.100,-1.062,-4.157,
16306.150,-1.266,-3.838,
16306.200,-1.450,-3.382,
16306.250,-1.608,-2.812,
16306.278,,,1.00
16306.300,-1.734,-2.142,
16306.350,-1.825,-1.372,
16306.374,,,0.00
16306.400,-1.876,-0.503,
16306.450,-1.879,0.471,
16306.500,-1.832,1.550,
16306.550,-1.728,2.738,
16306.600,-1.561,4.037,
16306.650,-1.327,5.409,
16306.700,-1.021,6.749,
16306.750,-0.646,7.854,
16306.800,-0.218,8.419,
16306.850,0.226,8.137,
16306.900,0.633,6.807,
16306.950,0.944,4.461,
16307.000,1.106,1.382,
16307.050,1.092,-1.979,
16307.100,0.900,-5.131,
16307.150,0.556,-7.634,
16307.200,0.102,-9.184,
16307.250,-0.401,-9.718,
16307.300,-0.898,-9.440,
16307.350,-1.359,-8.723,
16307.363,,,1.00
16307.400,-1.772,-7.906,
16307.450,-2.144,-7.220,
16307.459,,,0.00
16307.500,-2.485,-6.765,
16307.550,-2.812,-6.545,
16307.600,-3.134,-6.514,
16307.650,-3.459,-6.582,
16307.700,-3.792,-6.650,
16307.750,-4.128,-6.582,
16307.800,-4.459,-6.236,
16307.850,-4.766,-5.508,
16307.900,-5.025,-4.388,
16307.950,-5.215,-2.990,
16308.000,-5.327,-1.487,
16308.050,-5.361,-0.079,
16308.100,-5.325,1.089,
16308.150,-5.240,1.927,
16308.200,-5.121,2.419,
16308.250,-4.987,2.618,
16308.300,-4.852,2.592,
16308.350,-4.723,2.430,
16308.400,-4.607,2.210,
16308.449,,,1.00
16308.450,-4.503,1.990,
16308.500,-4.409,1.801,
16308.547,,,0.00
16308.550,-4.324,1.660,
16308.600,-4.246,1.566,
16308.650,-4.169,1.508,
16308.700,-4.095,1.445,
16308.750,-4.023,1.335,
16308.800,-3.958,1.147,
16308.850,-3.905,0.853,
16308.900,-3.869,0.435,
16308.950,-3.856,-0.141,
16309.000,-3.877,-0.885,
16309.050,-3.940,-1.785,
16309.100,-4.051,-2.806,
16309.150,-4.218,-3.875,
16309.200,-4.441,-4.849,
16309.250,-4.712,-5.503,
16309.300,-5.011,-5.597,
16309.350,-5.298,-4.958,
16309.400,-5.534,-3.560,
16309.450,-5.677,-1.539,
16309.500,-5.700,0.843,
16309.532,,,1.00
16309.550,-5.594,3.283,
16309.600,-5.364,5.477,
16309.628,,,0.00
16309.650,-5.028,7.173,
16309.700,-4.623,8.215,
16309.750,-4.183,8.597,
16309.800,-3.745,8.488,
16309.850,-3.327,8.137,
16309.900,-2.933,7.802,
16309.950,-2.554,7.645,
16310.000,-2.177,7.739,
16310.050,-1.789,8.063,
16310.100,-1.376,8.514,
16310.150,-0.936,8.891,
16310.200,-0.476,8.917,
16310.250,-0.022,8.299,
16310.300,0.385,6.833,
16310.350,0.693,4.555,
16310.400,0.859,1.770,
16310.450,0.870,-1.079,
16310.500,0.738,-3.550,
16310.550,0.490,-5.325,
16310.600,0.174,-6.231,
16310.604,,,1.00
16310.650,-0.163,-6.252,
16310.698,,,0.00
16310.700,-0.478,-5.524,
16310.750,-0.734,-4.262,
16310.800,-0.913,-2.707,
16310.850,-1.007,-1.037,
16310.900,-1.016,0.639,
16310.950,-0.941,2.241,
16311.000,-0.787,3.691,
16311.050,-0.564,4.864,
16311.100,-0.286,5.603,
16311.150,0.017,5.723,
16311.200,0.313,5.089,
16311.250,0.554,3.686,
16311.300,0.704,1.649,
16311.350,0.732,-0.738,
16311.400,0.630,-3.126,
16311.450,0.407,-5.152,
16311.500,0.091,-6.540,
16311.550,-0.275,-7.152,
16311.600,-0.650,-7.037,
16311.650,-0.997,-6.367,
16311.669,,,1.00
16311.700,-1.297,-5.362,
16311.750,-1.538,-4.199,
16311.763,,,0.00
16311.800,-1.718,-2.979,
16311.850,-1.836,-1.765,
16311.900,-1.893,-0.581,
16311.950,-1.893,0.560,
16312.000,-1.836,1.686,
16312.050,-1.725,2.817,
16312.100,-1.555,3.948,
16312.150,-1.329,5.042,
16312.200,-1.048,6.011,
16312.250,-0.719,6.702,
16312.300,-0.361,6.917,
16312.350,-0.005,6.461,
16312.400,0.313,5.241,
16312.450,0.545,3.335,
16312.500,0.661,1.005,
16312.550,0.647,-1.367,
16312.600,0.512,-3.409,
16312.650,0.284,-4.838,
16312.700,0.002,-5.508,
16312.737,,,1.00
16312.750,-0.294,-5.414,
16312.800,-0.562,-4.676,
16312.832,,,0.00
16312.850,-0.776,-3.477,
16312.900,-0.919,-2.000,
16312.950,-0.980,-0.393,
16313.000,-0.958,1.246,
16313.050,-0.855,2.833,
16313.100,-0.671,4.273,
16313.150,-0.418,5.409,
16313.200,-0.113,6.042,
16313.250,0.210,5.974,
16313.300,0.514,5.074,
16313.350,0.748,3.362,
16313.400,0.872,1.037,
16313.450,0.861,-1.571,
16313.500,0.712,-4.100,
16313.550,0.437,-6.215,
16313.600,0.066,-7.660,
16313.650,-0.358,-8.320,
16313.700,-0.792,-8.273,
16313.750,-1.202,-7.749,
16313.800,-1.572,-7.027,
16313.810,,,1.00
16313.850,-1.902,-6.309,
16313.900,-2.199,-5.707,
16313.904,,,0.00
16313.950,-2.468,-5.267,
16314.000,-2.719,-4.990,
16314.050,-2.963,-4.864,
16314.100,-3.201,-4.875,
16314.150,-3.445,-5.006,
16314.200,-3.699,-5.210,
16314.250,-3.966,-5.404,
16314.300,-4.243,-5.498,
16314.350,-4.522,-5.398,
16314.400,-4.793,-5.032,
16314.450,-5.036,-4.362,
16314.500,-5.239,-3.414,
16314.550,-5.385,-2.257,
16314.600,-5.468,-0.974,
16314.650,-5.484,0.335,
16314.700,-5.432,1.592,
16314.750,-5.320,2.723,
16314.800,-5.154,3.665,
16314.850,-4.945,4.367,
16314.884,,,1.00
16314.900,-4.708,4.780,
16314.950,-4.456,4.906,
16314.980,,,0.00
16315.000,-4.208,4.791,
16315.050,-3.973,4.508,
16315.100,-3.754,4.126,
16315.150,-3.558,3.691,
16315.200,-3.385,3.246,
16315.250,-3.234,2.806,
16315.300,-3.104,2.346,
16315.350,-2.997,1.812,
16315.400,-2.919,1.157,
16315.450,-2.876,0.361,
16315.500,-2.878,-0.602,
16315.550,-2.930,-1.775,
16315.600,-3.046,-3.194,
16315.650,-3.241,-4.849,
16315.700,-3.525,-6.624,
16315.750,-3.905,-8.268,
16315.800,-4.368,-9.383,
16315.850,-4.877,-9.535,
16315.900,-5.367,-8.446,
16315.950,-5.766,-6.121,
16315.952,,,1.00
16316.000,-6.013,-2.848,
16316.048,,,0.00
16316.050,-6.068,0.927,
16316.100,-5.920,4.697,
16316.150,-5.581,7.964,
16316.200,-5.091,10.325,
16316.250,-4.508,11.582,
16316.300,-3.896,11.875,
16316.350,-3.302,11.608,
16316.400,-2.735,11.252,
16316.450,-2.187,11.132,
16316.500,-1.635,11.315,
16316.550,-1.062,11.613,
16316.600,-0.465,11.603,
16316.650,0.127,10.791,
16316.700,0.657,8.859,
16316.750,1.054,5.833,
16316.800,1.266,2.100,
16316.850,1.268,-1.765,
16316.900,1.073,-5.173,
16316.950,0.718,-7.665,
16317.000,0.264,-8.990,
16317.015,,,1.00
16317.050,-0.223,-9.142,
16317.100,-0.683,-8.362,
16317.109,,,0.00
16317.150,-1.078,-7.006,
16317.200,-1.390,-5.414,
16317.250,-1.618,-3.833,
16317.300,-1.767,-2.377,
16317.350,-1.850,-1.079,
16317.400,-1.871,0.068,
16317.450,-1.838,1.079,
16317.500,-1.759,1.958,
16317.550,-1.638,2.712,
16317.600,-1.483,3.325,
16317.650,-1.301,3.775,
16317.700,-1.100,4.042,
16317.750,-0.889,4.110,
16317.800,-0.682,3.969,
16317.850,-0.485,3.644,
16317.900,-0.313,3.189,
16317.950,-0.165,2.665,
16318.000,-0.046,2.142,
16318.050,0.047,1.670,
16318.076,,,1.00
16318.100,0.118,1.288,
16318.150,0.173,1.000,
16318.169,,,0.00
16318.200,0.215,0.801,
16318.250,0.250,0.675,
16318.300,0.281,0.597,
16318.350,0.309,0.524,
16318.400,0.335,0.414,
16318.450,0.353,0.230,
16318.500,0.361,-0.058,
16318.550,0.352,-0.466,
16318.600,0.319,-0.995,
16318.650,0.256,-1.623,
16318.700,0.159,-2.293,
16318.750,0.025,-2.943,
16318.800,-0.138,-3.513,
16318.850,-0.330,-3.953,
16318.900,-0.540,-4.205,
16318.950,-0.759,-4.215,
16319.000,-0.971,-3.974,
16319.050,-1.164,-3.503,
16319.100,-1.327,-2.838,
16319.138,,,1.00
16319.150,-1.453,-2.016,
16319.200,-1.533,-1.052,
16319.233,,,0.00
16319.250,-1.563,0.042,
16319.300,-1.533,1.278,
16319.350,-1.440,2.655,
16319.400,-1.272,4.142,
16319.450,-1.027,5.660,
16319.500,-0.704,7.048,
16319.550,-0.311,8.048,
16319.600,0.126,8.325,
16319.650,0.558,7.603,
16319.700,0.925,5.786,
16319.750,1.170,3.042,
16319.800,1.249,-0.262,
16319.850,1.147,-3.670,
16319.900,0.870,-6.728,
16319.950,0.448,-9.043,
16320.000,-0.071,-10.388,
16320.050,-0.625,-10.802,
16320.100,-1.173,-10.587,
16320.150,-1.690,-10.153,
16320.200,-2.182,-9.844,
16320.207,,,1.00
16320.250,-2.663,-9.833,
16320.300,-3.154,-10.064,
16320.302,,,0.00
16320.350,-3.668,-10.294,
16320.400,-4.196,-10.168,
16320.450,-4.709,-9.331,
16320.500,-5.163,-7.582,
16320.550,-5.499,-4.985,
16320.600,-5.680,-1.859,
16320.650,-5.688,1.335,
16320.700,-5.532,4.147,
16320.750,-5.246,6.194,
16320.800,-4.877,7.231,
16320.850,-4.485,7.210,
16320.900,-4.125,6.283,
16320.950,-3.836,4.723,
16321.000,-3.641,2.812,
16321.050,-3.552,0.791,
16321.100,-3.566,-1.157,
16321.150,-3.674,-2.896,
16321.200,-3.866,-4.309,
16321.250,-4.120,-5.278,
16321.276,,,1.00
16321.300,-4.412,-5.655,
16321.350,-4.711,-5.320,
16321.372,,,0.00
16321.400,-4.972,-4.231,
16321.450,-5.157,-2.508,
16321.500,-5.235,-0.408,
16321.550,-5.199,1.749,
16321.600,-5.052,3.649,
16321.650,-4.816,5.053,
16321.700,-4.524,5.812,
16321.750,-4.211,5.896,
16321.800,-3.913,5.372,
16321.850,-3.658,4.367,
16321.900,-3.465,3.016,
16321.950,-3.349,1.424,
16322.000,-3.318,-0.330,
16322.050,-3.379,-2.189,
16322.100,-3.534,-4.074,
16322.150,-3.789,-5.838,
16322.200,-4.130,-7.236,
16322.250,-4.535,-7.943,
16322.300,-4.959,-7.676,
16322.340,,,1.00
16322.350,-5.342,-6.309,
16322.400,-5.625,-3.958,
16322.438,,,0.00
16322.450,-5.762,-0.942,
16322.500,-5.727,2.314,
16322.550,-5.523,5.351,
16322.600,-5.169,7.760,
16322.650,-4.714,9.273,
16322.700,-4.208,9.854,
16322.750,-3.702,9.713,
16322.800,-3.225,9.173,
16322.850,-2.783,8.556,
16322.900,-2.375,8.058,
16322.950,-1.985,7.755,
16323.000,-1.605,7.618,
16323.050,-1.227,7.545,
16323.100,-0.848,7.388,
16323.150,-0.479,6.995,
16323.200,-0.137,6.257,
16323.250,0.160,5.131,
16323.300,0.390,3.676,
16323.350,0.534,2.042,
16323.400,0.592,0.440,
16323.415,,,1.00
16323.450,0.570,-0.932,
16323.500,0.485,-1.932,
16323.510,,,0.00
16323.550,0.361,-2.487,
16323.600,0.221,-2.592,
16323.650,0.088,-2.299,
16323.700,-0.019,-1.707,
16323.750,-0.088,-0.963,
16323.800,-0.115,-0.209,
16323.850,-0.105,0.429,
16323.900,-0.064,0.853,
16323.950,-0.009,0.995,
16324.000,0.046,0.817,
16324.050,0.083,0.335,
16324.100,0.088,-0.398,
16324.150,0.049,-1.272,
16324.200,-0.039,-2.147,
16324.250,-0.171,-2.869,
16324.300,-0.336,-3.309,
16324.350,-0.515,-3.388,
16324.400,-0.688,-3.084,
16324.450,-0.836,-2.435,
16324.478,,,1.00
16324.500,-0.941,-1.503,
16324.550,-0.993,-0.356,
16324.572,,,0.00
16324.600,-0.982,0.942,
16324.650,-0.902,2.346,
16324.700,-0.749,3.780,
16324.750,-0.522,5.116,
16324.800,-0.228,6.147,
16324.850,0.112,6.624,
16324.900,0.462,6.325,
16324.950,0.776,5.147,
16325.000,1.005,3.163,
16325.050,1.112,0.613,
16325.100,1.074,-2.173,
16325.150,0.891,-4.849,
16325.200,0.575,-7.095,
16325.250,0.157,-8.681,
16325.300,-0.320,-9.530,
16325.350,-0.818,-9.744,
16325.400,-1.308,-9.592,
16325.450,-1.778,-9.383,
16325.500,-2.238,-9.357,
16325.548,,,1.00
16325.550,-2.703,-9.603,
16325.600,-3.190,-10.037,
16325.643,,,0.00
16325.650,-3.707,-10.414,
16325.700,-4.246,-10.362,
16325.750,-4.772,-9.503,
16325.800,-5.234,-7.639,
16325.850,-5.570,-4.864,
16325.900,-5.740,-1.534,
16325.950,-5.726,1.859,
16326.000,-5.539,4.828,
16326.050,-5.213,6.969,
16326.100,-4.803,8.048,
16326.150,-4.370,8.032,
16326.200,-3.968,7.105,
16326.250,-3.640,5.555,
16326.300,-3.402,3.665,
16326.350,-3.269,1.655,
16326.400,-3.239,-0.335,
16326.450,-3.307,-2.199,
16326.500,-3.465,-3.869,
16326.550,-3.702,-5.262,
16326.600,-4.004,-6.247,
16326.616,,,1.00
16326.650,-4.346,-6.650,
16326.700,-4.695,-6.304,
16326.711,,,0.00
16326.750,-5.006,-5.142,
16326.800,-5.235,-3.252,
16326.850,-5.349,-0.895,
16326.900,-5.328,1.576,
16326.950,-5.182,3.796,
16327.000,-4.929,5.472,
16327.050,-4.609,6.419,
16327.100,-4.260,6.592,
16327.150,-3.925,6.084,
16327.200,-3.635,5.053,
16327.250,-3.409,3.670,
16327.300,-3.261,2.053,
16327.350,-3.198,0.272,
16327.400,-3.230,-1.607,
16327.450,-3.358,-3.519,
16327.500,-3.583,-5.335,
16327.550,-3.900,-6.875,
16327.600,-4.288,-7.870,
16327.650,-4.716,-8.016,
16327.678,,,1.00
16327.700,-5.129,-7.110,
16327.750,-5.465,-5.142,
16327.774,,,0.00
16327.800,-5.672,-2.356,
16327.850,-5.715,0.843,
16327.900,-5.586,3.990,
16327.950,-5.298,6.644,
16328.000,-4.891,8.477,
16328.050,-4.416,9.357,
16328.100,-3.925,9.393,
16328.150,-3.457,8.859,
16328.200,-3.032,8.069,
16328.250,-2.652,7.252,
16328.300,-2.311,6.540,
16328.350,-2.003,5.969,
16328.400,-1.718,5.529,
16328.450,-1.453,5.189,
16328.500,-1.202,4.922,
16328.550,-0.963,4.733,
16328.600,-0.732,4.629,
16328.650,-0.503,4.587,
16328.700,-0.273,4.545,
16328.742,,,1.00
16328.750,-0.046,4.419,
16328.800,0.174,4.131,
16328.836,,,0.00
16328.850,0.375,3.623,
16328.900,0.545,2.885,
16328.950,0.671,1.948,
16329.000,0.745,0.874,
16329.050,0.760,-0.246,
16329.100,0.718,-1.325,
16329.150,0.624,-2.278,
16329.200,0.484,-3.047,
16329.250,0.311,-3.597,
16329.300,0.116,-3.932,
16329.350,-0.088,-4.089,
16329.400,-0.297,-4.115,
16329.450,-0.503,-4.063,
16329.500,-0.704,-3.974,
16329.550,-0.900,-3.864,
16329.600,-1.092,-3.712,
16329.650,-1.274,-3.498,
16329.700,-1.444,-3.194,
16329.750,-1.598,-2.780,
16329.800,-1.726,-2.241,
16329.810,,,1.00
16329.850,-1.825,-1.581,
16329.900,-1.888,-0.817,
16329.905,,,0.00
16329.950,-1.910,0.042,
16330.000,-1.887,1.000,
16330.050,-1.814,2.079,
16330.100,-1.684,3.288,
16330.150,-1.489,4.608,
16330.200,-1.225,5.974,
16330.250,-0.891,7.241,
16330.300,-0.490,8.163,
16330.350,-0.052,8.419,
16330.400,0.385,7.728,
16330.450,0.760,5.974,
16330.500,1.016,3.288,
16330.550,1.109,0.042,
16330.600,1.023,-3.283,
16330.650,0.767,-6.199,
16330.700,0.374,-8.310,
16330.750,-0.102,-9.404,
16330.800,-0.602,-9.540,
16330.850,-1.079,-8.995,
16330.880,,,1.00
16330.900,-1.511,-8.131,
16330.950,-1.891,-7.247,
16330.974,,,0.00
16331.000,-2.229,-6.519,
16331.050,-2.535,-6.021,
16331.100,-2.823,-5.760,
16331.150,-3.104,-5.702,
16331.200,-3.388,-5.791,
16331.250,-3.680,-5.948,
16331.300,-3.984,-6.079,
16331.350,-4.293,-6.063,
16331.400,-4.599,-5.781,
16331.450,-4.884,-5.157,
16331.500,-5.127,-4.194,
16331.550,-5.312,-2.969,
16331.600,-5.429,-1.613,
16331.650,-5.473,-0.262,
16331.700,-5.451,0.979,
16331.750,-5.369,2.063,
16331.800,-5.239,2.958,
16331.850,-5.066,3.634,
16331.900,-4.866,4.074,
16331.950,,,1.00
16331.950,-4.651,4.273,
16332.000,-4.431,4.257,
16332.045,,,0.00
16332.050,-4.219,4.068,
16332.100,-4.021,3.765,
16332.150,-3.841,3.403,
16332.200,-3.680,3.005,
16332.250,-3.539,2.581,
16332.300,-3.421,2.126,
16332.350,-3.325,1.618,
16332.400,-3.256,1.021,
16332.450,-3.219,0.298,
16332.500,-3.222,-0.586,
16332.550,-3.270,-1.676,
16332.600,-3.380,-3.000,
16332.650,-3.563,-4.534,
16332.700,-3.830,-6.142,
16332.750,-4.181,-7.576,
16332.800,-4.604,-8.472,
16332.850,-5.061,-8.461,
16332.900,-5.492,-7.320,
16332.950,-5.832,-5.074,
16333.000,-6.029,-2.000,
16333.018,,,1.00
16333.050,-6.046,1.492,
16333.100,-5.878,4.948,
16333.115,,,0.00
16333.150,-5.535,7.922,
16333.200,-5.055,10.048,
16333.250,-4.492,11.163,
16333.300,-3.907,11.420,
16333.350,-3.335,11.210,
16333.400,-2.787,10.964,
16333.450,-2.249,10.990,
16333.500,-1.703,11.383,
16333.550,-1.122,11.959,
16333.600,-0.500,12.273,
16333.650,0.135,11.760,
16333.700,0.723,9.996,
16333.750,1.184,6.927,
16333.800,1.450,2.901,
16333.850,1.486,-1.492,
16333.900,1.291,-5.603,
16333.950,0.895,-8.854,
16334.000,0.360,-10.839,
16334.050,-0.239,-11.467,
16334.088,,,1.00
16334.100,-0.826,-11.027,
16334.150,-1.359,-10.016,
16334.184,,,0.00
16334.200,-1.828,-8.917,
16334.250,-2.242,-8.037,
16334.300,-2.619,-7.487,
16334.350,-2.980,-7.252,
16334.400,-3.336,-7.241,
16334.450,-3.699,-7.330,
16334.500,-4.072,-7.351,
16334.550,-4.444,-7.105,
16334.600,-4.797,-6.440,
16334.650,-5.105,-5.304,
16334.700,-5.342,-3.780,
16334.750,-5.490,-2.047,
16334.800,-5.546,-0.325,
16334.850,-5.515,1.210,
16334.900,-5.415,2.440,
16334.950,-5.259,3.309,
16335.000,-5.071,3.817,
16335.050,-4.866,4.000,
16335.100,-4.662,3.932,
16335.150,-4.467,3.681,
16335.161,,,1.00
16335.200,-4.290,3.314,
16335.250,-4.134,2.901,
16335.257,,,0.00
16335.300,-4.001,2.492,
16335.350,-3.886,2.105,
16335.400,-3.790,1.733,
16335.450,-3.713,1.361,
16335.500,-3.654,0.969,
16335.550,-3.614,0.518,
16335.600,-3.599,-0.021,
16335.650,-3.613,-0.681,
16335.700,-3.662,-1.492,
16335.750,-3.756,-2.471,
16335.800,-3.903,-3.597,
16335.850,-4.112,-4.770,
16335.900,-4.384,-5.817,
16335.950,-4.706,-6.482,
16336.000,-5.055,-6.503,
16336.050,-5.386,-5.697,
16336.100,-5.655,-4.047,
16336.150,-5.815,-1.717,
16336.200,-5.840,1.005,
16336.232,,,1.00
16336.250,-5.716,3.770,
16336.300,-5.452,6.231,
16336.328,,,0.00
16336.350,-5.072,8.084,
16336.400,-4.615,9.168,
16336.450,-4.128,9.519,
16336.500,-3.646,9.367,
16336.550,-3.186,9.032,
16336.600,-2.747,8.796,
16336.650,-2.317,8.838,
16336.700,-1.876,9.210,
16336.750,-1.406,9.812,
16336.800,-0.895,10.383,
16336.850,-0.353,10.519,
16336.900,0.187,9.802,
16336.950,0.668,7.969,
16337.000,1.024,5.074,
16337.050,1.200,1.492,
16337.100,1.177,-2.220,
16337.150,0.963,-5.493,
16337.200,0.595,-7.880,
16337.250,0.134,-9.132,
16337.300,-0.358,-9.262,
16337.308,,,1.00
16337.350,-0.823,-8.529,
16337.400,-1.227,-7.304,
16337.403,,,0.00
16337.450,-1.557,-5.917,
16337.500,-1.816,-4.581,
16337.550,-2.009,-3.393,
16337.600,-2.149,-2.372,
16337.650,-2.242,-1.524,
16337.700,-2.295,-0.843,
16337.750,-2.320,-0.346,
16337.800,-2.323,-0.042,
16337.850,-2.317,0.052,
16337.900,-2.311,-0.089,
16337.950,-2.317,-0.466,
16338.000,-2.350,-1.079,
16338.050,-2.417,-1.922,
16338.100,-2.534,-3.000,
16338.150,-2.710,-4.294,
16338.200,-2.958,-5.739,
16338.250,-3.281,-7.231,
16338.300,-3.684,-8.566,
16338.350,-4.153,-9.425,
16338.386,,,1.00
16338.400,-4.656,-9.435,
16338.450,-5.137,-8.330,
16338.482,,,0.00
16338.500,-5.531,-6.089,
16338.550,-5.777,-2.953,
16338.600,-5.842,0.634,
16338.650,-5.711,4.147,
16338.700,-5.407,7.100,
16338.750,-4.968,9.121,
16338.800,-4.455,10.069,
16338.850,-3.927,10.053,
16338.900,-3.427,9.399,
16338.950,-2.980,8.472,
16339.000,-2.582,7.540,
16339.050,-2.231,6.739,
16339.100,-1.915,6.100,
16339.150,-1.626,5.618,
16339.200,-1.357,5.273,
16339.250,-1.103,5.047,
16339.300,-0.856,4.938,
16339.350,-0.613,4.911,
16339.400,-0.366,4.906,
16339.450,-0.119,4.833,
16339.455,,,1.00
16339.500,0.123,4.592,
16339.550,,,0.00
16339.550,0.349,4.115,
16339.600,0.543,3.362,
16339.650,0.694,2.356,
16339.700,0.785,1.173,
16339.750,0.814,-0.079,
16339.800,0.776,-1.283,
16339.850,0.680,-2.351,
16339.900,0.534,-3.210,
16339.950,0.350,-3.822,
16340.000,0.143,-4.184,
16340.050,-0.075,-4.330,
16340.100,-0.295,-4.325,
16340.150,-0.511,-4.231,
16340.200,-0.719,-4.100,
16340.250,-0.920,-3.958,
16340.300,-1.115,-3.807,
16340.350,-1.302,-3.618,
16340.400,-1.480,-3.362,
16340.450,-1.641,-3.021,
16340.500,-1.784,-2.587,
16340.521,,,1.00
16340.550,-1.904,-2.058,
16340.600,-1.993,-1.435,
16340.616,,,0.00
16340.650,-2.050,-0.733,
16340.700,-2.069,0.042,
16340.750,-2.048,0.895,
16340.800,-1.982,1.833,
16340.850,-1.868,2.859,
16340.900,-1.700,3.974,
16340.950,-1.473,5.152,
16341.000,-1.184,6.309,
16341.050,-0.837,7.278,
16341.100,-0.443,7.823,
16341.150,-0.031,7.676,
16341.200,0.357,6.639,
16341.250,0.666,4.697,
16341.300,0.851,2.058,
16341.350,0.883,-0.869,
16341.400,0.757,-3.623,
16341.450,0.500,-5.791,
16341.500,0.148,-7.110,
16341.550,-0.245,-7.508,
16341.600,-0.631,-7.100,
16341.600,,,1.00
16341.650,-0.974,-6.131,
16341.697,,,0.00
16341.700,-1.253,-4.843,
16341.750,-1.462,-3.419,
16341.800,-1.596,-1.969,
16341.850,-1.657,-0.545,
16341.900,-1.649,0.853,
16341.950,-1.572,2.236,
16342.000,-1.425,3.602,
16342.050,-1.211,4.906,
16342.100,-0.930,6.048,
16342.150,-0.595,6.859,
16342.200,-0.226,7.121,
16342.250,0.143,6.624,
16342.300,0.468,5.257,
16342.350,0.697,3.115,
16342.400,0.796,0.497,
16342.450,0.749,-2.178,
16342.500,0.565,-4.498,
16342.550,0.275,-6.137,
16342.600,-0.079,-6.932,
16342.650,-0.448,-6.906,
16342.686,,,1.00
16342.700,-0.792,-6.215,
16342.750,-1.084,-5.084,
16342.782,,,0.00
16342.800,-1.307,-3.718,
16342.850,-1.458,-2.262,
16342.900,-1.533,-0.791,
16342.950,-1.536,0.681,
16343.000,-1.466,2.157,
16343.050,-1.321,3.634,
16343.100,-1.101,5.058,
16343.150,-0.811,6.309,
16343.200,-0.459,7.184,
16343.250,-0.071,7.425,
16343.300,0.314,6.807,
16343.350,0.644,5.236,
16343.400,0.869,2.833,
16343.450,0.946,-0.073,
16343.500,0.862,-3.032,
16343.550,0.628,-5.592,
16343.600,0.276,-7.419,
16343.650,-0.146,-8.341,
16343.700,-0.589,-8.393,
16343.750,-1.008,-7.796,
16343.775,,,1.00
16343.800,-1.379,-6.849,
16343.850,-1.695,-5.807,
16343.871,,,0.00
16343.900,-1.957,-4.817,
16343.950,-2.172,-3.948,
16344.000,-2.347,-3.225,
16344.050,-2.490,-2.649,
16344.100,-2.608,-2.220,
16344.150,-2.706,-1.953,
16344.200,-2.796,-1.880,
16344.250,-2.887,-2.037,
16344.300,-2.991,-2.450,
16344.350,-3.123,-3.152,
16344.400,-3.296,-4.152,
16344.450,-3.528,-5.404,
16344.500,-3.831,-6.786,
16344.550,-4.208,-8.048,
16344.600,-4.651,-8.828,
16344.650,-5.122,-8.739,
16344.700,-5.565,-7.550,
16344.750,-5.916,-5.288,
16344.800,-6.123,-2.210,
16344.850,-6.151,1.293,
16344.865,,,1.00
16344.900,-5.993,4.796,
16344.950,-5.658,7.859,
16344.964,,,0.00
16345.000,-5.177,10.116,
16345.050,-4.609,11.367,
16345.100,-4.007,11.713,
16345.150,-3.418,11.540,
16345.200,-2.854,11.320,
16345.250,-2.300,11.425,
16345.300,-1.729,11.959,
16345.350,-1.115,12.729,
16345.400,-0.451,13.237,
16345.450,0.240,12.839,
16345.500,0.886,11.048,
16345.550,1.400,7.791,
16345.600,1.704,3.430,
16345.650,1.759,-1.440,
16345.700,1.555,-6.158,
16345.750,1.117,-10.085,
16345.800,0.500,-12.708,
16345.850,-0.210,-13.854,
16345.900,-0.930,-13.833,
16345.950,-1.610,-13.284,
16345.960,,,1.00
16346.000,-2.251,-12.807,
16346.050,-2.875,-12.671,
16346.057,,,0.00
16346.100,-3.508,-12.734,
16346.150,-4.155,-12.545,
16346.200,-4.791,-11.561,
16346.250,-5.355,-9.446,
16346.300,-5.776,-6.252,
16346.350,-6.004,-2.382,
16346.400,-6.018,1.607,
16346.450,-5.828,5.178,
16346.500,-5.470,7.870,
16346.550,-4.998,9.362,
16346.600,-4.486,9.571,
16346.650,-4.002,8.692,
16346.700,-3.594,7.095,
16346.750,-3.283,5.168,
16346.800,-3.077,3.183,
16346.850,-2.969,1.304,
16346.900,-2.953,-0.398,
16346.950,-3.016,-1.906,
16347.000,-3.149,-3.215,
16347.050,-3.344,-4.330,
16347.054,,,1.00
16347.100,-3.589,-5.210,
16347.150,-3.875,-5.781,
16347.152,,,0.00
16347.200,-4.181,-5.932,
16347.250,-4.486,-5.561,
16347.300,-4.758,-4.618,
16347.350,-4.967,-3.157,
16347.400,-5.086,-1.367,
16347.450,-5.105,0.487,
16347.500,-5.030,2.121,
16347.550,-4.877,3.309,
16347.600,-4.678,3.917,
16347.650,-4.464,3.901,
16347.700,-4.268,3.299,
