"Time (s) 0pi lagt til højre","Angle, Ch P2 (rad) 0pi lagt til højre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til højre","State 0pi lagt til højre"
286.100,1.304,-9.281,
286.120,1.117,-9.425,
286.140,0.927,-9.556,
286.160,0.734,-9.647,
286.180,0.540,-9.687,
286.200,0.346,-9.647,
286.220,0.152,-9.490,
286.240,-0.036,-9.189,
286.260,-0.217,-8.757,
286.280,-0.388,-8.181,
286.300,-0.547,-7.461,
286.320,-0.688,-6.597,
286.340,-0.812,-5.616,
286.360,-0.914,-4.529,
286.380,-0.994,-3.364,
286.400,-1.049,-2.160,
286.420,-1.081,-0.942,
286.440,-1.087,0.249,
286.460,-1.070,1.388,
286.480,-1.030,2.448,
286.500,-0.971,3.430,
286.520,-0.892,4.294,
286.540,-0.796,5.027,
286.560,-0.690,5.603,
286.580,-0.570,6.021,
286.600,-0.446,6.270,
286.620,-0.317,6.349,
286.640,-0.190,6.296,
286.660,-0.064,6.100,
286.680,0.057,5.760,
286.700,0.168,5.288,
286.720,0.269,4.725,
286.740,0.358,4.097,
286.760,0.434,3.403,
286.780,0.495,2.657,
286.800,0.540,1.885,
286.820,0.570,1.113,
286.840,0.584,0.367,
286.860,0.584,-0.353,
286.880,0.570,-1.060,
286.900,0.542,-1.728,
286.920,0.500,-2.330,
286.940,0.448,-2.867,
286.960,0.385,-3.338,
286.980,0.313,-3.744,
287.000,0.234,-4.071,
287.020,0.149,-4.307,
287.040,0.060,-4.438,
287.045,,,1.00
287.060,-0.030,-4.451,
287.080,-0.119,-4.372,
287.100,-0.206,-4.189,
287.115,,,0.00
287.120,-0.289,-3.888,
287.140,-0.363,-3.482,
287.160,-0.429,-2.985,
287.180,-0.484,-2.409,
287.200,-0.526,-1.754,
287.220,-0.554,-1.060,
287.240,-0.569,-0.353,
287.260,-0.569,0.367,
287.280,-0.554,1.086,
287.300,-0.525,1.780,
287.320,-0.482,2.435,
287.340,-0.427,3.050,
287.360,-0.360,3.600,
287.380,-0.281,4.071,
287.400,-0.196,4.451,
287.420,-0.102,4.752,
287.440,-0.005,4.961,
287.460,0.097,5.066,
287.480,0.199,5.092,
287.500,0.302,5.040,
287.520,0.402,4.909,
287.540,0.500,4.686,
287.560,0.591,4.372,
287.580,0.675,3.992,
287.600,0.751,3.560,
287.620,0.818,3.076,
287.640,0.875,2.553,
287.660,0.920,1.977,
287.680,0.955,1.374,
287.700,0.975,0.746,
287.720,0.985,0.092,
287.740,0.980,-0.576,
287.760,0.961,-1.283,
287.780,0.930,-2.003,
287.800,0.881,-2.749,
287.820,0.820,-3.508,
287.840,0.741,-4.267,
287.860,0.649,-5.027,
287.880,0.540,-5.747,
287.900,0.418,-6.414,
287.920,0.283,-6.990,
287.940,0.137,-7.461,
287.960,-0.017,-7.815,
287.980,-0.178,-8.024,
288.000,-0.341,-8.050,
288.020,-0.503,-7.880,
288.040,-0.658,-7.514,
288.060,-0.806,-6.964,
288.080,-0.939,-6.231,
288.100,-1.057,-5.328,
288.104,,,1.00
288.120,-1.155,-4.294,
288.140,-1.230,-3.129,
288.160,-1.282,-1.872,
288.175,,,0.00
288.180,-1.305,-0.550,
288.200,-1.304,0.798,
288.220,-1.274,2.147,
288.240,-1.217,3.482,
288.260,-1.134,4.752,
288.280,-1.026,5.930,
288.300,-0.895,7.003,
288.320,-0.745,7.946,
288.340,-0.575,8.731,
288.360,-0.393,9.346,
288.380,-0.199,9.804,
288.400,0.002,10.105,
288.420,0.207,10.236,
288.440,0.413,10.223,
288.460,0.617,10.119,
288.480,0.818,9.948,
288.500,1.016,9.713,
288.520,1.208,9.451,
288.540,1.393,9.189,
288.560,1.576,8.967,
288.580,1.751,8.757,
288.600,1.926,8.574,
288.620,2.094,8.430,
288.640,2.262,8.325,
288.660,2.427,8.273,
288.680,2.592,8.260,
288.700,2.757,8.299,
288.720,2.923,8.351,
288.740,3.091,8.417,
288.760,3.259,8.495,
288.780,3.431,8.574,
288.800,3.603,8.613,
288.820,3.776,8.587,
288.840,3.947,8.482,
288.860,4.117,8.299,
288.880,4.280,8.011,
288.900,4.439,7.605,
288.920,4.587,7.095,
288.940,4.723,6.466,
288.960,4.847,5.733,
288.980,4.954,4.896,
289.000,5.044,4.006,
289.020,5.115,3.076,
289.040,5.168,2.121,
289.060,5.199,1.165,
289.080,5.213,0.236,
289.100,5.209,-0.654,
289.120,5.187,-1.492,
289.140,5.148,-2.238,
289.160,5.096,-2.880,
289.163,,,1.00
289.180,5.031,-3.416,
289.200,4.957,-3.862,
289.220,4.876,-4.202,
289.233,,,0.00
289.240,4.788,-4.424,
289.260,4.697,-4.516,
289.280,4.606,-4.490,
289.300,4.516,-4.372,
289.320,4.430,-4.163,
289.340,4.348,-3.862,
289.360,4.274,-3.482,
289.380,4.208,-3.050,
289.400,4.152,-2.566,
289.420,4.104,-2.042,
289.440,4.070,-1.492,
289.460,4.045,-0.942,
289.480,4.032,-0.393,
289.500,4.029,0.144,
289.520,4.039,0.654,
289.540,4.056,1.139,
289.560,4.084,1.597,
289.580,4.120,2.029,
289.600,4.166,2.395,
289.620,4.218,2.710,
289.640,4.274,2.958,
289.660,4.337,3.142,
289.680,4.401,3.246,
289.700,4.467,3.272,
289.720,4.533,3.207,
289.740,4.598,3.050,
289.760,4.656,2.801,
289.780,4.711,2.474,
289.800,4.756,2.068,
289.820,4.794,1.584,
289.840,4.821,1.034,
289.860,4.836,0.432,
289.880,4.838,-0.196,
289.900,4.829,-0.838,
289.920,4.805,-1.479,
289.940,4.769,-2.107,
289.960,4.720,-2.710,
289.980,4.661,-3.286,
290.000,4.588,-3.809,
290.020,4.507,-4.254,
290.040,4.417,-4.621,
290.060,4.321,-4.896,
290.080,4.219,-5.079,
290.100,4.117,-5.157,
290.120,4.012,-5.144,
290.140,3.910,-5.053,
290.160,3.809,-4.869,
290.180,3.713,-4.608,
290.200,3.624,-4.280,
290.220,3.542,-3.927,
290.227,,,1.00
290.240,3.467,-3.534,
290.260,3.399,-3.089,
290.280,3.343,-2.605,
290.297,,,0.00
290.300,3.296,-2.094,
290.320,3.258,-1.558,
290.340,3.233,-0.995,
290.360,3.219,-0.432,
290.380,3.215,0.131,
290.400,3.223,0.720,
290.420,3.244,1.322,
290.440,3.277,1.937,
290.460,3.321,2.553,
290.480,3.379,3.181,
290.500,3.448,3.809,
290.520,3.531,4.438,
290.540,3.625,5.053,
290.560,3.734,5.642,
290.580,3.852,6.192,
290.600,3.982,6.689,
290.620,4.120,7.134,
290.640,4.268,7.474,
290.660,4.422,7.697,
290.680,4.577,7.762,
290.700,4.734,7.684,
290.720,4.887,7.435,
290.740,5.034,7.003,
290.760,5.169,6.401,
290.780,5.292,5.642,
290.800,5.397,4.739,
290.820,5.484,3.678,
290.840,5.546,2.500,
290.860,5.584,1.244,
290.880,5.597,-0.039,
290.900,5.583,-1.348,
290.920,5.543,-2.657,
290.940,5.476,-3.927,
290.960,5.385,-5.144,
290.980,5.270,-6.270,
291.000,5.132,-7.291,
291.020,4.976,-8.181,
291.040,4.803,-8.927,
291.060,4.617,-9.516,
291.080,4.420,-9.922,
291.100,4.218,-10.158,
291.120,4.012,-10.263,
291.140,3.806,-10.249,
291.160,3.600,-10.145,
291.180,3.399,-9.975,
291.200,3.201,-9.765,
291.220,3.008,-9.543,
291.240,2.820,-9.320,
291.260,2.636,-9.124,
291.280,2.455,-8.980,
291.290,,,1.00
291.300,2.278,-8.888,
291.320,2.100,-8.836,
291.340,1.924,-8.823,
291.360,1.748,-8.849,
291.361,,,0.00
291.380,1.571,-8.927,
291.400,1.392,-9.045,
291.420,1.210,-9.176,
291.440,1.024,-9.307,
291.460,0.837,-9.425,
291.480,0.647,-9.503,
291.500,0.456,-9.516,
291.520,0.265,-9.425,
291.540,0.077,-9.215,
291.560,-0.105,-8.875,
291.580,-0.280,-8.378,
291.600,-0.443,-7.749,
291.620,-0.591,-6.990,
291.640,-0.724,-6.100,
291.660,-0.837,-5.092,
291.680,-0.928,-3.992,
291.700,-0.997,-2.841,
291.720,-1.043,-1.662,
291.740,-1.063,-0.484,
291.760,-1.062,0.654,
291.780,-1.037,1.741,
291.800,-0.991,2.762,
291.820,-0.925,3.678,
291.840,-0.842,4.464,
291.860,-0.745,5.105,
291.880,-0.636,5.603,
291.900,-0.518,5.943,
291.920,-0.396,6.126,
291.940,-0.272,6.165,
291.960,-0.148,6.061,
291.980,-0.027,5.799,
292.000,0.086,5.406,
292.020,0.190,4.909,
292.040,0.284,4.333,
292.060,0.364,3.678,
292.080,0.432,2.971,
292.100,0.484,2.238,
292.120,0.522,1.479,
292.140,0.543,0.733,
292.160,0.550,0.000,
292.180,0.543,-0.707,
292.200,0.522,-1.374,
292.220,0.487,-1.990,
292.240,0.441,-2.539,
292.260,0.385,-3.037,
292.280,0.319,-3.456,
292.300,0.245,-3.796,
292.320,0.167,-4.058,
292.340,0.082,-4.228,
292.354,,,1.00
292.360,-0.005,-4.307,
292.380,-0.091,-4.267,
292.400,-0.178,-4.123,
292.420,-0.258,-3.862,
292.425,,,0.00
292.440,-0.333,-3.495,
292.460,-0.399,-3.050,
292.480,-0.456,-2.526,
292.500,-0.501,-1.937,
292.520,-0.534,-1.283,
292.540,-0.553,-0.589,
292.560,-0.558,0.131,
292.580,-0.548,0.838,
292.600,-0.523,1.518,
292.620,-0.487,2.173,
292.640,-0.437,2.801,
292.660,-0.374,3.377,
292.680,-0.300,3.862,
292.700,-0.218,4.267,
292.720,-0.129,4.595,
292.740,-0.033,4.843,
292.760,0.066,4.987,
292.780,0.168,5.040,
292.800,0.269,5.013,
292.820,0.369,4.909,
292.840,0.467,4.725,
292.860,0.559,4.464,
292.880,0.646,4.136,
292.900,0.726,3.731,
292.920,0.796,3.259,
292.940,0.856,2.749,
292.960,0.906,2.212,
292.980,0.946,1.636,
293.000,0.972,1.034,
293.020,0.986,0.406,
293.040,0.990,-0.249,
293.060,0.977,-0.942,
293.080,0.952,-1.662,
293.100,0.911,-2.395,
293.120,0.856,-3.155,
293.140,0.785,-3.927,
293.160,0.699,-4.686,
293.180,0.597,-5.406,
293.200,0.482,-6.087,
293.220,0.353,-6.715,
293.240,0.212,-7.265,
293.260,0.061,-7.697,
293.280,-0.097,-7.972,
293.300,-0.261,-8.077,
293.320,-0.423,-8.011,
293.340,-0.583,-7.762,
293.360,-0.737,-7.330,
293.380,-0.878,-6.689,
293.400,-1.007,-5.877,
293.417,,,1.00
293.420,-1.115,-4.909,
293.440,-1.205,-3.796,
293.460,-1.269,-2.566,
293.480,-1.308,-1.257,
293.488,,,0.00
293.500,-1.319,0.092,
293.520,-1.305,1.453,
293.540,-1.261,2.801,
293.560,-1.192,4.110,
293.580,-1.096,5.341,
293.600,-0.977,6.480,
293.620,-0.836,7.501,
293.640,-0.675,8.378,
293.660,-0.498,9.098,
293.680,-0.309,9.647,
293.700,-0.110,10.014,
293.720,0.094,10.223,
293.740,0.300,10.289,
293.760,0.507,10.249,
293.780,0.712,10.105,
293.800,0.913,9.896,
293.820,1.107,9.660,
293.840,1.299,9.399,
293.860,1.484,9.150,
293.880,1.663,8.914,
293.900,1.841,8.718,
293.920,2.012,8.561,
293.940,2.182,8.443,
293.960,2.350,8.378,
293.980,2.516,8.351,
294.000,2.683,8.364,
294.020,2.851,8.417,
294.040,3.019,8.495,
294.060,3.190,8.587,
294.080,3.363,8.666,
294.100,3.537,8.718,
294.120,3.712,8.731,
294.140,3.888,8.666,
294.160,4.061,8.508,
294.180,4.229,8.247,
294.200,4.392,7.893,
294.220,4.546,7.422,
294.240,4.690,6.820,
294.260,4.821,6.113,
294.280,4.935,5.301,
294.300,5.034,4.411,
294.320,5.113,3.469,
294.340,5.173,2.487,
294.360,5.213,1.505,
294.380,5.232,0.537,
294.400,5.234,-0.393,
294.420,5.217,-1.270,
294.440,5.182,-2.081,
294.460,5.132,-2.788,
294.471,,,1.00
294.480,5.069,-3.390,
294.500,4.995,-3.888,
294.520,4.912,-4.267,
294.540,4.822,-4.516,
294.540,,,0.00
294.560,4.730,-4.647,
294.580,4.635,-4.673,
294.600,4.541,-4.595,
294.620,4.450,-4.398,
294.640,4.364,-4.097,
294.660,4.285,-3.731,
294.680,4.214,-3.312,
294.700,4.152,-2.841,
294.720,4.100,-2.317,
294.740,4.059,-1.754,
294.760,4.029,-1.191,
294.780,4.012,-0.628,
294.800,4.004,-0.079,
294.820,4.009,0.458,
294.840,4.023,0.969,
294.860,4.048,1.440,
294.880,4.081,1.885,
294.900,4.123,2.291,
294.920,4.174,2.644,
294.940,4.230,2.919,
294.960,4.291,3.129,
294.980,4.356,3.272,
295.000,4.423,3.338,
295.020,4.491,3.312,
295.040,4.557,3.194,
295.060,4.620,2.985,
295.080,4.678,2.683,
295.100,4.728,2.304,
295.120,4.771,1.846,
295.140,4.803,1.309,
295.160,4.824,0.720,
295.180,4.832,0.105,
295.200,4.829,-0.537,
295.220,4.811,-1.191,
295.240,4.780,-1.846,
295.260,4.738,-2.461,
295.280,4.681,-3.037,
295.300,4.615,-3.574,
295.320,4.538,-4.045,
295.340,4.452,-4.451,
295.360,4.359,-4.752,
295.380,4.260,-4.948,
295.400,4.159,-5.053,
295.420,4.057,-5.066,
295.440,3.955,-5.000,
295.460,3.856,-4.843,
295.480,3.760,-4.608,
295.500,3.671,-4.307,
295.520,3.588,-3.940,
295.528,,,1.00
295.540,3.512,-3.534,
295.560,3.446,-3.089,
295.580,3.388,-2.605,
295.598,,,0.00
295.600,3.341,-2.094,
295.620,3.305,-1.558,
295.640,3.278,-1.008,
295.660,3.264,-0.432,
295.680,3.261,0.157,
295.700,3.270,0.746,
295.720,3.291,1.348,
295.740,3.324,1.950,
295.760,3.369,2.566,
295.780,3.426,3.194,
295.800,3.497,3.835,
295.820,3.580,4.464,
295.840,3.676,5.066,
295.860,3.782,5.642,
295.880,3.902,6.178,
295.900,4.031,6.663,
295.920,4.169,7.069,
295.940,4.315,7.383,
295.960,4.466,7.579,
295.980,4.620,7.618,
296.000,4.774,7.487,
296.020,4.921,7.199,
296.040,5.063,6.754,
296.060,5.195,6.139,
296.080,5.311,5.354,
296.100,5.410,4.424,
296.120,5.490,3.364,
296.140,5.546,2.199,
296.160,5.578,0.956,
296.180,5.586,-0.314,
296.200,5.565,-1.597,
296.220,5.521,-2.880,
296.240,5.451,-4.136,
296.260,5.355,-5.328,
296.280,5.235,-6.414,
296.300,5.097,-7.396,
296.320,4.939,-8.260,
296.340,4.764,-8.967,
296.360,4.577,-9.503,
296.380,4.383,-9.883,
296.400,4.180,-10.105,
296.420,3.976,-10.184,
296.440,3.771,-10.145,
296.460,3.569,-10.040,
296.480,3.369,-9.883,
296.500,3.173,-9.673,
296.520,2.981,-9.451,
296.540,2.796,-9.242,
296.560,2.612,-9.071,
296.580,2.433,-8.927,
296.592,,,1.00
296.600,2.256,-8.823,
296.620,2.081,-8.783,
296.640,1.905,-8.796,
296.660,1.729,-8.849,
296.662,,,0.00
296.680,1.552,-8.927,
296.700,1.373,-9.045,
296.720,1.191,-9.176,
296.740,1.005,-9.307,
296.760,0.818,-9.425,
296.780,0.628,-9.503,
296.800,0.437,-9.503,
296.820,0.247,-9.386,
296.840,0.060,-9.163,
296.860,-0.121,-8.823,
296.880,-0.295,-8.325,
296.900,-0.457,-7.671,
296.920,-0.603,-6.885,
296.940,-0.734,-5.995,
296.960,-0.845,-5.000,
296.980,-0.935,-3.901,
297.000,-1.002,-2.736,
297.020,-1.045,-1.545,
297.040,-1.063,-0.367,
297.060,-1.059,0.772,
297.080,-1.032,1.846,
297.100,-0.983,2.841,
297.120,-0.917,3.744,
297.140,-0.833,4.529,
297.160,-0.734,5.184,
297.180,-0.624,5.681,
297.200,-0.504,6.008,
297.220,-0.380,6.178,
297.240,-0.256,6.192,
297.260,-0.130,6.061,
297.280,-0.011,5.799,
297.300,0.102,5.406,
297.320,0.207,4.909,
297.340,0.300,4.307,
297.360,0.380,3.639,
297.380,0.446,2.932,
297.400,0.498,2.199,
297.420,0.534,1.440,
297.440,0.556,0.681,
297.460,0.561,-0.052,
297.480,0.553,-0.759,
297.500,0.531,-1.427,
297.520,0.495,-2.055,
297.540,0.448,-2.618,
297.560,0.390,-3.115,
297.580,0.322,-3.547,
297.600,0.247,-3.888,
297.620,0.165,-4.136,
297.640,0.080,-4.294,
297.655,,,1.00
297.660,-0.008,-4.359,
297.680,-0.096,-4.333,
297.700,-0.182,-4.189,
297.720,-0.265,-3.927,
297.726,,,0.00
297.740,-0.341,-3.560,
297.760,-0.408,-3.102,
297.780,-0.467,-2.566,
297.800,-0.512,-1.950,
297.820,-0.545,-1.283,
297.840,-0.564,-0.589,
297.860,-0.569,0.118,
297.880,-0.559,0.838,
297.900,-0.536,1.545,
297.920,-0.496,2.225,
297.940,-0.446,2.854,
297.960,-0.382,3.416,
297.980,-0.308,3.914,
298.000,-0.225,4.333,
298.020,-0.134,4.673,
298.040,-0.036,4.922,
298.060,0.064,5.079,
298.080,0.168,5.144,
298.100,0.272,5.118,
298.120,0.374,5.000,
298.140,0.473,4.804,
298.160,0.567,4.529,
298.180,0.655,4.189,
298.200,0.735,3.783,
298.220,0.807,3.325,
298.240,0.869,2.814,
298.260,0.920,2.265,
298.280,0.960,1.689,
298.300,0.988,1.073,
298.320,1.004,0.432,
298.340,1.005,-0.236,
298.360,0.994,-0.929,
298.380,0.969,-1.649,
298.400,0.928,-2.382,
298.420,0.873,-3.129,
298.440,0.804,-3.888,
298.460,0.718,-4.660,
298.480,0.617,-5.406,
298.500,0.501,-6.100,
298.520,0.372,-6.728,
298.540,0.231,-7.265,
298.560,0.080,-7.697,
298.580,-0.079,-7.998,
298.600,-0.242,-8.142,
298.620,-0.407,-8.090,
298.640,-0.569,-7.828,
298.660,-0.723,-7.383,
298.680,-0.866,-6.754,
298.700,-0.996,-5.956,
298.716,,,1.00
298.720,-1.106,-4.987,
298.740,-1.197,-3.875,
298.760,-1.263,-2.657,
298.780,-1.304,-1.348,
298.788,,,0.00
298.800,-1.318,0.000,
298.820,-1.304,1.361,
298.840,-1.263,2.697,
298.860,-1.195,4.006,
298.880,-1.103,5.262,
298.900,-0.983,6.414,
298.920,-0.844,7.435,
298.940,-0.685,8.312,
298.960,-0.509,9.032,
298.980,-0.320,9.582,
299.000,-0.124,9.961,
299.020,0.080,10.184,
299.040,0.286,10.263,
299.060,0.492,10.210,
299.080,0.696,10.079,
299.100,0.895,9.883,
299.120,1.092,9.647,
299.140,1.282,9.386,
299.160,1.467,9.124,
299.180,1.646,8.888,
299.200,1.822,8.692,
299.220,1.993,8.535,
299.240,2.163,8.417,
299.260,2.329,8.338,
299.280,2.496,8.312,
299.300,2.661,8.338,
299.320,2.829,8.391,
299.340,2.997,8.469,
299.360,3.167,8.561,
299.380,3.340,8.652,
299.400,3.514,8.718,
299.420,3.688,8.731,
299.440,3.864,8.679,
299.460,4.037,8.548,
299.480,4.207,8.312,
299.500,4.372,7.972,
299.520,4.527,7.501,
299.540,4.673,6.912,
299.560,4.805,6.205,
299.580,4.923,5.393,
299.600,5.022,4.516,
299.620,5.104,3.587,
299.640,5.166,2.605,
299.660,5.209,1.597,
299.680,5.229,0.602,
299.700,5.232,-0.340,
299.720,5.215,-1.230,
299.740,5.182,-2.055,
299.760,5.132,-2.775,
299.779,,,1.00
299.780,5.069,-3.390,
299.800,4.995,-3.888,
299.820,4.912,-4.280,
299.840,4.822,-4.555,
299.850,,,0.00
299.860,4.728,-4.712,
299.880,4.632,-4.752,
299.900,4.536,-4.673,
299.920,4.444,-4.477,
299.940,4.356,-4.189,
299.960,4.276,-3.822,
299.980,4.202,-3.390,
300.000,4.139,-2.906,
300.020,4.086,-2.382,
300.040,4.043,-1.846,
300.060,4.012,-1.283,
300.080,3.991,-0.707,
300.100,3.984,-0.131,
300.120,3.987,0.432,
300.140,4.001,0.956,
300.160,4.026,1.453,
300.180,4.059,1.911,
300.200,4.103,2.330,
300.220,4.153,2.710,
300.240,4.211,3.024,
300.260,4.276,3.272,
300.280,4.343,3.443,
300.300,4.414,3.534,
300.320,4.486,3.547,
300.340,4.557,3.469,
300.360,4.626,3.286,
300.380,4.690,2.998,
300.400,4.747,2.618,
300.420,4.796,2.160,
300.440,4.835,1.623,
300.460,4.862,1.021,
300.480,4.876,0.380,
300.500,4.877,-0.275,
300.520,4.865,-0.956,
300.540,4.840,-1.649,
300.560,4.799,-2.317,
300.580,4.745,-2.945,
300.600,4.681,-3.534,
300.620,4.604,-4.071,
300.640,4.516,-4.529,
300.660,4.422,-4.883,
300.680,4.320,-5.144,
300.700,4.214,-5.315,
300.720,4.106,-5.380,
300.740,3.998,-5.354,
300.760,3.891,-5.236,
300.780,3.787,-5.040,
300.800,3.688,-4.778,
300.820,3.596,-4.451,
300.840,3.509,-4.071,
300.843,,,1.00
300.860,3.432,-3.652,
300.880,3.363,-3.194,
300.900,3.303,-2.710,
300.912,,,0.00
300.920,3.255,-2.186,
300.940,3.215,-1.649,
300.960,3.189,-1.100,
300.980,3.171,-0.537,
301.000,3.167,0.026,
301.020,3.173,0.602,
301.040,3.190,1.191,
301.060,3.220,1.806,
301.080,3.263,2.422,
301.100,3.318,3.037,
301.120,3.383,3.665,
301.140,3.464,4.307,
301.160,3.556,4.935,
301.180,3.662,5.537,
301.200,3.778,6.113,
301.220,3.907,6.637,
301.240,4.045,7.095,
301.260,4.191,7.461,
301.280,4.345,7.736,
301.300,4.502,7.880,
301.320,4.662,7.854,
301.340,4.819,7.658,
301.360,4.970,7.291,
301.380,5.113,6.754,
301.400,5.243,6.048,
301.420,5.356,5.171,
301.440,5.452,4.136,
301.460,5.524,2.971,
301.480,5.572,1.728,
301.500,5.594,0.432,
301.520,5.590,-0.903,
301.540,5.557,-2.251,
301.560,5.499,-3.560,
301.580,5.415,-4.804,
301.600,5.306,-5.982,
301.620,5.174,-7.055,
301.640,5.022,-7.998,
301.660,4.852,-8.783,
301.680,4.668,-9.412,
301.700,4.474,-9.857,
301.720,4.271,-10.132,
301.740,4.067,-10.263,
301.760,3.859,-10.263,
301.780,3.654,-10.158,
301.800,3.453,-9.975,
301.820,3.255,-9.752,
301.840,3.061,-9.516,
301.860,2.875,-9.268,
301.880,2.691,-9.032,
301.900,2.513,-8.823,
301.901,,,1.00
301.920,2.339,-8.652,
301.940,2.168,-8.548,
301.960,1.998,-8.495,
301.971,,,0.00
301.980,1.828,-8.482,
302.000,1.659,-8.508,
302.020,1.489,-8.574,
302.040,1.316,-8.666,
302.060,1.142,-8.770,
302.080,0.966,-8.875,
302.100,0.787,-8.967,
302.120,0.606,-9.019,
302.140,0.426,-8.993,
302.160,0.245,-8.875,
302.180,0.069,-8.652,
302.200,-0.102,-8.312,
302.220,-0.265,-7.854,
302.240,-0.418,-7.252,
302.260,-0.558,-6.519,
302.280,-0.680,-5.681,
302.300,-0.785,-4.765,
302.320,-0.872,-3.783,
302.340,-0.938,-2.723,
302.360,-0.982,-1.636,
302.380,-1.002,-0.563,
302.400,-1.004,0.458,
302.420,-0.983,1.427,
302.440,-0.946,2.330,
302.460,-0.889,3.142,
302.480,-0.818,3.835,
302.500,-0.734,4.398,
302.520,-0.641,4.830,
302.540,-0.539,5.118,
302.560,-0.434,5.275,
302.580,-0.327,5.288,
302.600,-0.220,5.171,
302.620,-0.118,4.909,
302.640,-0.022,4.529,
302.660,0.064,4.071,
302.680,0.141,3.534,
302.700,0.207,2.945,
302.720,0.259,2.317,
302.740,0.300,1.676,
302.760,0.327,1.034,
302.780,0.341,0.406,
302.800,0.342,-0.183,
302.820,0.333,-0.733,
302.840,0.313,-1.244,
302.860,0.283,-1.702,
302.880,0.243,-2.094,
302.900,0.198,-2.422,
302.920,0.146,-2.670,
302.940,0.090,-2.841,
302.956,,,1.00
302.960,0.031,-2.932,
302.980,-0.028,-2.945,
303.000,-0.088,-2.880,
303.020,-0.145,-2.723,
303.026,,,0.00
303.040,-0.198,-2.487,
303.060,-0.245,-2.186,
303.080,-0.286,-1.820,
303.100,-0.319,-1.388,
303.120,-0.342,-0.903,
303.140,-0.355,-0.406,
303.160,-0.358,0.092,
303.180,-0.352,0.602,
303.200,-0.335,1.126,
303.220,-0.306,1.636,
303.240,-0.269,2.094,
303.260,-0.221,2.513,
303.280,-0.168,2.880,
303.300,-0.105,3.194,
303.320,-0.039,3.456,
303.340,0.033,3.639,
303.360,0.108,3.757,
303.380,0.184,3.796,
303.400,0.261,3.770,
303.420,0.336,3.678,
303.440,0.408,3.495,
303.460,0.478,3.246,
303.480,0.539,2.945,
303.500,0.595,2.592,
303.520,0.644,2.186,
303.540,0.683,1.728,
303.560,0.713,1.230,
303.580,0.734,0.681,
303.600,0.741,0.092,
303.620,0.737,-0.524,
303.640,0.721,-1.152,
303.660,0.691,-1.806,
303.680,0.649,-2.487,
303.700,0.592,-3.168,
303.720,0.522,-3.848,
303.740,0.438,-4.503,
303.760,0.341,-5.131,
303.780,0.232,-5.707,
303.800,0.112,-6.205,
303.820,-0.017,-6.610,
303.840,-0.154,-6.898,
303.860,-0.295,-7.055,
303.880,-0.438,-7.042,
303.900,-0.580,-6.846,
303.920,-0.715,-6.466,
303.940,-0.840,-5.930,
303.960,-0.953,-5.249,
303.980,-1.052,-4.411,
304.000,-1.133,-3.443,
304.017,,,1.00
304.020,-1.191,-2.369,
304.040,-1.228,-1.230,
304.060,-1.241,-0.039,
304.080,-1.230,1.191,
304.089,,,0.00
304.100,-1.194,2.409,
304.120,-1.133,3.587,
304.140,-1.049,4.712,
304.160,-0.944,5.773,
304.180,-0.817,6.728,
304.200,-0.672,7.553,
304.220,-0.514,8.234,
304.240,-0.341,8.783,
304.260,-0.160,9.189,
304.280,0.028,9.438,
304.300,0.220,9.556,
304.320,0.412,9.556,
304.340,0.603,9.464,
304.360,0.792,9.307,
304.380,0.975,9.098,
304.400,1.156,8.875,
304.420,1.330,8.652,
304.440,1.502,8.430,
304.460,1.668,8.234,
304.480,1.830,8.077,
304.500,1.990,7.972,
304.520,2.149,7.893,
304.540,2.306,7.841,
304.560,2.461,7.841,
304.580,2.619,7.893,
304.600,2.777,7.972,
304.620,2.937,8.063,
304.640,3.099,8.181,
304.660,3.264,8.312,
304.680,3.432,8.417,
304.700,3.602,8.469,
304.720,3.771,8.469,
304.740,3.941,8.404,
304.760,4.109,8.234,
304.780,4.273,7.959,
304.800,4.428,7.579,
304.820,4.577,7.082,
304.840,4.714,6.453,
304.860,4.836,5.707,
304.880,4.943,4.896,
304.900,5.033,4.006,
304.920,5.105,3.050,
304.940,5.155,2.068,
304.960,5.187,1.086,
304.980,5.199,0.144,
305.000,5.191,-0.759,
305.020,5.168,-1.584,
305.040,5.127,-2.330,
305.060,5.074,-2.998,
305.079,,,1.00
305.080,5.006,-3.560,
305.100,4.929,-4.006,
305.120,4.844,-4.320,
305.140,4.755,-4.516,
305.149,,,0.00
305.160,4.662,-4.595,
305.180,4.569,-4.568,
305.200,4.478,-4.438,
305.220,4.390,-4.215,
305.240,4.309,-3.901,
305.260,4.233,-3.508,
305.280,4.167,-3.063,
305.300,4.111,-2.566,
305.320,4.064,-2.029,
305.340,4.029,-1.466,
305.360,4.006,-0.890,
305.380,3.993,-0.327,
305.400,3.993,0.236,
305.420,4.002,0.772,
305.440,4.024,1.283,
305.460,4.054,1.754,
305.480,4.095,2.186,
305.500,4.142,2.592,
305.520,4.199,2.945,
305.540,4.262,3.233,
305.560,4.329,3.430,
305.580,4.400,3.547,
305.600,4.472,3.587,
305.620,4.544,3.547,
305.640,4.615,3.403,
305.660,4.683,3.155,
305.680,4.742,2.814,
305.700,4.796,2.395,
305.720,4.840,1.898,
305.740,4.873,1.322,
305.760,4.893,0.694,
305.780,4.901,0.039,
305.800,4.895,-0.641,
