"Time (s) 0pi lagt til højre","Angle, Ch P2 (rad) 0pi lagt til højre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til højre","State 0pi lagt til højre"
1194.780,3.377,12.671,
1194.800,3.635,13.025,
1194.820,3.899,13.299,
1194.840,4.169,13.443,
1194.860,4.439,13.404,
1194.880,4.708,13.129,
1194.900,4.968,12.593,
1194.920,5.215,11.768,
1194.940,5.443,10.668,
1194.960,5.645,9.307,
1194.980,5.818,7.710,
1195.000,5.956,5.930,
1195.020,6.057,4.006,
1195.040,6.118,1.990,
1195.060,6.137,-0.065,
1195.080,6.115,-2.107,
1195.100,6.052,-4.097,
1195.120,5.950,-5.995,
1195.140,5.810,-7.749,
1195.160,5.638,-9.320,
1195.180,5.435,-10.668,
1195.200,5.207,-11.755,
1195.220,4.961,-12.566,
1195.240,4.701,-13.103,
1195.260,4.433,-13.391,
1195.280,4.163,-13.443,
1195.300,3.892,-13.286,
1195.320,3.629,-12.985,
1195.340,3.373,-12.593,
1195.343,,,1.00
1195.360,3.124,-12.174,
1195.380,2.886,-11.755,
1195.400,2.655,-11.362,
1195.413,,,0.00
1195.420,2.432,-11.035,
1195.440,2.215,-10.786,
1195.460,2.001,-10.616,
1195.480,1.791,-10.511,
1195.500,1.582,-10.472,
1195.520,1.373,-10.498,
1195.540,1.162,-10.564,
1195.560,0.950,-10.642,
1195.580,0.737,-10.695,
1195.600,0.522,-10.695,
1195.620,0.308,-10.603,
1195.640,0.096,-10.380,
1195.660,-0.110,-10.027,
1195.680,-0.306,-9.530,
1195.700,-0.493,-8.888,
1195.720,-0.664,-8.090,
1195.740,-0.818,-7.147,
1195.760,-0.952,-6.074,
1195.780,-1.063,-4.896,
1195.800,-1.148,-3.652,
1195.820,-1.210,-2.369,
1195.840,-1.244,-1.073,
1195.860,-1.252,0.209,
1195.880,-1.235,1.427,
1195.900,-1.194,2.553,
1195.920,-1.131,3.587,
1195.940,-1.049,4.503,
1195.960,-0.949,5.275,
1195.980,-0.836,5.890,
1196.000,-0.712,6.349,
1196.020,-0.580,6.637,
1196.040,-0.443,6.741,
1196.060,-0.308,6.676,
1196.080,-0.174,6.466,
1196.100,-0.047,6.126,
1196.120,0.072,5.655,
1196.140,0.181,5.092,
1196.160,0.276,4.451,
1196.180,0.360,3.770,
1196.200,0.427,3.063,
1196.220,0.482,2.343,
1196.240,0.522,1.623,
1196.260,0.547,0.929,
1196.280,0.558,0.288,
1196.300,0.558,-0.314,
1196.320,0.545,-0.890,
1196.340,0.522,-1.414,
1196.360,0.487,-1.859,
1196.380,0.446,-2.238,
1196.400,0.397,-2.566,
1196.406,,,1.00
1196.420,0.342,-2.841,
1196.440,0.283,-3.037,
1196.460,0.220,-3.155,
1196.477,,,0.00
1196.480,0.156,-3.194,
1196.500,0.091,-3.155,
1196.520,0.028,-3.037,
1196.540,-0.031,-2.854,
1196.560,-0.086,-2.618,
1196.580,-0.137,-2.317,
1196.600,-0.181,-1.950,
1196.620,-0.215,-1.545,
1196.640,-0.242,-1.113,
1196.660,-0.261,-0.654,
1196.680,-0.269,-0.170,
1196.700,-0.267,0.314,
1196.720,-0.256,0.772,
1196.740,-0.236,1.204,
1196.760,-0.207,1.597,
1196.780,-0.171,1.950,
1196.800,-0.129,2.251,
1196.820,-0.080,2.487,
1196.840,-0.028,2.670,
1196.860,0.027,2.788,
1196.880,0.085,2.841,
1196.900,0.141,2.814,
1196.920,0.198,2.723,
1196.940,0.251,2.566,
1196.960,0.302,2.330,
1196.980,0.346,2.042,
1197.000,0.383,1.702,
1197.020,0.415,1.309,
1197.040,0.437,0.851,
1197.060,0.449,0.353,
1197.080,0.451,-0.170,
1197.100,0.443,-0.720,
1197.120,0.423,-1.283,
1197.140,0.391,-1.872,
1197.160,0.349,-2.461,
1197.180,0.292,-3.050,
1197.200,0.226,-3.613,
1197.220,0.148,-4.123,
1197.240,0.060,-4.595,
1197.260,-0.036,-5.000,
1197.280,-0.141,-5.315,
1197.300,-0.251,-5.498,
1197.320,-0.363,-5.550,
1197.340,-0.474,-5.485,
1197.360,-0.584,-5.288,
1197.380,-0.688,-4.948,
1197.400,-0.784,-4.464,
1197.420,-0.869,-3.835,
1197.440,-0.939,-3.089,
1197.460,-0.993,-2.251,
1197.472,,,1.00
1197.480,-1.030,-1.348,
1197.500,-1.048,-0.393,
1197.520,-1.046,0.602,
1197.540,-1.024,1.610,
1197.543,,,0.00
1197.560,-0.982,2.618,
1197.580,-0.919,3.587,
1197.600,-0.837,4.503,
1197.620,-0.738,5.341,
1197.640,-0.622,6.100,
1197.660,-0.493,6.754,
1197.680,-0.350,7.291,
1197.700,-0.199,7.710,
1197.720,-0.041,7.998,
1197.740,0.123,8.181,
1197.760,0.287,8.247,
1197.780,0.454,8.221,
1197.800,0.617,8.116,
1197.820,0.779,7.959,
1197.840,0.936,7.762,
1197.860,1.090,7.527,
1197.880,1.238,7.278,
1197.900,1.381,7.042,
1197.920,1.519,6.820,
1197.940,1.654,6.597,
1197.960,1.783,6.388,
1197.980,1.909,6.205,
1198.000,2.031,6.061,
1198.020,2.150,5.930,
1198.040,2.268,5.812,
1198.060,2.383,5.707,
1198.080,2.496,5.616,
1198.100,2.608,5.550,
1198.120,2.717,5.498,
1198.140,2.827,5.459,
1198.160,2.936,5.419,
1198.180,3.044,5.380,
1198.200,3.151,5.341,
1198.220,3.258,5.288,
1198.240,3.363,5.223,
1198.260,3.467,5.144,
1198.280,3.569,5.079,
1198.300,3.669,5.000,
1198.320,3.770,4.896,
1198.340,3.866,4.765,
1198.360,3.960,4.634,
1198.380,4.051,4.503,
1198.400,4.141,4.346,
1198.420,4.225,4.176,
1198.440,4.307,3.992,
1198.460,4.386,3.796,
1198.480,4.459,3.587,
1198.500,4.529,3.364,
1198.520,4.595,3.129,
1198.537,,,1.00
1198.540,4.654,2.880,
1198.560,4.709,2.618,
1198.580,4.760,2.369,
1198.600,4.803,2.107,
1198.608,,,0.00
1198.620,4.844,1.846,
1198.640,4.877,1.584,
1198.660,4.907,1.322,
1198.680,4.931,1.060,
1198.700,4.950,0.798,
1198.720,4.962,0.550,
1198.740,4.972,0.327,
1198.760,4.975,0.118,
1198.780,4.976,-0.079,
1198.800,4.972,-0.262,
1198.820,4.965,-0.445,
1198.840,4.954,-0.602,
1198.860,4.940,-0.746,
1198.880,4.924,-0.877,
1198.900,4.906,-1.008,
1198.920,4.884,-1.139,
1198.940,4.860,-1.244,
1198.960,4.833,-1.335,
1198.980,4.807,-1.427,
1199.000,4.777,-1.532,
1199.020,4.745,-1.649,
1199.040,4.711,-1.754,
1199.060,4.675,-1.846,
1199.080,4.637,-1.937,
1199.100,4.598,-2.042,
1199.120,4.555,-2.147,
1199.140,4.511,-2.251,
1199.160,4.466,-2.369,
1199.180,4.417,-2.500,
1199.200,4.365,-2.631,
1199.220,4.312,-2.749,
1199.240,4.255,-2.854,
1199.260,4.197,-2.958,
1199.280,4.137,-3.063,
1199.300,4.075,-3.181,
1199.320,4.010,-3.286,
1199.340,3.943,-3.364,
1199.360,3.875,-3.416,
1199.380,3.806,-3.430,
1199.400,3.737,-3.430,
1199.420,3.669,-3.403,
1199.440,3.600,-3.338,
1199.460,3.534,-3.220,
1199.480,3.471,-3.063,
1199.500,3.412,-2.893,
1199.520,3.355,-2.697,
1199.540,3.303,-2.461,
1199.560,3.256,-2.173,
1199.580,3.215,-1.846,
1199.600,3.182,-1.492,
1199.602,,,1.00
1199.620,3.156,-1.113,
1199.640,3.137,-0.707,
1199.660,3.127,-0.275,
1199.672,,,0.00
1199.680,3.126,0.170,
1199.700,3.134,0.628,
1199.720,3.151,1.113,
1199.740,3.178,1.623,
1199.760,3.215,2.173,
1199.780,3.264,2.749,
1199.800,3.325,3.338,
1199.820,3.398,3.940,
1199.840,3.482,4.555,
1199.860,3.580,5.184,
1199.880,3.690,5.799,
1199.900,3.812,6.388,
1199.920,3.946,6.925,
1199.940,4.090,7.409,
1199.960,4.243,7.815,
1199.980,4.405,8.103,
1200.000,4.569,8.247,
1200.020,4.736,8.221,
1200.040,4.901,8.037,
1200.060,5.060,7.684,
1200.080,5.210,7.160,
1200.100,5.349,6.453,
1200.120,5.471,5.563,
1200.140,5.573,4.516,
1200.160,5.653,3.325,
1200.180,5.708,2.042,
1200.200,5.735,0.694,
1200.220,5.737,-0.681,
1200.240,5.708,-2.068,
1200.260,5.653,-3.443,
1200.280,5.570,-4.765,
1200.300,5.462,-6.021,
1200.320,5.328,-7.173,
1200.340,5.173,-8.207,
1200.360,4.998,-9.084,
1200.380,4.807,-9.804,
1200.400,4.604,-10.354,
1200.420,4.390,-10.747,
1200.440,4.172,-10.996,
1200.460,3.949,-11.113,
1200.480,3.726,-11.126,
1200.500,3.503,-11.048,
1200.520,3.283,-10.917,
1200.540,3.066,-10.760,
1200.560,2.853,-10.616,
1200.580,2.642,-10.511,
1200.600,2.433,-10.459,
1200.620,2.224,-10.472,
1200.640,2.015,-10.551,
1200.660,1.803,-10.695,
1200.664,,,1.00
1200.680,1.588,-10.891,
1200.700,1.368,-11.113,
1200.720,1.144,-11.362,
1200.735,,,0.00
1200.740,0.914,-11.611,
1200.760,0.679,-11.807,
1200.780,0.440,-11.899,
1200.800,0.201,-11.860,
1200.820,-0.036,-11.663,
1200.840,-0.269,-11.270,
1200.860,-0.490,-10.655,
1200.880,-0.697,-9.831,
1200.900,-0.886,-8.810,
1200.920,-1.052,-7.592,
1200.940,-1.192,-6.205,
1200.960,-1.302,-4.699,
1200.980,-1.381,-3.115,
1201.000,-1.428,-1.479,
1201.020,-1.440,0.170,
1201.040,-1.420,1.780,
1201.060,-1.368,3.312,
1201.080,-1.286,4.752,
1201.100,-1.177,6.074,
1201.120,-1.041,7.239,
1201.140,-0.884,8.221,
1201.160,-0.710,9.006,
1201.180,-0.522,9.569,
1201.200,-0.324,9.909,
1201.220,-0.123,10.027,
1201.240,0.080,9.935,
1201.260,0.278,9.660,
1201.280,0.468,9.228,
1201.300,0.649,8.692,
1201.320,0.817,8.077,
1201.340,0.972,7.396,
1201.360,1.114,6.676,
1201.380,1.239,5.930,
1201.400,1.351,5.157,
1201.420,1.447,4.372,
1201.440,1.525,3.600,
1201.460,1.590,2.854,
1201.480,1.640,2.121,
1201.500,1.674,1.388,
1201.520,1.695,0.694,
1201.540,1.701,0.039,
1201.560,1.696,-0.589,
1201.580,1.678,-1.191,
1201.600,1.648,-1.767,
1201.620,1.607,-2.304,
1201.640,1.555,-2.814,
1201.660,1.494,-3.299,
1201.680,1.423,-3.757,
1201.700,1.343,-4.202,
1201.720,1.255,-4.621,
1201.730,,,1.00
1201.740,1.158,-5.013,
1201.760,1.054,-5.380,
1201.780,0.942,-5.707,
1201.800,0.825,-5.995,
1201.801,,,0.00
1201.820,0.702,-6.231,
1201.840,0.575,-6.401,
1201.860,0.445,-6.493,
1201.880,0.314,-6.506,
1201.900,0.184,-6.440,
1201.920,0.055,-6.270,
1201.940,-0.069,-5.969,
1201.960,-0.185,-5.563,
1201.980,-0.292,-5.066,
1202.000,-0.390,-4.490,
1202.020,-0.473,-3.822,
1202.040,-0.543,-3.076,
1202.060,-0.597,-2.291,
1202.080,-0.635,-1.466,
1202.100,-0.657,-0.641,
1202.120,-0.660,0.170,
1202.140,-0.649,0.956,
1202.160,-0.622,1.689,
1202.180,-0.580,2.356,
1202.200,-0.526,2.932,
1202.220,-0.462,3.416,
1202.240,-0.388,3.809,
1202.260,-0.308,4.097,
1202.280,-0.223,4.280,
1202.300,-0.135,4.346,
1202.320,-0.047,4.294,
1202.340,0.038,4.123,
1202.360,0.119,3.862,
1202.380,0.193,3.521,
1202.400,0.261,3.089,
1202.420,0.319,2.592,
1202.440,0.364,2.016,
1202.460,0.401,1.401,
1202.480,0.421,0.759,
1202.500,0.430,0.092,
1202.520,0.426,-0.589,
1202.540,0.407,-1.270,
1202.560,0.374,-1.911,
1202.580,0.330,-2.526,
1202.600,0.273,-3.115,
1202.620,0.204,-3.652,
1202.640,0.126,-4.097,
1202.660,0.039,-4.451,
1202.680,-0.053,-4.725,
1202.700,-0.151,-4.896,
1202.720,-0.251,-4.935,
1202.740,-0.350,-4.830,
1202.760,-0.446,-4.608,
1202.780,-0.536,-4.280,
1202.797,,,1.00
1202.800,-0.619,-3.822,
1202.820,-0.691,-3.233,
1202.840,-0.749,-2.539,
1202.860,-0.793,-1.767,
1202.868,,,0.00
1202.880,-0.822,-0.942,
1202.900,-0.831,-0.079,
1202.920,-0.825,0.812,
1202.940,-0.800,1.702,
1202.960,-0.756,2.566,
1202.980,-0.696,3.377,
1203.000,-0.620,4.136,
1203.020,-0.529,4.843,
1203.040,-0.426,5.472,
1203.060,-0.309,5.995,
1203.080,-0.184,6.414,
1203.100,-0.052,6.728,
1203.120,0.086,6.938,
1203.140,0.228,7.029,
1203.160,0.369,7.016,
1203.180,0.509,6.925,
1203.200,0.647,6.768,
1203.220,0.781,6.545,
1203.240,0.909,6.270,
1203.260,1.032,5.956,
1203.280,1.148,5.616,
1203.300,1.257,5.275,
1203.320,1.359,4.922,
1203.340,1.455,4.555,
1203.360,1.541,4.163,
1203.380,1.621,3.757,
1203.400,1.692,3.351,
1203.420,1.755,2.919,
1203.440,1.810,2.474,
1203.460,1.854,2.003,
1203.480,1.890,1.518,
1203.500,1.915,1.034,
1203.520,1.931,0.537,
1203.540,1.937,0.026,
1203.560,1.932,-0.511,
1203.580,1.916,-1.060,
1203.600,1.890,-1.610,
1203.620,1.852,-2.173,
1203.640,1.803,-2.749,
1203.660,1.742,-3.325,
1203.680,1.670,-3.914,
1203.700,1.587,-4.503,
1203.720,1.489,-5.105,
1203.740,1.382,-5.694,
1203.760,1.261,-6.270,
1203.780,1.131,-6.846,
1203.800,0.988,-7.383,
1203.820,0.834,-7.880,
1203.840,0.672,-8.312,
1203.860,,,1.00
1203.860,0.501,-8.666,
1203.880,0.324,-8.901,
1203.900,0.143,-8.993,
1203.920,-0.038,-8.940,
1203.931,,,0.00
1203.940,-0.217,-8.718,
1203.960,-0.390,-8.312,
1203.980,-0.551,-7.723,
1204.000,-0.701,-6.964,
1204.020,-0.833,-6.034,
1204.040,-0.944,-4.961,
1204.060,-1.032,-3.770,
1204.080,-1.096,-2.487,
1204.100,-1.133,-1.152,
1204.120,-1.142,0.183,
1204.140,-1.125,1.492,
1204.160,-1.082,2.775,
1204.180,-1.013,4.006,
1204.200,-0.920,5.144,
1204.220,-0.806,6.139,
1204.240,-0.672,6.990,
1204.260,-0.525,7.684,
1204.280,-0.363,8.207,
1204.300,-0.193,8.561,
1204.320,-0.019,8.744,
1204.340,0.159,8.770,
1204.360,0.335,8.639,
1204.380,0.506,8.378,
1204.400,0.671,8.011,
1204.420,0.828,7.579,
1204.440,0.974,7.095,
1204.460,1.112,6.558,
1204.480,1.238,5.982,
1204.500,1.351,5.393,
1204.520,1.453,4.804,
1204.540,1.544,4.202,
1204.560,1.621,3.574,
1204.580,1.687,2.932,
1204.600,1.739,2.291,
1204.620,1.778,1.636,
1204.640,1.805,0.995,
1204.660,1.817,0.367,
1204.680,1.819,-0.249,
1204.700,1.808,-0.864,
1204.720,1.784,-1.479,
1204.740,1.748,-2.081,
1204.760,1.701,-2.657,
1204.780,1.641,-3.220,
1204.800,1.572,-3.783,
1204.820,1.491,-4.346,
1204.840,1.398,-4.896,
1204.860,1.294,-5.406,
1204.880,1.181,-5.890,
1204.900,1.059,-6.349,
1204.920,0.927,-6.781,
1204.926,,,1.00
1204.940,0.787,-7.173,
1204.960,0.639,-7.501,
1204.980,0.485,-7.749,
1204.997,,,0.00
1205.000,0.328,-7.893,
1205.020,0.168,-7.906,
1205.040,0.009,-7.789,
1205.060,-0.145,-7.527,
1205.080,-0.294,-7.121,
1205.100,-0.432,-6.558,
1205.120,-0.558,-5.864,
1205.140,-0.668,-5.053,
1205.160,-0.762,-4.123,
1205.180,-0.834,-3.089,
1205.200,-0.886,-2.003,
1205.220,-0.914,-0.890,
1205.240,-0.922,0.236,
1205.260,-0.905,1.335,
1205.280,-0.867,2.382,
1205.300,-0.809,3.338,
1205.320,-0.732,4.215,
1205.340,-0.639,4.987,
1205.360,-0.531,5.642,
1205.380,-0.412,6.165,
1205.400,-0.283,6.532,
1205.420,-0.148,6.754,
1205.440,-0.011,6.820,
1205.460,0.127,6.754,
1205.480,0.261,6.571,
1205.500,0.391,6.270,
1205.520,0.514,5.864,
1205.540,0.627,5.354,
1205.560,0.729,4.791,
1205.580,0.818,4.176,
1205.600,0.897,3.508,
1205.620,0.960,2.788,
1205.640,1.008,2.042,
1205.660,1.041,1.283,
1205.680,1.060,0.497,
1205.700,1.062,-0.288,
1205.720,1.048,-1.073,
1205.740,1.019,-1.872,
1205.760,0.974,-2.670,
1205.780,0.911,-3.456,
1205.800,0.836,-4.215,
1205.820,0.743,-4.948,
1205.840,0.636,-5.642,
1205.860,0.517,-6.257,
1205.880,0.385,-6.781,
1205.900,0.243,-7.186,
1205.920,0.096,-7.461,
1205.940,-0.057,-7.605,
1205.960,-0.210,-7.605,
1205.980,-0.363,-7.422,
1205.992,,,1.00
1206.000,-0.511,-7.055,
1206.020,-0.647,-6.519,
1206.040,-0.773,-5.825,
1206.060,-0.883,-4.987,
1206.063,,,0.00
1206.080,-0.974,-4.006,
1206.100,-1.045,-2.906,
1206.120,-1.092,-1.728,
1206.140,-1.114,-0.497,
1206.160,-1.112,0.746,
1206.180,-1.084,1.977,
1206.200,-1.032,3.181,
1206.220,-0.957,4.333,
1206.240,-0.858,5.406,
1206.260,-0.738,6.349,
1206.280,-0.602,7.147,
1206.300,-0.451,7.815,
1206.320,-0.287,8.338,
1206.340,-0.115,8.705,
1206.360,0.063,8.901,
1206.380,0.243,8.954,
1206.400,0.423,8.888,
1206.420,0.600,8.731,
1206.440,0.773,8.508,
1206.460,0.941,8.221,
1206.480,1.103,7.880,
1206.500,1.257,7.501,
1206.520,1.403,7.121,
1206.540,1.541,6.754,
1206.560,1.673,6.388,
1206.580,1.797,6.008,
1206.600,1.913,5.629,
1206.620,2.022,5.275,
1206.640,2.124,4.935,
1206.660,2.220,4.608,
1206.680,2.308,4.280,
1206.700,2.391,3.966,
1206.720,2.466,3.652,
1206.740,2.537,3.351,
1206.760,2.600,3.076,
1206.780,2.659,2.814,
1206.800,2.713,2.566,
1206.820,2.761,2.343,
1206.840,2.805,2.160,
1206.860,2.848,1.990,
1206.880,2.886,1.846,
1206.900,2.920,1.741,
1206.920,2.955,1.689,
1206.940,2.988,1.662,
1206.960,3.021,1.676,
1206.980,3.054,1.754,
1207.000,3.090,1.885,
1207.020,3.129,2.055,
1207.040,3.171,2.265,
1207.055,,,1.00
1207.060,3.219,2.539,
1207.080,3.272,2.867,
1207.100,3.333,3.220,
1207.120,3.401,3.600,
1207.126,,,0.00
1207.140,3.476,4.019,
1207.160,3.561,4.477,
1207.180,3.655,4.948,
1207.200,3.759,5.419,
1207.220,3.872,5.877,
1207.240,3.995,6.322,
1207.260,4.125,6.741,
1207.280,4.265,7.108,
1207.300,4.411,7.383,
1207.320,4.562,7.553,
1207.340,4.714,7.605,
1207.360,4.868,7.527,
1207.380,5.017,7.304,
1207.400,5.162,6.925,
1207.420,5.297,6.401,
1207.440,5.419,5.733,
1207.460,5.528,4.922,
1207.480,5.619,3.979,
1207.500,5.688,2.919,
1207.520,5.737,1.780,
1207.540,5.760,0.589,
1207.560,5.760,-0.641,
1207.580,5.735,-1.859,
1207.600,5.685,-3.050,
1207.620,5.612,-4.202,
1207.640,5.517,-5.301,
1207.660,5.399,-6.309,
1207.680,5.262,-7.199,
1207.700,5.110,-7.985,
1207.720,4.942,-8.666,
1207.740,4.761,-9.215,
1207.760,4.571,-9.621,
1207.780,4.375,-9.896,
1207.800,4.174,-10.053,
1207.820,3.971,-10.132,
1207.840,3.768,-10.145,
1207.860,3.564,-10.119,
1207.880,3.363,-10.066,
1207.900,3.162,-10.014,
1207.920,2.963,-9.988,
1207.940,2.763,-9.988,
1207.960,2.564,-10.040,
1207.980,2.362,-10.158,
1208.000,2.158,-10.354,
1208.020,1.949,-10.616,
1208.040,1.734,-10.930,
1208.060,1.513,-11.284,
1208.080,1.283,-11.676,
1208.100,1.046,-12.082,
1208.118,,,1.00
1208.120,0.800,-12.462,
1208.140,0.547,-12.763,
1208.160,0.287,-12.920,
1208.180,0.027,-12.894,
1208.188,,,0.00
1208.200,-0.231,-12.645,
1208.220,-0.482,-12.161,
1208.240,-0.721,-11.428,
1208.260,-0.942,-10.446,
1208.280,-1.142,-9.228,
1208.300,-1.315,-7.789,
1208.320,-1.456,-6.178,
1208.340,-1.563,-4.451,
1208.360,-1.635,-2.631,
1208.380,-1.670,-0.759,
1208.400,-1.665,1.113,
1208.420,-1.624,2.919,
1208.440,-1.547,4.660,
1208.460,-1.437,6.309,
1208.480,-1.293,7.828,
1208.500,-1.122,9.163,
1208.520,-0.924,10.289,
1208.540,-0.707,11.179,
1208.560,-0.473,11.807,
1208.580,-0.231,12.187,
1208.600,0.017,12.318,
1208.620,0.265,12.252,
1208.640,0.509,12.004,
1208.660,0.748,11.637,
1208.680,0.975,11.179,
1208.700,1.195,10.668,
1208.720,1.403,10.145,
1208.740,1.601,9.621,
1208.760,1.788,9.124,
1208.780,1.965,8.652,
1208.800,2.133,8.221,
1208.820,2.293,7.828,
1208.840,2.446,7.474,
1208.860,2.592,7.173,
1208.880,2.732,6.925,
1208.900,2.868,6.715,
1208.920,3.000,6.545,
1208.940,3.129,6.401,
1208.960,3.256,6.296,
1208.980,3.380,6.205,
1209.000,3.504,6.139,
1209.020,3.625,6.100,
1209.040,3.748,6.061,
1209.060,3.869,6.034,
1209.080,3.988,5.995,
1209.100,4.109,5.956,
1209.120,4.227,5.890,
1209.140,4.345,5.786,
1209.160,4.459,5.655,
1209.180,,,1.00
1209.180,4.571,5.472,
1209.200,4.679,5.249,
1209.220,4.782,4.961,
1209.240,4.879,4.621,
1209.250,,,0.00
1209.260,4.967,4.241,
1209.280,5.049,3.809,
1209.300,5.121,3.338,
1209.320,5.182,2.827,
1209.340,5.234,2.291,
1209.360,5.275,1.728,
1209.380,5.303,1.152,
1209.400,5.320,0.576,
1209.420,5.327,0.013,
1209.440,5.320,-0.524,
1209.460,5.305,-1.034,
1209.480,5.279,-1.518,
1209.500,5.243,-1.990,
1209.520,5.199,-2.409,
1209.540,5.146,-2.775,
1209.560,5.088,-3.102,
1209.580,5.022,-3.377,
1209.600,4.951,-3.613,
1209.620,4.877,-3.796,
1209.640,4.799,-3.927,
1209.660,4.719,-4.006,
1209.680,4.639,-4.032,
1209.700,4.557,-4.032,
1209.720,4.477,-4.006,
1209.740,4.397,-3.953,
1209.760,4.318,-3.888,
1209.780,4.241,-3.796,
1209.800,4.166,-3.691,
1209.820,4.093,-3.587,
1209.840,4.023,-3.495,
1209.860,3.954,-3.416,
1209.880,3.886,-3.338,
1209.900,3.820,-3.272,
1209.920,3.756,-3.220,
1209.940,3.691,-3.181,
1209.960,3.629,-3.142,
1209.980,3.566,-3.102,
1210.000,3.504,-3.063,
1210.020,3.443,-3.024,
1210.040,3.383,-2.971,
1210.060,3.324,-2.906,
1210.080,3.267,-2.827,
1210.100,3.211,-2.723,
1210.120,3.157,-2.592,
1210.140,3.107,-2.435,
1210.160,3.060,-2.265,
1210.180,3.016,-2.068,
1210.200,2.977,-1.833,
1210.220,2.942,-1.571,
1210.240,2.914,-1.283,
1210.240,,,1.00
1210.260,2.890,-0.969,
1210.280,2.875,-0.641,
1210.300,2.865,-0.288,
1210.310,,,0.00
1210.320,2.862,0.092,
1210.340,2.868,0.497,
1210.360,2.882,0.916,
1210.380,2.904,1.361,
1210.400,2.936,1.846,
1210.420,2.978,2.356,
1210.440,3.030,2.893,
1210.460,3.093,3.456,
1210.480,3.168,4.045,
1210.500,3.255,4.647,
1210.520,3.354,5.262,
1210.540,3.465,5.890,
1210.560,3.589,6.506,
1210.580,3.726,7.095,
1210.600,3.874,7.631,
1210.620,4.032,8.103,
1210.640,4.199,8.482,
1210.660,4.373,8.744,
1210.680,4.551,8.862,
1210.700,4.730,8.796,
1210.720,4.906,8.548,
1210.740,5.074,8.103,
1210.760,5.232,7.474,
1210.780,5.375,6.650,
1210.800,5.501,5.642,
1210.820,5.603,4.490,
1210.840,5.682,3.207,
1210.860,5.733,1.820,
1210.880,5.755,0.353,
1210.900,5.748,-1.139,
1210.920,5.710,-2.605,
1210.940,5.642,-4.032,
1210.960,5.548,-5.393,
1210.980,5.426,-6.676,
1211.000,5.279,-7.841,
1211.020,5.110,-8.849,
1211.040,4.923,-9.687,
1211.060,4.720,-10.341,
1211.080,4.507,-10.825,
1211.100,4.285,-11.140,
1211.120,4.059,-11.297,
1211.140,3.831,-11.310,
1211.160,3.605,-11.205,
1211.180,3.382,-11.035,
1211.200,3.164,-10.839,
1211.220,2.948,-10.642,
1211.240,2.738,-10.472,
1211.260,2.531,-10.328,
1211.280,2.325,-10.236,
1211.300,2.122,-10.210,
1211.303,,,1.00
1211.320,1.918,-10.263,
1211.340,1.712,-10.380,
1211.360,1.503,-10.537,
1211.374,,,0.00
1211.380,1.291,-10.721,
1211.400,1.074,-10.917,
1211.420,0.855,-11.100,
1211.440,0.630,-11.231,
1211.460,0.404,-11.257,
1211.480,0.178,-11.153,
1211.500,-0.044,-10.904,
1211.520,-0.261,-10.472,
1211.540,-0.467,-9.844,
1211.560,-0.657,-9.032,
1211.580,-0.829,-8.050,
1211.600,-0.982,-6.898,
1211.620,-1.107,-5.589,
1211.640,-1.206,-4.176,
1211.660,-1.275,-2.697,
1211.680,-1.315,-1.191,
1211.700,-1.323,0.301,
1211.720,-1.302,1.754,
1211.740,-1.252,3.142,
1211.760,-1.175,4.438,
1211.780,-1.073,5.603,
1211.800,-0.949,6.610,
1211.820,-0.806,7.435,
1211.840,-0.649,8.077,
1211.860,-0.481,8.522,
1211.880,-0.305,8.744,
1211.900,-0.127,8.757,
1211.920,0.047,8.587,
1211.940,0.218,8.273,
1211.960,0.380,7.815,
1211.980,0.533,7.226,
1212.000,0.671,6.558,
1212.020,0.795,5.825,
1212.040,0.905,5.040,
1212.060,0.997,4.202,
1212.080,1.073,3.351,
1212.100,1.131,2.500,
1212.120,1.173,1.662,
1212.140,1.197,0.838,
1212.160,1.206,0.026,
1212.180,1.199,-0.759,
1212.200,1.175,-1.518,
1212.220,1.137,-2.225,
1212.240,1.085,-2.906,
1212.260,1.021,-3.547,
1212.280,0.942,-4.150,
1212.300,0.855,-4.725,
1212.320,0.754,-5.262,
1212.340,0.642,-5.720,
1212.360,0.523,-6.074,
1212.368,,,1.00
1212.380,0.399,-6.349,
1212.400,0.269,-6.545,
1212.420,0.135,-6.637,
1212.440,,,0.00
1212.440,0.002,-6.584,
1212.460,-0.130,-6.388,
1212.480,-0.256,-6.048,
1212.500,-0.374,-5.589,
1212.520,-0.481,-5.013,
1212.540,-0.576,-4.320,
1212.560,-0.655,-3.521,
1212.580,-0.718,-2.631,
1212.600,-0.762,-1.702,
1212.620,-0.785,-0.733,
1212.640,-0.792,0.249,
1212.660,-0.776,1.217,
1212.680,-0.741,2.147,
1212.700,-0.690,3.011,
1212.720,-0.620,3.809,
1212.740,-0.536,4.516,
1212.760,-0.438,5.105,
1212.780,-0.330,5.589,
1212.800,-0.214,5.956,
1212.820,-0.090,6.192,
1212.840,0.036,6.296,
1212.860,0.163,6.270,
1212.880,0.289,6.139,
1212.900,0.410,5.904,
1212.920,0.526,5.576,
1212.940,0.635,5.157,
1212.960,0.734,4.673,
1212.980,0.822,4.136,
1213.000,0.900,3.547,
1213.020,0.964,2.906,
1213.040,1.016,2.225,
1213.060,1.054,1.532,
1213.080,1.078,0.812,
1213.100,1.087,0.079,
