"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
998.750,1.505,-65.869,
998.800,1.561,-70.895,
998.850,1.425,-67.893,
998.900,1.098,-57.107,
998.950,0.609,-40.178,
999.000,0.011,-20.822,
999.050,-0.631,-4.014,
999.100,-1.263,6.231,
999.150,-1.855,8.831,
999.200,-2.410,6.021,
999.250,-2.947,2.164,
999.296,,,1.00
999.300,-3.489,1.868,
999.311,,,0.00
999.335,,,1.00
999.349,,,0.00
999.350,-4.046,8.186,
999.383,,,1.00
999.394,,,0.00
999.400,-4.604,21.363,
999.450,-5.122,38.607,
999.500,-5.542,55.135,
999.550,-5.807,66.131,
999.600,-5.883,68.487,
999.650,-5.763,61.575,
999.700,-5.470,47.141,
999.750,-5.047,28.728,
999.800,-4.554,10.664,
999.850,-4.048,-3.368,
999.900,-3.567,-11.502,
999.950,-3.131,-13.910,
1000.000,-2.738,-12.113,
1000.050,-2.381,-7.924,
1000.100,-2.044,-2.827,
1000.150,-1.714,2.077,
1000.200,-1.378,5.655,
1000.250,-1.019,6.562,
1000.300,-0.636,3.648,
1000.350,-0.231,-3.438,
1000.370,,,1.00
1000.385,,,0.00
1000.400,0.174,-13.736,
1000.409,,,1.00
1000.423,,,0.00
1000.450,0.550,-25.115,
1000.457,,,1.00
1000.467,,,0.00
1000.500,0.858,-34.959,
1000.550,1.067,-41.190,
1000.600,1.161,-42.900,
1000.650,1.137,-40.160,
1000.700,1.005,-33.563,
1000.750,0.781,-24.016,
1000.800,0.492,-12.898,
1000.850,0.171,-1.937,
1000.900,-0.149,7.208,
1000.950,-0.443,13.439,
1001.000,-0.696,16.511,
1001.050,-0.898,16.982,
1001.100,-1.057,15.970,
1001.150,-1.175,14.643,
1001.200,-1.258,13.945,
1001.250,-1.310,14.434,
1001.300,-1.329,16.232,
1001.350,-1.312,19.076,
1001.400,-1.246,22.305,
1001.442,,,1.00
1001.450,-1.125,24.906,
1001.457,,,0.00
1001.481,,,1.00
1001.495,,,0.00
1001.500,-0.938,25.482,
1001.527,,,1.00
1001.539,,,0.00
1001.550,-0.677,22.532,
1001.600,-0.349,15.062,
1001.650,0.030,3.142,
1001.700,0.426,-11.781,
1001.750,0.793,-27.210,
1001.800,1.087,-40.422,
1001.850,1.266,-49.306,
1001.900,1.310,-52.761,
1001.950,1.208,-50.458,
1002.000,0.966,-42.708,
1002.050,0.606,-30.718,
1002.100,0.162,-16.790,
1002.150,-0.320,-3.910,
1002.200,-0.801,5.411,
1002.250,-1.255,10.053,
1002.300,-1.673,10.437,
1002.350,-2.058,7.924,
1002.400,-2.421,4.119,
1002.450,-2.774,0.541,
1002.500,-3.129,-1.466,
1002.519,,,1.00
1002.534,,,0.00
1002.550,-3.495,-0.803,
1002.558,,,1.00
1002.573,,,0.00
1002.600,-3.872,3.194,
1002.607,,,1.00
1002.617,,,0.00
1002.650,-4.249,10.489,
1002.700,-4.607,20.124,
1002.750,-4.918,30.142,
1002.800,-5.148,37.996,
1002.850,-5.270,41.469,
1002.900,-5.273,39.514,
1002.950,-5.165,32.516,
1003.000,-4.967,21.886,
1003.050,-4.709,9.530,
1003.100,-4.430,-2.618,
1003.150,-4.161,-13.038,
1003.200,-3.933,-20.857,
1003.250,-3.764,-25.883,
1003.300,-3.665,-28.292,
1003.350,-3.643,-28.344,
1003.400,-3.695,-26.267,
1003.450,-3.819,-22.166,
1003.500,-4.001,-16.022,
1003.550,-4.229,-7.767,
1003.599,,,1.00
1003.600,-4.481,2.339,
1003.614,,,0.00
1003.638,,,1.00
1003.650,-4.733,13.334,
1003.653,,,0.00
1003.688,,,1.00
1003.697,,,0.00
1003.700,-4.948,23.579,
1003.750,-5.099,31.224,
1003.800,-5.160,34.837,
1003.850,-5.122,33.877,
1003.900,-4.989,28.815,
1003.950,-4.777,20.909,
1004.000,-4.510,11.764,
1004.050,-4.214,2.897,
1004.100,-3.916,-4.590,
1004.150,-3.635,-10.210,
1004.200,-3.383,-14.032,
1004.250,-3.170,-16.424,
1004.300,-3.000,-17.715,
1004.350,-2.876,-18.047,
1004.400,-2.799,-17.401,
1004.450,-2.769,-15.778,
1004.500,-2.780,-13.352,
1004.550,-2.826,-10.437,
1004.600,-2.898,-7.383,
1004.650,-2.988,-4.468,
1004.673,,,1.00
1004.687,,,0.00
1004.700,-3.088,-1.815,
1004.712,,,1.00
1004.726,,,0.00
1004.750,-3.192,0.559,
1004.759,,,1.00
1004.770,,,0.00
1004.800,-3.294,2.635,
1004.850,-3.390,4.276,
1004.900,-3.471,5.253,
1004.950,-3.539,5.411,
1005.000,-3.591,4.660,
1005.050,-3.629,3.019,
1005.100,-3.657,0.593,
1005.150,-3.682,-2.478,
1005.200,-3.713,-6.021,
1005.250,-3.757,-9.844,
1005.300,-3.826,-13.561,
1005.350,-3.932,-16.493,
1005.400,-4.079,-17.645,
1005.450,-4.280,-15.830,
1005.500,-4.530,-10.105,
1005.550,-4.816,-0.297,
1005.600,-5.113,12.549,
1005.650,-5.382,26.163,
1005.700,-5.578,37.717,
1005.750,-5.669,44.785,
1005.756,,,1.00
1005.771,,,0.00
1005.796,,,1.00
1005.800,-5.631,46.077,
1005.811,,,0.00
1005.844,,,1.00
1005.850,-5.465,41.713,
1005.855,,,0.00
1005.900,-5.182,33.109,
1005.950,-4.811,22.689,
1006.000,-4.387,13.282,
1006.050,-3.940,7.243,
1006.100,-3.487,5.707,
1006.150,-3.032,8.273,
1006.200,-2.562,13.073,
1006.250,-2.059,16.912,
1006.300,-1.505,15.708,
1006.350,-0.886,5.934,
1006.400,-0.223,-13.055,
1006.450,0.429,-37.699,
1006.500,0.982,-61.436,
1006.550,1.357,-77.894,
1006.600,1.508,-83.392,
1006.650,1.422,-77.196,
1006.700,1.118,-60.685,
1006.750,0.642,-36.949,
1006.800,0.064,-10.821,
1006.830,,,1.00
1006.845,,,0.00
1006.850,-0.529,12.200,
1006.869,,,1.00
1006.883,,,0.00
1006.900,-1.070,28.152,
1006.915,,,1.00
1006.926,,,0.00
1006.950,-1.516,36.163,
1007.000,-1.858,38.048,
1007.050,-2.099,36.512,
1007.100,-2.248,33.737,
1007.150,-2.312,30.997,
1007.200,-2.301,28.868,
1007.250,-2.221,27.437,
1007.300,-2.073,26.354,
1007.350,-1.858,24.888,
1007.400,-1.580,21.956,
1007.450,-1.239,16.232,
1007.500,-0.848,6.720,
1007.550,-0.429,-6.440,
1007.600,-0.017,-21.433,
1007.650,0.336,-35.116,
1007.700,0.591,-44.244,
1007.750,0.715,-46.670,
1007.800,0.704,-42.045,
1007.850,0.573,-31.625,
1007.900,0.355,-17.593,
1007.902,,,1.00
1007.916,,,0.00
1007.940,,,1.00
1007.950,0.091,-2.409,
1007.955,,,0.00
1007.987,,,1.00
1007.999,,,0.00
1008.000,-0.176,11.676,
1008.050,-0.407,22.881,
1008.100,-0.569,30.142,
1008.150,-0.646,33.179,
1008.200,-0.630,32.184,
1008.250,-0.526,27.419,
1008.300,-0.346,19.076,
1008.350,-0.108,7.575,
1008.400,0.154,-6.004,
1008.450,0.402,-19.844,
1008.500,0.597,-31.730,
1008.550,0.701,-39.619,
1008.600,0.693,-42.115,
1008.650,0.564,-38.711,
1008.700,0.325,-29.950,
1008.750,6.939E-15,-17.418,
1008.800,-0.371,-3.491,
1008.850,-0.748,9.372,
1008.900,-1.092,19.460,
1008.950,-1.378,26.320,
1008.980,,,1.00
1008.995,,,0.00
1009.000,-1.591,30.596,
1009.019,,,1.00
1009.034,,,0.00
1009.050,-1.726,33.371,
1009.068,,,1.00
1009.078,,,0.00
1009.100,-1.777,35.535,
1009.150,-1.739,37.455,
1009.200,-1.607,38.746,
1009.250,-1.376,38.031,
1009.300,-1.041,33.074,
1009.350,-0.606,21.764,
1009.400,-0.096,3.683,
1009.450,0.438,-18.954,
1009.500,0.927,-41.888,
1009.550,1.296,-60.615,
1009.600,1.494,-72.012,
1009.650,1.491,-74.578,
1009.700,1.280,-67.946,
1009.750,0.878,-52.953,
1009.800,0.324,-32.481,
1009.850,-0.314,-11.589,
1009.900,-0.964,4.346,
1009.950,-1.577,12.270,
1010.000,-2.138,12.793,
1010.050,-2.658,9.338,
1010.064,,,1.00
1010.079,,,0.00
1010.100,-3.156,6.178,
1010.103,,,1.00
1010.118,,,0.00
1010.150,-3.651,6.789,
1010.152,,,1.00
1010.163,,,0.00
1010.200,-4.144,12.828,
1010.250,-4.620,23.736,
1010.300,-5.044,36.879,
1010.350,-5.372,48.433,
1010.400,-5.564,54.821,
1010.450,-5.598,54.018,
1010.500,-5.479,46.042,
1010.550,-5.231,32.655,
1010.600,-4.895,16.668,
1010.650,-4.518,1.082,
1010.700,-4.148,-11.764,
1010.750,-3.819,-20.769,
1010.800,-3.550,-25.901,
1010.850,-3.354,-27.716,
1010.900,-3.233,-26.983,
1010.950,-3.184,-24.539,
1011.000,-3.197,-21.188,
1011.050,-3.264,-17.471,
1011.100,-3.374,-13.614,
1011.150,-3.519,-9.582,
1011.152,,,1.00
1011.167,,,0.00
1011.192,,,1.00
1011.200,-3.688,-5.271,
1011.207,,,0.00
1011.241,,,1.00
1011.250,-3.872,-0.663,
1011.251,,,0.00
1011.300,-4.057,4.102,
1011.350,-4.233,8.709,
1011.400,-4.386,12.654,
1011.450,-4.503,15.324,
1011.500,-4.579,16.179,
1011.550,-4.607,14.940,
1011.600,-4.595,11.729,
1011.650,-4.547,6.964,
1011.700,-4.481,1.274,
1011.750,-4.412,-4.643,
1011.800,-4.354,-10.088,
1011.850,-4.326,-14.364,
1011.900,-4.337,-16.825,
1011.950,-4.395,-16.808,
1012.000,-4.503,-13.771,
1012.050,-4.654,-7.610,
1012.100,-4.832,1.100,
1012.150,-5.009,11.013,
1012.200,-5.158,20.368,
1012.242,,,1.00
1012.250,-5.251,27.437,
1012.256,,,0.00
1012.281,,,1.00
1012.296,,,0.00
1012.300,-5.264,31.032,
1012.330,,,1.00
1012.341,,,0.00
1012.350,-5.191,30.805,
1012.400,-5.031,27.140,
1012.450,-4.799,21.101,
1012.500,-4.510,14.172,
1012.550,-4.188,7.906,
1012.600,-3.853,3.473,
1012.650,-3.514,1.396,
1012.700,-3.178,1.658,
1012.750,-2.843,3.735,
1012.800,-2.501,6.685,
1012.850,-2.141,9.233,
1012.900,-1.755,9.879,
1012.950,-1.335,7.156,
1013.000,-0.886,0.105,
1013.050,-0.424,-11.030,
1013.100,0.017,-24.365,
1013.150,0.397,-36.757,
1013.200,0.672,-44.960,
1013.250,0.817,-46.949,
1013.300,0.828,-42.464,
1013.330,,,1.00
1013.344,,,0.00
1013.350,0.719,-32.655,
1013.368,,,1.00
1013.383,,,0.00
1013.400,0.522,-19.443,
1013.416,,,1.00
1013.426,,,0.00
1013.450,0.272,-5.027,
1013.500,0.013,8.430,
1013.550,-0.218,19.181,
1013.600,-0.391,26.145,
1013.650,-0.489,28.955,
1013.700,-0.504,27.786,
1013.750,-0.441,23.073,
1013.800,-0.316,15.376,
1013.850,-0.145,5.376,
1013.900,0.044,-5.864,
1013.950,0.217,-16.773,
1014.000,0.344,-25.517,
1014.050,0.396,-30.473,
1014.100,0.360,-30.718,
1014.150,0.236,-26.145,
1014.200,0.035,-17.488,
1014.250,-0.217,-6.231,
1014.300,-0.485,5.725,
1014.350,-0.735,16.563,
1014.400,-0.938,25.115,
1014.408,,,1.00
1014.423,,,0.00
1014.447,,,1.00
1014.450,-1.070,31.032,
1014.461,,,0.00
1014.494,,,1.00
1014.500,-1.118,34.540,
1014.506,,,0.00
1014.550,-1.078,35.884,
1014.600,-0.942,34.680,
1014.650,-0.713,29.845,
1014.700,-0.397,20.246,
1014.750,-0.014,5.777,
1014.800,0.391,-11.973,
1014.850,0.770,-30.107,
1014.900,1.063,-45.396,
1014.950,1.230,-55.344,
1015.000,1.241,-58.591,
1015.050,1.089,-54.821,
1015.100,0.784,-44.698,
1015.150,0.353,-30.020,
1015.200,-0.157,-13.858,
1015.250,-0.696,0.175,
1015.300,-1.219,9.320,
1015.350,-1.701,12.793,
1015.400,-2.141,11.798,
1015.450,-2.546,8.535,
1015.490,,,1.00
1015.500,-2.931,5.219,
1015.505,,,0.00
1015.530,,,1.00
1015.544,,,0.00
1015.550,-3.308,3.595,
1015.578,,,1.00
1015.589,,,0.00
1015.600,-3.682,4.800,
1015.650,-4.054,9.250,
1015.700,-4.411,16.424,
1015.750,-4.730,24.836,
1015.800,-4.986,32.324,
1015.850,-5.152,36.687,
1015.900,-5.213,36.495,
1015.950,-5.171,31.556,
1016.000,-5.041,22.811,
1016.050,-4.847,11.816,
1016.100,-4.624,0.262,
1016.150,-4.403,-10.297,
1016.200,-4.213,-18.640,
1016.250,-4.078,-24.033,
1016.300,-4.010,-26.250,
1016.350,-4.015,-25.395,
1016.400,-4.090,-21.729,
1016.450,-4.225,-15.586,
1016.500,-4.405,-7.348,
1016.550,-4.606,2.391,
1016.576,,,1.00
1016.591,,,0.00
1016.600,-4.803,12.584,
1016.615,,,1.00
1016.630,,,0.00
1016.650,-4.968,21.677,
1016.665,,,1.00
1016.674,,,0.00
1016.700,-5.071,28.065,
1016.750,-5.093,30.735,
1016.800,-5.028,29.514,
1016.850,-4.882,24.906,
1016.900,-4.667,17.925,
1016.950,-4.405,9.966,
1017.000,-4.119,2.478,
1017.050,-3.833,-3.543,
1017.100,-3.559,-7.819,
1017.150,-3.310,-10.542,
1017.200,-3.088,-12.095,
1017.250,-2.900,-12.846,
1017.300,-2.744,-13.003,
1017.350,-2.620,-12.514,
1017.400,-2.532,-11.118,
1017.450,-2.474,-8.639,
1017.500,-2.439,-5.096,
1017.550,-2.421,-0.698,
1017.600,-2.405,4.259,
1017.650,-2.378,9.530,
1017.657,,,1.00
1017.671,,,0.00
1017.696,,,1.00
1017.700,-2.328,14.992,
1017.710,,,0.00
1017.743,,,1.00
1017.750,-2.242,20.612,
1017.754,,,0.00
1017.800,-2.103,26.197,
1017.850,-1.899,31.102,
1017.900,-1.615,33.877,
1017.950,-1.236,32.149,
1018.000,-0.760,23.370,
1018.050,-0.201,6.475,
1018.100,0.396,-16.598,
1018.150,0.955,-41.190,
1018.200,1.398,-62.099,
1018.250,1.663,-75.782,
1018.300,1.720,-80.791,
1018.350,1.555,-76.672,
1018.400,1.177,-63.565,
1018.450,0.616,-43.371,
1018.500,-0.066,-20.857,
1018.550,-0.785,-2.374,
1018.600,-1.481,7.540,
1018.650,-2.130,8.831,
1018.700,-2.746,5.777,
1018.746,,,1.00
1018.750,-3.352,4.433,
1018.761,,,0.00
1018.785,,,1.00
1018.799,,,0.00
1018.800,-3.969,9.652,
1018.833,,,1.00
1018.844,,,0.00
1018.850,-4.587,22.881,
1018.900,-5.166,41.504,
1018.950,-5.642,60.057,
1019.000,-5.949,72.798,
1019.050,-6.046,76.044,
1019.100,-5.928,69.010,
1019.150,-5.614,53.547,
1019.200,-5.154,33.510,
1019.250,-4.610,13.788,
1019.300,-4.048,-1.239,
1019.350,-3.509,-9.268,
1019.400,-3.013,-10.612,
1019.450,-2.553,-7.522,
1019.500,-2.114,-2.915,
1019.550,-1.679,0.593,
1019.600,-1.235,1.082,
1019.650,-0.778,-2.566,
1019.700,-0.314,-10.455,
1019.750,0.132,-21.293,
1019.800,0.528,-32.533,
1019.829,,,1.00
1019.843,,,0.00
1019.850,0.834,-41.207,
1019.868,,,1.00
1019.882,,,0.00
1019.900,1.023,-45.169,
1019.914,,,1.00
1019.926,,,0.00
1019.950,1.085,-43.738,
1020.000,1.026,-37.472,
1020.050,0.866,-27.629,
1020.100,0.630,-15.725,
1020.150,0.355,-3.456,
1020.200,0.074,7.505,
1020.250,-0.181,15.778,
1020.300,-0.386,20.595,
1020.350,-0.533,21.886,
1020.400,-0.616,20.106,
1020.450,-0.644,16.092,
1020.500,-0.628,10.908,
1020.550,-0.586,5.690,
1020.600,-0.533,1.396,
1020.650,-0.479,-1.344,
1020.700,-0.434,-2.251,
1020.750,-0.399,-1.396,
1020.800,-0.371,0.785,
1020.850,-0.342,3.578,
1020.900,-0.305,6.178,
1020.910,,,1.00
1020.925,,,0.00
1020.949,,,1.00
1020.950,-0.248,7.906,
1020.964,,,0.00
1020.998,,,1.00
1021.000,-0.170,8.290,
1021.008,,,0.00
1021.050,-0.066,7.051,
1021.100,0.060,4.119,
1021.150,0.199,-0.332,
1021.200,0.341,-5.864,
1021.250,0.470,-11.764,
1021.300,0.567,-17.104,
1021.350,0.619,-20.979,
1021.400,0.611,-22.794,
1021.450,0.542,-22.393,
1021.500,0.412,-19.949,
1021.550,0.228,-15.830,
1021.600,7.272E-15,-10.507,
1021.650,-0.253,-4.520,
1021.700,-0.520,1.623,
1021.750,-0.781,7.453,
1021.800,-1.021,12.654,
1021.850,-1.228,17.157,
1021.900,-1.390,21.101,
1021.950,-1.500,24.731,
1021.997,,,1.00
1022.000,-1.547,28.205,
1022.011,,,0.00
1022.036,,,1.00
1022.050,-1.524,31.503,
1022.051,,,0.00
1022.084,,,1.00
1022.095,,,0.00
1022.100,-1.422,34.139,
1022.150,-1.232,34.889,
1022.200,-0.946,31.870,
1022.250,-0.565,23.230,
1022.300,-0.110,8.378,
1022.350,0.383,-11.153,
1022.400,0.851,-31.870,
1022.450,1.230,-49.777,
1022.500,1.469,-61.942,
1022.550,1.533,-66.968,
1022.600,1.415,-64.525,
1022.650,1.118,-54.908,
1022.700,0.666,-39.567,
1022.750,0.107,-21.694,
1022.800,-0.503,-5.672,
1022.850,-1.107,4.677,
1022.900,-1.679,7.889,
1022.950,-2.215,5.376,
1023.000,-2.732,0.716,
1023.050,-3.252,-1.763,
1023.099,,,1.00
1023.100,-3.793,1.553,
1023.114,,,0.00
1023.139,,,1.00
1023.150,-4.353,12.182,
1023.154,,,0.00
1023.188,,,1.00
1023.199,,,0.00
1023.200,-4.899,28.746,
1023.250,-5.383,47.229,
1023.300,-5.737,62.448,
1023.350,-5.914,70.145,
1023.400,-5.889,68.330,
1023.450,-5.671,57.631,
1023.500,-5.292,40.876,
1023.550,-4.805,22.305,
1023.600,-4.271,6.353,
1023.650,-3.740,-3.892,
1023.700,-3.236,-7.662,
1023.750,-2.765,-6.370,
1023.800,-2.315,-2.653,
1023.850,-1.869,0.681,
1023.900,-1.415,1.326,
1023.950,-0.947,-2.182,
1024.000,-0.471,-10.071,
1024.050,-0.011,-21.031,
1024.100,0.399,-32.463,
1024.150,0.719,-41.382,
1024.195,,,1.00
1024.200,0.924,-45.588,
1024.209,,,0.00
1024.234,,,1.00
1024.248,,,0.00
1024.250,0.999,-44.244,
1024.282,,,1.00
1024.293,,,0.00
1024.300,0.950,-37.769,
1024.350,0.800,-27.384,
1024.400,0.573,-14.713,
1024.450,0.309,-1.658,
1024.500,0.046,9.896,
1024.550,-0.185,18.466,
1024.600,-0.360,23.283,
1024.650,-0.468,24.295,
1024.700,-0.506,21.939,
1024.750,-0.484,16.965,
1024.800,-0.415,10.210,
1024.850,-0.319,2.601,
1024.900,-0.215,-4.817,
1024.950,-0.127,-10.839,
1025.000,-0.074,-14.364,
1025.050,-0.063,-14.765,
1025.100,-0.099,-12.043,
1025.150,-0.170,-6.807,
1025.200,-0.262,-0.035,
1025.250,-0.355,7.086,
1025.292,,,1.00
1025.300,-0.429,13.422,
1025.307,,,0.00
1025.331,,,1.00
1025.346,,,0.00
1025.350,-0.463,18.082,
1025.380,,,1.00
1025.391,,,0.00
1025.400,-0.448,20.473,
1025.450,-0.375,20.193,
1025.500,-0.245,16.947,
1025.550,-0.064,10.699,
1025.600,0.149,1.920,
1025.650,0.372,-8.343,
1025.700,0.575,-18.588,
1025.750,0.726,-27.210,
1025.800,0.803,-32.917,
1025.850,0.785,-34.959,
1025.900,0.674,-33.144,
1025.950,0.470,-27.716,
1026.000,0.188,-19.478,
1026.050,-0.146,-9.809,
1026.100,-0.503,-0.332,
1026.150,-0.856,7.662,
1026.200,-1.184,13.614,
1026.250,-1.473,17.645,
1026.300,-1.715,20.281,
1026.350,-1.905,22.113,
1026.387,,,1.00
1026.400,-2.039,23.684,
1026.402,,,0.00
1026.426,,,1.00
1026.441,,,0.00
1026.450,-2.114,25.464,
1026.475,,,1.00
1026.486,,,0.00
1026.500,-2.127,27.821,
1026.550,-2.073,30.857,
1026.600,-1.943,34.156,
1026.650,-1.728,36.547,
1026.700,-1.415,35.936,
1026.750,-1.001,29.653,
1026.800,-0.490,15.743,
1026.850,0.083,-5.341,
1026.900,0.657,-30.089,
1026.950,1.147,-53.337,
1027.000,1.486,-70.581,
1027.050,1.626,-79.238,
1027.100,1.547,-78.313,
1027.150,1.249,-67.771,
1027.200,0.759,-49.114,
1027.250,0.129,-26.337,
1027.300,-0.562,-5.411,
1027.350,-1.241,8.343,
1027.400,-1.871,13.090,
1027.450,-2.449,11.153,
1027.485,,,1.00
1027.500,-2.996,7.418,
1027.500,,,0.00
1027.525,,,1.00
1027.540,,,0.00
1027.550,-3.534,6.789,
1027.574,,,1.00
1027.585,,,0.00
1027.600,-4.075,12.235,
1027.650,-4.604,23.806,
1027.700,-5.083,38.746,
1027.750,-5.465,52.657,
1027.800,-5.697,61.226,
1027.850,-5.755,61.820,
1027.900,-5.636,54.123,
1027.950,-5.366,39.951,
1028.000,-4.986,22.497,
1028.050,-4.552,5.393,
1028.100,-4.115,-8.412,
1028.150,-3.713,-17.436,
1028.200,-3.368,-21.712,
1028.250,-3.083,-22.236,
1028.300,-2.862,-20.159,
1028.350,-2.692,-16.354,
1028.400,-2.567,-11.292,
1028.450,-2.472,-5.306,
1028.500,-2.392,1.257,
1028.550,-2.309,8.081,
1028.580,,,1.00
1028.595,,,0.00
1028.600,-2.205,14.957,
1028.619,,,1.00
1028.634,,,0.00
1028.650,-2.066,21.677,
1028.667,,,1.00
1028.679,,,0.00
1028.700,-1.869,27.698,
1028.750,-1.602,31.782,
1028.800,-1.247,31.730,
1028.850,-0.798,24.993,
1028.900,-0.261,10.263,
1028.950,0.324,-10.978,
1029.000,0.886,-34.540,
1029.050,1.352,-55.467,
1029.100,1.662,-70.162,
1029.150,1.775,-77.109,
1029.200,1.679,-75.974,
1029.250,1.376,-66.672,
1029.300,0.884,-50.021,
1029.350,0.250,-29.252,
1029.400,-0.456,-10.036,
1029.450,-1.159,2.164,
1029.500,-1.830,5.463,
1029.550,-2.466,2.688,
1029.600,-3.098,-0.157,
1029.650,-3.746,2.985,
1029.675,,,1.00
1029.690,,,0.00
1029.700,-4.417,15.307,
1029.715,,,1.00
1029.730,,,0.00
1029.750,-5.077,35.465,
1029.764,,,1.00
1029.775,,,0.00
1029.800,-5.655,58.120,
1029.850,-6.074,76.585,
1029.900,-6.274,85.678,
1029.950,-6.230,83.235,
1030.000,-5.950,70.127,
1030.050,-5.474,49.864,
1030.100,-4.868,27.978,
1030.150,-4.205,10.402,
1030.200,-3.542,1.012,
1030.250,-2.904,-0.332,
1030.300,-2.278,2.182,
1030.350,-1.640,2.426,
1030.400,-0.972,-4.608,
1030.450,-0.287,-20.141,
1030.500,0.364,-40.823,
1030.550,0.911,-60.476,
1030.600,1.283,-73.286,
1030.650,1.444,-76.201,
1030.700,1.390,-69.063,
1030.750,1.145,-53.459,
1030.763,,,1.00
1030.778,,,0.00
1030.800,0.749,-32.009,
1030.803,,,1.00
1030.817,,,0.00
1030.850,0.267,-8.308,
1030.851,,,1.00
1030.862,,,0.00
1030.900,-0.231,13.526,
1030.950,-0.679,30.142,
1031.000,-1.032,40.178,
1031.050,-1.269,44.331,
1031.100,-1.389,44.384,
1031.150,-1.392,41.923,
1031.200,-1.288,37.594,
1031.250,-1.087,31.015,
1031.300,-0.800,21.241,
1031.350,-0.449,7.679,
1031.400,-0.069,-9.006,
1031.450,0.294,-26.477,
1031.500,0.583,-41.295,
1031.550,0.752,-50.196,
1031.600,0.776,-51.225,
1031.650,0.650,-44.262,
1031.700,0.397,-30.910,
1031.750,0.058,-13.998,
1031.800,-0.316,3.229,
1031.850,-0.674,18.047,
1031.860,,,1.00
1031.874,,,0.00
1031.899,,,1.00
1031.900,-0.975,28.972,
1031.913,,,0.00
1031.947,,,1.00
1031.950,-1.194,35.884,
1031.958,,,0.00
1032.000,-1.315,39.567,
1032.050,-1.334,40.928,
1032.100,-1.246,40.282,
1032.150,-1.054,36.966,
1032.200,-0.760,29.514,
1032.250,-0.379,16.685,
1032.300,0.063,-1.239,
1032.350,0.509,-21.834,
1032.400,0.897,-41.312,
1032.450,1.169,-56.112,
1032.500,1.280,-63.931,
1032.550,1.214,-63.757,
1032.600,0.971,-55.571,
1032.650,0.567,-40.666,
1032.700,0.050,-22.148,
1032.750,-0.518,-4.451,
1032.800,-1.084,8.430,
1032.850,-1.607,14.713,
1032.900,-2.077,15.272,
1032.950,-2.504,12.531,
1032.956,,,1.00
1032.970,,,0.00
1032.995,,,1.00
1033.000,-2.898,9.023,
1033.010,,,0.00
1033.044,,,1.00
1033.050,-3.274,6.702,
1033.055,,,0.00
1033.100,-3.638,6.824,
1033.150,-3.995,9.896,
1033.200,-4.334,15.499,
1033.250,-4.637,22.305,
1033.300,-4.884,28.449,
1033.350,-5.053,32.044,
1033.400,-5.130,31.852,
1033.450,-5.118,27.681,
1033.500,-5.028,20.228,
1033.550,-4.884,10.699,
1033.600,-4.709,0.506,
1033.650,-4.536,-8.901,
1033.700,-4.392,-16.266,
1033.750,-4.295,-20.735,
1033.800,-4.257,-21.939,
1033.850,-4.284,-19.949,
1033.900,-4.365,-15.149,
1033.950,-4.489,-8.098,
1034.000,-4.640,0.401,
1034.050,-4.789,9.215,
1034.055,,,1.00
1034.070,,,0.00
1034.095,,,1.00
1034.100,-4.913,17.034,
1034.110,,,0.00
1034.144,,,1.00
1034.150,-4.989,22.689,
1034.155,,,0.00
1034.200,-5.001,25.447,
1034.250,-4.940,25.080,
1034.300,-4.811,21.886,
1034.350,-4.621,16.598,
1034.400,-4.387,10.280,
1034.450,-4.128,4.067,
1034.500,-3.863,-1.169,
1034.550,-3.603,-5.044,
1034.600,-3.360,-7.645,
1034.650,-3.138,-9.285,
1034.700,-2.941,-10.297,
1034.750,-2.769,-10.821,
1034.800,-2.626,-10.786,
1034.850,-2.512,-9.983,
1034.900,-2.425,-8.221,
1034.950,-2.361,-5.411,
1035.000,-2.314,-1.571,
1035.050,-2.271,3.142,
1035.100,-2.224,8.535,
1035.150,-2.155,14.416,
1035.154,,,1.00
1035.168,,,0.00
1035.193,,,1.00
1035.200,-2.051,20.595,
1035.208,,,0.00
1035.241,,,1.00
1035.250,-1.898,26.616,
1035.253,,,0.00
1035.300,-1.674,31.381,
1035.350,-1.368,32.969,
1035.400,-0.966,28.885,
1035.450,-0.471,17.261,
1035.500,0.090,-1.588,
1035.550,0.661,-24.539,
1035.600,1.166,-46.810,
1035.650,1.538,-64.193,
1035.700,1.731,-74.351,
1035.750,1.718,-76.480,
1035.800,1.499,-70.354,
1035.850,1.082,-56.374,
1035.900,0.504,-36.826,
1035.950,-0.171,-16.511,
1036.000,-0.870,-1.134,
1036.050,-1.546,5.777,
1036.100,-2.180,4.939,
1036.150,-2.794,0.977,
1036.200,-3.415,0.105,
1036.250,-4.059,7.173,
1036.250,,,1.00
1036.265,,,0.00
1036.290,,,1.00
1036.300,-4.716,23.248,
1036.305,,,0.00
1036.339,,,1.00
1036.350,-5.333,44.890,
1036.350,,,0.00
1036.400,-5.834,65.851,
1036.450,-6.150,80.058,
1036.500,-6.236,83.828,
1036.550,-6.085,76.463,
1036.600,-5.719,59.970,
1036.650,-5.187,38.729,
1036.700,-4.562,18.588,
1036.750,-3.910,4.730,
1036.800,-3.274,-0.698,
1036.850,-2.659,0.384,
1036.900,-2.048,2.967,
1036.950,-1.417,1.309,
