"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
13286.700,-4.771,3.473,
13286.750,-4.524,-8.535,
13286.800,-4.307,-17.907,
13286.850,-4.142,-23.789,
13286.900,-4.048,-25.971,
13286.950,-4.026,-24.784,
13287.000,-4.072,-20.839,
13287.050,-4.175,-14.765,
13287.100,-4.318,-7.156,
13287.141,,,1.00
13287.150,-4.481,1.344,
13287.156,,,0.00
13287.180,,,1.00
13287.194,,,0.00
13287.200,-4.643,9.826,
13287.226,,,1.00
13287.237,,,0.00
13287.250,-4.777,17.157,
13287.300,-4.862,22.236,
13287.350,-4.884,24.330,
13287.400,-4.836,23.265,
13287.450,-4.723,19.426,
13287.500,-4.558,13.596,
13287.550,-4.356,6.702,
13287.600,-4.137,-0.401,
13287.650,-3.921,-7.051,
13287.700,-3.724,-12.793,
13287.750,-3.563,-17.418,
13287.800,-3.448,-20.979,
13287.850,-3.387,-23.632,
13287.900,-3.387,-25.377,
13287.950,-3.451,-25.901,
13288.000,-3.586,-24.627,
13288.050,-3.787,-20.874,
13288.100,-4.048,-14.015,
13288.150,-4.353,-3.840,
13288.197,,,1.00
13288.200,-4.676,8.988,
13288.211,,,0.00
13288.235,,,1.00
13288.249,,,0.00
13288.250,-4.979,22.689,
13288.283,,,1.00
13288.293,,,0.00
13288.300,-5.223,34.732,
13288.350,-5.369,42.621,
13288.400,-5.391,44.768,
13288.450,-5.287,41.015,
13288.500,-5.067,32.568,
13288.550,-4.761,21.590,
13288.600,-4.400,10.472,
13288.650,-4.020,1.169,
13288.700,-3.644,-5.236,
13288.750,-3.289,-8.535,
13288.800,-2.963,-9.146,
13288.850,-2.664,-7.854,
13288.900,-2.386,-5.428,
13288.950,-2.122,-2.321,
13289.000,-1.866,1.257,
13289.050,-1.608,4.974,
13289.100,-1.337,8.098,
13289.150,-1.041,9.512,
13289.200,-0.716,8.029,
13289.250,-0.360,2.862,
13289.256,,,1.00
13289.270,,,0.00
13289.294,,,1.00
13289.300,0.014,-5.794,
13289.308,,,0.00
13289.339,,,1.00
13289.350,0.379,-16.563,
13289.351,,,0.00
13289.400,0.704,-27.245,
13289.450,0.952,-35.622,
13289.500,1.101,-40.265,
13289.550,1.139,-40.701,
13289.600,1.067,-37.141,
13289.650,0.892,-30.142,
13289.700,0.636,-20.647,
13289.750,0.325,-10.071,
13289.800,-0.009,-0.105,
13289.850,-0.338,7.749,
13289.900,-0.639,12.671,
13289.950,-0.900,14.765,
13290.000,-1.120,14.975,
13290.050,-1.301,14.556,
13290.100,-1.448,14.574,
13290.150,-1.561,15.586,
13290.200,-1.638,17.715,
13290.250,-1.674,20.857,
13290.300,-1.659,24.731,
13290.313,,,1.00
13290.327,,,0.00
13290.350,-1.583,28.833,
13290.351,,,1.00
13290.365,,,0.00
13290.397,,,1.00
13290.400,-1.436,32.132,
13290.408,,,0.00
13290.450,-1.202,32.952,
13290.500,-0.877,29.234,
13290.550,-0.460,19.338,
13290.600,0.022,3.211,
13290.650,0.526,-17.000,
13290.700,0.988,-37.472,
13290.750,1.345,-54.315,
13290.800,1.547,-64.961,
13290.850,1.571,-68.365,
13290.900,1.407,-64.315,
13290.950,1.065,-53.180,
13291.000,0.573,-36.652,
13291.050,-0.019,-18.361,
13291.100,-0.647,-3.002,
13291.150,-1.261,5.882,
13291.200,-1.839,7.610,
13291.250,-2.386,4.433,
13291.300,-2.919,0.384,
13291.350,-3.459,-0.175,
13291.374,,,1.00
13291.388,,,0.00
13291.400,-4.020,5.969,
13291.413,,,1.00
13291.427,,,0.00
13291.450,-4.588,19.426,
13291.459,,,1.00
13291.471,,,0.00
13291.500,-5.124,37.577,
13291.550,-5.565,55.467,
13291.600,-5.851,67.876,
13291.650,-5.942,71.332,
13291.700,-5.829,65.048,
13291.750,-5.532,50.789,
13291.800,-5.097,32.201,
13291.850,-4.582,13.753,
13291.900,-4.045,-0.593,
13291.950,-3.530,-8.674,
13292.000,-3.050,-10.612,
13292.050,-2.611,-8.186,
13292.100,-2.193,-3.857,
13292.150,-1.784,0.122,
13292.200,-1.370,1.955,
13292.250,-0.941,0.332,
13292.300,-0.503,-5.323,
13292.350,-0.064,-14.469,
13292.400,0.342,-25.203,
13292.433,,,1.00
13292.447,,,0.00
13292.450,0.682,-34.889,
13292.470,,,1.00
13292.484,,,0.00
13292.500,0.925,-41.172,
13292.516,,,1.00
13292.527,,,0.00
13292.550,1.052,-42.743,
13292.600,1.060,-39.549,
13292.650,0.960,-32.393,
13292.700,0.773,-22.497,
13292.750,0.526,-11.240,
13292.800,0.250,-0.140,
13292.850,-0.020,9.250,
13292.900,-0.261,15.778,
13292.950,-0.452,18.972,
13293.000,-0.589,19.059,
13293.050,-0.672,16.738,
13293.100,-0.710,13.003,
13293.150,-0.715,9.023,
13293.200,-0.699,5.864,
13293.250,-0.674,4.206,
13293.300,-0.642,4.171,
13293.350,-0.603,5.428,
13293.400,-0.553,7.365,
13293.450,-0.484,9.215,
13293.489,,,1.00
13293.500,-0.390,10.193,
13293.504,,,0.00
13293.527,,,1.00
13293.541,,,0.00
13293.550,-0.265,9.652,
13293.573,,,1.00
13293.584,,,0.00
13293.600,-0.113,7.226,
13293.650,0.063,2.862,
13293.700,0.250,-3.142,
13293.750,0.432,-10.105,
13293.800,0.589,-16.965,
13293.850,0.701,-22.550,
13293.900,0.749,-25.971,
13293.950,0.726,-26.843,
13294.000,0.631,-25.185,
13294.050,0.467,-21.258,
13294.100,0.245,-15.603,
13294.150,-0.019,-8.988,
13294.200,-0.303,-2.269,
13294.250,-0.594,3.910,
13294.300,-0.870,9.215,
13294.350,-1.122,13.631,
13294.400,-1.338,17.349,
13294.450,-1.510,20.647,
13294.500,-1.629,23.841,
13294.548,,,1.00
13294.550,-1.690,27.175,
13294.562,,,0.00
13294.586,,,1.00
13294.600,-1.684,30.683,
13294.600,,,0.00
13294.631,,,1.00
13294.643,,,0.00
13294.650,-1.601,33.982,
13294.700,-1.433,36.059,
13294.750,-1.167,35.099,
13294.800,-0.803,28.868,
13294.850,-0.347,15.848,
13294.900,0.170,-3.351,
13294.950,0.686,-25.604,
13295.000,1.134,-46.548,
13295.050,1.450,-62.396,
13295.100,1.591,-70.983,
13295.150,1.536,-71.489,
13295.200,1.283,-63.862,
13295.250,0.853,-49.044,
13295.300,0.283,-29.810,
13295.350,-0.363,-10.908,
13295.400,-1.018,2.740,
13295.450,-1.640,8.604,
13295.500,-2.221,7.784,
13295.550,-2.777,4.154,
13295.600,-3.327,2.461,
13295.608,,,1.00
13295.622,,,0.00
13295.646,,,1.00
13295.650,-3.888,6.528,
13295.660,,,0.00
13295.694,,,1.00
13295.700,-4.455,17.750,
13295.704,,,0.00
13295.750,-4.995,34.313,
13295.800,-5.452,51.714,
13295.850,-5.768,64.717,
13295.900,-5.897,69.499,
13295.950,-5.826,64.804,
13296.000,-5.575,51.889,
13296.050,-5.177,33.894,
13296.100,-4.694,15.027,
13296.150,-4.183,-0.698,
13296.200,-3.691,-10.786,
13296.250,-3.242,-14.870,
13296.300,-2.843,-14.155,
13296.350,-2.483,-10.367,
13296.400,-2.154,-5.009,
13296.450,-1.838,0.716,
13296.500,-1.517,5.655,
13296.550,-1.180,8.465,
13296.600,-0.812,7.697,
13296.650,-0.413,2.409,
13296.668,,,1.00
13296.683,,,0.00
13296.700,0.006,-7.121,
13296.706,,,1.00
13296.720,,,0.00
13296.750,0.413,-19.146,
13296.752,,,1.00
13296.763,,,0.00
13296.800,0.773,-31.032,
13296.850,1.046,-40.230,
13296.900,1.208,-45.099,
13296.950,1.243,-45.134,
13297.000,1.156,-40.684,
13297.050,0.958,-32.463,
13297.100,0.672,-21.520,
13297.150,0.328,-9.442,
13297.200,-0.038,1.745,
13297.250,-0.390,10.228,
13297.300,-0.707,15.167,
13297.350,-0.977,16.825,
13297.400,-1.200,16.284,
13297.450,-1.381,14.940,
13297.500,-1.525,14.032,
13297.550,-1.640,14.312,
13297.600,-1.722,15.952,
13297.650,-1.766,18.815,
13297.700,-1.766,22.654,
13297.726,,,1.00
13297.740,,,0.00
13297.750,-1.711,27.053,
13297.764,,,1.00
13297.778,,,0.00
13297.800,-1.588,31.189,
13297.810,,,1.00
13297.822,,,0.00
13297.850,-1.385,33.633,
13297.900,-1.090,32.393,
13297.950,-0.701,25.412,
13298.000,-0.228,11.659,
13298.050,0.292,-7.732,
13298.100,0.801,-29.356,
13298.150,1.227,-48.922,
13298.200,1.516,-63.076,
13298.250,1.627,-70.127,
13298.300,1.549,-69.534,
13298.350,1.277,-61.279,
13298.400,0.834,-46.339,
13298.450,0.261,-27.611,
13298.500,-0.380,-9.756,
13298.550,-1.027,2.635,
13298.600,-1.643,7.383,
13298.650,-2.223,5.742,
13298.700,-2.780,1.693,
13298.750,-3.341,0.175,
13298.784,,,1.00
13298.799,,,0.00
13298.800,-3.921,5.114,
13298.822,,,1.00
13298.837,,,0.00
13298.850,-4.511,17.785,
13298.870,,,1.00
13298.880,,,0.00
13298.900,-5.075,36.024,
13298.950,-5.553,54.943,
13299.000,-5.878,68.993,
13299.050,-6.004,74.194,
13299.100,-5.919,69.290,
13299.150,-5.638,55.641,
13299.200,-5.202,36.687,
13299.250,-4.673,17.122,
13299.300,-4.114,1.484,
13299.350,-3.572,-7.522,
13299.400,-3.068,-9.826,
13299.450,-2.598,-7.418,
13299.500,-2.152,-3.124,
13299.550,-1.711,0.332,
13299.600,-1.260,0.803,
13299.650,-0.796,-2.967,
13299.700,-0.328,-11.013,
13299.750,0.123,-21.904,
13299.800,0.518,-33.022,
13299.840,,,1.00
13299.850,0.825,-41.504,
13299.854,,,0.00
13299.878,,,1.00
13299.892,,,0.00
13299.900,1.013,-45.291,
13299.925,,,1.00
13299.935,,,0.00
13299.950,1.074,-43.721,
13300.000,1.015,-37.333,
13300.050,0.853,-27.367,
13300.100,0.619,-15.376,
13300.150,0.344,-3.037,
13300.200,0.066,7.924,
13300.250,-0.185,16.092,
13300.300,-0.386,20.682,
13300.350,-0.526,21.677,
13300.400,-0.606,19.652,
13300.450,-0.630,15.499,
13300.500,-0.614,10.297,
13300.550,-0.572,5.131,
13300.600,-0.520,0.960,
13300.650,-0.470,-1.536,
13300.700,-0.429,-2.042,
13300.750,-0.397,-0.716,
13300.800,-0.372,1.833,
13300.850,-0.342,4.747,
13300.894,,,1.00
13300.900,-0.298,7.226,
13300.908,,,0.00
13300.932,,,1.00
13300.946,,,0.00
13300.950,-0.236,8.674,
13300.978,,,1.00
13300.989,,,0.00
13301.000,-0.146,8.639,
13301.050,-0.031,6.807,
13301.100,0.105,3.072,
13301.150,0.254,-2.286,
13301.200,0.401,-8.552,
13301.250,0.525,-14.731,
13301.300,0.609,-19.844,
13301.350,0.639,-23.161,
13301.400,0.606,-24.278,
13301.450,0.507,-23.091,
13301.500,0.344,-19.757,
13301.550,0.129,-14.678,
13301.600,-0.127,-8.378,
13301.650,-0.405,-1.501,
13301.700,-0.686,5.288,
13301.750,-0.953,11.449,
13301.800,-1.188,16.703,
13301.850,-1.379,21.118,
13301.900,-1.516,24.941,
13301.946,,,1.00
13301.950,-1.590,28.466,
13301.960,,,0.00
13301.984,,,1.00
13301.998,,,0.00
13302.000,-1.593,31.817,
13302.029,,,1.00
13302.041,,,0.00
13302.050,-1.516,34.697,
13302.100,-1.351,36.146,
13302.150,-1.089,34.418,
13302.200,-0.729,27.454,
13302.250,-0.281,13.980,
13302.300,0.220,-5.201,
13302.350,0.716,-26.965,
13302.400,1.139,-47.054,
13302.450,1.428,-61.872,
13302.500,1.544,-69.429,
13302.550,1.467,-69.010,
13302.600,1.202,-60.703,
13302.650,0.763,-45.623,
13302.700,0.198,-26.721,
13302.750,-0.432,-8.622,
13302.800,-1.068,4.154,
13302.850,-1.668,9.425,
13302.900,-2.226,8.378,
13302.950,-2.758,4.660,
13303.000,-3.283,2.618,
13303.001,,,1.00
13303.015,,,0.00
13303.039,,,1.00
13303.050,-3.815,5.725,
13303.053,,,0.00
13303.085,,,1.00
13303.097,,,0.00
13303.100,-4.354,15.394,
13303.150,-4.871,30.264,
13303.200,-5.317,46.478,
13303.250,-5.638,59.202,
13303.300,-5.787,64.647,
13303.350,-5.752,61.296,
13303.400,-5.543,50.004,
13303.450,-5.196,33.475,
13303.500,-4.760,15.411,
13303.550,-4.295,-0.541,
13303.600,-3.842,-11.956,
13303.650,-3.435,-18.099,
13303.700,-3.085,-19.618,
13303.750,-2.790,-17.715,
13303.800,-2.545,-13.456,
13303.850,-2.336,-7.592,
13303.900,-2.149,-0.628,
13303.950,-1.965,6.912,
13304.000,-1.764,14.312,
13304.050,-1.525,20.438,
13304.055,,,1.00
13304.069,,,0.00
13304.092,,,1.00
13304.100,-1.230,23.597,
13304.106,,,0.00
13304.138,,,1.00
13304.150,,,0.00
13304.150,-0.864,21.817,
13304.200,-0.426,13.666,
13304.250,0.064,-0.663,
13304.300,0.565,-18.867,
13304.350,1.019,-37.193,
13304.400,1.368,-51.993,
13304.450,1.571,-61.069,
13304.500,1.605,-63.739,
13304.550,1.467,-60.004,
13304.600,1.166,-50.108,
13304.650,0.721,-35.221,
13304.700,0.181,-18.256,
13304.750,-0.399,-3.351,
13304.800,-0.969,5.986,
13304.850,-1.505,8.535,
13304.900,-2.003,5.603,
13304.950,-2.483,0.105,
13305.000,-2.964,-4.503,
13305.050,-3.467,-4.869,
13305.100,-3.999,1.466,
13305.113,,,1.00
13305.128,,,0.00
13305.150,-4.551,14.992,
13305.152,,,1.00
13305.166,,,0.00
13305.199,,,1.00
13305.200,-5.080,33.388,
13305.209,,,0.00
13305.250,-5.528,52.028,
13305.300,-5.831,65.799,
13305.350,-5.944,71.035,
13305.400,-5.856,66.567,
13305.450,-5.578,53.721,
13305.500,-5.152,35.901,
13305.550,-4.635,17.663,
13305.600,-4.087,3.281,
13305.650,-3.550,-4.782,
13305.700,-3.043,-6.580,
13305.750,-2.562,-4.154,
13305.800,-2.094,-0.489,
13305.850,-1.623,1.466,
13305.900,-1.137,-0.541,
13305.950,-0.638,-7.453,
13306.000,-0.146,-18.413,
13306.050,0.306,-30.927,
13306.100,0.675,-41.696,
13306.150,0.927,-47.909,
13306.170,,,1.00
13306.184,,,0.00
13306.200,1.043,-48.171,
13306.208,,,1.00
13306.222,,,0.00
13306.250,1.023,-42.604,
13306.254,,,1.00
13306.265,,,0.00
13306.300,0.886,-32.428,
13306.350,0.661,-19.356,
13306.400,0.385,-5.341,
13306.450,0.099,7.610,
13306.500,-0.162,17.767,
13306.550,-0.366,23.998,
13306.600,-0.501,26.040,
13306.650,-0.561,24.347,
13306.700,-0.553,19.757,
13306.750,-0.493,13.177,
13306.800,-0.396,5.480,
13306.850,-0.284,-2.304,
13306.900,-0.182,-8.954,
13306.950,-0.107,-13.265,
13307.000,-0.074,-14.416,
13307.050,-0.086,-12.305,
13307.100,-0.135,-7.540,
13307.150,-0.207,-1.187,
13307.200,-0.283,5.550,
13307.231,,,1.00
13307.245,,,0.00
13307.250,-0.342,11.589,
13307.269,,,1.00
13307.283,,,0.00
13307.300,-0.369,16.040,
13307.315,,,1.00
13307.326,,,0.00
13307.350,-0.350,18.239,
13307.400,-0.280,17.750,
13307.450,-0.157,14.364,
13307.500,0.008,8.203,
13307.550,0.199,-0.175,
13307.600,0.394,-9.704,
13307.650,0.564,-18.972,
13307.700,0.682,-26.529,
13307.750,0.726,-31.224,
13307.800,0.683,-32.411,
13307.850,0.550,-29.985,
13307.900,0.335,-24.312,
13307.950,0.052,-16.144,
13308.000,-0.275,-6.650,
13308.050,-0.619,2.740,
13308.100,-0.950,10.769,
13308.150,-1.249,16.895,
13308.200,-1.502,21.328,
13308.250,-1.698,24.592,
13308.289,,,1.00
13308.300,-1.833,27.245,
13308.303,,,0.00
13308.327,,,1.00
13308.341,,,0.00
13308.350,-1.898,29.758,
13308.373,,,1.00
13308.384,,,0.00
13308.400,-1.890,32.498,
13308.450,-1.803,35.378,
13308.500,-1.626,37.472,
13308.550,-1.352,36.896,
13308.600,-0.974,31.137,
13308.650,-0.498,18.274,
13308.700,0.046,-1.518,
13308.750,0.598,-25.272,
13308.800,1.085,-48.241,
13308.850,1.434,-65.991,
13308.900,1.598,-75.817,
13308.950,1.550,-76.585,
13309.000,1.291,-68.085,
13309.050,0.839,-51.383,
13309.100,0.239,-29.845,
13309.150,-0.434,-9.006,
13309.200,-1.107,5.760,
13309.250,-1.740,12.008,
13309.300,-2.322,11.240,
13309.350,-2.870,7.714,
13309.353,,,1.00
13309.367,,,0.00
13309.391,,,1.00
13309.400,-3.405,6.213,
13309.405,,,0.00
13309.437,,,1.00
13309.449,,,0.00
13309.450,-3.941,10.175,
13309.500,-4.472,20.438,
13309.550,-4.965,34.889,
13309.600,-5.372,49.323,
13309.650,-5.641,59.237,
13309.700,-5.741,61.628,
13309.750,-5.664,55.728,
13309.800,-5.432,42.883,
13309.850,-5.080,25.918,
13309.900,-4.662,8.360,
13309.950,-4.233,-6.615,
13310.000,-3.833,-17.139,
13310.050,-3.489,-22.864,
13310.100,-3.211,-24.539,
13310.150,-3.000,-23.248,
13310.200,-2.853,-19.914,
13310.250,-2.757,-15.254,
13310.300,-2.702,-9.844,
13310.350,-2.672,-4.189,
13310.400,-2.650,1.361,
13310.415,,,1.00
13310.429,,,0.00
13310.450,-2.626,6.667,
13310.453,,,1.00
13310.467,,,0.00
13310.500,,,1.00
13310.500,-2.584,11.711,
13310.511,,,0.00
13310.550,-2.512,16.616,
13310.600,-2.399,21.555,
13310.650,-2.232,26.494,
13310.700,-2.000,30.770,
13310.750,-1.687,32.742,
13310.800,-1.282,29.863,
13310.850,-0.784,19.600,
13310.900,-0.212,1.187,
13310.950,0.385,-23.003,
13311.000,0.924,-47.909,
13311.050,1.327,-68.068,
13311.100,1.538,-79.622,
13311.150,1.524,-80.756,
13311.200,1.283,-71.227,
13311.250,0.839,-52.500,
13311.300,0.245,-28.501,
13311.350,-0.419,-5.149,
13311.400,-1.074,11.956,
13311.450,-1.671,20.211,
13311.475,,,1.00
13311.489,,,0.00
13311.500,-2.198,20.787,
13311.513,,,1.00
13311.527,,,0.00
13311.550,-2.663,17.139,
13311.559,,,1.00
13311.570,,,0.00
13311.600,-3.087,12.881,
13311.650,-3.484,10.489,
13311.700,-3.864,11.118,
13311.750,-4.224,14.748,
13311.800,-4.554,20.385,
13311.850,-4.833,26.285,
13311.900,-5.042,30.439,
13311.950,-5.166,31.276,
13312.000,-5.201,28.187,
13312.050,-5.155,21.625,
13312.100,-5.052,12.793,
13312.150,-4.913,3.246,
13312.200,-4.769,-5.358,
13312.250,-4.645,-11.589,
13312.300,-4.558,-14.608,
13312.350,-4.518,-14.329,
13312.400,-4.518,-11.292,
13312.450,-4.552,-6.353,
13312.500,-4.604,-0.524,
13312.537,,,1.00
13312.550,-4.656,5.219,
13312.551,,,0.00
13312.575,,,1.00
13312.590,,,0.00
13312.600,-4.694,10.071,
13312.624,,,1.00
13312.633,,,0.00
13312.650,-4.701,13.404,
13312.700,-4.672,14.835,
13312.750,-4.599,14.277,
13312.800,-4.486,11.990,
13312.850,-4.342,8.500,
13312.900,-4.174,4.328,
13312.950,-3.995,-0.087,
13313.000,-3.817,-4.433,
13313.050,-3.649,-8.535,
13313.100,-3.506,-12.339,
13313.150,-3.393,-15.917,
13313.200,-3.319,-19.268,
13313.250,-3.296,-22.201,
13313.300,-3.329,-24.365,
13313.350,-3.424,-25.255,
13313.400,-3.589,-24.173,
13313.450,-3.819,-20.228,
13313.500,-4.109,-12.601,
13313.550,-4.442,-1.187,
13313.598,,,1.00
13313.600,-4.786,12.915,
13313.612,,,0.00
13313.636,,,1.00
13313.650,,,0.00
13313.650,-5.100,27.419,
13313.683,,,1.00
13313.693,,,0.00
13313.700,-5.339,39.479,
13313.750,-5.466,46.635,
13313.800,-5.460,47.525,
13313.850,-5.319,42.272,
13313.900,-5.060,32.428,
13313.950,-4.714,20.490,
13314.000,-4.320,9.128,
13314.050,-3.911,0.401,
13314.100,-3.511,-4.730,
13314.150,-3.132,-6.370,
13314.200,-2.776,-5.358,
13314.250,-2.435,-2.793,
13314.300,-2.103,0.227,
13314.350,-1.769,2.705,
13314.400,-1.425,3.805,
13314.450,-1.065,2.810,
13314.500,-0.694,-0.785,
13314.550,-0.316,-7.051,
13314.600,0.050,-15.254,
13314.650,0.380,-23.824,
13314.657,,,1.00
13314.671,,,0.00
13314.694,,,1.00
13314.700,0.646,-30.805,
13314.709,,,0.00
13314.740,,,1.00
13314.750,0.826,-34.627,
13314.752,,,0.00
13314.800,0.908,-34.610,
13314.850,0.895,-30.997,
13314.900,0.800,-24.574,
13314.950,0.636,-16.336,
13315.000,0.432,-7.418,
13315.050,0.209,0.995,
13315.100,-0.006,7.767,
13315.150,-0.196,12.148,
13315.200,-0.349,13.928,
13315.250,-0.460,13.422,
13315.300,-0.536,11.310,
13315.350,-0.580,8.447,
13315.400,-0.603,5.777,
13315.450,-0.616,4.119,
13315.500,-0.622,3.962,
13315.550,-0.622,5.306,
13315.600,-0.613,7.714,
13315.650,-0.584,10.455,
13315.700,-0.528,12.706,
13315.718,,,1.00
13315.732,,,0.00
13315.750,-0.438,13.701,
13315.756,,,1.00
13315.770,,,0.00
13315.800,-0.308,12.776,
13315.803,,,1.00
13315.813,,,0.00
13315.850,-0.141,9.530,
13315.900,0.057,3.910,
13315.950,0.269,-3.613,
13316.000,0.474,-12.060,
13316.050,0.650,-20.106,
13316.100,0.770,-26.389,
13316.150,0.817,-29.967,
13316.200,0.781,-30.439,
13316.250,0.661,-27.890,
13316.300,0.467,-22.777,
13316.350,0.209,-15.830,
13316.400,-0.090,-8.046,
13316.450,-0.407,-0.436,
13316.500,-0.724,6.178,
13316.550,-1.019,11.362,
13316.600,-1.285,15.184,
13316.650,-1.508,18.082,
13316.700,-1.687,20.647,
13316.750,-1.814,23.300,
13316.780,,,1.00
13316.795,,,0.00
13316.800,-1.885,26.250,
