Time (s) Auto,Angle (rad) pi/4 forskydt,Angular Velocity (rad/s) pi/4 forskydt
1664.62,-2.807,-0.707
1664.64,-2.818,-0.406
1664.66,-2.823,-0.131
1664.68,-2.823,0.118
1664.7,-2.818,0.34
1664.72,-2.809,0.55
1664.74,-2.796,0.733
1664.76,-2.779,0.877
1664.78,-2.76,0.995
1664.8,-2.739,1.086
1664.82,-2.716,1.165
1664.84,-2.692,1.217
1664.86,-2.667,1.23
1664.88,-2.642,1.217
1664.9,-2.619,1.178
1664.92,-2.595,1.126
1664.94,-2.573,1.034
1664.96,-2.553,0.903
1664.98,-2.537,0.759
1665,-2.523,0.602
1665.02,-2.512,0.419
1665.04,-2.505,0.196
1665.06,-2.504,-0.026
1665.08,-2.507,-0.249
1665.1,-2.513,-0.471
1665.12,-2.526,-0.707
1665.14,-2.542,-0.942
1665.16,-2.564,-1.165
1665.18,-2.589,-1.388
1665.2,-2.619,-1.584
1665.22,-2.653,-1.767
1665.24,-2.689,-1.924
1665.26,-2.73,-2.055
1665.28,-2.772,-2.173
1665.3,-2.816,-2.265
1665.32,-2.864,-2.33
1665.34,-2.911,-2.356
1665.36,-2.958,-2.356
1665.38,-3.005,-2.343
1665.4,-3.052,-2.33
1665.42,-3.098,-2.304
1665.44,-3.145,-2.251
1665.46,-3.189,-2.173
1665.48,-3.231,-2.081
1665.5,-3.272,-2.003
1665.52,-3.311,-1.924
1665.54,-3.349,-1.833
1665.56,-3.385,-1.728
1665.58,-3.418,-1.623
1665.6,-3.449,-1.518
1665.62,-3.479,-1.414
1665.64,-3.506,-1.309
1665.66,-3.531,-1.217
1665.68,-3.555,-1.152
1665.7,-3.577,-1.086
1665.72,-3.599,-1.021
1665.74,-3.618,-0.969
1665.76,-3.636,-0.942
1665.78,-3.655,-0.956
1665.8,-3.674,-0.995
1665.82,-3.695,-1.06
1665.84,-3.717,-1.165
1665.86,-3.74,-1.296
1665.88,-3.768,-1.453
1665.9,-3.798,-1.636
1665.92,-3.833,-1.859
1665.94,-3.872,-2.134
1665.96,-3.918,-2.435
1665.98,-3.969,-2.762
1666,-4.028,-3.102
1666.02,-4.093,-3.469
1666.04,-4.166,-3.848
1666.06,-4.247,-4.241
1666.08,-4.335,-4.621
1666.1,-4.433,-4.961
1666.12,-4.535,-5.275
1666.14,-4.643,-5.537
1666.16,-4.758,-5.733
1666.18,-4.874,-5.812
1666.2,-4.992,-5.773
1666.22,-5.107,-5.629
1666.24,-5.218,-5.367
1666.26,-5.323,-4.961
1666.28,-5.419,-4.411
1666.3,-5.501,-3.731
1666.32,-5.57,-2.945
1666.34,-5.62,-2.068
1666.36,-5.653,-1.113
1666.38,-5.666,-0.118
1666.4,-5.658,0.903
1666.42,-5.63,1.937
1666.44,-5.581,2.971
1666.46,-5.51,3.966
1666.48,-5.421,4.896
1666.5,-5.314,5.747
1666.52,-5.19,6.506
1666.54,-5.052,7.16
1666.56,-4.902,7.71
1666.58,-4.742,8.168
1666.6,-4.574,8.522
1666.62,-4.4,8.757
1666.64,-4.222,8.888
1666.66,-4.043,8.94
1666.68,-3.864,8.954
1666.7,-3.685,8.954
1666.72,-3.506,8.94
1666.74,-3.327,8.927
1666.76,-3.149,8.954
1666.78,-2.97,9.032
1666.8,-2.788,9.163
1666.82,-2.604,9.333
1666.84,-2.416,9.569
1666.86,-2.223,9.87
1666.88,-2.022,10.236
1666.9,-1.814,10.655
1666.92,-1.596,11.113
1666.94,-1.37,11.572
1666.96,-1.133,12.004
1666.98,-0.889,12.383
1667,-0.636,12.645
1667.02,-0.38,12.763
1667.04,-0.124,12.671
1667.06,0.13,12.344
1667.08,0.374,11.742
1667.1,0.603,10.878
1667.12,0.812,9.778
1667.14,0.997,8.443
1667.16,1.153,6.912
1667.18,1.275,5.236
1667.2,1.363,3.482
1667.22,1.415,1.689
1667.24,1.431,-0.118
1667.26,1.411,-1.898
1667.28,1.354,-3.613
1667.3,1.264,-5.21
1667.32,1.144,-6.663
1667.34,0.996,-7.959
1667.36,0.823,-9.058
1667.38,0.63,-9.922
1667.4,0.423,-10.524
1667.42,0.206,-10.878
1667.44,-0.016,-10.982
1667.46,-0.237,-10.852
1667.48,-0.452,-10.511
1667.5,-0.66,-10.001
1667.52,-0.855,-9.359
1667.54,-1.035,-8.613
1667.56,-1.2,-7.802
1667.58,-1.348,-6.951
1667.6,-1.478,-6.087
1667.62,-1.591,-5.236
1667.64,-1.687,-4.385
1667.66,-1.767,-3.547
1667.68,-1.828,-2.723
1667.7,-1.876,-1.924
1667.72,-1.905,-1.165
1667.74,-1.921,-0.419
1667.76,-1.923,0.301
1667.78,-1.909,1.008
1667.8,-1.882,1.702
1667.82,-1.841,2.395
1667.84,-1.786,3.089
1667.86,-1.717,3.757
1667.88,-1.635,4.411
1667.9,-1.541,5.066
1667.92,-1.433,5.72
1667.94,-1.312,6.349
1667.96,-1.178,6.925
1667.98,-1.034,7.448
1668,-0.88,7.906
1668.02,-0.716,8.286
1668.04,-0.547,8.561
1668.06,-0.372,8.705
1668.08,-0.196,8.692
1668.1,-0.022,8.495
1668.12,0.146,8.116
1668.14,0.305,7.553
1668.16,0.451,6.807
1668.18,0.58,5.89
1668.2,0.688,4.83
1668.22,0.774,3.665
1668.24,0.836,2.422
1668.26,0.872,1.139
1668.28,0.881,-0.144
1668.3,0.866,-1.414
1668.32,0.825,-2.631
1668.34,0.759,-3.744
1668.36,0.672,-4.725
1668.38,0.569,-5.576
1668.4,0.448,-6.296
1668.42,0.314,-6.833
1668.44,0.171,-7.173
1668.46,0.025,-7.343
1668.48,-0.124,-7.357
1668.5,-0.272,-7.213
1668.52,-0.415,-6.898
1668.54,-0.55,-6.453
1668.56,-0.674,-5.904
1668.58,-0.787,-5.262
1668.6,-0.886,-4.555
1668.62,-0.969,-3.796
1668.64,-1.038,-2.998
1668.66,-1.09,-2.16
1668.68,-1.125,-1.309
1668.7,-1.142,-0.471
1668.72,-1.144,0.367
1668.74,-1.128,1.217
1668.76,-1.095,2.068
1668.78,-1.045,2.893
1668.8,-0.979,3.691
1668.82,-0.897,4.464
1668.84,-0.8,5.21
1668.86,-0.688,5.904
1668.88,-0.562,6.532
1668.9,-0.426,7.069
1668.92,-0.278,7.487
1668.94,-0.124,7.762
1668.96,0.035,7.88
1668.98,0.193,7.841
1669,0.35,7.631
1669.02,0.501,7.226
1669.04,0.642,6.624
1669.06,0.768,5.838
1669.08,0.878,4.896
1669.1,0.966,3.822
1669.12,1.032,2.631
1669.14,1.073,1.361
1669.16,1.087,0.039
1669.18,1.074,-1.283
1669.2,1.035,-2.592
1669.22,0.971,-3.888
1669.24,0.88,-5.131
1669.26,0.763,-6.283
1669.28,0.627,-7.317
1669.3,0.47,-8.207
1669.32,0.295,-8.94
1669.34,0.11,-9.477
1669.36,-0.086,-9.831
1669.38,-0.286,-10.001
1669.4,-0.489,-9.988
1669.42,-0.688,-9.817
1669.44,-0.883,-9.53
1669.46,-1.07,-9.15
1669.48,-1.25,-8.692
1669.5,-1.418,-8.181
1669.52,-1.577,-7.645
1669.54,-1.725,-7.108
1669.56,-1.861,-6.558
1669.58,-1.987,-6.034
1669.6,-2.102,-5.537
1669.62,-2.209,-5.053
1669.64,-2.304,-4.581
1669.66,-2.391,-4.136
1669.68,-2.469,-3.718
1669.7,-2.54,-3.312
1669.72,-2.601,-2.919
1669.74,-2.656,-2.539
1669.76,-2.703,-2.173
1669.78,-2.743,-1.806
1669.8,-2.776,-1.44
1669.82,-2.801,-1.086
1669.84,-2.818,-0.759
1669.86,-2.831,-0.458
1669.88,-2.837,-0.17
1669.9,-2.837,0.118
1669.92,-2.832,0.393
1669.94,-2.821,0.641
1669.96,-2.805,0.864
1669.98,-2.787,1.047
1670,-2.763,1.217
1670.02,-2.738,1.388
1670.04,-2.708,1.545
1670.06,-2.675,1.676
1670.08,-2.641,1.767
1670.1,-2.604,1.846
1670.12,-2.567,1.911
1670.14,-2.527,1.95
1670.16,-2.488,1.963
1670.18,-2.449,1.977
1670.2,-2.41,1.977
1670.22,-2.369,1.95
1670.24,-2.331,1.885
1670.26,-2.293,1.806
1670.28,-2.259,1.728
1670.3,-2.224,1.649
1670.32,-2.193,1.571
1670.34,-2.161,1.466
1670.36,-2.133,1.361
1670.38,-2.108,1.27
1670.4,-2.083,1.217
1670.42,-2.059,1.191
1670.44,-2.036,1.178
1670.46,-2.012,1.191
1670.48,-1.989,1.244
1670.5,-1.963,1.361
1670.52,-1.935,1.532
1670.54,-1.902,1.754
1670.56,-1.866,2.016
1670.58,-1.822,2.33
1670.6,-1.773,2.71
1670.62,-1.715,3.142
1670.64,-1.648,3.626
1670.66,-1.571,4.15
1670.68,-1.483,4.725
1670.7,-1.382,5.341
1670.72,-1.269,5.982
1670.74,-1.144,6.65
1670.76,-1.004,7.343
1670.78,-0.85,8.037
1670.8,-0.682,8.692
1670.82,-0.501,9.281
1670.84,-0.309,9.765
1670.86,-0.108,10.119
1670.88,0.097,10.302
1670.9,0.306,10.302
1670.92,0.512,10.105
1670.94,0.713,9.687
1670.96,0.903,9.045
1670.98,1.078,8.194
1671,1.233,7.186
1671.02,1.367,6.034
1671.04,1.477,4.752
1671.06,1.558,3.364
1671.08,1.612,1.911
1671.1,1.635,0.432
1671.12,1.629,-1.073
1671.14,1.593,-2.592
1671.16,1.525,-4.11
1671.18,1.428,-5.589
1671.2,1.301,-6.99
1671.22,1.147,-8.286
1671.24,0.968,-9.464
1671.26,0.767,-10.498
1671.28,0.545,-11.349
1671.3,0.309,-12.004
1671.32,0.063,-12.449
1671.34,-0.192,-12.697
1671.36,-0.448,-12.776
1671.38,-0.704,-12.71
1671.4,-0.958,-12.54
1671.42,-1.206,-12.291
1671.44,-1.45,-12.004
1671.46,-1.687,-11.742
1671.48,-1.918,-11.532
1671.5,-2.147,-11.388
1671.52,-2.373,-11.297
1671.54,-2.598,-11.284
1671.56,-2.823,-11.362
1671.58,-3.052,-11.506
1671.6,-3.283,-11.676
1671.62,-3.519,-11.86
1671.64,-3.757,-12.056
1671.66,-4.001,-12.2
1671.68,-4.247,-12.252
1671.7,-4.492,-12.148
1671.72,-4.736,-11.86
1671.74,-4.97,-11.362
1671.76,-5.193,-10.642
1671.78,-5.399,-9.713
1671.8,-5.584,-8.548
1671.82,-5.744,-7.186
1671.84,-5.873,-5.655
1671.86,-5.972,-3.992
1671.88,-6.035,-2.251
1671.9,-6.062,-0.471
1671.92,-6.054,1.283
1671.94,-6.01,2.998
1671.96,-5.933,4.647
1671.98,-5.823,6.178
1672,-5.683,7.566
1672.02,-5.518,8.77
1672.04,-5.33,9.765
1672.06,-5.124,10.537
1672.08,-4.906,11.087
1672.1,-4.678,11.441
1672.12,-4.445,11.598
1672.14,-4.211,11.572
1672.16,-3.98,11.401
1672.18,-3.754,11.14
1672.2,-3.534,10.825
1672.22,-3.321,10.498
1672.24,-3.115,10.171
1672.26,-2.914,9.87
1672.28,-2.721,9.608
1672.3,-2.531,9.386
1672.32,-2.345,9.228
1672.34,-2.163,9.124
1672.36,-1.981,9.071
1672.38,-1.8,9.058
1672.4,-1.619,9.071
1672.42,-1.437,9.124
1672.44,-1.255,9.202
1672.46,-1.07,9.281
1672.48,-0.883,9.346
1672.5,-0.696,9.359
1672.52,-0.507,9.32
1672.54,-0.322,9.215
1672.56,-0.138,9.019
1672.58,0.041,8.731
1672.6,0.212,8.312
1672.62,0.375,7.775
1672.64,0.525,7.121
1672.66,0.661,6.362
1672.68,0.781,5.511
1672.7,0.883,4.581
1672.72,0.964,3.613
1672.74,1.027,2.618
1672.76,1.07,1.623
1672.78,1.092,0.628
1672.8,1.095,-0.34
1672.82,1.078,-1.27
1672.84,1.043,-2.134
1672.86,0.991,-2.906
1672.88,0.925,-3.587
1672.9,0.847,-4.176
1672.92,0.757,-4.686
1672.94,0.658,-5.092
1672.96,0.551,-5.367
1672.98,0.441,-5.524
1673,0.33,-5.576
1673.02,0.217,-5.524
1673.04,0.107,-5.367
1673.06,0.002,-5.118
1673.08,-0.099,-4.817
1673.1,-0.192,-4.464
1673.12,-0.278,-4.058
1673.14,-0.355,-3.613
1673.16,-0.423,-3.142
1673.18,-0.481,-2.67
1673.2,-0.529,-2.212
1673.22,-0.569,-1.767
1673.24,-0.6,-1.348
1673.26,-0.622,-0.969
1673.28,-0.638,-0.628
1673.3,-0.647,-0.314
1673.32,-0.65,-0.039
1673.34,-0.647,0.183
1673.36,-0.642,0.353
1673.38,-0.633,0.471
1673.4,-0.622,0.563
1673.42,-0.611,0.615
1673.44,-0.597,0.641
1673.46,-0.584,0.641
1673.48,-0.572,0.628
1673.5,-0.559,0.628
1673.52,-0.547,0.628
1673.54,-0.534,0.628
1673.56,-0.522,0.641
1673.58,-0.509,0.668
1673.6,-0.495,0.72
1673.62,-0.481,0.798
1673.64,-0.463,0.916
1673.66,-0.445,1.073
1673.68,-0.421,1.244
1673.7,-0.394,1.427
1673.72,-0.364,1.623
1673.74,-0.33,1.859
1673.76,-0.291,2.107
1673.78,-0.245,2.343
1673.8,-0.196,2.566
1673.82,-0.143,2.788
1673.84,-0.085,2.998
1673.86,-0.022,3.181
1673.88,0.042,3.325
1673.9,0.112,3.43
1673.92,0.181,3.495
1673.94,0.251,3.495
1673.96,0.322,3.443
1673.98,0.39,3.325
1674,0.456,3.142
1674.02,0.517,2.906
1674.04,0.572,2.605
1674.06,0.622,2.238
1674.08,0.663,1.806
1674.1,0.694,1.322
1674.12,0.716,0.812
1674.14,0.727,0.275
1674.16,0.727,-0.275
1674.18,0.716,-0.838
1674.2,0.694,-1.414
1674.22,0.66,-2.003
1674.24,0.614,-2.579
1674.26,0.556,-3.129
1674.28,0.489,-3.639
1674.3,0.41,-4.11
1674.32,0.324,-4.542
1674.34,0.228,-4.909
1674.36,0.126,-5.223
1674.38,0.019,-5.485
1674.4,-0.094,-5.694
1674.42,-0.21,-5.838
1674.44,-0.328,-5.904
1674.46,-0.448,-5.917
1674.48,-0.565,-5.877
1674.5,-0.683,-5.786
1674.52,-0.798,-5.642
1674.54,-0.909,-5.445
1674.56,-1.016,-5.21
1674.58,-1.118,-4.948
1674.6,-1.214,-4.647
1674.62,-1.305,-4.307
1674.64,-1.387,-3.94
1674.66,-1.462,-3.547
1674.68,-1.53,-3.142
1674.7,-1.588,-2.697
1674.72,-1.638,-2.238
1674.74,-1.678,-1.754
1674.76,-1.709,-1.244
1674.78,-1.728,-0.72
1674.8,-1.737,-0.17
1674.82,-1.736,0.406
1674.84,-1.722,1.008
1674.86,-1.695,1.623
1674.88,-1.657,2.265
1674.9,-1.605,2.945
1674.92,-1.539,3.665
1674.94,-1.459,4.411
1674.96,-1.363,5.184
1674.98,-1.252,5.969
1675,-1.125,6.754
1675.02,-0.982,7.527
1675.04,-0.823,8.273
1675.06,-0.65,8.967
1675.08,-0.463,9.582
1675.1,-0.265,10.066
1675.12,-0.058,10.367
1675.14,0.152,10.472
1675.16,0.363,10.367
1675.18,0.57,10.04
1675.2,0.768,9.477
1675.22,0.952,8.692
1675.24,1.118,7.697
1675.26,1.263,6.519
1675.28,1.381,5.197
1675.3,1.472,3.757
1675.32,1.533,2.225
1675.34,1.561,0.628
1675.36,1.558,-1.008
1675.38,1.522,-2.644
1675.4,1.451,-4.267
1675.42,1.351,-5.851
1675.44,1.217,-7.357
1675.46,1.054,-8.757
1675.48,0.866,-10.001
1675.5,0.652,-11.074
1675.52,0.419,-11.938
1675.54,0.171,-12.566
1675.56,-0.086,-12.959
1675.58,-0.35,-13.129
1675.6,-0.614,-13.116
1675.62,-0.877,-12.959
1675.64,-1.134,-12.697
1675.66,-1.385,-12.357
1675.68,-1.629,-11.99
1675.7,-1.865,-11.65
1675.72,-2.094,-11.349
1675.74,-2.318,-11.1
1675.76,-2.537,-10.917
1675.78,-2.754,-10.812
1675.8,-2.969,-10.786
1675.82,-3.184,-10.799
1675.84,-3.401,-10.852
1675.86,-3.618,-10.917
1675.88,-3.837,-10.956
1675.9,-4.057,-10.943
1675.92,-4.276,-10.825
1675.94,-4.492,-10.59
1675.96,-4.701,-10.21
1675.98,-4.902,-9.673
1676,-5.091,-8.954
1676.02,-5.264,-8.037
1676.04,-5.415,-6.964
1676.06,-5.543,-5.76
1676.08,-5.647,-4.438
1676.1,-5.722,-3.011
1676.12,-5.768,-1.532
1676.14,-5.784,-0.052
1676.16,-5.77,1.401
1676.18,-5.727,2.788
1676.2,-5.656,4.084
1676.22,-5.562,5.262
1676.24,-5.444,6.309
1676.26,-5.308,7.199
1676.28,-5.154,7.906
1676.3,-4.989,8.43
1676.32,-4.814,8.77
1676.34,-4.635,8.94
1676.36,-4.455,8.927
1676.38,-4.276,8.757
1676.4,-4.103,8.469
1676.42,-3.936,8.09
1676.44,-3.778,7.631
1676.46,-3.63,7.108
1676.48,-3.493,6.558
1676.5,-3.368,6.008
1676.52,-3.253,5.445
1676.54,-3.149,4.869
1676.56,-3.058,4.307
1676.58,-2.978,3.783
1676.6,-2.908,3.286
1676.62,-2.846,2.814
1676.64,-2.796,2.369
1676.66,-2.752,1.963
1676.68,-2.717,1.61
1676.7,-2.689,1.296
1676.72,-2.666,1.034
1676.74,-2.648,0.812
1676.76,-2.634,0.641
1676.78,-2.623,0.524
1676.8,-2.614,0.458
1676.82,-2.606,0.445
1676.84,-2.597,0.471
1676.86,-2.587,0.537
1676.88,-2.576,0.641
1676.9,-2.562,0.812
1676.92,-2.545,1.021
1676.94,-2.521,1.257
1676.96,-2.494,1.518
1676.98,-2.461,1.82
1677,-2.422,2.186
1677.02,-2.375,2.579
1677.04,-2.318,2.998
1677.06,-2.256,3.456
1677.08,-2.182,3.966
1677.1,-2.097,4.529
1677.12,-2.001,5.105
1677.14,-1.893,5.72
1677.16,-1.773,6.375
1677.18,-1.638,7.069
1677.2,-1.491,7.789
1677.22,-1.327,8.495
1677.24,-1.15,9.189
1677.26,-0.96,9.857
1677.28,-0.756,10.472
1677.3,-0.539,10.969
1677.32,-0.314,11.31
1677.34,-0.085,11.467
1677.36,0.148,11.401
1677.38,0.375,11.074
1677.4,0.594,10.472
1677.42,0.798,9.634
1677.44,0.982,8.574
1677.46,1.144,7.304
1677.48,1.277,5.851
1677.5,1.379,4.241
1677.52,1.448,2.539
1677.54,1.481,0.785
1677.56,1.48,-0.995
1677.58,1.442,-2.762
1677.6,1.368,-4.503
1677.62,1.261,-6.165
1677.64,1.12,-7.71
1677.66,0.95,-9.098
1677.68,0.754,-10.289
1677.7,0.536,-11.27
1677.72,0.3,-11.99
1677.74,0.052,-12.435
1677.76,-0.201,-12.619
1677.78,-0.456,-12.566
1677.8,-0.707,-12.318
1677.82,-0.95,-11.912
1677.84,-1.184,-11.414
1677.86,-1.407,-10.865
1677.88,-1.619,-10.276
1677.9,-1.819,-9.687
1677.92,-2.006,-9.137
1677.94,-2.183,-8.639
1677.96,-2.351,-8.181
1677.98,-2.51,-7.762
1678,-2.661,-7.409
1678.02,-2.805,-7.108
1678.04,-2.945,-6.846
1678.06,-3.079,-6.624
1678.08,-3.209,-6.427
1678.1,-3.336,-6.27
1678.12,-3.459,-6.126
1678.14,-3.581,-5.995
1678.16,-3.699,-5.864
1678.18,-3.815,-5.733
1678.2,-3.929,-5.603
1678.22,-4.04,-5.459
1678.24,-4.147,-5.301
1678.26,-4.252,-5.118
1678.28,-4.353,-4.909
1678.3,-4.448,-4.673
1678.32,-4.54,-4.411
1678.34,-4.626,-4.123
1678.36,-4.705,-3.809
1678.38,-4.778,-3.482
1678.4,-4.844,-3.142
1678.42,-4.904,-2.775
1678.44,-4.956,-2.395
1678.46,-5,-2.016
1678.48,-5.036,-1.649
1678.5,-5.066,-1.296
1678.52,-5.088,-0.956
1678.54,-5.104,-0.654
1678.56,-5.113,-0.393
1678.58,-5.119,-0.157
1678.6,-5.119,0.039
1678.62,-5.116,0.209
1678.64,-5.111,0.34
1678.66,-5.102,0.458
1678.68,-5.093,0.563
1678.7,-5.08,0.641
1678.72,-5.066,0.72
1678.74,-5.052,0.785
1678.76,-5.034,0.851
1678.78,-5.017,0.929
1678.8,-4.998,1.034
1678.82,-4.976,1.165
1678.84,-4.951,1.283
1678.86,-4.924,1.401
1678.88,-4.896,1.545
1678.9,-4.863,1.728
1678.92,-4.827,1.911
1678.94,-4.786,2.081
1678.96,-4.744,2.251
1678.98,-4.697,2.435
1679,-4.646,2.631
1679.02,-4.591,2.814
1679.04,-4.533,2.985
1679.06,-4.472,3.129
1679.08,-4.408,3.272
1679.1,-4.342,3.403
1679.12,-4.271,3.521
1679.14,-4.2,3.613
1679.16,-4.126,3.678
1679.18,-4.053,3.744
1679.2,-3.977,3.783
1679.22,-3.9,3.809
1679.24,-3.825,3.822
1679.26,-3.748,3.822
1679.28,-3.671,3.796
1679.3,-3.596,3.744
1679.32,-3.522,3.704
1679.34,-3.448,3.665
1679.36,-3.374,3.613
1679.38,-3.303,3.534
1679.4,-3.233,3.443
1679.42,-3.165,3.351
1679.44,-3.099,3.259
1679.46,-3.035,3.155
1679.48,-2.972,3.024
1679.5,-2.914,2.88
1679.52,-2.857,2.736
1679.54,-2.804,2.579
1679.56,-2.754,2.395
1679.58,-2.708,2.212
1679.6,-2.666,2.016
1679.62,-2.626,1.793
1679.64,-2.593,1.545
1679.66,-2.565,1.296
1679.68,-2.542,1.047
1679.7,-2.523,0.798
1679.72,-2.51,0.55
1679.74,-2.501,0.301
1679.76,-2.498,0.052
1679.78,-2.499,-0.196
1679.8,-2.505,-0.406
1679.82,-2.516,-0.589
1679.84,-2.529,-0.746
1679.86,-2.546,-0.89
1679.88,-2.565,-1.008
1679.9,-2.587,-1.086
1679.92,-2.609,-1.152
1679.94,-2.633,-1.178
1679.96,-2.658,-1.178
1679.98,-2.68,-1.139
1680,-2.703,-1.073
1680.02,-2.724,-0.982
1680.04,-2.743,-0.851
1680.06,-2.758,-0.707
1680.08,-2.771,-0.537
1680.1,-2.78,-0.353
1680.12,-2.785,-0.157
1680.14,-2.787,0.065
1680.16,-2.783,0.314
1680.18,-2.774,0.576
1680.2,-2.76,0.851
1680.22,-2.741,1.139
1680.24,-2.714,1.44
1680.26,-2.683,1.754
1680.28,-2.645,2.081
1680.3,-2.6,2.435
1680.32,-2.548,2.801
1680.34,-2.488,3.181
1680.36,-2.421,3.574
1680.38,-2.345,3.966
1680.4,-2.262,4.372
1680.42,-2.171,4.804
1680.44,-2.07,5.262
1680.46,-1.96,5.72
1680.48,-1.841,6.178
1680.5,-1.714,6.65
1680.52,-1.576,7.134
1680.54,-1.428,7.605
1680.56,-1.271,8.037
1680.58,-1.106,8.43
1680.6,-0.933,8.77
1680.62,-0.754,9.045
1680.64,-0.57,9.215
1680.66,-0.383,9.242
1680.68,-0.198,9.098
1680.7,-0.017,8.783
1680.72,0.156,8.299
1680.74,0.317,7.631
1680.76,0.463,6.794
1680.78,0.591,5.812
1680.8,0.697,4.712
1680.82,0.781,3.521
1680.84,0.839,2.265
1680.86,0.872,0.995
1680.88,0.878,-0.249
1680.9,0.861,-1.44
1680.92,0.82,-2.553
1680.94,0.757,-3.56
1680.96,0.675,-4.451
1680.98,0.578,-5.21
1681,0.465,-5.825
1681.02,0.342,-6.283
1681.04,0.212,-6.558
1681.06,0.077,-6.663
1681.08,-0.057,-6.597
1681.1,-0.188,-6.401
1681.12,-0.314,-6.074
1681.14,-0.434,-5.616
1681.16,-0.54,-5.053
1681.18,-0.636,-4.411
1681.2,-0.718,-3.704
1681.22,-0.785,-2.945
1681.24,-0.836,-2.147
1681.26,-0.872,-1.335
1681.28,-0.889,-0.511
1681.3,-0.892,0.314
1681.32,-0.877,1.113
1681.34,-0.847,1.898
1681.36,-0.801,2.657
1681.38,-0.74,3.39
1681.4,-0.664,4.084
1681.42,-0.576,4.725
1681.44,-0.474,5.288
1681.46,-0.363,5.76
1681.48,-0.243,6.126
1681.5,-0.116,6.388
1681.52,0.014,6.506
1681.54,0.146,6.466
1681.56,0.275,6.283
1681.58,0.399,5.943
1681.6,0.515,5.432
1681.62,0.619,4.765
1681.64,0.707,3.979
1681.66,0.779,3.089
1681.68,0.833,2.094
1681.7,0.864,1.021
1681.72,0.873,-0.092
1681.74,0.861,-1.217
1681.76,0.825,-2.343
1681.78,0.767,-3.443
1681.8,0.686,-4.49
1681.82,0.586,-5.459
1681.84,0.467,-6.322
1681.86,0.331,-7.069
1681.88,0.182,-7.671
1681.9,0.022,-8.129
1681.92,-0.145,-8.43
1681.94,-0.317,-8.561
1681.96,-0.49,-8.548
1681.98,-0.66,-8.391
1682,-0.828,-8.129
1682.02,-0.986,-7.762
1682.04,-1.139,-7.317
1682.06,-1.28,-6.833
1682.08,-1.412,-6.296
1682.1,-1.533,-5.733
1682.12,-1.641,-5.144
1682.14,-1.739,-4.555
1682.16,-1.824,-3.979
1682.18,-1.898,-3.39
1682.2,-1.96,-2.788
1682.22,-2.009,-2.186
1682.24,-2.047,-1.584
1682.26,-2.073,-0.982
1682.28,-2.086,-0.367
1682.3,-2.088,0.249
1682.32,-2.077,0.864
1682.34,-2.053,1.505
1682.36,-2.017,2.16
1682.38,-1.967,2.814
1682.4,-1.904,3.482
1682.42,-1.828,4.189
1682.44,-1.737,4.922
1682.46,-1.63,5.668
1682.48,-1.511,6.414
1682.5,-1.374,7.16
1682.52,-1.224,7.893
1682.54,-1.059,8.587
1682.56,-0.88,9.242
1682.58,-0.688,9.817
1682.6,-0.485,10.276
1682.62,-0.275,10.577
1682.64,-0.06,10.695
1682.66,0.156,10.59
1682.68,0.368,10.249
1682.7,0.569,9.673
1682.72,0.757,8.862
1682.74,0.927,7.828
1682.76,1.073,6.584
1682.78,1.192,5.184
1682.8,1.282,3.665
1682.82,1.34,2.055
1682.84,1.365,0.393
1682.86,1.356,-1.296
1682.88,1.313,-2.958
1682.9,1.236,-4.568
1682.92,1.129,-6.113
1682.94,0.991,-7.54
1682.96,0.825,-8.796
1682.98,0.636,-9.857
1683,0.429,-10.708
1683.02,0.204,-11.323
1683.04,-0.028,-11.689
1683.06,-0.265,-11.82
1683.08,-0.504,-11.755
1683.1,-0.738,-11.506
1683.12,-0.966,-11.113
1683.14,-1.184,-10.629
1683.16,-1.392,-10.079
1683.18,-1.588,-9.503
1683.2,-1.772,-8.927
1683.22,-1.945,-8.378
1683.24,-2.106,-7.854
1683.26,-2.259,-7.37
1683.28,-2.4,-6.938
1683.3,-2.535,-6.558
1683.32,-2.663,-6.218
1683.34,-2.783,-5.89
1683.36,-2.898,-5.603
1683.38,-3.007,-5.354
1683.4,-3.112,-5.131
1683.42,-3.212,-4.935
1683.44,-3.308,-4.752
1683.46,-3.402,-4.595
1683.48,-3.492,-4.451
1683.5,-3.58,-4.32
1683.52,-3.665,-4.202
1683.54,-3.748,-4.097
1683.56,-3.828,-4.006
1683.58,-3.908,-3.914
1683.6,-3.985,-3.835
1683.62,-4.061,-3.757
1683.64,-4.136,-3.678
1683.66,-4.208,-3.6
1683.68,-4.279,-3.534
1683.7,-4.35,-3.482
1683.72,-4.419,-3.416
1683.74,-4.486,-3.338
1683.76,-4.552,-3.259
1683.78,-4.617,-3.181
1683.8,-4.679,-3.102
1683.82,-4.741,-3.024
1683.84,-4.8,-2.945
1683.86,-4.858,-2.867
1683.88,-4.915,-2.775
1683.9,-4.97,-2.657
1683.92,-5.022,-2.526
1683.94,-5.071,-2.382
1683.96,-5.118,-2.212
1683.98,-5.16,-2.016
1684,-5.198,-1.793
1684.02,-5.232,-1.545
1684.04,-5.261,-1.257
1684.06,-5.283,-0.942
1684.08,-5.298,-0.602
1684.1,-5.308,-0.223
1684.12,-5.308,0.183
1684.14,-5.3,0.602
1684.16,-5.284,1.021
1684.18,-5.259,1.453
1684.2,-5.226,1.898
1684.22,-5.184,2.343
