Time (s) Auto,Angle (rad) pi/2 postiv/lagt til venstre,Angular Velocity (rad/s) pi/2 postiv/lagt til venstre
1117.74,1.448,0.615
1117.76,1.442,-1.217
1117.78,1.4,-3.037
1117.8,1.319,-4.791
1117.82,1.206,-6.427
1117.84,1.06,-7.919
1117.86,0.888,-9.255
1117.88,0.688,-10.393
1117.9,0.468,-11.323
1117.92,0.232,-11.99
1117.94,-0.016,-12.357
1117.96,-0.267,-12.396
1117.98,-0.515,-12.121
1118,-0.756,-11.519
1118.02,-0.982,-10.695
1118.04,-1.183,-9.569
1118.06,-1.371,-8.522
1118.08,-1.514,-7.815
1118.1,-1.673,-7.33
1118.12,-1.819,-6.781
1118.14,-1.946,-5.864
1118.16,-2.055,-4.869
1118.18,-2.141,-3.927
1118.2,-2.209,-3.089
1118.22,-2.264,-2.317
1118.24,-2.303,-1.532
1118.26,-2.325,-0.707
1118.28,-2.331,0.118
1118.3,-2.32,0.956
1118.32,-2.293,1.806
1118.34,-2.248,2.657
1118.36,-2.187,3.521
1118.38,-2.108,4.398
1118.4,-2.011,5.288
1118.42,-1.896,6.178
1118.44,-1.764,7.082
1118.46,-1.613,7.972
1118.48,-1.444,8.718
1118.5,-1.26,9.111
1118.52,-1.071,9.346
1118.54,-0.892,9.961
1118.56,-0.69,10.956
1118.58,-0.446,11.768
1118.6,-0.203,12.017
1118.62,0.033,11.82
1118.64,0.273,11.375
1118.66,0.496,10.708
1118.68,0.699,9.857
1118.7,0.892,8.875
1118.72,1.06,7.631
1118.74,1.2,6.113
1118.76,1.307,4.464
1118.78,1.379,2.736
1118.8,1.417,0.956
1118.82,1.418,-0.864
1118.84,1.382,-2.67
1118.86,1.31,-4.398
1118.88,1.205,-6.021
1118.9,1.068,-7.527
1118.92,0.902,-8.875
1118.94,0.71,-10.027
1118.96,0.498,-10.956
1118.98,0.269,-11.65
1119,0.028,-12.056
1119.02,-0.218,-12.148
1119.04,-0.462,-11.925
1119.06,-0.699,-11.336
1119.08,-0.922,-10.524
1119.1,-1.118,-9.451
1119.12,-1.305,-8.404
1119.14,-1.45,-7.631
1119.16,-1.599,-7.082
1119.18,-1.74,-6.545
1119.2,-1.865,-5.707
1119.22,-1.97,-4.712
1119.24,-2.055,-3.691
1119.26,-2.116,-2.71
1119.28,-2.161,-1.793
1119.3,-2.188,-0.956
1119.32,-2.198,-0.131
1119.34,-2.194,0.694
1119.36,-2.171,1.558
1119.38,-2.132,2.461
1119.4,-2.073,3.364
1119.42,-1.996,4.294
1119.44,-1.902,5.223
1119.46,-1.788,6.152
1119.48,-1.656,7.082
1119.5,-1.505,7.985
1119.52,-1.335,8.81
1119.54,-1.15,9.32
1119.56,-0.953,9.595
1119.58,-0.768,10.079
1119.6,-0.565,10.839
1119.62,-0.328,11.532
1119.64,-0.093,11.768
1119.66,0.143,11.585
1119.68,0.375,11.074
1119.7,0.594,10.302
1119.72,0.785,9.399
1119.74,0.969,8.378
1119.76,1.128,7.134
1119.78,1.257,5.603
1119.8,1.354,3.953
1119.82,1.415,2.225
1119.84,1.444,0.432
1119.86,1.434,-1.388
1119.88,1.387,-3.194
1119.9,1.305,-4.922
1119.92,1.189,-6.545
1119.94,1.041,-8.037
1119.96,0.866,-9.359
1119.98,0.664,-10.485
1120,0.443,-11.401
1120.02,0.206,-12.056
1120.04,-0.044,-12.409
1120.06,-0.295,-12.449
1120.08,-0.545,-12.174
1120.1,-0.787,-11.585
1120.12,-1.013,-10.747
1120.14,-1.217,-9.66
1120.16,-1.404,-8.626
1120.18,-1.555,-7.906
1120.2,-1.711,-7.396
1120.22,-1.86,-6.833
1120.24,-1.987,-5.956
1120.26,-2.099,-5.013
1120.28,-2.187,-4.176
1120.3,-2.262,-3.43
1120.32,-2.325,-2.71
1120.34,-2.372,-1.911
1120.36,-2.402,-1.073
1120.38,-2.414,-0.262
1120.4,-2.411,0.524
1120.42,-2.394,1.322
1120.44,-2.359,2.147
1120.46,-2.308,2.971
1120.48,-2.24,3.796
1120.5,-2.157,4.647
1120.52,-2.055,5.524
1120.54,-1.935,6.414
1120.56,-1.799,7.304
1120.58,-1.643,8.181
1120.6,-1.47,8.901
1120.62,-1.282,9.32
1120.64,-1.092,9.582
1120.66,-0.903,10.158
1120.68,-0.699,11.061
1120.7,-0.456,11.807
1120.72,-0.212,12.069
1120.74,0.027,11.886
1120.76,0.267,11.454
1120.78,0.492,10.786
1120.8,0.697,9.935
1120.82,0.891,8.914
1120.84,1.06,7.631
1120.86,1.199,6.1
1120.88,1.305,4.451
1120.9,1.378,2.723
1120.92,1.415,0.929
1120.94,1.415,-0.89
1120.96,1.379,-2.697
1120.98,1.307,-4.438
1121,1.2,-6.074
1121.02,1.062,-7.566
1121.04,0.895,-8.888
1121.06,0.704,-10.014
1121.08,0.492,-10.917
1121.1,0.264,-11.585
1121.12,0.025,-11.977
1121.14,-0.22,-12.056
1121.16,-0.462,-11.82
1121.18,-0.696,-11.244
1121.2,-0.917,-10.38
1121.22,-1.114,-9.202
1121.24,-1.29,-8.155
1121.26,-1.428,-7.487
1121.28,-1.582,-7.016
1121.3,-1.72,-6.427
1121.32,-1.839,-5.524
1121.34,-1.942,-4.529
1121.36,-2.023,-3.456
1121.38,-2.08,-2.422
1121.4,-2.116,-1.505
1121.42,-2.139,-0.668
1121.44,-2.144,0.183
1121.46,-2.132,1.073
1121.48,-2.102,1.963
1121.5,-2.053,2.88
1121.52,-1.987,3.822
1121.54,-1.901,4.778
1121.56,-1.795,5.733
1121.58,-1.671,6.676
1121.6,-1.528,7.605
1121.62,-1.367,8.43
1121.64,-1.188,8.967
1121.66,-1.001,9.294
1121.68,-0.818,9.831
1121.7,-0.62,10.668
1121.72,-0.388,11.388
1121.74,-0.151,11.689
1121.76,0.079,11.611
1121.78,0.316,11.14
1121.8,0.539,10.393
1121.82,0.726,9.516
1121.84,0.916,8.6
1121.86,1.081,7.461
1121.88,1.216,5.982
1121.9,1.321,4.385
1121.92,1.393,2.697
1121.94,1.429,0.929
1121.96,1.431,-0.864
1121.98,1.395,-2.657
1122,1.324,-4.398
1122.02,1.217,-6.034
1122.04,1.081,-7.566
1122.06,0.914,-8.967
1122.08,0.719,-10.184
1122.1,0.503,-11.14
1122.12,0.27,-11.82
1122.14,0.027,-12.239
1122.16,-0.223,-12.37
1122.18,-0.473,-12.2
1122.2,-0.715,-11.689
1122.22,-0.946,-10.93
1122.24,-1.153,-9.948
1122.26,-1.346,-8.888
1122.28,-1.508,-8.05
1122.3,-1.657,-7.461
1122.32,-1.808,-6.951
1122.34,-1.942,-6.231
1122.36,-2.058,-5.288
1122.38,-2.155,-4.333
1122.4,-2.229,-3.482
1122.42,-2.29,-2.749
1122.44,-2.34,-2.029
1122.46,-2.373,-1.23
1122.48,-2.389,-0.406
1122.5,-2.389,0.406
1122.52,-2.373,1.217
1122.54,-2.34,2.042
1122.56,-2.292,2.867
1122.58,-2.226,3.704
1122.6,-2.144,4.568
1122.62,-2.044,5.459
1122.64,-1.926,6.362
1122.66,-1.789,7.252
1122.68,-1.635,8.129
1122.7,-1.464,8.901
1122.72,-1.275,9.346
1122.74,-1.081,9.543
1122.76,-0.897,10.053
1122.78,-0.697,10.996
1122.8,-0.452,11.846
1122.82,-0.206,12.161
1122.84,0.033,11.99
1122.86,0.276,11.519
1122.88,0.504,10.799
1122.9,0.705,9.909
1122.92,0.9,8.914
1122.94,1.07,7.671
1122.96,1.21,6.139
1122.98,1.316,4.49
1123,1.39,2.762
1123.02,1.428,0.969
1123.04,1.429,-0.864
1123.06,1.393,-2.67
1123.08,1.321,-4.424
1123.1,1.216,-6.074
1123.12,1.076,-7.579
1123.14,0.909,-8.914
1123.16,0.718,-10.053
1123.18,0.504,-10.996
1123.2,0.275,-11.689
1123.22,0.033,-12.095
1123.24,-0.214,-12.2
1123.26,-0.459,-11.964
1123.28,-0.697,-11.401
1123.3,-0.919,-10.603
1123.32,-1.122,-9.49
1123.34,-1.307,-8.417
1123.36,-1.448,-7.658
1123.38,-1.602,-7.16
1123.4,-1.745,-6.61
1123.42,-1.869,-5.707
1123.44,-1.974,-4.699
1123.46,-2.058,-3.678
1123.48,-2.121,-2.71
1123.5,-2.165,-1.82
1123.52,-2.193,-0.982
1123.54,-2.204,-0.157
1123.56,-2.199,0.694
1123.58,-2.177,1.571
1123.6,-2.136,2.474
1123.62,-2.078,3.377
1123.64,-2.001,4.294
1123.66,-1.907,5.223
1123.68,-1.792,6.165
1123.7,-1.66,7.095
1123.72,-1.508,7.998
1123.74,-1.34,8.81
1123.76,-1.153,9.294
1123.78,-0.958,9.569
1123.8,-0.774,10.066
1123.82,-0.57,10.839
1123.84,-0.333,11.532
1123.86,-0.099,11.768
1123.88,0.138,11.611
1123.9,0.371,11.1
1123.92,0.591,10.302
1123.94,0.781,9.372
1123.96,0.964,8.338
1123.98,1.122,7.095
1124,1.25,5.563
1124.02,1.346,3.914
1124.04,1.407,2.186
1124.06,1.434,0.406
1124.08,1.425,-1.414
1124.1,1.378,-3.22
1124.12,1.294,-4.948
1124.14,1.178,-6.558
1124.16,1.03,-8.037
1124.18,0.855,-9.346
1124.2,0.653,-10.459
1124.22,0.434,-11.349
1124.24,0.196,-11.977
1124.26,-0.05,-12.318
1124.28,-0.3,-12.344
1124.3,-0.548,-12.056
1124.32,-0.787,-11.441
1124.34,-1.01,-10.577
1124.36,-1.211,-9.477
1124.38,-1.393,-8.469
1124.4,-1.541,-7.775
1124.42,-1.696,-7.278
1124.44,-1.841,-6.715
1124.46,-1.967,-5.838
1124.48,-2.077,-4.856
1124.5,-2.161,-3.901
1124.52,-2.229,-3.063
1124.54,-2.282,-2.33
1124.56,-2.323,-1.584
1124.58,-2.347,-0.785
1124.6,-2.355,0.052
1124.62,-2.345,0.89
1124.64,-2.318,1.728
1124.66,-2.276,2.566
1124.68,-2.216,3.416
1124.7,-2.139,4.28
1124.72,-2.045,5.157
1124.74,-1.934,6.061
1124.76,-1.803,6.977
1124.78,-1.654,7.88
1124.8,-1.488,8.692
1124.82,-1.304,9.255
1124.84,-1.111,9.425
1124.86,-0.92,9.804
1124.88,-0.74,10.681
1124.9,-0.498,11.637
1124.92,-0.251,12.134
1124.94,-0.013,12.056
1124.96,0.231,11.624
1124.98,0.467,10.93
1125,0.664,10.066
1125.02,0.866,9.137
1125.04,1.04,7.998
1125.06,1.188,6.493
1125.08,1.302,4.869
1125.1,1.382,3.155
1125.12,1.429,1.388
1125.14,1.439,-0.432
1125.16,1.412,-2.265
1125.18,1.348,-4.045
1125.2,1.249,-5.72
1125.22,1.117,-7.265
1125.24,0.957,-8.652
1125.26,0.768,-9.857
1125.28,0.559,-10.852
1125.3,0.331,-11.611
1125.32,0.091,-12.108
1125.34,-0.157,-12.291
1125.36,-0.405,-12.148
1125.38,-0.647,-11.663
1125.4,-0.877,-10.917
1125.42,-1.085,-9.922
1125.44,-1.277,-8.836
1125.46,-1.437,-7.972
1125.48,-1.585,-7.383
1125.5,-1.734,-6.859
1125.52,-1.866,-6.1
1125.54,-1.979,-5.118
1125.56,-2.072,-4.097
1125.58,-2.143,-3.102
1125.6,-2.194,-2.225
1125.62,-2.229,-1.453
1125.64,-2.253,-0.681
1125.66,-2.259,0.144
1125.68,-2.246,1.021
1125.7,-2.218,1.898
1125.72,-2.171,2.775
1125.74,-2.106,3.665
1125.76,-2.025,4.568
1125.78,-1.924,5.498
1125.8,-1.805,6.427
1125.82,-1.667,7.343
1125.84,-1.511,8.221
1125.86,-1.337,8.98
1125.88,-1.148,9.281
1125.9,-0.952,9.543
1125.92,-0.782,10.223
1125.94,-0.558,11.179
1125.96,-0.316,11.86
1125.98,-0.077,11.925
1126,0.16,11.65
1126.02,0.397,11.048
1126.04,0.608,10.223
1126.06,0.801,9.307
1126.08,0.983,8.273
1126.1,1.139,6.951
1126.12,1.263,5.38
1126.14,1.356,3.704
1126.16,1.412,1.963
1126.18,1.434,0.17
1126.2,1.42,-1.649
1126.22,1.368,-3.443
1126.24,1.28,-5.144
1126.26,1.161,-6.728
1126.28,1.01,-8.194
1126.3,0.831,-9.503
1126.32,0.627,-10.59
1126.34,0.404,-11.428
1126.36,0.167,-12.004
1126.38,-0.08,-12.291
1126.4,-0.33,-12.278
1126.42,-0.575,-11.951
1126.44,-0.812,-11.284
1126.46,-1.032,-10.407
1126.48,-1.227,-9.268
1126.5,-1.409,-8.286
1126.52,-1.547,-7.645
1126.54,-1.706,-7.16
1126.56,-1.847,-6.571
1126.58,-1.968,-5.616
1126.6,-2.073,-4.595
1126.62,-2.154,-3.626
1126.64,-2.213,-2.775
1126.66,-2.264,-2.029
1126.68,-2.297,-1.257
1126.7,-2.314,-0.432
1126.72,-2.314,0.393
1126.74,-2.298,1.23
1126.76,-2.265,2.081
1126.78,-2.215,2.945
1126.8,-2.147,3.822
1126.82,-2.062,4.712
1126.84,-1.959,5.616
1126.86,-1.838,6.519
1126.88,-1.698,7.422
1126.9,-1.541,8.299
1126.92,-1.365,9.032
1126.94,-1.175,9.189
1126.96,-0.98,9.399
1126.98,-0.823,10.184
1127,-0.589,11.31
1127.02,-0.344,12.056
1127.04,-0.102,12.043
1127.06,0.137,11.755
1127.08,0.375,11.179
1127.1,0.589,10.38
1127.12,0.787,9.451
1127.14,0.971,8.378
1127.16,1.128,7.016
1127.18,1.253,5.445
1127.2,1.346,3.77
1127.22,1.406,2.029
1127.24,1.428,0.236
1127.26,1.415,-1.584
1127.28,1.365,-3.377
1127.3,1.279,-5.092
1127.32,1.159,-6.676
1127.34,1.01,-8.129
1127.36,0.833,-9.412
1127.38,0.63,-10.485
1127.4,0.41,-11.323
1127.42,0.174,-11.899
1127.44,-0.071,-12.187
1127.46,-0.317,-12.161
1127.48,-0.561,-11.807
1127.5,-0.795,-11.126
1127.52,-1.01,-10.223
1127.54,-1.203,-9.084
1127.56,-1.379,-8.116
1127.58,-1.516,-7.474
1127.6,-1.671,-6.99
1127.62,-1.808,-6.362
1127.64,-1.926,-5.406
1127.66,-2.025,-4.385
1127.68,-2.103,-3.351
1127.7,-2.157,-2.395
1127.72,-2.196,-1.558
1127.74,-2.22,-0.785
1127.76,-2.227,0.026
1127.78,-2.22,0.877
1127.8,-2.193,1.754
1127.82,-2.149,2.644
1127.84,-2.088,3.547
1127.86,-2.007,4.464
1127.88,-1.909,5.38
1127.9,-1.792,6.309
1127.92,-1.657,7.239
1127.94,-1.502,8.142
1127.96,-1.33,8.914
1127.98,-1.142,9.202
1128,-0.947,9.425
1128.02,-0.781,10.079
1128.04,-0.561,11.074
1128.06,-0.319,11.833
1128.08,-0.08,11.899
1128.1,0.159,11.65
1128.12,0.39,11.061
1128.14,0.609,10.223
1128.16,0.796,9.281
1128.18,0.979,8.221
1128.2,1.134,6.964
1128.22,1.258,5.419
1128.24,1.352,3.757
1128.26,1.411,2.016
1128.28,1.433,0.223
1128.3,1.42,-1.584
1128.32,1.37,-3.377
1128.34,1.283,-5.105
1128.36,1.164,-6.715
1128.38,1.013,-8.181
1128.4,0.834,-9.477
1128.42,0.631,-10.551
1128.44,0.408,-11.401
1128.46,0.173,-12.004
1128.48,-0.075,-12.305
1128.5,-0.325,-12.291
1128.52,-0.57,-11.951
1128.54,-0.807,-11.31
1128.56,-1.027,-10.446
1128.58,-1.225,-9.307
1128.6,-1.406,-8.299
1128.62,-1.546,-7.631
1128.64,-1.703,-7.147
1128.66,-1.844,-6.571
1128.68,-1.965,-5.655
1128.7,-2.072,-4.66
1128.72,-2.154,-3.691
1128.74,-2.215,-2.827
1128.76,-2.265,-2.081
1128.78,-2.3,-1.322
1128.8,-2.318,-0.497
1128.82,-2.32,0.34
1128.84,-2.304,1.178
1128.86,-2.273,2.016
1128.88,-2.224,2.88
1128.9,-2.158,3.757
1128.92,-2.073,4.647
1128.94,-1.973,5.55
1128.96,-1.852,6.453
1128.98,-1.714,7.357
1129,-1.558,8.221
1129.02,-1.384,8.967
1129.04,-1.195,9.202
1129.06,-1.001,9.412
1129.08,-0.837,10.132
1129.1,-0.613,11.205
1129.12,-0.368,11.977
1129.14,-0.126,12.043
1129.16,0.113,11.794
1129.18,0.352,11.244
1129.2,0.57,10.446
1129.22,0.767,9.516
1129.24,0.952,8.469
1129.26,1.112,7.16
1129.28,1.241,5.589
1129.3,1.337,3.914
1129.32,1.398,2.186
1129.34,1.425,0.406
1129.36,1.415,-1.414
1129.38,1.368,-3.22
1129.4,1.285,-4.935
1129.42,1.169,-6.532
1129.44,1.023,-7.998
1129.46,0.847,-9.294
1129.48,0.647,-10.38
1129.5,0.429,-11.231
1129.52,0.195,-11.833
1129.54,-0.049,-12.148
1129.56,-0.295,-12.148
1129.58,-0.539,-11.82
1129.6,-0.773,-11.179
1129.62,-0.99,-10.328
1129.64,-1.186,-9.215
1129.66,-1.365,-8.181
1129.68,-1.503,-7.461
1129.7,-1.654,-6.964
1129.72,-1.792,-6.388
1129.74,-1.912,-5.459
1129.76,-2.012,-4.438
1129.78,-2.089,-3.416
1129.8,-2.147,-2.461
1129.82,-2.187,-1.61
1129.84,-2.21,-0.798
1129.86,-2.22,0.013
1129.88,-2.21,0.864
1129.9,-2.185,1.741
1129.92,-2.141,2.631
1129.94,-2.08,3.547
1129.96,-2,4.477
1129.98,-1.901,5.419
1130,-1.783,6.349
1130.02,-1.646,7.265
1130.04,-1.492,8.155
1130.06,-1.319,8.927
1130.08,-1.131,9.294
1130.1,-0.936,9.569
1130.12,-0.76,10.197
1130.14,-0.542,11.061
1130.16,-0.302,11.702
1130.18,-0.068,11.794
1130.2,0.17,11.598
1130.22,0.402,11.048
1130.24,0.62,10.197
1130.26,0.807,9.228
1130.28,0.988,8.168
1130.3,1.142,6.912
1130.32,1.266,5.38
1130.34,1.359,3.718
1130.36,1.417,1.963
1130.38,1.437,0.157
1130.4,1.423,-1.662
1130.42,1.371,-3.456
1130.44,1.283,-5.171
1130.46,1.162,-6.768
1130.48,1.012,-8.234
1130.5,0.831,-9.53
1130.52,0.627,-10.603
1130.54,0.404,-11.441
1130.56,0.167,-12.043
1130.58,-0.082,-12.357
1130.6,-0.333,-12.344
1130.62,-0.58,-11.99
1130.64,-0.817,-11.336
1130.66,-1.037,-10.472
1130.68,-1.236,-9.359
1130.7,-1.417,-8.364
1130.72,-1.56,-7.684
1130.74,-1.717,-7.186
1130.76,-1.858,-6.597
1130.78,-1.981,-5.655
1130.8,-2.088,-4.66
1130.82,-2.166,-3.744
1130.84,-2.232,-2.958
1130.86,-2.286,-2.225
1130.88,-2.323,-1.427
1130.9,-2.342,-0.589
1130.92,-2.347,0.236
1130.94,-2.333,1.06
1130.96,-2.304,1.911
1130.98,-2.257,2.762
1131,-2.193,3.626
1131.02,-2.113,4.49
1131.04,-2.014,5.38
1131.06,-1.898,6.283
1131.08,-1.762,7.173
1131.1,-1.61,8.05
1131.12,-1.44,8.796
1131.14,-1.253,9.176
1131.16,-1.063,9.412
1131.18,-0.886,10.027
1131.2,-0.679,11.009
1131.22,-0.435,11.768
1131.24,-0.193,11.977
1131.26,0.041,11.794
1131.28,0.283,11.349
1131.3,0.504,10.642
1131.32,0.705,9.752
1131.34,0.895,8.744
1131.36,1.062,7.487
1131.38,1.197,5.969
1131.4,1.302,4.32
1131.42,1.371,2.592
1131.44,1.406,0.798
1131.46,1.404,-1.008
1131.48,1.365,-2.788
1131.5,1.291,-4.503
1131.52,1.184,-6.126
1131.54,1.045,-7.618
1131.56,0.877,-8.927
1131.58,0.685,-10.04
1131.6,0.473,-10.943
1131.62,0.243,-11.598
1131.64,0.005,-11.951
1131.66,-0.239,-11.99
1131.68,-0.479,-11.729
1131.7,-0.712,-11.14
1131.72,-0.93,-10.315
1131.74,-1.125,-9.176
1131.76,-1.304,-8.116
1131.78,-1.439,-7.409
1131.8,-1.59,-6.925
1131.82,-1.728,-6.349
1131.84,-1.846,-5.419
1131.86,-1.945,-4.411
1131.88,-2.023,-3.39
1131.9,-2.08,-2.395
1131.92,-2.117,-1.466
1131.94,-2.138,-0.602
1131.96,-2.141,0.249
1131.98,-2.128,1.113
1132,-2.097,2.003
1132.02,-2.048,2.932
1132.04,-1.981,3.888
1132.06,-1.893,4.843
1132.08,-1.786,5.786
1132.1,-1.662,6.741
1132.12,-1.517,7.684
1132.14,-1.352,8.508
1132.16,-1.173,9.045
1132.18,-0.985,9.372
1132.2,-0.8,9.909
1132.22,-0.602,10.734
1132.24,-0.368,11.441
1132.26,-0.129,11.729
1132.28,0.101,11.637
1132.3,0.338,11.179
1132.32,0.562,10.407
1132.34,0.751,9.464
1132.36,0.936,8.495
1132.38,1.1,7.357
1132.4,1.233,5.904
1132.42,1.337,4.307
1132.44,1.407,2.605
1132.46,1.442,0.825
1132.48,1.44,-0.969
1132.5,1.403,-2.749
1132.52,1.33,-4.49
1132.54,1.222,-6.139
1132.56,1.082,-7.671
1132.58,0.914,-9.058
1132.6,0.718,-10.276
1132.62,0.5,-11.257
1132.64,0.264,-11.951
1132.66,0.017,-12.344
1132.68,-0.234,-12.449
1132.7,-0.484,-12.278
1132.72,-0.729,-11.781
1132.74,-0.961,-11.022
1132.76,-1.17,-10.04
1132.78,-1.365,-8.98
1132.8,-1.53,-8.129
1132.82,-1.679,-7.54
1132.84,-1.832,-7.016
1132.86,-1.968,-6.283
1132.88,-2.083,-5.367
1132.9,-2.182,-4.516
1132.92,-2.262,-3.757
1132.94,-2.331,-3.011
1132.96,-2.384,-2.251
1132.98,-2.421,-1.453
1133,-2.443,-0.654
1133.02,-2.447,0.144
1133.04,-2.436,0.942
1133.06,-2.41,1.728
1133.08,-2.367,2.526
1133.1,-2.309,3.351
1133.12,-2.234,4.189
1133.14,-2.141,5.027
1133.16,-2.033,5.89
1133.18,-1.907,6.781
1133.2,-1.761,7.671
1133.22,-1.599,8.508
1133.24,-1.42,9.098
1133.26,-1.227,9.333
1133.28,-1.041,9.713
1133.3,-0.858,10.537
1133.32,-0.624,11.493
1133.34,-0.38,11.977
1133.36,-0.14,11.951
1133.38,0.096,11.663
1133.4,0.335,11.192
1133.42,0.545,10.524
1133.44,0.754,9.647
1133.46,0.939,8.535
1133.48,1.098,7.108
1133.5,1.225,5.537
1133.52,1.321,3.848
1133.54,1.381,2.081
1133.56,1.404,0.275
1133.58,1.392,-1.518
1133.6,1.343,-3.286
1133.62,1.26,-4.974
1133.64,1.142,-6.545
1133.66,0.996,-7.972
1133.68,0.822,-9.228
1133.7,0.624,-10.276
1133.72,0.407,-11.087
1133.74,0.178,-11.637
1133.76,-0.063,-11.886
1133.78,-0.303,-11.833
1133.8,-0.539,-11.467
1133.82,-0.767,-10.747
1133.84,-0.975,-9.752
1133.86,-1.156,-8.626
1133.88,-1.319,-7.736
1133.9,-1.458,-7.134
1133.92,-1.602,-6.584
1133.94,-1.729,-5.864
1133.96,-1.838,-4.909
1133.98,-1.926,-3.901
1134,-1.995,-2.854
1134.02,-2.04,-1.846
1134.04,-2.066,-0.903
1134.06,-2.077,-0.013
1134.08,-2.067,0.89
1134.1,-2.04,1.82
1134.12,-1.995,2.762
1134.14,-1.931,3.731
1134.16,-1.846,4.712
1134.18,-1.742,5.694
1134.2,-1.618,6.663
1134.22,-1.475,7.592
1134.24,-1.313,8.404
1134.26,-1.136,8.967
1134.28,-0.949,9.386
1134.3,-0.763,10.001
1134.32,-0.559,10.76
1134.34,-0.325,11.349
1134.36,-0.096,11.572
1134.38,0.135,11.467
1134.4,0.369,10.943
1134.42,0.586,10.105
1134.44,0.767,9.202
1134.46,0.95,8.286
1134.48,1.109,7.147
1134.5,1.238,5.668
1134.52,1.337,4.071
1134.54,1.403,2.369
1134.56,1.433,0.589
1134.58,1.426,-1.204
1134.6,1.384,-2.971
1134.62,1.307,-4.686
1134.64,1.195,-6.322
1134.66,1.052,-7.841
1134.68,0.88,-9.189
1134.7,0.682,-10.341
1134.72,0.463,-11.27
1134.74,0.228,-11.964
1134.76,-0.019,-12.37
1134.78,-0.272,-12.462
1134.8,-0.522,-12.252
1134.82,-0.765,-11.742
1134.84,-0.996,-10.982
1134.86,-1.206,-9.975
1134.88,-1.398,-8.888
1134.9,-1.56,-8.063
1134.92,-1.709,-7.514
1134.94,-1.863,-7.016
1134.96,-1.996,-6.296
1134.98,-2.114,-5.393
1135,-2.213,-4.555
1135.02,-2.293,-3.783
1135.04,-2.364,-3.05
1135.06,-2.417,-2.291
1135.08,-2.455,-1.492
1135.1,-2.477,-0.707
1135.12,-2.483,0.065
1135.14,-2.474,0.825
1135.16,-2.45,1.584
1135.18,-2.411,2.356
1135.2,-2.356,3.155
1135.22,-2.286,3.966
1135.24,-2.198,4.791
1135.26,-2.094,5.642
1135.28,-1.973,6.519
1135.3,-1.833,7.409
1135.32,-1.676,8.26
1135.34,-1.502,8.94
1135.36,-1.313,9.372
1135.38,-1.123,9.634
1135.4,-0.93,10.184
1135.42,-0.729,11.048
1135.44,-0.485,11.781
1135.46,-0.242,12.043
1135.48,-0.003,11.86
1135.5,0.234,11.467
1135.52,0.462,10.852
1135.54,0.669,10.027
1135.56,0.864,8.993
1135.58,1.035,7.71
1135.6,1.175,6.178
1135.62,1.283,4.529
1135.64,1.357,2.801
1135.66,1.396,1.021
1135.68,1.398,-0.785
1135.7,1.365,-2.566
1135.72,1.294,-4.28
1135.74,1.192,-5.904
1135.76,1.057,-7.396
1135.78,0.894,-8.731
1135.8,0.705,-9.857
1135.82,0.496,-10.76
1135.84,0.272,-11.414
1135.86,0.036,-11.781
1135.88,-0.204,-11.846
1135.9,-0.441,-11.611
1135.92,-0.672,-11.035
1135.94,-0.889,-10.184
1135.96,-1.081,-9.032
1135.98,-1.255,-7.985
1136,-1.39,-7.278
1136.02,-1.538,-6.768
1136.04,-1.671,-6.165
1136.06,-1.786,-5.249
1136.08,-1.882,-4.267
1136.1,-1.957,-3.22
1136.12,-2.012,-2.173
1136.14,-2.042,-1.191
1136.16,-2.058,-0.275
1136.18,-2.055,0.615
1136.2,-2.033,1.545
1136.22,-1.993,2.487
1136.24,-1.934,3.456
1136.26,-1.855,4.438
1136.28,-1.756,5.419
1136.3,-1.638,6.388
1136.32,-1.5,7.33
1136.34,-1.345,8.207
1136.36,-1.17,8.849
1136.38,-0.983,9.255
1136.4,-0.8,9.778
1136.42,-0.605,10.537
1136.44,-0.375,11.218
1136.46,-0.143,11.519
1136.48,0.085,11.454
1136.5,0.317,11.035
1136.52,0.539,10.289
1136.54,0.727,9.386
1136.56,0.909,8.456
1136.58,1.073,7.37
1136.6,1.208,5.969
1136.62,1.313,4.398
1136.64,1.385,2.723
1136.66,1.423,0.969
1136.68,1.425,-0.812
1136.7,1.39,-2.579
1136.72,1.321,-4.32
1136.74,1.217,-5.982
1136.76,1.079,-7.514
1136.78,0.914,-8.888
1136.8,0.723,-10.079
1136.82,0.507,-11.074
1136.84,0.276,-11.82
1136.86,0.031,-12.291
1136.88,-0.22,-12.462
1136.9,-0.471,-12.318
1136.92,-0.716,-11.886
1136.94,-0.95,-11.205
1136.96,-1.167,-10.315
1136.98,-1.365,-9.189
1137,-1.539,-8.221
1137.02,-1.681,-7.605
1137.04,-1.838,-7.16
1137.06,-1.979,-6.545
1137.08,-2.1,-5.642
1137.1,-2.204,-4.804
1137.12,-2.29,-4.058
1137.14,-2.366,-3.325
1137.16,-2.425,-2.566
1137.18,-2.468,-1.78
1137.2,-2.496,-1.021
1137.22,-2.509,-0.275
1137.24,-2.507,0.484
1137.26,-2.49,1.257
1137.28,-2.457,2.029
1137.3,-2.408,2.801
1137.32,-2.345,3.587
1137.34,-2.265,4.398
1137.36,-2.169,5.249
1137.38,-2.056,6.126
1137.4,-1.924,7.016
1137.42,-1.775,7.88
1137.44,-1.608,8.679
1137.46,-1.426,9.242
1137.48,-1.232,9.451
