Time (s) Auto,Angle (rad) Minus pi/4,Angular Velocity (rad/s) Minus pi/4
632.14,4.241,-4.778
632.16,4.142,-5.027
632.18,4.039,-5.21
632.2,3.933,-5.328
632.22,3.825,-5.38
632.24,3.717,-5.393
632.26,3.61,-5.367
632.28,3.501,-5.315
632.3,3.396,-5.223
632.32,3.292,-5.105
632.34,3.192,-5
632.36,3.093,-4.896
632.38,2.996,-4.791
632.4,2.901,-4.673
632.42,2.809,-4.568
632.44,2.719,-4.477
632.46,2.63,-4.411
632.48,2.543,-4.372
632.5,2.455,-4.359
632.52,2.369,-4.372
632.54,2.281,-4.398
632.56,2.193,-4.451
632.58,2.103,-4.529
632.6,2.012,-4.66
632.62,1.918,-4.83
632.64,1.819,-5.027
632.66,1.717,-5.236
632.68,1.61,-5.485
632.7,1.499,-5.773
632.72,1.379,-6.087
632.74,1.255,-6.414
632.76,1.123,-6.754
632.78,0.985,-7.108
632.8,0.839,-7.448
632.82,0.686,-7.762
632.84,0.528,-8.024
632.86,0.364,-8.221
632.88,0.198,-8.338
632.9,0.03,-8.364
632.92,-0.138,-8.273
632.94,-0.303,-8.063
632.96,-0.462,-7.749
632.98,-0.614,-7.33
633,-0.757,-6.794
633.02,-0.888,-6.139
633.04,-1.004,-5.406
633.06,-1.104,-4.621
633.08,-1.189,-3.783
633.1,-1.257,-2.893
633.12,-1.305,-1.977
633.14,-1.335,-1.06
633.16,-1.348,-0.144
633.18,-1.341,0.785
633.2,-1.316,1.702
633.22,-1.272,2.579
633.24,-1.213,3.416
633.26,-1.136,4.215
633.28,-1.043,4.961
633.3,-0.936,5.642
633.32,-0.817,6.244
633.34,-0.685,6.741
633.36,-0.545,7.121
633.38,-0.399,7.396
633.4,-0.248,7.566
633.42,-0.094,7.618
633.44,0.058,7.553
633.46,0.209,7.396
633.48,0.355,7.173
633.5,0.496,6.885
633.52,0.631,6.545
633.54,0.759,6.165
633.56,0.878,5.773
633.58,0.99,5.367
633.6,1.093,4.948
633.62,1.188,4.529
633.64,1.274,4.11
633.66,1.352,3.691
633.68,1.422,3.286
633.7,1.483,2.893
633.72,1.538,2.513
633.74,1.583,2.134
633.76,1.623,1.767
633.78,1.654,1.401
633.8,1.679,1.021
633.82,1.695,0.641
633.84,1.704,0.249
633.86,1.706,-0.157
633.88,1.698,-0.589
633.9,1.682,-1.047
633.92,1.657,-1.532
633.94,1.621,-2.055
633.96,1.576,-2.618
633.98,1.517,-3.233
634,1.447,-3.888
634.02,1.362,-4.568
634.04,1.264,-5.288
634.06,1.151,-6.048
634.08,1.023,-6.833
634.1,0.878,-7.618
634.12,0.718,-8.378
634.14,0.542,-9.071
634.16,0.353,-9.673
634.18,0.154,-10.158
634.2,-0.055,-10.485
634.22,-0.269,-10.629
634.24,-0.482,-10.577
634.26,-0.694,-10.315
634.28,-0.898,-9.831
634.3,-1.09,-9.124
634.32,-1.266,-8.221
634.34,-1.422,-7.147
634.36,-1.554,-5.943
634.38,-1.66,-4.621
634.4,-1.74,-3.207
634.42,-1.789,-1.728
634.44,-1.81,-0.209
634.46,-1.799,1.322
634.48,-1.756,2.867
634.5,-1.684,4.398
634.52,-1.58,5.89
634.54,-1.447,7.33
634.56,-1.286,8.666
634.58,-1.098,9.87
634.6,-0.889,10.904
634.62,-0.66,11.729
634.64,-0.416,12.331
634.66,-0.163,12.697
634.68,0.094,12.854
634.7,0.353,12.815
634.72,0.609,12.619
634.74,0.859,12.318
634.76,1.103,11.964
634.78,1.338,11.572
634.8,1.566,11.153
634.82,1.784,10.76
634.84,1.995,10.433
634.86,2.201,10.197
634.88,2.402,10.04
634.9,2.601,9.948
634.92,2.799,9.922
634.94,2.997,9.961
634.96,3.197,10.066
634.98,3.399,10.21
635,3.605,10.354
635.02,3.814,10.472
635.04,4.024,10.537
635.06,4.236,10.524
635.08,4.447,10.393
635.1,4.654,10.105
635.12,4.854,9.634
635.14,5.042,8.967
635.16,5.215,8.116
635.18,5.369,7.069
635.2,5.501,5.838
635.22,5.605,4.451
635.24,5.68,2.958
635.26,5.724,1.401
635.28,5.737,-0.183
635.3,5.716,-1.728
635.32,5.666,-3.22
635.34,5.587,-4.621
635.36,5.479,-5.917
635.38,5.349,-7.069
635.4,5.195,-8.05
635.42,5.023,-8.849
635.44,4.838,-9.451
635.46,4.643,-9.883
635.48,4.441,-10.145
635.5,4.235,-10.263
635.52,4.029,-10.263
635.54,3.823,-10.197
635.56,3.621,-10.066
635.58,3.42,-9.896
635.6,3.225,-9.726
635.62,3.032,-9.595
635.64,2.842,-9.516
635.66,2.652,-9.464
635.68,2.463,-9.464
635.7,2.275,-9.53
635.72,2.083,-9.673
635.74,1.888,-9.87
635.76,1.689,-10.105
635.78,1.484,-10.367
635.8,1.274,-10.629
635.82,1.059,-10.865
635.84,0.839,-11.048
635.86,0.616,-11.153
635.88,0.391,-11.14
635.9,0.168,-10.982
635.92,-0.05,-10.655
635.94,-0.261,-10.145
635.96,-0.459,-9.451
635.98,-0.641,-8.6
636,-0.804,-7.592
636.02,-0.947,-6.453
636.04,-1.063,-5.223
636.06,-1.156,-3.94
636.08,-1.222,-2.631
636.1,-1.261,-1.309
636.12,-1.274,-0.026
636.14,-1.261,1.204
636.16,-1.225,2.356
636.18,-1.166,3.403
636.2,-1.087,4.32
636.22,-0.991,5.105
636.24,-0.881,5.76
636.26,-0.759,6.27
636.28,-0.628,6.597
636.3,-0.492,6.741
636.32,-0.357,6.715
636.34,-0.221,6.532
636.36,-0.093,6.205
636.38,0.028,5.747
636.4,0.138,5.21
636.42,0.237,4.595
636.44,0.324,3.914
636.46,0.394,3.181
636.48,0.451,2.435
636.5,0.492,1.702
636.52,0.518,0.995
636.54,0.531,0.327
636.56,0.531,-0.301
636.58,0.518,-0.877
636.6,0.495,-1.388
636.62,0.462,-1.833
636.64,0.421,-2.212
636.66,0.372,-2.526
636.68,0.319,-2.775
636.7,0.261,-2.945
636.72,0.199,-3.024
636.74,0.138,-2.998
636.76,0.079,-2.906
636.78,0.022,-2.749
636.8,-0.033,-2.526
636.82,-0.08,-2.225
636.84,-0.123,-1.859
636.86,-0.156,-1.466
636.88,-0.181,-1.034
636.9,-0.198,-0.576
636.92,-0.204,-0.105
636.94,-0.201,0.353
636.96,-0.19,0.785
636.98,-0.17,1.191
637,-0.141,1.571
637.02,-0.107,1.898
637.04,-0.064,2.173
637.06,-0.019,2.395
637.08,0.031,2.553
637.1,0.085,2.644
637.12,0.138,2.657
637.14,0.192,2.592
637.16,0.243,2.461
637.18,0.291,2.251
637.2,0.335,1.977
637.22,0.371,1.649
637.24,0.401,1.27
637.26,0.423,0.838
637.28,0.435,0.34
637.3,0.437,-0.196
637.32,0.427,-0.746
637.34,0.407,-1.296
637.36,0.375,-1.859
637.38,0.333,-2.435
637.4,0.278,-3.024
637.42,0.212,-3.587
637.44,0.134,-4.084
637.46,0.047,-4.516
637.48,-0.047,-4.869
637.5,-0.149,-5.144
637.52,-0.254,-5.301
637.54,-0.363,-5.328
637.56,-0.47,-5.223
637.58,-0.573,-4.987
637.6,-0.671,-4.621
637.62,-0.76,-4.11
637.64,-0.837,-3.469
637.66,-0.9,-2.736
637.68,-0.947,-1.937
637.7,-0.979,-1.06
637.72,-0.991,-0.131
637.74,-0.983,0.825
637.76,-0.958,1.767
637.78,-0.913,2.697
637.8,-0.85,3.6
637.82,-0.768,4.451
637.84,-0.671,5.249
637.86,-0.558,5.956
637.88,-0.43,6.558
637.9,-0.294,7.042
637.92,-0.148,7.409
637.94,0.005,7.658
637.96,0.16,7.789
637.98,0.317,7.802
638,0.474,7.71
638.02,0.627,7.514
638.04,0.776,7.239
638.06,0.917,6.912
638.08,1.052,6.532
638.1,1.18,6.113
638.12,1.297,5.655
638.14,1.406,5.184
638.16,1.505,4.712
638.18,1.594,4.241
638.2,1.674,3.77
638.22,1.745,3.286
638.24,1.806,2.775
638.26,1.857,2.238
638.28,1.896,1.702
638.3,1.924,1.165
638.32,1.943,0.602
638.34,1.949,0
638.36,1.943,-0.641
638.38,1.924,-1.296
638.4,1.891,-1.99
638.42,1.846,-2.723
638.44,1.783,-3.508
638.46,1.706,-4.359
638.48,1.61,-5.262
638.5,1.495,-6.205
638.52,1.362,-7.147
638.54,1.21,-8.103
638.56,1.038,-9.058
638.58,0.847,-9.975
638.6,0.638,-10.799
638.62,0.413,-11.48
638.64,0.176,-11.977
638.66,-0.069,-12.252
638.68,-0.317,-12.278
638.7,-0.564,-12.03
638.72,-0.803,-11.506
638.74,-1.027,-10.708
638.76,-1.235,-9.66
638.78,-1.417,-8.404
638.8,-1.572,-6.99
638.82,-1.698,-5.445
638.84,-1.792,-3.796
638.86,-1.85,-2.081
638.88,-1.876,-0.327
638.9,-1.865,1.44
638.92,-1.817,3.207
638.94,-1.736,4.948
638.96,-1.619,6.65
638.98,-1.469,8.273
639,-1.286,9.752
639.02,-1.076,11.061
639.04,-0.842,12.174
639.06,-0.586,13.038
639.08,-0.316,13.627
639.1,-0.038,13.954
639.12,0.245,14.059
639.14,0.528,13.954
639.16,0.806,13.679
639.18,1.076,13.299
639.2,1.338,12.867
639.22,1.591,12.422
639.24,1.835,12.004
639.26,2.07,11.65
639.28,2.3,11.362
639.3,2.524,11.126
639.32,2.744,10.956
639.34,2.961,10.878
639.36,3.178,10.865
639.38,3.396,10.878
639.4,3.613,10.878
639.42,3.831,10.865
639.44,4.048,10.799
639.46,4.265,10.629
639.48,4.475,10.341
639.5,4.679,9.909
639.52,4.874,9.307
639.54,5.055,8.495
639.56,5.217,7.501
639.58,5.356,6.336
639.6,5.473,5.04
639.62,5.559,3.626
639.64,5.619,2.147
639.66,5.645,0.654
639.68,5.644,-0.825
639.7,5.612,-2.238
639.72,5.553,-3.574
639.74,5.468,-4.778
639.76,5.36,-5.851
639.78,5.232,-6.781
639.8,5.086,-7.553
639.82,4.928,-8.155
639.84,4.758,-8.561
639.86,4.582,-8.796
639.88,4.405,-8.888
639.9,4.225,-8.875
639.92,4.048,-8.757
639.94,3.874,-8.535
639.96,3.706,-8.26
639.98,3.544,-7.959
640,3.387,-7.658
640.02,3.237,-7.357
640.04,3.093,-7.069
640.06,2.955,-6.82
640.08,2.821,-6.624
640.1,2.691,-6.48
640.12,2.562,-6.362
640.14,2.436,-6.283
640.16,2.312,-6.257
640.18,2.187,-6.296
640.2,2.061,-6.388
640.22,1.932,-6.532
640.24,1.8,-6.728
640.26,1.663,-6.951
640.28,1.522,-7.213
640.3,1.376,-7.501
640.32,1.222,-7.815
640.34,1.063,-8.142
640.36,0.897,-8.469
640.38,0.724,-8.77
640.4,0.545,-9.006
640.42,0.363,-9.163
640.44,0.178,-9.228
640.46,-0.008,-9.202
640.48,-0.192,-9.045
640.5,-0.372,-8.744
640.52,-0.543,-8.299
640.54,-0.705,-7.736
640.56,-0.855,-7.082
640.58,-0.99,-6.322
640.6,-1.109,-5.472
640.62,-1.21,-4.542
640.64,-1.291,-3.574
640.66,-1.352,-2.592
640.68,-1.395,-1.61
640.7,-1.417,-0.628
640.72,-1.42,0.353
640.74,-1.403,1.322
640.76,-1.367,2.265
640.78,-1.312,3.155
640.8,-1.239,3.992
640.82,-1.151,4.778
640.84,-1.048,5.511
640.86,-0.93,6.178
640.88,-0.8,6.741
640.9,-0.658,7.186
640.92,-0.511,7.501
640.94,-0.357,7.684
640.96,-0.201,7.762
640.98,-0.046,7.736
641,0.11,7.618
641.02,0.261,7.409
641.04,0.407,7.121
641.06,0.547,6.768
641.08,0.679,6.362
641.1,0.801,5.943
641.12,0.916,5.524
641.14,1.023,5.092
641.16,1.12,4.647
641.18,1.208,4.202
641.2,1.288,3.77
641.22,1.359,3.338
641.24,1.422,2.919
641.26,1.475,2.526
641.28,1.522,2.147
641.3,1.561,1.78
641.32,1.593,1.414
641.34,1.618,1.06
641.36,1.635,0.694
641.38,1.646,0.314
641.4,1.648,-0.052
641.42,1.643,-0.432
641.44,1.632,-0.838
641.46,1.61,-1.283
641.48,1.58,-1.741
641.5,1.541,-2.225
641.52,1.492,-2.762
641.54,1.431,-3.351
641.56,1.359,-3.979
641.58,1.272,-4.634
641.6,1.173,-5.315
641.62,1.06,-6.008
641.64,0.933,-6.728
641.66,0.792,-7.435
641.68,0.635,-8.116
641.7,0.467,-8.744
641.72,0.284,-9.281
641.74,0.093,-9.7
641.76,-0.105,-9.975
641.78,-0.308,-10.092
641.8,-0.512,-10.027
641.82,-0.712,-9.752
641.84,-0.905,-9.268
641.86,-1.085,-8.587
641.88,-1.25,-7.723
641.9,-1.396,-6.715
641.92,-1.521,-5.563
641.94,-1.621,-4.294
641.96,-1.693,-2.945
641.98,-1.739,-1.558
642,-1.756,-0.131
642.02,-1.745,1.335
642.04,-1.703,2.814
642.06,-1.632,4.28
642.08,-1.532,5.707
642.1,-1.403,7.069
642.12,-1.247,8.325
642.14,-1.068,9.464
642.16,-0.867,10.446
642.18,-0.647,11.218
642.2,-0.415,11.768
642.22,-0.174,12.108
642.24,0.072,12.265
642.26,0.319,12.239
642.28,0.564,12.056
642.3,0.803,11.768
642.32,1.035,11.401
642.34,1.26,10.996
642.36,1.475,10.577
642.38,1.682,10.184
642.4,1.882,9.844
642.42,2.075,9.556
642.44,2.264,9.333
642.46,2.447,9.189
642.48,2.63,9.124
642.5,2.812,9.137
642.52,2.994,9.202
642.54,3.179,9.32
642.56,3.366,9.464
642.58,3.558,9.608
642.6,3.751,9.752
642.62,3.947,9.857
642.64,4.147,9.883
642.66,4.345,9.791
642.68,4.54,9.569
642.7,4.73,9.202
642.72,4.91,8.666
642.74,5.078,7.933
642.76,5.231,7.029
642.78,5.361,5.956
642.8,5.471,4.739
642.82,5.553,3.403
642.84,5.608,1.977
642.86,5.633,0.511
642.88,5.628,-0.969
642.9,5.594,-2.395
642.92,5.531,-3.744
642.94,5.443,-4.987
642.96,5.33,-6.113
642.98,5.196,-7.108
643,5.044,-7.933
643.02,4.876,-8.587
643.04,4.698,-9.058
643.06,4.511,-9.372
643.08,4.321,-9.543
643.1,4.128,-9.582
643.12,3.936,-9.53
643.14,3.746,-9.412
643.16,3.559,-9.268
643.18,3.376,-9.098
643.2,3.195,-8.914
643.22,3.019,-8.757
643.24,2.846,-8.639
643.26,2.673,-8.561
643.28,2.504,-8.522
643.3,2.334,-8.548
643.32,2.163,-8.652
643.34,1.989,-8.796
643.36,1.811,-8.98
643.38,1.63,-9.202
643.4,1.444,-9.451
643.42,1.252,-9.713
643.44,1.056,-9.948
643.46,0.853,-10.145
643.48,0.649,-10.263
643.5,0.441,-10.276
643.52,0.236,-10.171
643.54,0.033,-9.922
643.56,-0.163,-9.53
643.58,-0.35,-8.98
643.6,-0.525,-8.286
643.62,-0.683,-7.448
643.64,-0.825,-6.48
643.66,-0.944,-5.419
643.68,-1.041,-4.294
643.7,-1.117,-3.142
643.72,-1.167,-1.977
643.74,-1.195,-0.825
643.76,-1.2,0.288
643.78,-1.183,1.348
643.8,-1.145,2.317
643.82,-1.089,3.181
643.84,-1.016,3.94
643.86,-0.93,4.595
643.88,-0.831,5.118
643.9,-0.723,5.485
643.92,-0.609,5.707
643.94,-0.493,5.799
643.96,-0.375,5.76
643.98,-0.261,5.576
644,-0.151,5.275
644.02,-0.049,4.896
644.04,0.046,4.451
644.06,0.13,3.94
644.08,0.204,3.39
644.1,0.265,2.814
644.12,0.317,2.238
644.14,0.355,1.676
644.16,0.383,1.139
644.18,0.401,0.641
644.2,0.408,0.183
644.22,0.407,-0.223
644.24,0.399,-0.589
644.26,0.383,-0.916
644.28,0.361,-1.191
644.3,0.335,-1.388
644.32,0.305,-1.518
644.34,0.273,-1.61
644.36,0.24,-1.662
644.38,0.206,-1.649
644.4,0.173,-1.571
644.42,0.143,-1.453
644.44,0.115,-1.322
644.46,0.09,-1.152
644.48,0.068,-0.942
644.5,0.052,-0.707
644.52,0.039,-0.458
644.54,0.033,-0.209
644.56,0.031,0.039
644.58,0.035,0.275
644.6,0.042,0.497
644.62,0.055,0.681
644.64,0.071,0.825
644.66,0.088,0.942
644.68,0.108,1.034
644.7,0.13,1.086
644.72,0.152,1.086
644.74,0.174,1.034
644.76,0.195,0.929
644.78,0.212,0.772
644.8,0.226,0.576
644.82,0.236,0.353
644.84,0.24,0.092
644.86,0.24,-0.223
644.88,0.232,-0.576
644.9,0.217,-0.942
644.92,0.195,-1.309
644.94,0.165,-1.689
644.96,0.127,-2.094
644.98,0.082,-2.487
645,0.027,-2.854
645.02,-0.033,-3.181
645.04,-0.101,-3.456
645.06,-0.173,-3.678
645.08,-0.248,-3.822
645.1,-0.327,-3.901
645.12,-0.405,-3.901
645.14,-0.484,-3.809
645.16,-0.559,-3.613
645.18,-0.63,-3.312
645.2,-0.693,-2.919
645.22,-0.748,-2.435
645.24,-0.792,-1.859
645.26,-0.823,-1.217
645.28,-0.84,-0.537
645.3,-0.845,0.183
645.32,-0.834,0.942
645.34,-0.807,1.715
645.36,-0.765,2.461
645.38,-0.708,3.181
645.4,-0.638,3.862
645.42,-0.553,4.49
645.44,-0.457,5.053
645.46,-0.35,5.537
645.48,-0.234,5.93
645.5,-0.112,6.231
645.52,0.016,6.453
645.54,0.148,6.584
645.56,0.281,6.61
645.58,0.413,6.532
645.6,0.543,6.375
645.62,0.669,6.139
645.64,0.79,5.838
645.66,0.903,5.498
645.68,1.01,5.131
645.7,1.109,4.739
645.72,1.2,4.307
645.74,1.282,3.848
645.76,1.354,3.364
645.78,1.417,2.867
645.8,1.469,2.369
645.82,1.511,1.859
645.84,1.544,1.322
645.86,1.565,0.759
645.88,1.574,0.17
645.9,1.572,-0.432
645.92,1.557,-1.06
645.94,1.53,-1.702
645.96,1.489,-2.382
645.98,1.436,-3.115
646,1.365,-3.901
646.02,1.28,-4.725
646.04,1.177,-5.563
646.06,1.057,-6.414
646.08,0.92,-7.252
646.1,0.767,-8.09
646.12,0.597,-8.875
646.14,0.41,-9.569
646.16,0.212,-10.145
646.18,0.003,-10.564
646.2,-0.214,-10.799
646.22,-0.432,-10.799
646.24,-0.649,-10.551
646.26,-0.858,-10.066
646.28,-1.054,-9.346
646.3,-1.235,-8.43
646.32,-1.393,-7.33
646.34,-1.53,-6.074
646.36,-1.638,-4.699
646.38,-1.718,-3.233
646.4,-1.769,-1.715
646.42,-1.788,-0.144
646.44,-1.775,1.453
646.46,-1.729,3.05
646.48,-1.652,4.621
646.5,-1.544,6.152
646.52,-1.406,7.631
646.54,-1.238,9.006
646.56,-1.043,10.223
646.58,-0.826,11.231
646.6,-0.591,12.03
646.62,-0.342,12.593
646.64,-0.083,12.92
646.66,0.178,13.051
646.68,0.44,12.998
646.7,0.701,12.789
646.72,0.953,12.449
646.74,1.199,12.056
646.76,1.436,11.663
646.78,1.665,11.27
646.8,1.887,10.904
646.82,2.1,10.59
646.84,2.309,10.354
646.86,2.513,10.197
646.88,2.716,10.105
646.9,2.917,10.092
646.92,3.118,10.132
646.94,3.322,10.21
646.96,3.526,10.315
646.98,3.734,10.42
647,3.944,10.485
647.02,4.155,10.459
647.04,4.364,10.328
647.06,4.569,10.066
647.08,4.769,9.634
647.1,4.957,9.019
647.12,5.132,8.207
647.14,5.289,7.213
647.16,5.422,6.048
647.18,5.532,4.725
647.2,5.614,3.299
647.22,5.664,1.793
647.24,5.686,0.275
647.26,5.675,-1.23
647.28,5.636,-2.683
647.3,5.567,-4.045
647.32,5.473,-5.315
647.34,5.353,-6.453
647.36,5.212,-7.435
647.38,5.053,-8.247
647.4,4.88,-8.875
647.42,4.695,-9.333
647.44,4.505,-9.621
647.46,4.309,-9.752
647.48,4.112,-9.765
647.5,3.918,-9.673
647.52,3.724,-9.53
647.54,3.536,-9.346
647.56,3.351,-9.137
647.58,3.17,-8.94
647.6,2.994,-8.783
647.62,2.82,-8.679
647.64,2.647,-8.613
647.66,2.476,-8.6
647.68,2.304,-8.652
647.7,2.13,-8.77
647.72,1.954,-8.927
647.74,1.773,-9.124
647.76,1.59,-9.346
647.78,1.4,-9.582
647.8,1.206,-9.831
647.82,1.007,-10.066
647.84,0.803,-10.249
647.86,0.595,-10.341
647.88,0.388,-10.328
647.9,0.181,-10.197
647.92,-0.022,-9.922
647.94,-0.218,-9.49
647.96,-0.404,-8.914
647.98,-0.576,-8.181
648,-0.734,-7.291
648.02,-0.87,-6.27
648.04,-0.985,-5.171
648.06,-1.078,-4.032
648.08,-1.147,-2.854
648.1,-1.192,-1.662
648.12,-1.213,-0.511
648.14,-1.211,0.576
648.16,-1.189,1.597
648.18,-1.147,2.539
648.2,-1.085,3.39
648.22,-1.01,4.123
648.24,-0.919,4.725
648.26,-0.818,5.197
648.28,-0.71,5.537
648.3,-0.595,5.747
648.32,-0.478,5.799
648.34,-0.361,5.707
648.36,-0.248,5.498
648.38,-0.14,5.197
648.4,-0.039,4.817
648.42,0.053,4.385
648.44,0.137,3.901
648.46,0.21,3.364
648.48,0.272,2.801
648.5,0.322,2.225
648.52,0.361,1.676
648.54,0.388,1.152
648.56,0.407,0.668
648.58,0.415,0.223
648.6,0.415,-0.196
648.62,0.407,-0.563
648.64,0.391,-0.877
648.66,0.371,-1.126
648.68,0.346,-1.322
648.7,0.317,-1.466
648.72,0.286,-1.558
648.74,0.254,-1.597
648.76,0.221,-1.584
648.78,0.19,-1.518
648.8,0.16,-1.401
648.82,0.134,-1.244
648.84,0.11,-1.06
648.86,0.091,-0.864
648.88,0.075,-0.654
648.9,0.064,-0.432
648.92,0.058,-0.209
648.94,0.057,0
648.96,0.058,0.209
648.98,0.064,0.406
649,0.075,0.563
649.02,0.088,0.681
649.04,0.102,0.772
649.06,0.119,0.851
649.08,0.137,0.89
649.1,0.156,0.877
649.12,0.173,0.812
649.14,0.188,0.694
649.16,0.201,0.55
649.18,0.21,0.38
649.2,0.217,0.157
649.22,0.218,-0.118
649.24,0.212,-0.419
649.26,0.201,-0.733
649.28,0.184,-1.073
649.3,0.159,-1.44
649.32,0.126,-1.82
649.34,0.086,-2.199
649.36,0.038,-2.566
649.38,-0.017,-2.893
649.4,-0.079,-3.181
649.42,-0.145,-3.43
649.44,-0.217,-3.613
649.46,-0.291,-3.718
649.48,-0.366,-3.744
649.5,-0.441,-3.704
649.52,-0.515,-3.56
649.54,-0.586,-3.312
649.56,-0.649,-2.958
649.58,-0.705,-2.513
649.6,-0.751,-1.99
649.62,-0.785,-1.401
649.64,-0.807,-0.772
649.66,-0.817,-0.105
649.68,-0.812,0.602
649.7,-0.793,1.322
649.72,-0.759,2.029
649.74,-0.712,2.71
649.76,-0.65,3.364
649.78,-0.576,3.992
649.8,-0.49,4.568
649.82,-0.393,5.079
649.84,-0.286,5.511
649.86,-0.171,5.864
649.88,-0.05,6.126
649.9,0.075,6.296
649.92,0.203,6.375
649.94,0.331,6.375
649.96,0.459,6.283
649.98,0.584,6.1
650,0.704,5.851
650.02,0.818,5.55
650.04,0.927,5.21
650.06,1.027,4.817
650.08,1.12,4.398
650.1,1.203,3.953
650.12,1.279,3.495
650.14,1.343,3.024
650.16,1.4,2.539
650.18,1.445,2.029
650.2,1.481,1.479
650.22,1.505,0.916
650.24,1.517,0.327
650.26,1.519,-0.275
650.28,1.506,-0.916
650.3,1.483,-1.584
650.32,1.444,-2.278
650.34,1.392,-3.024
650.36,1.324,-3.796
650.38,1.239,-4.608
650.4,1.14,-5.432
650.42,1.023,-6.27
650.44,0.889,-7.121
650.46,0.738,-7.946
650.48,0.57,-8.718
650.5,0.388,-9.399
650.52,0.193,-9.948
650.54,-0.013,-10.354
650.56,-0.223,-10.577
650.58,-0.438,-10.577
650.6,-0.65,-10.328
650.62,-0.855,-9.831
650.64,-1.046,-9.124
650.66,-1.222,-8.221
650.68,-1.378,-7.134
650.7,-1.51,-5.877
650.72,-1.615,-4.503
650.74,-1.69,-3.05
650.76,-1.737,-1.545
650.78,-1.753,0.013
650.8,-1.737,1.597
650.82,-1.689,3.168
650.84,-1.61,4.699
650.86,-1.5,6.192
650.88,-1.362,7.631
650.9,-1.194,8.954
650.92,-1.001,10.119
650.94,-0.787,11.1
650.96,-0.554,11.886
650.98,-0.308,12.435
651,-0.053,12.737
651.02,0.204,12.828
651.04,0.462,12.75
651.06,0.716,12.527
651.08,0.964,12.187
651.1,1.205,11.781
651.12,1.436,11.362
651.14,1.659,10.956
651.16,1.874,10.59
651.18,2.081,10.289
651.2,2.284,10.066
651.22,2.483,9.909
651.24,2.68,9.804
651.26,2.875,9.765
651.28,3.069,9.791
651.3,3.266,9.857
651.32,3.464,9.935
651.34,3.663,10.014
651.36,3.864,10.066
651.38,4.067,10.066
651.4,4.268,9.975
651.42,4.467,9.752
651.44,4.661,9.372
651.46,4.844,8.81
651.48,5.016,8.09
651.5,5.169,7.199
651.52,5.306,6.139
651.54,5.418,4.922
651.56,5.504,3.587
651.58,5.562,2.186
651.6,5.592,0.746
651.62,5.592,-0.694
651.64,5.564,-2.081
651.66,5.507,-3.39
651.68,5.427,-4.608
651.7,5.322,-5.694
651.72,5.196,-6.637
651.74,5.055,-7.409
651.76,4.898,-8.024
651.78,4.731,-8.469
651.8,4.557,-8.744
651.82,4.379,-8.875
651.84,4.2,-8.888
651.86,4.023,-8.81
651.88,3.847,-8.652
651.9,3.676,-8.43
651.92,3.509,-8.168
651.94,3.349,-7.906
651.96,3.193,-7.645
651.98,3.043,-7.396
652,2.898,-7.186
652.02,2.757,-7.029
652.04,2.617,-6.925
652.06,2.48,-6.846
652.08,2.344,-6.82
652.1,2.209,-6.859
652.12,2.07,-6.951
652.14,1.931,-7.095
652.16,1.788,-7.278
652.18,1.64,-7.514
652.2,1.488,-7.775
652.22,1.329,-8.037
652.24,1.166,-8.299
652.26,0.997,-8.561
652.28,0.823,-8.81
652.3,0.644,-9.006
652.32,0.462,-9.137
652.34,0.278,-9.176
652.36,0.093,-9.111
652.38,-0.088,-8.914
652.4,-0.265,-8.587
652.42,-0.434,-8.142
652.44,-0.592,-7.579
652.46,-0.738,-6.898
652.48,-0.87,-6.1
652.5,-0.983,-5.223
652.52,-1.079,-4.307
652.54,-1.156,-3.364
652.56,-1.214,-2.395
652.58,-1.252,-1.427
652.6,-1.271,-0.484
652.62,-1.271,0.419
652.64,-1.253,1.27
652.66,-1.219,2.068
652.68,-1.17,2.814
652.7,-1.106,3.495
652.72,-1.029,4.097
652.74,-0.941,4.621
652.76,-0.844,5.079
652.78,-0.737,5.459
652.8,-0.624,5.747
652.82,-0.506,5.93
652.84,-0.385,6.021
652.86,-0.264,6.021
652.88,-0.143,5.956
652.9,-0.025,5.825
652.92,0.091,5.616
652.94,0.201,5.341
652.96,0.305,5.027
652.98,0.402,4.686
653,0.493,4.32
653.02,0.575,3.94
653.04,0.65,3.56
653.06,0.718,3.181
653.08,0.778,2.788
653.1,0.829,2.395
653.12,0.873,2.003
653.14,0.909,1.636
653.16,0.938,1.283
653.18,0.961,0.942
653.2,0.975,0.602
653.22,0.985,0.275
653.24,0.986,-0.039
653.26,0.983,-0.353
653.28,0.972,-0.654
653.3,0.957,-0.956
653.32,0.935,-1.257
653.34,0.906,-1.571
653.36,0.872,-1.885
653.38,0.831,-2.199
653.4,0.784,-2.513
653.42,0.73,-2.841
653.44,0.671,-3.181
653.46,0.603,-3.508
653.48,0.529,-3.822
653.5,0.451,-4.123
653.52,0.364,-4.411
653.54,0.273,-4.673
653.56,0.178,-4.896
653.58,0.077,-5.079
653.6,-0.027,-5.21
653.62,-0.132,-5.288
653.64,-0.239,-5.315
653.66,-0.346,-5.275
653.68,-0.451,-5.144
653.7,-0.553,-4.935
653.72,-0.649,-4.647
653.74,-0.74,-4.294
653.76,-0.822,-3.862
653.78,-0.895,-3.351
653.8,-0.957,-2.775
653.82,-1.007,-2.147
653.84,-1.043,-1.466
653.86,-1.067,-0.733
