Time (s) Auto,Angle (rad) Minus pi/4,Angular Velocity (rad/s) Minus pi/4
1367.82,-0.913,-0.419
1367.84,-0.914,0.223
1367.86,-0.903,0.877
1367.88,-0.88,1.532
1367.9,-0.842,2.199
1367.92,-0.792,2.854
1367.94,-0.727,3.469
1367.96,-0.652,4.032
1367.98,-0.565,4.555
1368,-0.47,5.027
1368.02,-0.363,5.419
1368.04,-0.251,5.72
1368.06,-0.134,5.943
1368.08,-0.013,6.1
1368.1,0.112,6.178
1368.12,0.236,6.178
1368.14,0.36,6.087
1368.16,0.481,5.93
1368.18,0.597,5.72
1368.2,0.71,5.459
1368.22,0.817,5.157
1368.24,0.916,4.817
1368.26,1.01,4.464
1368.28,1.095,4.084
1368.3,1.173,3.678
1368.32,1.243,3.259
1368.34,1.304,2.827
1368.36,1.356,2.395
1368.38,1.4,1.95
1368.4,1.434,1.492
1368.42,1.459,1.008
1368.44,1.475,0.497
1368.46,1.48,-0.039
1368.48,1.473,-0.602
1368.5,1.456,-1.178
1368.52,1.426,-1.78
1368.54,1.385,-2.422
1368.56,1.33,-3.102
1368.58,1.261,-3.822
1368.6,1.178,-4.568
1368.62,1.079,-5.341
1368.64,0.964,-6.126
1368.66,0.834,-6.912
1368.68,0.688,-7.671
1368.7,0.526,-8.378
1368.72,0.352,-8.993
1368.74,0.165,-9.49
1368.76,-0.03,-9.857
1368.78,-0.231,-10.053
1368.8,-0.435,-10.04
1368.82,-0.636,-9.804
1368.84,-0.829,-9.359
1368.86,-1.013,-8.718
1368.88,-1.181,-7.867
1368.9,-1.33,-6.846
1368.92,-1.456,-5.694
1368.94,-1.56,-4.424
1368.96,-1.635,-3.063
1368.98,-1.682,-1.623
1369,-1.701,-0.157
1369.02,-1.689,1.335
1369.04,-1.648,2.827
1369.06,-1.576,4.307
1369.08,-1.475,5.76
1369.1,-1.345,7.134
1369.12,-1.188,8.404
1369.14,-1.007,9.53
1369.16,-0.804,10.498
1369.18,-0.584,11.27
1369.2,-0.35,11.82
1369.22,-0.108,12.148
1369.24,0.138,12.265
1369.26,0.385,12.213
1369.28,0.628,12.03
1369.3,0.867,11.742
1369.32,1.1,11.375
1369.34,1.323,10.969
1369.36,1.538,10.564
1369.38,1.745,10.184
1369.4,1.945,9.844
1369.42,2.138,9.569
1369.44,2.326,9.359
1369.46,2.512,9.215
1369.48,2.694,9.137
1369.5,2.876,9.111
1369.52,3.058,9.137
1369.54,3.241,9.202
1369.56,3.426,9.294
1369.58,3.613,9.386
1369.6,3.801,9.451
1369.62,3.991,9.477
1369.64,4.181,9.425
1369.66,4.37,9.255
1369.68,4.554,8.954
1369.7,4.73,8.495
1369.72,4.896,7.88
1369.74,5.047,7.108
1369.76,5.182,6.178
1369.78,5.297,5.092
1369.8,5.388,3.875
1369.82,5.452,2.592
1369.84,5.492,1.27
1369.86,5.504,-0.065
1369.88,5.488,-1.388
1369.9,5.448,-2.644
1369.92,5.382,-3.822
1369.94,5.294,-4.896
1369.96,5.184,-5.825
1369.98,5.058,-6.61
1370,4.918,-7.252
1370.02,4.766,-7.749
1370.04,4.606,-8.077
1370.06,4.441,-8.26
1370.08,4.274,-8.325
1370.1,4.106,-8.286
1370.12,3.941,-8.142
1370.14,3.779,-7.933
1370.16,3.624,-7.697
1370.18,3.471,-7.435
1370.2,3.325,-7.16
1370.22,3.186,-6.885
1370.24,3.05,-6.637
1370.26,2.92,-6.414
1370.28,2.794,-6.218
1370.3,2.672,-6.061
1370.32,2.553,-5.956
1370.34,2.435,-5.904
1370.36,2.317,-5.904
1370.38,2.199,-5.943
1370.4,2.08,-6.008
1370.42,1.959,-6.126
1370.44,1.836,-6.296
1370.46,1.707,-6.519
1370.48,1.576,-6.781
1370.5,1.437,-7.069
1370.52,1.293,-7.396
1370.54,1.142,-7.723
1370.56,0.983,-8.05
1370.58,0.82,-8.364
1370.6,0.649,-8.639
1370.62,0.473,-8.849
1370.64,0.294,-8.967
1370.66,0.113,-8.993
1370.68,-0.068,-8.901
1370.7,-0.245,-8.692
1370.72,-0.416,-8.351
1370.74,-0.581,-7.88
1370.76,-0.734,-7.291
1370.78,-0.873,-6.597
1370.8,-0.999,-5.825
1370.82,-1.107,-4.974
1370.84,-1.199,-4.071
1370.86,-1.271,-3.142
1370.88,-1.324,-2.186
1370.9,-1.359,-1.217
1370.92,-1.373,-0.249
1370.94,-1.368,0.694
1370.96,-1.345,1.597
1370.98,-1.304,2.461
1371,-1.246,3.299
1371.02,-1.172,4.097
1371.04,-1.081,4.83
1371.06,-0.977,5.485
1371.08,-0.861,6.061
1371.1,-0.734,6.545
1371.12,-0.597,6.925
1371.14,-0.456,7.186
1371.16,-0.308,7.33
1371.18,-0.16,7.357
1371.2,-0.013,7.278
1371.22,0.132,7.121
1371.24,0.273,6.898
1371.26,0.408,6.61
1371.28,0.539,6.27
1371.3,0.66,5.89
1371.32,0.774,5.485
1371.34,0.88,5.079
1371.36,0.977,4.66
1371.38,1.067,4.241
1371.4,1.147,3.809
1371.42,1.219,3.377
1371.44,1.282,2.971
1371.46,1.337,2.579
1371.48,1.385,2.186
1371.5,1.425,1.793
1371.52,1.456,1.414
1371.54,1.481,1.034
1371.56,1.499,0.641
1371.58,1.506,0.249
1371.6,1.508,-0.131
1371.62,1.502,-0.524
1371.64,1.488,-0.942
1371.66,1.464,-1.388
1371.68,1.433,-1.859
1371.7,1.39,-2.356
1371.72,1.338,-2.893
1371.74,1.275,-3.456
1371.76,1.2,-4.058
1371.78,1.114,-4.673
1371.8,1.013,-5.315
1371.82,0.902,-5.969
1371.84,0.774,-6.624
1371.86,0.636,-7.252
1371.88,0.484,-7.828
1371.9,0.322,-8.338
1371.92,0.149,-8.757
1371.94,-0.03,-9.058
1371.96,-0.215,-9.215
1371.98,-0.401,-9.215
1372,-0.586,-9.032
1372.02,-0.765,-8.679
1372.04,-0.935,-8.142
1372.06,-1.093,-7.448
1372.08,-1.235,-6.597
1372.1,-1.359,-5.616
1372.12,-1.461,-4.529
1372.14,-1.541,-3.338
1372.16,-1.596,-2.068
1372.18,-1.624,-0.746
1372.2,-1.626,0.589
1372.22,-1.601,1.937
1372.24,-1.549,3.286
1372.26,-1.469,4.621
1372.28,-1.363,5.904
1372.3,-1.232,7.108
1372.32,-1.078,8.221
1372.34,-0.902,9.189
1372.36,-0.707,9.988
1372.38,-0.5,10.603
1372.4,-0.281,11.035
1372.42,-0.055,11.27
1372.44,0.173,11.323
1372.46,0.399,11.218
1372.48,0.624,11.009
1372.5,0.84,10.708
1372.52,1.052,10.341
1372.54,1.255,9.935
1372.56,1.45,9.516
1372.58,1.635,9.124
1372.6,1.814,8.757
1372.62,1.985,8.443
1372.64,2.15,8.194
1372.66,2.312,8.011
1372.68,2.471,7.88
1372.7,2.626,7.815
1372.72,2.782,7.815
1372.74,2.939,7.841
1372.76,3.096,7.893
1372.78,3.253,7.985
1372.8,3.415,8.09
1372.82,3.578,8.181
1372.84,3.742,8.247
1372.86,3.908,8.299
1372.88,4.075,8.286
1372.9,4.241,8.168
1372.92,4.403,7.946
1372.94,4.56,7.605
1372.96,4.709,7.134
1372.98,4.847,6.519
1373,4.972,5.773
1373.02,5.08,4.909
1373.04,5.169,3.94
1373.06,5.239,2.88
1373.08,5.286,1.754
1373.1,5.309,0.602
1373.12,5.309,-0.537
1373.14,5.287,-1.636
1373.16,5.243,-2.683
1373.18,5.179,-3.652
1373.2,5.096,-4.516
1373.22,4.997,-5.249
1373.24,4.884,-5.851
1373.26,4.761,-6.322
1373.28,4.629,-6.663
1373.3,4.492,-6.885
1373.32,4.353,-6.99
1373.34,4.211,-6.99
1373.36,4.072,-6.885
1373.38,3.935,-6.715
1373.4,3.803,-6.493
1373.42,3.674,-6.218
1373.44,3.553,-5.904
1373.46,3.438,-5.576
1373.48,3.33,-5.249
1373.5,3.228,-4.922
1373.52,3.134,-4.608
1373.54,3.044,-4.307
1373.56,2.961,-4.019
1373.58,2.884,-3.744
1373.6,2.812,-3.508
1373.62,2.744,-3.299
1373.64,2.68,-3.115
1373.66,2.62,-2.971
1373.68,2.562,-2.867
1373.7,2.505,-2.801
1373.72,2.45,-2.762
1373.74,2.395,-2.762
1373.76,2.34,-2.814
1373.78,2.284,-2.906
1373.8,2.224,-3.037
1373.82,2.163,-3.207
1373.84,2.097,-3.43
1373.86,2.026,-3.731
1373.88,1.949,-4.097
1373.9,1.863,-4.516
1373.92,1.769,-4.987
1373.94,1.665,-5.524
1373.96,1.549,-6.139
1373.98,1.42,-6.82
1374,1.277,-7.527
1374.02,1.118,-8.26
1374.04,0.947,-8.993
1374.06,0.759,-9.713
1374.08,0.558,-10.38
1374.1,0.342,-10.943
1374.12,0.118,-11.375
1374.14,-0.115,-11.624
1374.16,-0.35,-11.676
1374.18,-0.584,-11.506
1374.2,-0.814,-11.1
1374.22,-1.032,-10.459
1374.24,-1.235,-9.608
1374.26,-1.418,-8.6
1374.28,-1.58,-7.448
1374.3,-1.718,-6.152
1374.32,-1.828,-4.739
1374.34,-1.909,-3.246
1374.36,-1.959,-1.715
1374.38,-1.978,-0.144
1374.4,-1.965,1.466
1374.42,-1.92,3.089
1374.44,-1.841,4.699
1374.46,-1.731,6.27
1374.48,-1.59,7.789
1374.5,-1.418,9.228
1374.52,-1.219,10.537
1374.54,-0.994,11.663
1374.56,-0.749,12.566
1374.58,-0.489,13.234
1374.6,-0.217,13.653
1374.62,0.061,13.823
1374.64,0.339,13.784
1374.66,0.614,13.587
1374.68,0.884,13.286
1374.7,1.147,12.907
1374.72,1.401,12.501
1374.74,1.646,12.108
1374.76,1.885,11.755
1374.78,2.116,11.48
1374.8,2.342,11.284
1374.82,2.567,11.179
1374.84,2.788,11.166
1374.86,3.011,11.231
1374.88,3.237,11.362
1374.9,3.465,11.532
1374.92,3.698,11.716
1374.94,3.935,11.873
1374.96,4.174,11.951
1374.98,4.414,11.912
1375,4.653,11.716
1375.02,4.885,11.31
1375.04,5.108,10.668
1375.06,5.316,9.778
1375.08,5.503,8.652
1375.1,5.664,7.317
1375.12,5.798,5.812
1375.14,5.898,4.163
1375.16,5.966,2.422
1375.18,5.996,0.641
1375.2,5.991,-1.126
1375.22,5.95,-2.854
1375.24,5.876,-4.542
1375.26,5.768,-6.139
1375.28,5.628,-7.592
1375.3,5.462,-8.862
1375.32,5.272,-9.935
1375.34,5.061,-10.799
1375.36,4.836,-11.454
1375.38,4.601,-11.912
1375.4,4.357,-12.187
1375.42,4.111,-12.305
1375.44,3.864,-12.305
1375.46,3.618,-12.252
1375.48,3.374,-12.174
1375.5,3.131,-12.095
1375.52,2.89,-12.069
1375.54,2.65,-12.121
1375.56,2.406,-12.265
1375.58,2.16,-12.475
1375.6,1.909,-12.737
1375.62,1.651,-13.051
1375.64,1.387,-13.391
1375.66,1.115,-13.718
1375.68,0.837,-13.967
1375.7,0.554,-14.072
1375.72,0.272,-13.98
1375.74,-0.008,-13.679
1375.76,-0.278,-13.142
1375.78,-0.537,-12.357
1375.8,-0.776,-11.323
1375.82,-0.993,-10.053
1375.84,-1.181,-8.613
1375.86,-1.338,-7.029
1375.88,-1.464,-5.354
1375.9,-1.554,-3.613
1375.92,-1.608,-1.859
1375.94,-1.627,-0.131
1375.96,-1.613,1.558
1375.98,-1.565,3.194
1376,-1.484,4.739
1376.02,-1.373,6.152
1376.04,-1.236,7.422
1376.06,-1.074,8.508
1376.08,-0.892,9.386
1376.1,-0.696,10.014
1376.12,-0.489,10.393
1376.14,-0.276,10.511
1376.16,-0.064,10.367
1376.18,0.141,10.001
1376.2,0.338,9.464
1376.22,0.522,8.77
1376.24,0.691,7.933
1376.26,0.84,6.99
1376.28,0.971,5.982
1376.3,1.081,4.948
1376.32,1.169,3.875
1376.34,1.236,2.788
1376.36,1.28,1.715
1376.38,1.304,0.668
1376.4,1.307,-0.34
1376.42,1.29,-1.322
1376.44,1.253,-2.265
1376.46,1.199,-3.155
1376.48,1.126,-3.992
1376.5,1.038,-4.778
1376.52,0.935,-5.498
1376.54,0.817,-6.139
1376.56,0.688,-6.689
1376.58,0.548,-7.134
1376.6,0.401,-7.461
1376.62,0.248,-7.631
1376.64,0.093,-7.645
1376.66,-0.06,-7.487
1376.68,-0.209,-7.16
1376.7,-0.349,-6.676
1376.72,-0.478,-6.034
1376.74,-0.592,-5.249
1376.76,-0.69,-4.32
1376.78,-0.767,-3.286
1376.8,-0.822,-2.199
1376.82,-0.855,-1.086
1376.84,-0.866,0.039
1376.86,-0.853,1.165
1376.88,-0.818,2.251
1376.9,-0.762,3.259
1376.92,-0.686,4.176
1376.94,-0.594,4.987
1376.96,-0.485,5.681
1376.98,-0.364,6.244
1377,-0.234,6.663
1377.02,-0.096,6.938
1377.04,0.046,7.055
1377.06,0.188,7.029
1377.08,0.328,6.872
1377.1,0.465,6.597
1377.12,0.594,6.205
1377.14,0.715,5.707
1377.16,0.823,5.131
1377.18,0.92,4.477
1377.2,1.004,3.757
1377.22,1.071,2.971
1377.24,1.123,2.16
1377.26,1.158,1.322
1377.28,1.177,0.458
1377.3,1.177,-0.432
1377.32,1.159,-1.361
1377.34,1.123,-2.304
1377.36,1.067,-3.246
1377.38,0.993,-4.176
1377.4,0.9,-5.092
1377.42,0.789,-5.995
1377.44,0.66,-6.846
1377.46,0.514,-7.618
1377.48,0.353,-8.273
1377.5,0.181,-8.77
1377.52,7.69E-15,-9.084
1377.54,-0.185,-9.202
1377.56,-0.371,-9.124
1377.58,-0.553,-8.823
1377.6,-0.727,-8.299
1377.62,-0.888,-7.579
1377.64,-1.032,-6.676
1377.66,-1.158,-5.616
1377.68,-1.258,-4.411
1377.7,-1.335,-3.102
1377.72,-1.384,-1.728
1377.74,-1.404,-0.301
1377.76,-1.396,1.139
1377.78,-1.359,2.579
1377.8,-1.293,3.992
1377.82,-1.199,5.341
1377.84,-1.078,6.597
1377.86,-0.933,7.736
1377.88,-0.767,8.744
1377.9,-0.581,9.582
1377.92,-0.38,10.223
1377.94,-0.17,10.655
1377.96,0.049,10.891
1377.98,0.269,10.943
1378,0.489,10.839
1378.02,0.704,10.616
1378.04,0.914,10.289
1378.06,1.117,9.896
1378.08,1.31,9.451
1378.1,1.495,8.993
1378.12,1.67,8.535
1378.14,1.836,8.09
1378.16,1.993,7.671
1378.18,2.143,7.265
1378.2,2.284,6.898
1378.22,2.417,6.571
1378.24,2.546,6.27
1378.26,2.669,5.995
1378.28,2.785,5.733
1378.3,2.898,5.498
1378.32,3.005,5.275
1378.34,3.109,5.053
1378.36,3.208,4.83
1378.38,3.302,4.595
1378.4,3.391,4.359
1378.42,3.476,4.123
1378.44,3.556,3.875
1378.46,3.632,3.613
1378.48,3.701,3.338
1378.5,3.765,3.05
1378.52,3.823,2.749
1378.54,3.875,2.448
1378.56,3.921,2.173
1378.58,3.962,1.911
1378.6,3.998,1.649
1378.62,4.028,1.388
1378.64,4.053,1.165
1378.66,4.073,0.995
1378.68,4.092,0.864
1378.7,4.108,0.759
1378.72,4.122,0.668
1378.74,4.134,0.615
1378.76,4.145,0.615
1378.78,4.158,0.654
1378.8,4.172,0.72
1378.82,4.186,0.812
1378.84,4.203,0.929
1378.86,4.224,1.073
1378.88,4.246,1.23
1378.9,4.273,1.401
1378.92,4.302,1.584
1378.94,4.335,1.767
1378.96,4.373,1.963
1378.98,4.414,2.147
1379,4.459,2.317
1379.02,4.507,2.474
1379.04,4.558,2.605
1379.06,4.612,2.697
1379.08,4.667,2.736
1379.1,4.722,2.749
1379.12,4.777,2.723
1379.14,4.832,2.644
1379.16,4.884,2.487
1379.18,4.932,2.278
1379.2,4.975,2.029
1379.22,5.014,1.728
1379.24,5.045,1.361
1379.26,5.069,0.942
1379.28,5.083,0.497
1379.3,5.089,0.039
1379.32,5.085,-0.445
1379.34,5.072,-0.956
1379.36,5.047,-1.466
1379.38,5.012,-1.977
1379.4,4.968,-2.474
1379.42,4.913,-2.971
1379.44,4.849,-3.469
1379.46,4.775,-3.953
1379.48,4.69,-4.411
1379.5,4.598,-4.83
1379.52,4.497,-5.21
1379.54,4.389,-5.563
1379.56,4.274,-5.89
1379.58,4.153,-6.178
1379.6,4.026,-6.44
1379.62,3.896,-6.663
1379.64,3.759,-6.859
1379.66,3.621,-7.042
1379.68,3.478,-7.213
1379.7,3.332,-7.383
1379.72,3.182,-7.553
1379.74,3.03,-7.749
1379.76,2.873,-7.985
1379.78,2.711,-8.26
1379.8,2.543,-8.561
1379.82,2.369,-8.901
1379.84,2.188,-9.281
1379.86,1.998,-9.713
1379.88,1.8,-10.171
1379.9,1.591,-10.629
1379.92,1.374,-11.087
1379.94,1.148,-11.506
1379.96,0.913,-11.873
1379.98,0.672,-12.134
1380,0.426,-12.239
1380.02,0.179,-12.148
1380.04,-0.063,-11.833
1380.06,-0.297,-11.31
1380.08,-0.518,-10.551
1380.1,-0.723,-9.556
1380.12,-0.903,-8.364
1380.14,-1.059,-7.016
1380.16,-1.186,-5.55
1380.18,-1.282,-3.992
1380.2,-1.346,-2.382
1380.22,-1.378,-0.759
1380.24,-1.376,0.851
1380.26,-1.343,2.395
1380.28,-1.279,3.848
1380.3,-1.188,5.197
1380.32,-1.07,6.427
1380.34,-0.928,7.501
1380.36,-0.767,8.378
1380.38,-0.591,9.032
1380.4,-0.402,9.451
1380.42,-0.209,9.647
1380.44,-0.014,9.621
1380.46,0.179,9.399
1380.48,0.364,8.993
1380.5,0.54,8.43
1380.52,0.704,7.749
1380.54,0.851,6.951
1380.56,0.983,6.061
1380.58,1.095,5.105
1380.6,1.188,4.11
1380.62,1.26,3.102
1380.64,1.312,2.068
1380.66,1.343,1.034
1380.68,1.352,0
1380.7,1.343,-1.021
1380.72,1.312,-2.029
1380.74,1.261,-3.024
1380.76,1.191,-3.992
1380.78,1.101,-4.935
1380.8,0.993,-5.812
1380.82,0.867,-6.624
1380.84,0.727,-7.343
1380.86,0.572,-7.959
1380.88,0.407,-8.443
1380.9,0.232,-8.77
1380.92,0.053,-8.927
1380.94,-0.127,-8.875
1380.96,-0.305,-8.613
1380.98,-0.474,-8.142
1381,-0.633,-7.474
1381.02,-0.776,-6.637
1381.04,-0.9,-5.642
1381.06,-1.004,-4.516
1381.08,-1.082,-3.272
1381.1,-1.136,-1.95
1381.12,-1.161,-0.602
1381.14,-1.159,0.759
1381.16,-1.131,2.094
1381.18,-1.074,3.403
1381.2,-0.994,4.647
1381.22,-0.888,5.799
1381.24,-0.76,6.833
1381.26,-0.613,7.71
1381.28,-0.449,8.417
1381.3,-0.273,8.94
1381.32,-0.09,9.281
1381.34,0.101,9.425
1381.36,0.291,9.399
1381.38,0.478,9.228
1381.4,0.661,8.94
1381.42,0.837,8.548
1381.44,1.004,8.063
1381.46,1.161,7.514
1381.48,1.305,6.912
1381.5,1.437,6.283
1381.52,1.557,5.642
1381.54,1.663,4.961
1381.56,1.756,4.254
1381.58,1.833,3.547
1381.6,1.898,2.841
1381.62,1.948,2.107
1381.64,1.982,1.335
1381.66,2.001,0.563
1381.68,2.004,-0.209
1381.7,1.993,-1.008
1381.72,1.965,-1.846
1381.74,1.92,-2.71
1381.76,1.857,-3.6
1381.78,1.777,-4.516
1381.8,1.676,-5.445
1381.82,1.558,-6.375
1381.84,1.422,-7.304
1381.86,1.266,-8.247
1381.88,1.092,-9.163
1381.9,0.898,-10.001
1381.92,0.69,-10.721
1381.94,0.468,-11.297
1381.96,0.236,-11.689
1381.98,-0.003,-11.86
1382,-0.242,-11.768
1382.02,-0.478,-11.414
1382.04,-0.702,-10.799
1382.06,-0.913,-9.922
1382.08,-1.103,-8.823
1382.1,-1.268,-7.527
1382.12,-1.406,-6.074
1382.14,-1.513,-4.503
1382.16,-1.587,-2.841
1382.18,-1.627,-1.126
1382.2,-1.632,0.602
1382.22,-1.602,2.304
1382.24,-1.539,3.966
1382.26,-1.444,5.603
1382.28,-1.315,7.16
1382.3,-1.155,8.574
1382.32,-0.969,9.804
1382.34,-0.76,10.839
1382.36,-0.533,11.65
1382.38,-0.291,12.213
1382.4,-0.041,12.527
1382.42,0.214,12.619
1382.44,0.467,12.514
1382.46,0.716,12.239
1382.48,0.958,11.833
1382.5,1.191,11.349
1382.52,1.412,10.825
1382.54,1.624,10.289
1382.56,1.824,9.765
1382.58,2.014,9.281
1382.6,2.194,8.836
1382.62,2.367,8.417
1382.64,2.531,8.037
1382.66,2.688,7.71
1382.68,2.838,7.422
1382.7,2.985,7.147
1382.72,3.124,6.885
1382.74,3.259,6.637
1382.76,3.39,6.388
1382.78,3.515,6.126
1382.8,3.635,5.864
1382.82,3.749,5.603
1382.84,3.859,5.328
1382.86,3.963,5.013
1382.88,4.061,4.673
1382.9,4.15,4.307
1382.92,4.233,3.927
1382.94,4.307,3.534
1382.96,4.375,3.129
1382.98,4.433,2.723
1383,4.483,2.317
1383.02,4.525,1.924
1383.04,4.56,1.545
1383.06,4.587,1.191
1383.08,4.607,0.864
1383.1,4.621,0.563
1383.12,4.629,0.301
1383.14,4.632,0.092
1383.16,4.632,-0.065
1383.18,4.629,-0.196
1383.2,4.624,-0.301
1383.22,4.617,-0.353
1383.24,4.609,-0.367
1383.26,4.602,-0.34
1383.28,4.595,-0.288
1383.3,4.59,-0.209
1383.32,4.587,-0.118
1383.34,4.585,-0.026
1383.36,4.585,0.092
1383.38,4.588,0.236
1383.4,4.595,0.38
1383.42,4.604,0.511
1383.44,4.615,0.628
1383.46,4.629,0.72
1383.48,4.645,0.785
1383.5,4.661,0.838
1383.52,4.678,0.877
1383.54,4.697,0.89
1383.56,4.714,0.851
1383.58,4.731,0.772
1383.6,4.745,0.681
1383.62,4.758,0.563
1383.64,4.769,0.406
1383.66,4.775,0.196
1383.68,4.777,-0.052
1383.7,4.774,-0.314
1383.72,4.764,-0.589
1383.74,4.75,-0.89
1383.76,4.73,-1.217
1383.78,4.701,-1.571
1383.8,4.667,-1.924
1383.82,4.624,-2.278
1383.84,4.576,-2.644
1383.86,4.519,-3.011
1383.88,4.455,-3.364
1383.9,4.384,-3.704
1383.92,4.307,-4.032
1383.94,4.222,-4.346
1383.96,4.133,-4.634
1383.98,4.037,-4.896
1384,3.936,-5.131
1384.02,3.831,-5.328
1384.04,3.723,-5.485
1384.06,3.611,-5.616
1384.08,3.498,-5.747
1384.1,3.382,-5.864
1384.12,3.263,-5.956
1384.14,3.143,-6.034
1384.16,3.022,-6.126
1384.18,2.898,-6.244
1384.2,2.772,-6.375
1384.22,2.644,-6.532
1384.24,2.512,-6.715
1384.26,2.375,-6.925
1384.28,2.235,-7.16
1384.3,2.089,-7.422
1384.32,1.938,-7.723
1384.34,1.781,-8.037
1384.36,1.616,-8.364
1384.38,1.447,-8.692
1384.4,1.269,-9.006
1384.42,1.085,-9.294
1384.44,0.897,-9.53
1384.46,0.704,-9.7
1384.48,0.507,-9.765
1384.5,0.311,-9.687
1384.52,0.118,-9.464
1384.54,-0.069,-9.098
1384.56,-0.248,-8.574
1384.58,-0.415,-7.893
1384.6,-0.565,-7.069
1384.62,-0.699,-6.113
1384.64,-0.812,-5.053
1384.66,-0.902,-3.927
1384.68,-0.969,-2.762
1384.7,-1.013,-1.584
1384.72,-1.032,-0.419
1384.74,-1.029,0.694
1384.76,-1.004,1.728
1384.78,-0.958,2.683
1384.8,-0.895,3.534
1384.82,-0.815,4.254
1384.84,-0.723,4.843
1384.86,-0.62,5.288
1384.88,-0.509,5.603
1384.9,-0.394,5.76
1384.92,-0.276,5.747
1384.94,-0.162,5.576
1384.96,-0.052,5.262
1384.98,0.05,4.843
1385,0.143,4.333
1385.02,0.225,3.731
1385.04,0.294,3.063
1385.06,0.347,2.343
1385.08,0.388,1.61
1385.1,0.412,0.877
1385.12,0.423,0.157
1385.14,0.418,-0.524
1385.16,0.401,-1.178
1385.18,0.371,-1.767
1385.2,0.328,-2.291
1385.22,0.278,-2.723
1385.24,0.218,-3.076
1385.26,0.154,-3.351
1385.28,0.083,-3.521
1385.3,0.011,-3.587
1385.32,-0.061,-3.547
1385.34,-0.132,-3.416
1385.36,-0.199,-3.194
1385.38,-0.261,-2.867
1385.4,-0.316,-2.448
1385.42,-0.36,-1.963
1385.44,-0.394,-1.427
1385.46,-0.418,-0.851
1385.48,-0.429,-0.223
1385.5,-0.427,0.406
1385.52,-0.412,1.021
1385.54,-0.386,1.61
1385.56,-0.347,2.173
1385.58,-0.298,2.697
1385.6,-0.239,3.155
1385.62,-0.171,3.574
1385.64,-0.096,3.927
1385.66,-0.013,4.189
1385.68,0.074,4.359
1385.7,0.162,4.438
1385.72,0.253,4.451
1385.74,0.341,4.372
1385.76,0.429,4.202
1385.78,0.511,3.953
1385.8,0.587,3.613
1385.82,0.657,3.207
1385.84,0.716,2.736
1385.86,0.767,2.225
1385.88,0.806,1.662
1385.9,0.834,1.047
1385.92,0.848,0.393
1385.94,0.85,-0.288
1385.96,0.837,-0.982
1385.98,0.811,-1.689
1386,0.77,-2.422
1386.02,0.715,-3.181
1386.04,0.642,-3.94
1386.06,0.556,-4.673
1386.08,0.456,-5.367
1386.1,0.341,-6.021
1386.12,0.214,-6.597
1386.14,0.075,-7.055
1386.16,-0.071,-7.396
1386.18,-0.221,-7.592
1386.2,-0.377,-7.631
1386.22,-0.529,-7.487
1386.24,-0.679,-7.147
1386.26,-0.818,-6.637
1386.28,-0.946,-5.956
1386.3,-1.059,-5.131
1386.32,-1.153,-4.163
1386.34,-1.227,-3.076
1386.36,-1.277,-1.924
1386.38,-1.304,-0.72
1386.4,-1.307,0.511
1386.42,-1.283,1.754
1386.44,-1.236,2.998
1386.46,-1.164,4.215
1386.48,-1.067,5.38
1386.5,-0.947,6.44
1386.52,-0.807,7.383
1386.54,-0.65,8.207
1386.56,-0.478,8.888
1386.58,-0.292,9.399
1386.6,-0.099,9.726
1386.62,0.099,9.883
1386.64,0.298,9.896
1386.66,0.496,9.791
1386.68,0.691,9.582
1386.7,0.881,9.268
1386.72,1.063,8.888
1386.74,1.236,8.469
1386.76,1.403,8.037
1386.78,1.558,7.605
1386.8,1.706,7.173
1386.82,1.846,6.768
1386.84,1.976,6.388
1386.86,2.1,6.034
1386.88,2.218,5.694
1386.9,2.328,5.367
1386.92,2.432,5.066
1386.94,2.531,4.791
1386.96,2.623,4.529
1386.98,2.711,4.28
1387,2.794,4.045
1387.02,2.873,3.809
1387.04,2.947,3.56
1387.06,3.016,3.299
1387.08,3.079,3.037
1387.1,3.137,2.762
1387.12,3.19,2.474
1387.14,3.236,2.16
1387.16,3.277,1.846
1387.18,3.31,1.532
1387.2,3.338,1.204
1387.22,3.358,0.877
1387.24,3.373,0.55
1387.26,3.38,0.236
1387.28,3.382,-0.052
1387.3,3.377,-0.301
1387.32,3.369,-0.511
1387.34,3.357,-0.694
1387.36,3.341,-0.851
1387.38,3.322,-0.969
1387.4,3.302,-1.047
1387.42,3.28,-1.086
1387.44,3.258,-1.086
1387.46,3.236,-1.047
1387.48,3.215,-0.995
1387.5,3.197,-0.916
1387.52,3.178,-0.812
1387.54,3.164,-0.668
1387.56,3.151,-0.497
1387.58,3.143,-0.327
1387.6,3.138,-0.131
1387.62,3.137,0.092
1387.64,3.142,0.34
1387.66,3.151,0.602
1387.68,3.165,0.877
1387.7,3.186,1.178
1387.72,3.212,1.505
1387.74,3.245,1.846
1387.76,3.286,2.186
1387.78,3.333,2.526
1387.8,3.387,2.867
1387.82,3.448,3.22
1387.84,3.515,3.574
1387.86,3.591,3.914
1387.88,3.673,4.228
1387.9,3.76,4.516
1387.92,3.853,4.791
1387.94,3.952,5.027
1387.96,4.056,5.21
1387.98,4.161,5.328
1388,4.269,5.38
1388.02,4.378,5.354
1388.04,4.485,5.223
1388.06,4.588,5
1388.08,4.686,4.686
1388.1,4.777,4.267
1388.12,4.858,3.744
1388.14,4.928,3.115
