Time (s) Auto,Angle (rad) Minus pi/2,Angular Velocity (rad/s) Minus pi/2
353.82,-1.792,-2.513
353.84,-1.824,-0.668
353.86,-1.819,1.178
353.88,-1.777,2.998
353.9,-1.698,4.778
353.92,-1.585,6.48
353.94,-1.437,8.103
353.96,-1.26,9.595
353.98,-1.051,10.917
354,-0.82,12.017
354.02,-0.567,12.854
354.04,-0.302,13.417
354.06,-0.027,13.679
354.08,0.25,13.653
354.1,0.523,13.352
354.12,0.787,12.828
354.14,1.038,12.148
354.16,1.274,11.349
354.18,1.494,10.459
354.2,1.693,9.516
354.22,1.874,8.561
354.24,2.036,7.618
354.26,2.179,6.689
354.28,2.303,5.773
354.3,2.41,4.856
354.32,2.498,3.94
354.34,2.567,3.037
354.36,2.619,2.147
354.38,2.653,1.257
354.4,2.669,0.367
354.42,2.667,-0.511
354.44,2.648,-1.388
354.46,2.612,-2.278
354.48,2.557,-3.181
354.5,2.485,-4.097
354.52,2.394,-5.027
354.54,2.284,-5.982
354.56,2.155,-6.951
354.58,2.006,-7.919
354.6,1.838,-8.888
354.62,1.651,-9.857
354.64,1.444,-10.799
354.66,1.217,-11.663
354.68,0.975,-12.409
354.7,0.719,-12.998
354.72,0.452,-13.391
354.74,0.181,-13.535
354.76,-0.093,-13.391
354.78,-0.36,-12.946
354.8,-0.614,-12.213
354.82,-0.851,-11.218
354.84,-1.067,-9.975
354.86,-1.253,-8.535
354.88,-1.409,-6.964
354.9,-1.533,-5.301
354.92,-1.623,-3.56
354.94,-1.676,-1.767
354.96,-1.693,0.026
354.98,-1.674,1.793
355,-1.621,3.534
355.02,-1.533,5.223
355.04,-1.411,6.833
355.06,-1.258,8.325
355.08,-1.076,9.66
355.1,-0.869,10.799
355.12,-0.641,11.689
355.14,-0.397,12.318
355.16,-0.145,12.671
355.18,0.113,12.763
355.2,0.369,12.593
355.22,0.62,12.174
355.24,0.859,11.558
355.26,1.084,10.786
355.28,1.293,9.922
355.3,1.481,8.98
355.32,1.652,7.985
355.34,1.802,6.977
355.36,1.931,5.943
355.38,2.04,4.909
355.4,2.127,3.875
355.42,2.194,2.841
355.44,2.242,1.806
355.46,2.267,0.746
355.48,2.271,-0.314
355.5,2.254,-1.374
355.52,2.216,-2.448
355.54,2.157,-3.534
355.56,2.075,-4.647
355.58,1.971,-5.76
355.6,1.844,-6.885
355.62,1.696,-8.011
355.64,1.524,-9.111
355.66,1.33,-10.171
355.68,1.117,-11.153
355.7,0.883,-12.03
355.72,0.633,-12.723
355.74,0.371,-13.195
355.76,0.102,-13.404
355.78,-0.17,-13.313
355.8,-0.435,-12.907
355.82,-0.69,-12.213
355.84,-0.927,-11.257
355.86,-1.144,-10.066
355.88,-1.332,-8.679
355.9,-1.492,-7.134
355.92,-1.619,-5.485
355.94,-1.712,-3.757
355.96,-1.77,-1.99
355.98,-1.792,-0.196
356,-1.778,1.61
356.02,-1.728,3.403
356.04,-1.641,5.144
356.06,-1.521,6.807
356.08,-1.368,8.378
356.1,-1.184,9.817
356.12,-0.972,11.087
356.14,-0.738,12.134
356.16,-0.484,12.92
356.18,-0.217,13.417
356.2,0.057,13.614
356.22,0.331,13.561
356.24,0.602,13.286
356.26,0.866,12.802
356.28,1.117,12.148
356.3,1.352,11.375
356.32,1.572,10.551
356.34,1.775,9.7
356.36,1.96,8.849
356.38,2.128,8.011
356.4,2.281,7.199
356.42,2.416,6.401
356.44,2.537,5.616
356.46,2.641,4.856
356.48,2.73,4.11
356.5,2.805,3.364
356.52,2.865,2.605
356.54,2.909,1.859
356.56,2.939,1.126
356.58,2.955,0.393
356.6,2.955,-0.34
356.62,2.941,-1.073
356.64,2.912,-1.806
356.66,2.868,-2.553
356.68,2.81,-3.312
356.7,2.736,-4.084
356.72,2.647,-4.869
356.74,2.542,-5.668
356.76,2.421,-6.493
356.78,2.282,-7.33
356.8,2.127,-8.181
356.82,1.956,-9.045
356.84,1.766,-9.922
356.86,1.558,-10.773
356.88,1.334,-11.558
356.9,1.095,-12.252
356.92,0.842,-12.828
356.94,0.58,-13.234
356.96,0.309,-13.404
356.98,0.039,-13.313
357,-0.226,-12.933
357.02,-0.482,-12.278
357.04,-0.721,-11.349
357.06,-0.939,-10.184
357.08,-1.131,-8.823
357.1,-1.294,-7.291
357.12,-1.425,-5.655
357.14,-1.521,-3.94
357.16,-1.583,-2.199
357.18,-1.608,-0.445
357.2,-1.601,1.309
357.22,-1.557,3.011
357.24,-1.478,4.647
357.26,-1.37,6.192
357.28,-1.23,7.631
357.3,-1.062,8.914
357.32,-0.87,9.988
357.34,-0.66,10.852
357.36,-0.434,11.467
357.38,-0.196,11.807
357.4,0.042,11.873
357.42,0.281,11.689
357.44,0.514,11.27
357.46,0.735,10.629
357.48,0.941,9.831
357.5,1.129,8.914
357.52,1.299,7.906
357.54,1.447,6.833
357.56,1.572,5.72
357.58,1.676,4.568
357.6,1.756,3.39
357.62,1.811,2.199
357.64,1.844,0.995
357.66,1.852,-0.209
357.68,1.835,-1.414
357.7,1.795,-2.605
357.72,1.731,-3.809
357.74,1.643,-5.013
357.76,1.53,-6.192
357.78,1.395,-7.343
357.8,1.236,-8.456
357.82,1.056,-9.49
357.84,0.855,-10.393
357.86,0.638,-11.14
357.88,0.407,-11.702
357.9,0.167,-12.03
357.92,-0.079,-12.082
357.94,-0.32,-11.86
357.96,-0.556,-11.362
357.98,-0.779,-10.59
358,-0.983,-9.569
358.02,-1.164,-8.364
358.04,-1.319,-7.003
358.06,-1.447,-5.511
358.08,-1.541,-3.914
358.1,-1.604,-2.251
358.12,-1.632,-0.563
358.14,-1.626,1.139
358.16,-1.587,2.814
358.18,-1.513,4.451
358.2,-1.407,6.034
358.22,-1.271,7.54
358.24,-1.104,8.927
358.26,-0.911,10.145
358.28,-0.696,11.153
358.3,-0.462,11.912
358.32,-0.215,12.409
358.34,0.038,12.658
358.36,0.294,12.658
358.38,0.548,12.435
358.4,0.793,12.004
358.42,1.03,11.414
358.44,1.252,10.721
358.46,1.459,9.948
358.48,1.651,9.15
358.5,1.825,8.325
358.52,1.984,7.487
358.54,2.125,6.663
358.56,2.249,5.851
358.58,2.359,5.053
358.6,2.452,4.267
358.62,2.529,3.482
358.64,2.592,2.697
358.66,2.637,1.898
358.68,2.667,1.1
358.7,2.681,0.301
358.72,2.68,-0.511
358.74,2.661,-1.348
358.76,2.626,-2.212
358.78,2.573,-3.115
358.8,2.502,-4.058
358.82,2.411,-5.013
358.84,2.301,-5.995
358.86,2.172,-7.016
358.88,2.022,-8.077
358.9,1.849,-9.15
358.92,1.656,-10.197
358.94,1.44,-11.218
358.96,1.206,-12.187
358.98,0.952,-13.051
359,0.682,-13.744
359.02,0.399,-14.19
359.04,0.11,-14.36
359.06,-0.179,-14.229
359.08,-0.463,-13.784
359.1,-0.735,-13.025
359.12,-0.988,-11.977
359.14,-1.217,-10.681
359.16,-1.418,-9.202
359.18,-1.587,-7.579
359.2,-1.723,-5.864
359.22,-1.822,-4.071
359.24,-1.887,-2.225
359.26,-1.912,-0.367
359.28,-1.901,1.492
359.3,-1.852,3.325
359.32,-1.767,5.131
359.34,-1.646,6.885
359.36,-1.491,8.548
359.38,-1.302,10.079
359.4,-1.085,11.441
359.42,-0.842,12.579
359.44,-0.578,13.443
359.46,-0.3,14.006
359.48,-0.014,14.268
359.5,0.275,14.255
359.52,0.559,13.98
359.54,0.837,13.483
359.56,1.101,12.815
359.58,1.351,12.03
359.6,1.583,11.179
359.62,1.799,10.289
359.64,1.995,9.399
359.66,2.174,8.535
359.68,2.336,7.71
359.7,2.482,6.898
359.72,2.612,6.113
359.74,2.725,5.354
359.76,2.826,4.608
359.78,2.911,3.875
359.8,2.98,3.155
359.82,3.036,2.474
359.84,3.079,1.793
359.86,3.109,1.1
359.88,3.123,0.419
359.9,3.124,-0.236
359.92,3.113,-0.877
359.94,3.09,-1.532
359.96,3.052,-2.173
359.98,3.002,-2.801
360,2.941,-3.416
360.02,2.865,-4.045
360.04,2.779,-4.686
360.06,2.678,-5.328
360.08,2.565,-5.995
360.1,2.439,-6.676
360.12,2.298,-7.37
360.14,2.144,-8.077
360.16,1.976,-8.796
360.18,1.792,-9.53
360.2,1.594,-10.249
360.22,1.382,-10.917
360.24,1.156,-11.519
360.26,0.92,-12.017
360.28,0.674,-12.37
360.3,0.423,-12.54
360.32,0.17,-12.475
360.34,-0.08,-12.161
360.36,-0.32,-11.585
360.38,-0.547,-10.76
360.4,-0.754,-9.713
360.42,-0.938,-8.482
360.44,-1.095,-7.108
360.46,-1.224,-5.616
360.48,-1.321,-4.032
360.5,-1.385,-2.395
360.52,-1.417,-0.759
360.54,-1.415,0.838
360.56,-1.382,2.369
360.58,-1.319,3.835
360.6,-1.228,5.21
360.62,-1.109,6.466
360.64,-0.968,7.579
360.66,-0.804,8.508
360.68,-0.624,9.228
360.7,-0.432,9.713
360.72,-0.232,9.961
360.74,-0.03,9.975
360.76,0.17,9.752
360.78,0.363,9.32
360.8,0.545,8.692
360.82,0.713,7.893
360.84,0.862,6.977
360.86,0.993,5.956
360.88,1.103,4.856
360.9,1.188,3.691
360.92,1.25,2.487
360.94,1.288,1.257
360.96,1.301,0.013
360.98,1.288,-1.204
361,1.252,-2.382
361.02,1.192,-3.547
361.04,1.111,-4.686
361.06,1.004,-5.773
361.08,0.878,-6.768
361.1,0.732,-7.645
361.12,0.57,-8.404
361.14,0.394,-8.993
361.16,0.207,-9.399
361.18,0.016,-9.582
361.2,-0.179,-9.53
361.22,-0.369,-9.242
361.24,-0.551,-8.718
361.26,-0.721,-7.985
361.28,-0.873,-7.069
361.3,-1.005,-6.008
361.32,-1.115,-4.817
361.34,-1.2,-3.508
361.36,-1.257,-2.121
361.38,-1.285,-0.694
361.4,-1.285,0.746
361.42,-1.255,2.186
361.44,-1.197,3.6
361.46,-1.111,4.948
361.48,-0.997,6.205
361.5,-0.861,7.343
361.52,-0.702,8.351
361.54,-0.525,9.189
361.56,-0.331,9.817
361.58,-0.129,10.236
361.6,0.08,10.459
361.62,0.292,10.485
361.64,0.503,10.302
361.66,0.707,9.935
361.68,0.902,9.451
361.7,1.085,8.862
361.72,1.258,8.181
361.74,1.414,7.422
361.76,1.555,6.624
361.78,1.679,5.812
361.8,1.788,4.961
361.82,1.879,4.084
361.84,1.951,3.194
361.86,2.006,2.304
361.88,2.044,1.401
361.9,2.062,0.471
361.92,2.062,-0.484
361.94,2.044,-1.479
361.96,2.004,-2.5
361.98,1.943,-3.56
362,1.863,-4.647
362.02,1.758,-5.773
362.04,1.632,-6.938
362.06,1.481,-8.116
362.08,1.307,-9.294
362.1,1.109,-10.407
362.12,0.889,-11.441
362.14,0.65,-12.344
362.16,0.393,-13.051
362.18,0.124,-13.509
362.2,-0.151,-13.679
362.22,-0.427,-13.548
362.24,-0.697,-13.103
362.26,-0.955,-12.37
362.28,-1.195,-11.401
362.3,-1.414,-10.21
362.32,-1.607,-8.836
362.34,-1.769,-7.33
362.36,-1.901,-5.733
362.38,-2,-4.058
362.4,-2.064,-2.33
362.42,-2.092,-0.589
362.44,-2.088,1.165
362.46,-2.047,2.932
362.48,-1.97,4.712
362.5,-1.858,6.466
362.52,-1.711,8.168
362.54,-1.53,9.791
362.56,-1.318,11.297
362.58,-1.076,12.645
362.6,-0.809,13.771
362.62,-0.522,14.622
362.64,-0.22,15.158
362.66,0.09,15.381
362.68,0.399,15.328
362.7,0.705,15.053
362.72,1.004,14.595
362.74,1.291,13.993
362.76,1.565,13.326
362.78,1.824,12.645
362.8,2.07,11.99
362.82,2.303,11.388
362.84,2.524,10.852
362.86,2.736,10.38
362.88,2.939,9.961
362.9,3.134,9.595
362.92,3.322,9.294
362.94,3.504,9.045
362.96,3.684,8.81
362.98,3.858,8.561
363,4.026,8.273
363.02,4.189,7.946
363.04,4.345,7.566
363.06,4.492,7.108
363.08,4.631,6.558
363.1,4.756,5.904
363.12,4.868,5.157
363.14,4.964,4.333
363.16,5.042,3.416
363.18,5.102,2.435
363.2,5.14,1.44
363.22,5.158,0.458
363.24,5.158,-0.511
363.26,5.138,-1.453
363.28,5.099,-2.33
363.3,5.044,-3.115
363.32,4.973,-3.809
363.34,4.89,-4.411
363.36,4.796,-4.909
363.38,4.692,-5.301
363.4,4.582,-5.589
363.42,4.467,-5.786
363.44,4.35,-5.917
363.46,4.23,-5.982
363.48,4.109,-5.982
363.5,3.99,-5.917
363.52,3.872,-5.799
363.54,3.757,-5.668
363.56,3.646,-5.537
363.58,3.536,-5.406
363.6,3.429,-5.275
363.62,3.325,-5.157
363.64,3.223,-5.079
363.66,3.123,-5.027
363.68,3.022,-5
363.7,2.923,-5.013
363.72,2.823,-5.066
363.74,2.721,-5.171
363.76,2.617,-5.328
363.78,2.509,-5.537
363.8,2.395,-5.799
363.82,2.278,-6.126
363.84,2.152,-6.519
363.86,2.017,-6.977
363.88,1.874,-7.487
363.9,1.718,-8.05
363.92,1.552,-8.652
363.94,1.373,-9.268
363.96,1.181,-9.896
363.98,0.977,-10.511
364,0.76,-11.061
364.02,0.533,-11.506
364.04,0.298,-11.807
364.06,0.058,-11.938
364.08,-0.182,-11.873
364.1,-0.419,-11.598
364.12,-0.649,-11.126
364.14,-0.867,-10.485
364.16,-1.07,-9.713
364.18,-1.257,-8.81
364.2,-1.425,-7.802
364.22,-1.569,-6.702
364.24,-1.693,-5.55
364.26,-1.792,-4.359
364.28,-1.868,-3.142
364.3,-1.918,-1.924
364.32,-1.945,-0.694
364.34,-1.946,0.55
364.36,-1.923,1.806
364.38,-1.874,3.063
364.4,-1.8,4.32
364.42,-1.701,5.563
364.44,-1.577,6.768
364.46,-1.429,7.906
364.48,-1.26,8.967
364.5,-1.07,9.922
364.52,-0.861,10.734
364.54,-0.638,11.362
364.56,-0.404,11.781
364.58,-0.163,11.99
364.6,0.079,11.99
364.62,0.319,11.807
364.64,0.553,11.467
364.66,0.779,10.996
364.68,0.994,10.433
364.7,1.197,9.804
364.72,1.387,9.137
364.74,1.563,8.469
364.76,1.725,7.815
364.78,1.876,7.199
364.8,2.012,6.624
364.82,2.139,6.087
364.84,2.256,5.589
364.86,2.362,5.131
364.88,2.46,4.739
364.9,2.551,4.398
364.92,2.636,4.097
364.94,2.714,3.809
364.96,2.788,3.547
364.98,2.856,3.299
365,2.92,3.063
365.02,2.978,2.841
365.04,3.033,2.605
365.06,3.083,2.369
365.08,3.127,2.107
365.1,3.168,1.833
365.12,3.201,1.545
365.14,3.23,1.23
365.16,3.252,0.89
365.18,3.266,0.511
365.2,3.272,0.105
365.22,3.27,-0.327
365.24,3.259,-0.798
365.26,3.239,-1.296
365.28,3.208,-1.806
365.3,3.167,-2.356
365.32,3.115,-2.945
365.34,3.049,-3.574
365.36,2.972,-4.241
365.38,2.881,-4.948
365.4,2.774,-5.707
365.42,2.653,-6.506
365.44,2.515,-7.357
365.46,2.359,-8.26
365.48,2.185,-9.202
365.5,1.992,-10.171
365.52,1.778,-11.153
365.54,1.546,-12.121
365.56,1.293,-13.038
365.58,1.023,-13.849
365.6,0.737,-14.491
365.62,0.44,-14.909
365.64,0.137,-15.053
365.66,-0.167,-14.883
365.68,-0.463,-14.373
365.7,-0.746,-13.548
365.72,-1.008,-12.449
365.74,-1.247,-11.113
365.76,-1.456,-9.569
365.78,-1.632,-7.88
365.8,-1.772,-6.1
365.82,-1.877,-4.254
365.84,-1.943,-2.369
365.86,-1.971,-0.471
365.88,-1.962,1.414
365.9,-1.915,3.272
365.92,-1.83,5.105
365.94,-1.711,6.885
365.96,-1.554,8.587
365.98,-1.365,10.158
366,-1.145,11.545
366.02,-0.9,12.71
366.04,-0.633,13.614
366.06,-0.352,14.216
366.08,-0.06,14.504
366.1,0.232,14.491
366.12,0.523,14.203
366.14,0.804,13.679
366.16,1.073,12.972
366.18,1.324,12.161
366.2,1.56,11.27
366.22,1.777,10.341
366.24,1.973,9.399
366.26,2.152,8.482
366.28,2.312,7.592
366.3,2.455,6.715
366.32,2.581,5.864
366.34,2.689,5.04
366.36,2.782,4.241
366.38,2.859,3.456
366.4,2.92,2.67
366.42,2.966,1.898
366.44,2.996,1.152
366.46,3.011,0.432
366.48,3.013,-0.275
366.5,3,-0.969
366.52,2.974,-1.649
366.54,2.934,-2.33
366.56,2.881,-3.011
366.58,2.813,-3.691
366.6,2.733,-4.359
366.62,2.639,-5.04
366.64,2.532,-5.76
366.66,2.41,-6.506
366.68,2.271,-7.252
366.7,2.119,-7.998
366.72,1.953,-8.77
366.74,1.769,-9.556
366.76,1.569,-10.315
366.78,1.356,-11.009
366.8,1.128,-11.624
366.82,0.889,-12.134
366.84,0.641,-12.501
366.86,0.386,-12.671
366.88,0.13,-12.593
366.9,-0.121,-12.252
366.92,-0.363,-11.65
366.94,-0.591,-10.799
366.96,-0.798,-9.713
366.98,-0.982,-8.443
367,-1.137,-7.029
367.02,-1.264,-5.498
367.04,-1.359,-3.888
367.06,-1.42,-2.238
367.08,-1.448,-0.589
367.1,-1.444,1.034
367.12,-1.406,2.605
367.14,-1.338,4.11
367.16,-1.241,5.524
367.18,-1.115,6.82
367.2,-0.966,7.959
367.22,-0.795,8.901
367.24,-0.606,9.621
367.26,-0.407,10.105
367.28,-0.199,10.354
367.3,0.011,10.354
367.32,0.218,10.105
367.34,0.418,9.647
367.36,0.606,9.019
367.38,0.781,8.247
367.4,0.938,7.33
367.42,1.076,6.296
367.44,1.191,5.184
367.46,1.283,4.019
367.48,1.352,2.814
367.5,1.396,1.584
367.52,1.415,0.353
367.54,1.411,-0.877
367.56,1.381,-2.107
367.58,1.326,-3.325
367.6,1.247,-4.503
367.62,1.145,-5.629
367.64,1.021,-6.702
367.66,0.877,-7.697
367.68,0.712,-8.587
367.7,0.531,-9.32
367.72,0.336,-9.857
367.74,0.134,-10.184
367.76,-0.074,-10.289
367.78,-0.281,-10.158
367.8,-0.484,-9.765
367.82,-0.675,-9.111
367.84,-0.851,-8.247
367.86,-1.007,-7.213
367.88,-1.142,-6.034
367.9,-1.25,-4.712
367.92,-1.332,-3.286
367.94,-1.382,-1.806
367.96,-1.404,-0.288
367.98,-1.395,1.23
368,-1.354,2.736
368.02,-1.285,4.202
368.04,-1.186,5.603
368.06,-1.059,6.912
368.08,-0.908,8.09
368.1,-0.734,9.124
368.12,-0.54,9.975
368.14,-0.331,10.603
368.16,-0.113,11.009
368.18,0.112,11.192
368.2,0.338,11.166
368.22,0.561,10.943
368.24,0.778,10.564
368.26,0.985,10.04
368.28,1.181,9.399
368.3,1.362,8.679
368.32,1.528,7.919
368.34,1.679,7.134
368.36,1.814,6.322
368.38,1.932,5.498
368.4,2.034,4.673
368.42,2.119,3.848
368.44,2.188,3.024
368.46,2.24,2.186
368.48,2.276,1.335
368.5,2.293,0.471
368.52,2.295,-0.419
368.54,2.278,-1.348
368.56,2.242,-2.317
368.58,2.185,-3.312
368.6,2.11,-4.359
368.62,2.012,-5.459
368.64,1.891,-6.61
368.66,1.748,-7.775
368.68,1.58,-8.954
368.7,1.39,-10.119
368.72,1.175,-11.244
368.74,0.939,-12.278
368.76,0.682,-13.155
368.78,0.41,-13.823
368.8,0.126,-14.229
368.82,-0.163,-14.347
368.84,-0.452,-14.124
368.86,-0.734,-13.574
368.88,-0.999,-12.737
368.9,-1.246,-11.65
368.92,-1.469,-10.354
368.94,-1.662,-8.888
368.96,-1.825,-7.291
368.98,-1.956,-5.603
369,-2.05,-3.848
369.02,-2.11,-2.068
369.04,-2.133,-0.275
369.06,-2.121,1.532
369.08,-2.072,3.338
369.1,-1.987,5.144
369.12,-1.866,6.938
369.14,-1.709,8.679
369.16,-1.517,10.328
369.18,-1.294,11.846
369.2,-1.041,13.182
369.22,-0.763,14.268
369.24,-0.467,15.053
369.26,-0.157,15.525
369.28,0.159,15.695
369.3,0.474,15.577
369.32,0.785,15.224
369.34,1.085,14.7
369.36,1.374,14.072
369.38,1.649,13.378
369.4,1.91,12.671
369.42,2.155,11.99
369.44,2.389,11.375
369.46,2.609,10.825
369.48,2.821,10.341
369.5,3.022,9.935
369.52,3.217,9.582
369.54,3.405,9.268
369.56,3.588,8.967
369.58,3.764,8.692
369.6,3.935,8.417
369.62,4.101,8.103
369.64,4.26,7.723
369.66,4.411,7.278
369.68,4.552,6.768
369.7,4.683,6.165
369.72,4.8,5.459
369.74,4.902,4.66
369.76,4.987,3.783
369.78,5.055,2.854
369.8,5.102,1.898
369.82,5.13,0.929
369.84,5.14,-0.026
369.86,5.129,-0.956
369.88,5.1,-1.82
369.9,5.055,-2.605
369.92,4.995,-3.325
369.94,4.921,-3.953
369.96,4.835,-4.477
369.98,4.741,-4.896
370,4.639,-5.223
370.02,4.53,-5.459
370.04,4.419,-5.603
370.06,4.306,-5.681
370.08,4.191,-5.694
370.1,4.076,-5.642
370.12,3.965,-5.537
370.14,3.855,-5.406
370.16,3.748,-5.262
370.18,3.644,-5.105
370.2,3.544,-4.948
370.22,3.446,-4.804
370.24,3.352,-4.673
370.26,3.259,-4.555
370.28,3.17,-4.451
370.3,3.082,-4.385
370.32,2.996,-4.372
370.34,2.908,-4.385
370.36,2.82,-4.424
370.38,2.732,-4.516
370.4,2.641,-4.673
370.42,2.545,-4.883
370.44,2.446,-5.144
370.46,2.34,-5.472
370.48,2.227,-5.877
370.5,2.106,-6.349
370.52,1.974,-6.885
370.54,1.832,-7.474
370.56,1.676,-8.116
370.58,1.508,-8.823
370.6,1.324,-9.556
370.62,1.125,-10.276
370.64,0.913,-10.943
370.66,0.686,-11.545
370.68,0.449,-12.043
370.7,0.203,-12.37
370.72,-0.049,-12.488
370.74,-0.3,-12.396
370.76,-0.547,-12.108
370.78,-0.787,-11.624
370.8,-1.015,-10.956
370.82,-1.227,-10.119
370.84,-1.422,-9.15
370.86,-1.594,-8.063
370.88,-1.745,-6.898
370.9,-1.871,-5.694
370.92,-1.973,-4.451
370.94,-2.05,-3.168
370.96,-2.1,-1.846
370.98,-2.124,-0.511
371,-2.121,0.838
371.02,-2.091,2.199
371.04,-2.033,3.574
371.06,-1.948,4.948
371.08,-1.835,6.309
371.1,-1.695,7.658
371.12,-1.528,8.954
371.14,-1.335,10.171
371.16,-1.12,11.257
371.18,-0.883,12.174
371.2,-0.63,12.881
371.22,-0.364,13.339
371.24,-0.093,13.561
371.26,0.181,13.548
371.28,0.452,13.326
371.3,0.716,12.933
371.32,0.971,12.409
371.34,1.214,11.807
371.36,1.444,11.166
371.38,1.66,10.511
371.4,1.865,9.883
371.42,2.055,9.307
371.44,2.235,8.796
371.46,2.406,8.351
371.48,2.568,7.972
371.5,2.724,7.671
371.52,2.875,7.448
371.54,3.021,7.291
371.56,3.165,7.199
371.58,3.308,7.16
371.6,3.451,7.134
371.62,3.594,7.121
371.64,3.735,7.121
371.66,3.878,7.121
371.68,4.021,7.095
371.7,4.163,7.016
371.72,4.302,6.885
371.74,4.439,6.689
371.76,4.571,6.401
371.78,4.697,6.008
371.8,4.813,5.511
371.82,4.918,4.896
371.84,5.011,4.176
371.86,5.086,3.364
371.88,5.146,2.474
371.9,5.187,1.518
371.92,5.207,0.524
371.94,5.207,-0.484
371.96,5.188,-1.479
371.98,5.148,-2.448
372,5.089,-3.377
372.02,5.012,-4.241
372.04,4.918,-5.027
372.06,4.81,-5.694
372.08,4.689,-6.257
372.1,4.558,-6.741
372.12,4.419,-7.147
372.14,4.271,-7.461
372.16,4.119,-7.697
372.18,3.963,-7.88
372.2,3.803,-8.037
372.22,3.641,-8.155
372.24,3.476,-8.26
372.26,3.311,-8.378
372.28,3.142,-8.535
372.3,2.97,-8.731
372.32,2.793,-8.954
372.34,2.612,-9.228
372.36,2.425,-9.569
372.38,2.231,-9.975
372.4,2.026,-10.42
372.42,1.814,-10.904
372.44,1.591,-11.414
372.46,1.357,-11.912
372.48,1.114,-12.331
372.5,0.862,-12.645
372.52,0.606,-12.828
372.54,0.347,-12.841
372.56,0.09,-12.632
372.58,-0.162,-12.174
372.6,-0.401,-11.467
372.62,-0.624,-10.551
372.64,-0.825,-9.451
372.66,-1.004,-8.207
372.68,-1.155,-6.846
372.7,-1.279,-5.393
372.72,-1.371,-3.901
372.74,-1.434,-2.395
372.76,-1.467,-0.903
372.78,-1.47,0.563
372.8,-1.444,1.963
372.82,-1.39,3.272
372.84,-1.312,4.49
372.86,-1.21,5.603
372.88,-1.085,6.571
372.9,-0.944,7.357
372.92,-0.789,7.959
372.94,-0.624,8.378
372.96,-0.451,8.587
372.98,-0.276,8.574
373,-0.105,8.351
373.02,0.06,7.946
373.04,0.215,7.357
373.06,0.357,6.61
373.08,0.481,5.747
373.1,0.587,4.817
373.12,0.674,3.835
373.14,0.741,2.827
373.16,0.787,1.806
373.18,0.814,0.798
373.2,0.818,-0.17
373.22,0.806,-1.1
373.24,0.774,-1.963
373.26,0.726,-2.749
373.28,0.663,-3.456
373.3,0.587,-4.071
373.32,0.498,-4.595
373.34,0.402,-5
373.36,0.297,-5.275
373.38,0.188,-5.419
373.4,0.079,-5.419
373.42,-0.03,-5.288
373.44,-0.135,-5.027
373.46,-0.232,-4.647
373.48,-0.322,-4.136
373.5,-0.401,-3.508
373.52,-0.463,-2.788
373.54,-0.512,-2.016
373.56,-0.545,-1.204
373.58,-0.561,-0.367
373.6,-0.559,0.484
373.62,-0.542,1.322
373.64,-0.506,2.121
373.66,-0.456,2.854
373.68,-0.391,3.508
373.7,-0.314,4.097
373.72,-0.226,4.581
373.74,-0.129,4.961
373.76,-0.027,5.223
373.78,0.082,5.354
373.8,0.19,5.354
373.82,0.297,5.223
373.84,0.401,4.987
373.86,0.498,4.647
373.88,0.587,4.202
373.9,0.668,3.665
373.92,0.735,3.05
373.94,0.79,2.356
373.96,0.831,1.597
373.98,0.855,0.798
374,0.862,-0.026
374.02,0.855,-0.877
374.04,0.828,-1.754
374.06,0.784,-2.631
374.08,0.723,-3.495
374.1,0.644,-4.346
374.12,0.548,-5.157
374.14,0.437,-5.917
374.16,0.311,-6.597
374.18,0.171,-7.16
374.2,0.022,-7.579
374.22,-0.134,-7.841
374.24,-0.294,-7.933
374.26,-0.454,-7.841
374.28,-0.609,-7.553
374.3,-0.759,-7.082
374.32,-0.895,-6.453
374.34,-1.018,-5.681
374.36,-1.125,-4.765
374.38,-1.211,-3.718
374.4,-1.274,-2.592
374.42,-1.315,-1.414
374.44,-1.332,-0.183
374.46,-1.323,1.086
374.48,-1.288,2.343
374.5,-1.228,3.574
374.52,-1.145,4.778
374.54,-1.037,5.917
374.56,-0.906,6.964
374.58,-0.757,7.893
374.6,-0.589,8.692
374.62,-0.407,9.333
374.64,-0.214,9.791
374.66,-0.013,10.066
374.68,0.192,10.145
374.7,0.396,10.053
374.72,0.595,9.817
374.74,0.79,9.464
374.76,0.975,9.006
374.78,1.151,8.456
374.8,1.315,7.854
374.82,1.466,7.213
374.84,1.604,6.558
374.86,1.728,5.89
374.88,1.839,5.223
374.9,1.937,4.555
374.92,2.022,3.888
374.94,2.092,3.22
374.96,2.15,2.553
374.98,2.194,1.885
375,2.226,1.204
375.02,2.243,0.511
375.04,2.246,-0.196
375.06,2.235,-0.929
375.08,2.21,-1.702
375.1,2.168,-2.526
375.12,2.11,-3.416
375.14,2.033,-4.359
375.16,1.935,-5.354
375.18,1.819,-6.401
375.2,1.681,-7.514
375.22,1.519,-8.666
375.24,1.334,-9.817
375.26,1.126,-10.93
375.28,0.895,-11.964
375.3,0.646,-12.881
375.32,0.379,-13.6
375.34,0.097,-14.085
375.36,-0.188,-14.281
375.38,-0.478,-14.163
375.4,-0.76,-13.744
375.42,-1.03,-13.025
375.44,-1.285,-12.069
375.46,-1.516,-10.891
375.48,-1.723,-9.543
375.5,-1.899,-8.077
375.52,-2.047,-6.506
375.54,-2.161,-4.869
375.56,-2.242,-3.181
