Time (s) Auto,Angle (rad) Minus pi/2,Angular Velocity (rad/s) Minus pi/2
22.1,-0.735,-8.364
22.12,-0.898,-7.854
22.14,-1.051,-7.213
22.16,-1.189,-6.427
22.18,-1.31,-5.524
22.2,-1.411,-4.529
22.22,-1.492,-3.469
22.24,-1.55,-2.343
22.26,-1.587,-1.165
22.28,-1.598,0.039
22.3,-1.585,1.27
22.32,-1.547,2.513
22.34,-1.484,3.757
22.36,-1.396,4.974
22.38,-1.285,6.139
22.4,-1.15,7.239
22.42,-0.994,8.26
22.44,-0.818,9.15
22.46,-0.625,9.87
22.48,-0.421,10.407
22.5,-0.207,10.76
22.52,0.013,10.93
22.54,0.232,10.917
22.56,0.451,10.747
22.58,0.664,10.433
22.6,0.87,9.988
22.62,1.065,9.464
22.64,1.249,8.888
22.66,1.422,8.273
22.68,1.58,7.645
22.7,1.726,7.016
22.72,1.861,6.401
22.74,1.982,5.799
22.76,2.092,5.236
22.78,2.191,4.712
22.8,2.281,4.202
22.82,2.359,3.704
22.84,2.428,3.22
22.86,2.488,2.749
22.88,2.538,2.278
22.9,2.579,1.82
22.92,2.611,1.348
22.94,2.634,0.864
22.96,2.645,0.353
22.98,2.648,-0.196
23,2.639,-0.785
23.02,2.617,-1.414
23.04,2.582,-2.081
23.06,2.535,-2.814
23.08,2.471,-3.626
23.1,2.391,-4.503
23.12,2.292,-5.432
23.14,2.174,-6.427
23.16,2.036,-7.487
23.18,1.876,-8.613
23.2,1.692,-9.778
23.22,1.484,-10.943
23.24,1.253,-12.069
23.26,1.001,-13.129
23.28,0.727,-14.059
23.3,0.435,-14.779
23.32,0.132,-15.224
23.34,-0.178,-15.341
23.36,-0.487,-15.132
23.38,-0.787,-14.582
23.4,-1.074,-13.718
23.42,-1.34,-12.593
23.44,-1.58,-11.257
23.46,-1.792,-9.765
23.48,-1.973,-8.155
23.5,-2.119,-6.453
23.52,-2.232,-4.699
23.54,-2.308,-2.906
23.56,-2.348,-1.1
23.58,-2.351,0.72
23.6,-2.32,2.553
23.62,-2.249,4.385
23.64,-2.144,6.231
23.66,-2.001,8.063
23.68,-1.821,9.857
23.7,-1.605,11.545
23.72,-1.357,13.103
23.74,-1.079,14.464
23.76,-0.774,15.564
23.78,-0.452,16.349
23.8,-0.116,16.808
23.82,0.225,16.925
23.84,0.565,16.729
23.86,0.897,16.297
23.88,1.219,15.708
23.9,1.527,15.027
23.92,1.821,14.307
23.94,2.099,13.614
23.96,2.364,12.985
23.98,2.617,12.435
24,2.86,11.964
24.02,3.094,11.572
24.04,3.322,11.244
24.06,3.544,10.956
24.08,3.76,10.681
24.1,3.971,10.407
24.12,4.177,10.105
24.14,4.376,9.726
24.16,4.568,9.242
24.18,4.747,8.626
24.2,4.915,7.88
24.22,5.064,7.003
24.24,5.196,5.982
24.26,5.306,4.843
24.28,5.391,3.613
24.3,5.451,2.343
24.32,5.485,1.06
24.34,5.493,-0.209
24.36,5.476,-1.427
24.38,5.435,-2.579
24.4,5.372,-3.639
24.42,5.287,-4.595
24.44,5.187,-5.432
24.46,5.069,-6.139
24.48,4.939,-6.702
24.5,4.799,-7.121
24.52,4.653,-7.422
24.54,4.5,-7.618
24.56,4.346,-7.71
24.58,4.191,-7.71
24.6,4.037,-7.645
24.62,3.885,-7.527
24.64,3.735,-7.383
24.66,3.589,-7.239
24.68,3.446,-7.108
24.7,3.305,-7.003
24.72,3.167,-6.925
24.74,3.028,-6.898
24.76,2.892,-6.938
24.78,2.752,-7.029
24.8,2.611,-7.186
24.82,2.466,-7.409
24.84,2.315,-7.697
24.86,2.158,-8.037
24.88,1.995,-8.443
24.9,1.822,-8.914
24.92,1.638,-9.425
24.94,1.445,-9.935
24.96,1.241,-10.433
24.98,1.027,-10.917
25,0.804,-11.349
25.02,0.572,-11.676
25.04,0.335,-11.833
25.06,0.096,-11.82
25.08,-0.14,-11.624
25.1,-0.372,-11.244
25.12,-0.592,-10.668
25.14,-0.801,-9.922
25.16,-0.991,-9.032
25.18,-1.164,-8.024
25.2,-1.313,-6.938
25.22,-1.442,-5.799
25.24,-1.546,-4.634
25.26,-1.627,-3.443
25.28,-1.684,-2.251
25.3,-1.717,-1.073
25.32,-1.726,0.065
25.34,-1.714,1.178
25.36,-1.679,2.278
25.38,-1.623,3.351
25.4,-1.544,4.385
25.42,-1.447,5.367
25.44,-1.329,6.283
25.46,-1.194,7.121
25.48,-1.043,7.854
25.5,-0.878,8.482
25.52,-0.702,8.993
25.54,-0.517,9.346
25.56,-0.325,9.53
25.58,-0.134,9.543
25.6,0.058,9.412
25.62,0.245,9.15
25.64,0.426,8.77
25.66,0.597,8.286
25.68,0.759,7.723
25.7,0.906,7.095
25.72,1.043,6.44
25.74,1.164,5.773
25.76,1.274,5.092
25.78,1.368,4.424
25.8,1.45,3.757
25.82,1.519,3.115
25.84,1.574,2.487
25.86,1.618,1.872
25.88,1.649,1.27
25.9,1.668,0.681
25.92,1.676,0.118
25.94,1.673,-0.445
25.96,1.659,-1.021
25.98,1.632,-1.597
26,1.594,-2.16
26.02,1.546,-2.736
26.04,1.486,-3.338
26.06,1.412,-3.966
26.08,1.327,-4.608
26.1,1.228,-5.249
26.12,1.117,-5.89
26.14,0.993,-6.519
26.16,0.856,-7.134
26.18,0.707,-7.71
26.2,0.547,-8.207
26.22,0.377,-8.613
26.24,0.201,-8.914
26.26,0.019,-9.084
26.28,-0.165,-9.111
26.3,-0.347,-8.98
26.32,-0.526,-8.705
26.34,-0.697,-8.299
26.36,-0.859,-7.762
26.38,-1.01,-7.121
26.4,-1.145,-6.362
26.42,-1.266,-5.511
26.44,-1.367,-4.581
26.46,-1.45,-3.587
26.48,-1.511,-2.539
26.5,-1.552,-1.453
26.52,-1.569,-0.353
26.54,-1.566,0.772
26.56,-1.539,1.911
26.58,-1.489,3.05
26.6,-1.417,4.163
26.62,-1.323,5.249
26.64,-1.206,6.283
26.66,-1.07,7.252
26.68,-0.916,8.129
26.7,-0.743,8.875
26.72,-0.558,9.464
26.74,-0.363,9.883
26.76,-0.16,10.145
26.78,0.046,10.223
26.8,0.251,10.119
26.82,0.452,9.87
26.84,0.647,9.516
26.86,0.834,9.071
26.88,1.012,8.548
26.9,1.177,7.972
26.92,1.33,7.37
26.94,1.472,6.754
26.96,1.601,6.126
26.98,1.717,5.498
27,1.821,4.883
27.02,1.912,4.294
27.04,1.992,3.731
27.06,2.061,3.181
27.08,2.119,2.631
27.1,2.166,2.081
27.12,2.202,1.532
27.14,2.227,0.982
27.16,2.242,0.432
27.18,2.245,-0.131
27.2,2.237,-0.707
27.22,2.216,-1.322
27.24,2.185,-1.977
27.26,2.138,-2.683
27.28,2.078,-3.456
27.3,2.001,-4.294
27.32,1.907,-5.21
27.34,1.794,-6.165
27.36,1.66,-7.173
27.38,1.508,-8.221
27.4,1.332,-9.281
27.42,1.136,-10.341
27.44,0.919,-11.349
27.46,0.68,-12.252
27.48,0.426,-12.985
27.5,0.159,-13.522
27.52,-0.118,-13.823
27.54,-0.399,-13.836
27.56,-0.675,-13.548
27.58,-0.944,-12.998
27.6,-1.199,-12.2
27.62,-1.436,-11.179
27.64,-1.648,-9.975
27.66,-1.836,-8.626
27.68,-1.995,-7.173
27.7,-2.124,-5.655
27.72,-2.221,-4.097
27.74,-2.289,-2.487
27.76,-2.322,-0.851
27.78,-2.322,0.812
27.8,-2.29,2.474
27.82,-2.223,4.163
27.84,-2.124,5.877
27.86,-1.989,7.592
27.88,-1.819,9.281
27.9,-1.616,10.891
27.92,-1.382,12.396
27.94,-1.118,13.731
27.96,-0.829,14.844
27.98,-0.522,15.669
28,-0.198,16.166
28.02,0.13,16.349
28.04,0.459,16.258
28.06,0.784,15.944
28.08,1.1,15.459
28.1,1.403,14.857
28.12,1.695,14.229
28.14,1.971,13.614
28.16,2.238,13.038
28.18,2.493,12.54
28.2,2.738,12.121
28.22,2.977,11.807
28.24,3.209,11.572
28.26,3.438,11.414
28.28,3.665,11.31
28.3,3.891,11.205
28.32,4.114,11.074
28.34,4.334,10.878
28.36,4.551,10.59
28.38,4.76,10.158
28.4,4.959,9.556
28.42,5.144,8.77
28.44,5.312,7.789
28.46,5.459,6.637
28.48,5.579,5.341
28.5,5.674,3.927
28.52,5.738,2.422
28.54,5.771,0.877
28.56,5.773,-0.668
28.58,5.744,-2.186
28.6,5.685,-3.652
28.62,5.597,-5.013
28.64,5.482,-6.244
28.66,5.345,-7.343
28.68,5.187,-8.286
28.7,5.011,-9.058
28.72,4.822,-9.647
28.74,4.623,-10.079
28.76,4.417,-10.38
28.78,4.207,-10.577
28.8,3.993,-10.708
28.82,3.778,-10.786
28.84,3.561,-10.825
28.86,3.344,-10.878
28.88,3.127,-10.982
28.9,2.906,-11.153
28.92,2.681,-11.401
28.94,2.452,-11.729
28.96,2.213,-12.148
28.98,1.967,-12.632
29,1.709,-13.142
29.02,1.44,-13.653
29.04,1.162,-14.098
29.06,0.875,-14.438
29.08,0.583,-14.622
29.1,0.287,-14.582
29.12,-0.005,-14.268
29.14,-0.287,-13.679
29.16,-0.554,-12.841
29.18,-0.804,-11.768
29.2,-1.029,-10.485
29.22,-1.225,-9.045
29.24,-1.392,-7.501
29.26,-1.527,-5.864
29.28,-1.627,-4.176
29.3,-1.693,-2.487
29.32,-1.726,-0.825
29.34,-1.726,0.798
29.36,-1.693,2.369
29.38,-1.63,3.862
29.4,-1.538,5.262
29.42,-1.418,6.558
29.44,-1.274,7.71
29.46,-1.107,8.679
29.48,-0.924,9.438
29.5,-0.727,9.988
29.52,-0.522,10.302
29.54,-0.311,10.341
29.56,-0.104,10.119
29.58,0.096,9.673
29.6,0.286,9.045
29.62,0.46,8.234
29.64,0.617,7.278
29.66,0.752,6.244
29.68,0.867,5.144
29.7,0.96,4.006
29.72,1.027,2.841
29.74,1.073,1.689
29.76,1.095,0.576
29.78,1.095,-0.497
29.8,1.074,-1.518
29.82,1.034,-2.474
29.84,0.974,-3.351
29.86,0.898,-4.15
29.88,0.807,-4.883
29.9,0.702,-5.524
29.92,0.584,-6.034
29.94,0.459,-6.401
29.96,0.327,-6.637
29.98,0.192,-6.728
30,0.055,-6.663
30.02,-0.077,-6.427
30.04,-0.204,-6.034
30.06,-0.32,-5.498
30.08,-0.426,-4.817
30.1,-0.515,-4.019
30.12,-0.587,-3.129
30.14,-0.641,-2.186
30.16,-0.675,-1.204
30.18,-0.69,-0.196
30.2,-0.683,0.798
30.22,-0.657,1.754
30.24,-0.613,2.644
30.26,-0.55,3.456
30.28,-0.473,4.176
30.3,-0.382,4.791
30.32,-0.28,5.288
30.34,-0.168,5.642
30.36,-0.052,5.851
30.38,0.068,5.917
30.4,0.187,5.851
30.42,0.303,5.655
30.44,0.415,5.328
30.46,0.518,4.883
30.48,0.611,4.32
30.5,0.693,3.665
30.52,0.759,2.932
30.54,0.811,2.134
30.56,0.845,1.283
30.58,0.862,0.38
30.6,0.861,-0.55
30.62,0.84,-1.492
30.64,0.801,-2.435
30.66,0.743,-3.364
30.68,0.666,-4.28
30.7,0.572,-5.157
30.72,0.459,-5.956
30.74,0.331,-6.65
30.76,0.192,-7.226
30.78,0.041,-7.658
30.8,-0.118,-7.919
30.82,-0.278,-7.985
30.84,-0.44,-7.854
30.86,-0.595,-7.514
30.88,-0.743,-6.977
30.9,-0.877,-6.283
30.92,-0.996,-5.445
30.94,-1.096,-4.464
30.96,-1.177,-3.364
30.98,-1.232,-2.186
31,-1.264,-0.956
31.02,-1.271,0.301
31.04,-1.252,1.584
31.06,-1.208,2.854
31.08,-1.137,4.084
31.1,-1.043,5.249
31.12,-0.927,6.336
31.14,-0.789,7.33
31.16,-0.631,8.207
31.18,-0.459,8.927
31.2,-0.272,9.464
31.22,-0.077,9.804
31.24,0.123,9.961
31.26,0.324,9.961
31.28,0.523,9.791
31.3,0.718,9.477
31.32,0.903,9.045
31.34,1.081,8.522
31.36,1.246,7.933
31.38,1.398,7.278
31.4,1.538,6.584
31.42,1.662,5.877
31.44,1.772,5.171
31.46,1.869,4.451
31.48,1.951,3.718
31.5,2.017,2.971
31.52,2.07,2.225
31.54,2.106,1.466
31.56,2.128,0.694
31.58,2.135,-0.092
31.6,2.125,-0.916
31.62,2.099,-1.793
31.64,2.055,-2.723
31.66,1.99,-3.691
31.68,1.907,-4.699
31.7,1.803,-5.76
31.72,1.678,-6.885
31.74,1.528,-8.037
31.76,1.356,-9.189
31.78,1.161,-10.315
31.8,0.942,-11.375
31.82,0.704,-12.318
31.84,0.448,-13.077
31.86,0.178,-13.614
31.88,-0.101,-13.888
31.9,-0.382,-13.875
31.92,-0.66,-13.548
31.94,-0.928,-12.92
31.96,-1.18,-12.017
31.98,-1.412,-10.891
32,-1.618,-9.582
32.02,-1.797,-8.142
32.04,-1.945,-6.61
32.06,-2.062,-4.987
32.08,-2.146,-3.299
32.1,-2.194,-1.584
32.12,-2.209,0.144
32.14,-2.19,1.885
32.16,-2.133,3.639
32.18,-2.044,5.393
32.2,-1.918,7.134
32.22,-1.758,8.862
32.24,-1.563,10.511
32.26,-1.335,12.043
32.28,-1.079,13.378
32.3,-0.796,14.478
32.32,-0.496,15.289
32.34,-0.181,15.787
32.36,0.14,15.983
32.38,0.462,15.891
32.4,0.779,15.564
32.42,1.087,15.053
32.44,1.382,14.438
32.46,1.665,13.784
32.48,1.934,13.129
32.5,2.19,12.501
32.52,2.433,11.938
32.54,2.666,11.454
32.56,2.89,11.048
32.58,3.107,10.721
32.6,3.318,10.459
32.62,3.525,10.236
32.64,3.728,10.027
32.66,3.925,9.817
32.68,4.12,9.595
32.7,4.31,9.307
32.72,4.494,8.927
32.74,4.668,8.43
32.76,4.833,7.802
32.78,4.983,7.029
32.8,5.116,6.113
32.82,5.229,5.079
32.84,5.32,3.953
32.86,5.388,2.762
32.88,5.432,1.532
32.9,5.449,0.288
32.92,5.443,-0.929
32.94,5.411,-2.094
32.96,5.358,-3.194
32.98,5.283,-4.202
33,5.188,-5.105
33.02,5.077,-5.89
33.04,4.951,-6.545
33.06,4.813,-7.055
33.08,4.667,-7.435
33.1,4.514,-7.697
33.12,4.357,-7.867
33.14,4.199,-7.946
33.16,4.039,-7.946
33.18,3.88,-7.893
33.2,3.723,-7.815
33.22,3.567,-7.736
33.24,3.413,-7.671
33.26,3.261,-7.645
33.28,3.109,-7.658
33.3,2.955,-7.697
33.32,2.801,-7.789
33.34,2.645,-7.946
33.36,2.483,-8.181
33.38,2.318,-8.469
33.4,2.146,-8.81
33.42,1.967,-9.215
33.44,1.778,-9.66
33.46,1.58,-10.132
33.48,1.373,-10.59
33.5,1.156,-11.022
33.52,0.931,-11.401
33.54,0.699,-11.702
33.56,0.462,-11.873
33.58,0.221,-11.86
33.6,-0.016,-11.65
33.62,-0.247,-11.231
33.64,-0.468,-10.629
33.66,-0.674,-9.857
33.68,-0.864,-8.927
33.7,-1.034,-7.88
33.72,-1.18,-6.728
33.74,-1.304,-5.511
33.76,-1.401,-4.267
33.78,-1.473,-3.011
33.8,-1.522,-1.767
33.82,-1.544,-0.55
33.84,-1.543,0.615
33.86,-1.519,1.715
33.88,-1.473,2.762
33.9,-1.407,3.731
33.92,-1.323,4.621
33.94,-1.222,5.419
33.96,-1.104,6.113
33.98,-0.975,6.689
34,-0.836,7.134
34.02,-0.688,7.461
34.04,-0.536,7.645
34.06,-0.38,7.697
34.08,-0.226,7.618
34.1,-0.074,7.409
34.12,0.072,7.082
34.14,0.21,6.65
34.16,0.339,6.152
34.18,0.457,5.589
34.2,0.564,4.987
34.22,0.657,4.359
34.24,0.738,3.718
34.26,0.806,3.076
34.28,0.861,2.435
34.3,0.903,1.806
34.32,0.933,1.191
34.34,0.95,0.615
34.36,0.957,0.079
34.38,0.953,-0.432
34.4,0.939,-0.916
34.42,0.916,-1.361
34.44,0.884,-1.767
34.46,0.845,-2.134
34.48,0.798,-2.474
34.5,0.746,-2.775
34.52,0.686,-3.05
34.54,0.624,-3.286
34.56,0.554,-3.469
34.58,0.484,-3.626
34.6,0.41,-3.731
34.62,0.333,-3.796
34.64,0.258,-3.796
34.66,0.181,-3.744
34.68,0.107,-3.665
34.7,0.035,-3.547
34.72,-0.036,-3.39
34.74,-0.102,-3.181
34.76,-0.163,-2.932
34.78,-0.22,-2.67
34.8,-0.27,-2.395
34.82,-0.316,-2.121
34.84,-0.355,-1.846
34.86,-0.39,-1.571
34.88,-0.418,-1.309
34.9,-0.441,-1.06
34.92,-0.46,-0.838
34.94,-0.474,-0.628
34.96,-0.485,-0.445
34.98,-0.492,-0.288
35,-0.496,-0.157
35.02,-0.498,-0.039
35.04,-0.498,0.079
35.06,-0.495,0.183
35.08,-0.49,0.288
35.1,-0.484,0.393
35.12,-0.474,0.511
35.14,-0.463,0.641
35.16,-0.449,0.798
35.18,-0.432,0.982
35.2,-0.41,1.165
35.22,-0.385,1.335
35.24,-0.357,1.505
35.26,-0.325,1.702
35.28,-0.289,1.911
35.3,-0.248,2.107
35.32,-0.204,2.291
35.34,-0.157,2.461
35.36,-0.105,2.618
35.38,-0.052,2.736
35.4,0.005,2.827
35.42,0.061,2.906
35.44,0.121,2.958
35.46,0.181,2.985
35.48,0.24,2.958
35.5,0.3,2.906
35.52,0.357,2.827
35.54,0.413,2.71
35.56,0.467,2.553
35.58,0.515,2.356
35.6,0.561,2.134
35.62,0.602,1.872
35.64,0.636,1.571
35.66,0.664,1.244
35.68,0.686,0.903
35.7,0.701,0.55
35.72,0.708,0.17
35.74,0.708,-0.236
35.76,0.699,-0.668
35.78,0.682,-1.1
35.8,0.655,-1.532
35.82,0.62,-1.977
35.84,0.576,-2.435
35.86,0.523,-2.893
35.88,0.46,-3.338
35.9,0.39,-3.77
35.92,0.309,-4.176
35.94,0.221,-4.542
35.96,0.127,-4.856
35.98,0.027,-5.118
36,-0.079,-5.315
36.02,-0.187,-5.445
36.04,-0.297,-5.498
36.06,-0.408,-5.445
36.08,-0.517,-5.288
36.1,-0.62,-5.027
36.12,-0.719,-4.66
36.14,-0.809,-4.202
36.16,-0.888,-3.665
36.18,-0.957,-3.05
36.2,-1.012,-2.356
36.22,-1.051,-1.597
36.24,-1.076,-0.798
36.26,-1.084,0.026
36.28,-1.074,0.877
36.3,-1.049,1.741
36.32,-1.005,2.618
36.34,-0.944,3.482
36.36,-0.866,4.294
36.38,-0.771,5.053
36.4,-0.663,5.747
36.42,-0.54,6.349
36.44,-0.407,6.846
36.46,-0.265,7.239
36.48,-0.116,7.527
36.5,0.038,7.684
36.52,0.193,7.697
36.54,0.347,7.592
36.56,0.498,7.396
36.58,0.644,7.108
36.6,0.784,6.728
36.62,0.914,6.27
36.64,1.035,5.76
36.66,1.145,5.21
36.68,1.244,4.621
36.7,1.33,4.019
36.72,1.404,3.403
36.74,1.467,2.762
36.76,1.516,2.094
36.78,1.55,1.414
36.8,1.572,0.733
36.82,1.58,0.052
36.84,1.574,-0.654
36.86,1.555,-1.374
36.88,1.519,-2.121
36.9,1.47,-2.906
36.92,1.404,-3.718
36.94,1.321,-4.568
36.96,1.222,-5.419
36.98,1.104,-6.27
37,0.971,-7.121
37.02,0.82,-7.946
37.04,0.652,-8.731
37.06,0.47,-9.425
37.08,0.273,-9.975
37.1,0.068,-10.367
37.12,-0.143,-10.59
37.14,-0.358,-10.629
37.16,-0.572,-10.446
37.18,-0.779,-10.053
37.2,-0.975,-9.477
37.22,-1.161,-8.731
37.24,-1.327,-7.815
37.26,-1.475,-6.754
37.28,-1.599,-5.603
37.3,-1.7,-4.359
37.32,-1.775,-3.05
37.34,-1.822,-1.676
37.36,-1.843,-0.262
37.38,-1.833,1.165
37.4,-1.795,2.605
37.42,-1.729,4.058
37.44,-1.634,5.511
37.46,-1.508,6.925
37.48,-1.356,8.26
37.5,-1.177,9.503
37.52,-0.974,10.616
37.54,-0.749,11.545
37.56,-0.509,12.252
37.58,-0.256,12.723
37.6,0.003,12.959
37.62,0.265,12.972
37.64,0.525,12.789
37.66,0.779,12.449
37.68,1.024,11.977
37.7,1.26,11.414
37.72,1.481,10.799
37.74,1.692,10.158
37.76,1.888,9.543
37.78,2.072,8.954
37.8,2.246,8.417
37.82,2.408,7.933
37.84,2.562,7.514
37.86,2.708,7.147
37.88,2.848,6.82
37.9,2.98,6.532
37.92,3.109,6.283
37.94,3.231,6.074
37.96,3.351,5.89
37.98,3.467,5.72
38,3.58,5.537
38.02,3.688,5.341
38.04,3.793,5.131
38.06,3.894,4.896
38.08,3.99,4.621
38.1,4.079,4.32
38.12,4.163,3.979
38.14,4.24,3.587
38.16,4.307,3.129
38.18,4.365,2.631
38.2,4.412,2.121
38.22,4.45,1.584
38.24,4.477,1.021
38.26,4.491,0.445
38.28,4.494,-0.105
38.3,4.486,-0.628
38.32,4.469,-1.126
38.34,4.441,-1.584
38.36,4.405,-1.99
38.38,4.361,-2.343
38.4,4.31,-2.657
38.42,4.254,-2.932
38.44,4.192,-3.155
38.46,4.126,-3.312
38.48,4.059,-3.403
38.5,3.99,-3.456
38.52,3.921,-3.482
38.54,3.85,-3.482
38.56,3.781,-3.443
38.58,3.712,-3.377
38.6,3.646,-3.299
38.62,3.58,-3.207
38.64,3.517,-3.102
38.66,3.456,-2.971
38.68,3.398,-2.841
38.7,3.343,-2.71
38.72,3.289,-2.592
38.74,3.239,-2.487
38.76,3.19,-2.382
38.78,3.143,-2.291
38.8,3.099,-2.212
38.82,3.055,-2.173
38.84,3.013,-2.16
38.86,2.969,-2.173
38.88,2.926,-2.225
38.9,2.881,-2.317
38.92,2.834,-2.461
38.94,2.783,-2.644
38.96,2.728,-2.88
38.98,2.669,-3.168
39,2.603,-3.521
39.02,2.529,-3.94
39.04,2.446,-4.424
39.06,2.353,-4.987
39.08,2.248,-5.629
39.1,2.128,-6.336
39.12,1.995,-7.108
39.14,1.846,-7.959
39.16,1.678,-8.888
39.18,1.491,-9.87
39.2,1.283,-10.865
39.22,1.056,-11.833
39.24,0.809,-12.737
39.26,0.545,-13.522
39.28,0.265,-14.111
39.3,-0.024,-14.451
39.32,-0.316,-14.517
39.34,-0.608,-14.294
39.36,-0.892,-13.797
39.38,-1.162,-13.038
39.4,-1.417,-12.069
39.42,-1.648,-10.93
39.44,-1.855,-9.647
39.46,-2.036,-8.26
39.48,-2.187,-6.794
39.5,-2.308,-5.275
39.52,-2.399,-3.718
39.54,-2.457,-2.134
39.56,-2.483,-0.524
39.58,-2.479,1.1
39.6,-2.439,2.749
39.62,-2.369,4.411
39.64,-2.264,6.087
39.66,-2.125,7.789
39.68,-1.953,9.49
39.7,-1.745,11.153
39.72,-1.505,12.723
39.74,-1.235,14.137
39.76,-0.936,15.328
39.78,-0.617,16.232
39.8,-0.283,16.808
39.82,0.06,17.069
39.84,0.404,17.03
39.86,0.745,16.729
39.88,1.076,16.245
39.9,1.395,15.656
39.92,1.703,15.04
39.94,1.996,14.451
39.96,2.279,13.915
39.98,2.553,13.47
40,2.816,13.116
40.02,3.076,12.867
40.04,3.33,12.71
40.06,3.583,12.606
40.08,3.834,12.54
40.1,4.084,12.462
40.12,4.334,12.331
40.14,4.579,12.095
40.16,4.819,11.702
40.18,5.05,11.113
40.2,5.267,10.302
40.22,5.465,9.268
40.24,5.641,8.024
40.26,5.788,6.584
40.28,5.906,4.974
40.3,5.989,3.246
40.32,6.037,1.453
40.34,6.048,-0.353
40.36,6.022,-2.134
40.38,5.961,-3.862
40.4,5.867,-5.511
40.42,5.74,-7.029
40.44,5.583,-8.391
40.46,5.402,-9.569
40.48,5.198,-10.551
40.5,4.976,-11.336
40.52,4.742,-11.925
40.54,4.497,-12.357
40.56,4.246,-12.658
40.58,3.99,-12.867
40.6,3.731,-13.025
40.62,3.468,-13.169
40.64,3.204,-13.352
40.66,2.936,-13.614
40.68,2.661,-13.967
40.7,2.378,-14.412
40.72,2.086,-14.936
40.74,1.781,-15.525
40.76,1.466,-16.114
40.78,1.136,-16.637
40.8,0.798,-17.017
40.82,0.452,-17.161
40.84,0.107,-17.017
40.86,-0.232,-16.546
40.88,-0.559,-15.734
40.9,-0.867,-14.608
40.92,-1.147,-13.208
40.94,-1.398,-11.611
40.96,-1.613,-9.87
40.98,-1.794,-8.011
41,-1.935,-6.1
41.02,-2.037,-4.163
41.04,-2.102,-2.238
41.06,-2.127,-0.327
41.08,-2.114,1.545
41.1,-2.064,3.364
41.12,-1.979,5.131
41.14,-1.858,6.833
41.16,-1.704,8.443
41.18,-1.519,9.922
41.2,-1.305,11.231
41.22,-1.067,12.318
41.24,-0.809,13.129
41.26,-0.537,13.627
41.28,-0.259,13.81
41.3,0.019,13.679
41.32,0.292,13.247
41.34,0.553,12.553
41.36,0.796,11.65
41.38,1.021,10.603
41.4,1.222,9.438
41.42,1.4,8.194
41.44,1.55,6.912
41.46,1.676,5.616
41.48,1.775,4.333
41.5,1.849,3.063
41.52,1.898,1.833
41.54,1.921,0.628
41.56,1.923,-0.55
41.58,1.899,-1.689
41.6,1.854,-2.788
41.62,1.788,-3.848
41.64,1.7,-4.896
41.66,1.591,-5.904
41.68,1.462,-6.859
41.7,1.316,-7.749
41.72,1.151,-8.574
41.74,0.972,-9.307
41.76,0.778,-9.909
41.78,0.573,-10.341
41.8,0.361,-10.564
41.82,0.148,-10.59
41.84,-0.064,-10.393
41.86,-0.272,-9.975
41.88,-0.467,-9.307
41.9,-0.647,-8.417
41.92,-0.806,-7.357
41.94,-0.942,-6.152
41.96,-1.054,-4.83
41.98,-1.137,-3.403
42,-1.191,-1.937
42.02,-1.214,-0.458
42.04,-1.21,1.021
42.06,-1.173,2.461
42.08,-1.109,3.822
42.1,-1.019,5.079
42.12,-0.905,6.244
42.14,-0.768,7.265
42.16,-0.611,8.103
42.18,-0.441,8.744
42.2,-0.259,9.163
42.22,-0.071,9.372
42.24,0.118,9.359
42.26,0.306,9.15
42.28,0.487,8.757
42.3,0.658,8.194
42.32,0.817,7.501
42.34,0.96,6.676
42.36,1.085,5.76
42.38,1.191,4.778
42.4,1.277,3.731
42.42,1.341,2.631
42.44,1.382,1.492
42.46,1.401,0.34
42.48,1.396,-0.812
42.5,1.368,-1.99
42.52,1.318,-3.168
42.54,1.241,-4.346
42.56,1.144,-5.498
42.58,1.021,-6.61
42.6,0.878,-7.658
42.62,0.713,-8.6
42.64,0.533,-9.412
42.66,0.335,-10.04
42.68,0.127,-10.459
42.7,-0.086,-10.629
42.72,-0.302,-10.564
42.74,-0.512,-10.249
42.76,-0.715,-9.7
42.78,-0.903,-8.927
42.8,-1.074,-7.946
42.82,-1.224,-6.794
42.84,-1.348,-5.498
42.86,-1.445,-4.084
42.88,-1.513,-2.592
42.9,-1.549,-1.06
42.92,-1.555,0.484
42.94,-1.53,2.042
42.96,-1.473,3.6
42.98,-1.385,5.118
43,-1.268,6.558
43.02,-1.122,7.893
43.04,-0.95,9.111
43.06,-0.756,10.171
43.08,-0.54,11.022
43.1,-0.311,11.624
43.12,-0.072,11.977
43.14,0.171,12.108
43.16,0.415,12.03
43.18,0.655,11.755
43.2,0.888,11.323
43.22,1.109,10.773
43.24,1.319,10.132
43.26,1.516,9.425
43.28,1.696,8.692
43.3,1.863,7.972
43.32,2.015,7.265
43.34,2.154,6.558
43.36,2.278,5.851
43.38,2.388,5.157
43.4,2.483,4.49
43.42,2.567,3.835
43.44,2.637,3.168
43.46,2.694,2.487
43.48,2.736,1.82
43.5,2.766,1.152
43.52,2.783,0.458
43.54,2.785,-0.275
43.56,2.772,-1.021
43.58,2.744,-1.78
43.6,2.702,-2.566
43.62,2.642,-3.403
43.64,2.567,-4.294
43.66,2.471,-5.223
43.68,2.358,-6.192
43.7,2.224,-7.186
43.72,2.07,-8.221
43.74,1.896,-9.281
43.76,1.7,-10.367
43.78,1.481,-11.428
43.8,1.241,-12.422
